Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
ORBS,302.1,417.05,6.74,-17.31,-34.25,-43.57,99,72,24,14,13,11.49,0.72,8.57,3.83,
QURE,215.55,-11.89,3.82,-6.42,21.94,150.35,99,66,47,93,98,54.31,1.0,23.79,17.65,
SOGP,194.99,250.95,12.87,103.99,12.15,-24.25,99,81,98,84,28,20.27,0.65,21.46,10.25,
NVNI,193.08,99.96,51.82,-78.01,-87.62,136.8,99,96,2,2,98,1.45,0.11,0.83,0.58,
BREA,188.73,108.97,-13.38,-6.16,-2.67,-22.57,99,23,48,53,30,24.71,1.0,12.21,8.63,
ONDS,171.62,159.98,163.01,27.2,-4.85,135.3,99,99,94,49,98,7.66,1.0,6.49,3.88,
APLT,151.98,-7.35,6.68,-40.66,-84.24,-85.29,99,72,8,3,3,1.24,0.09,0.61,0.48,
NKTR,149.95,153.75,61.32,103.72,-27.96,-23.98,99,97,98,18,28,58.5,1.0,46.47,31.11,
APLM,146.05,157.68,-13.07,-16.05,-30.02,-75.21,99,23,27,16,4,18.43,0.04,10.56,7.49,
KALA,145.62,168.07,57.02,-24.18,-9.58,-5.6,99,97,16,40,56,19.05,0.96,16.61,9.93,
KOD,143.98,58.3,103.3,-24.35,-36.87,118.62,99,98,16,12,97,15.8,1.0,10.83,7.97,
SCLX,141.17,154.79,105.18,-38.03,-65.97,-71.58,99,98,9,4,5,29.21,0.37,25.03,15.72,
FORD,140.04,170.13,32.97,-1.9,-8.19,-6.69,99,93,64,42,54,29.23,0.79,25.47,15.03,
CHEK,136.52,156.67,-22.91,-20.35,-35.12,-46.08,99,13,20,13,12,2.21,0.44,1.33,0.92,
NRGV,129.69,151.04,56.59,-48.77,-49.67,44.21,99,97,6,8,93,3.03,0.97,2.5,1.56,
ATCH,128.27,162.81,-65.27,-91.96,-93.85,-90.66,98,3,1,2,2,0.79,0.0,0.5,0.29,
SHFS,124.73,1.67,-21.73,-58.14,-48.43,-46.45,98,15,4,8,12,7.29,0.19,4.3,3.26,
BW,123.65,169.54,79.94,-5.73,-51.57,4.58,98,98,49,7,73,2.88,0.66,2.66,1.66,
VSA,118.75,125.27,93.56,60.58,-44.73,-50.83,98,98,97,10,10,3.18,0.78,2.85,1.88,
WLDS,115.55,143.45,-42.36,-55.17,-84.3,-75.89,98,6,5,3,4,4.95,0.06,4.38,2.45,
SUPX,113.73,159.76,217.54,21.92,108.84,-19.54,98,99,92,99,33,48.37,0.81,52.75,29.29,
JMIA,111.51,129.61,104.42,13.05,-50.8,-35.61,98,98,88,8,18,11.38,0.85,10.07,6.76,
LPTH,110.01,103.29,37.25,8.14,-2.36,112.07,98,93,83,54,97,7.9,1.0,6.33,4.32,
EMPG,108.92,78.18,62.71,,,,98,97,,,,16.88,1.0,12.32,7.9,
HOUS,108.91,48.25,39.35,0.78,-9.77,-40.42,98,94,71,39,15,10.44,1.0,7.44,5.49,
SATS,105.49,112.1,7.73,10.77,5.71,9.86,98,74,86,72,79,73.45,0.98,69.97,42.38,
RGTI,104.85,97.51,16.95,-5.36,29.33,763.72,98,85,50,95,99,31.18,1.0,22.02,16.77,
HIT,104.32,133.47,101.14,-71.49,-85.21,0.0,98,98,3,3,67,3.33,0.42,3.01,2.19,
GPRO,103.78,126.98,36.88,-8.28,-35.83,-42.93,98,93,41,13,13,2.29,0.55,1.97,1.37,
CIFR,102.78,130.05,47.37,1.23,-50.22,1.77,98,95,72,8,70,11.47,0.92,9.95,6.92,
UUUU,102.52,90.41,65.31,8.55,-26.02,-22.43,98,97,84,20,30,16.71,1.0,13.32,9.9,
VERI,101.1,117.92,3.46,-44.43,-12.79,4.82,98,65,7,34,74,5.08,0.72,3.97,2.67,
BE,100.02,153.63,81.91,-3.86,9.14,56.1,98,98,57,80,95,70.32,0.81,66.5,43.52,
AXTI,99.48,94.49,46.58,10.46,-32.54,-31.29,98,95,86,15,21,4.66,0.92,3.73,2.71,
AQB,96.92,71.41,-5.55,-5.27,-24.54,-61.26,98,42,50,21,7,1.84,0.3,1.37,0.97,
STTK,94.61,100.76,-9.47,-26.19,-43.42,-80.52,98,30,15,10,4,2.28,0.15,1.8,1.17,
CDTX,94.61,55.52,79.83,106.95,28.29,50.77,98,98,98,95,94,90.5,1.0,70.68,60.1,
BITF,93.24,147.77,13.87,-38.85,-51.23,-35.09,98,82,9,8,18,2.54,0.63,2.1,1.42,
PL,93.24,84.51,29.53,31.82,0.16,68.1,98,91,95,60,96,12.2,1.0,9.34,7.36,
CELC,91.8,107.67,193.21,5.73,-21.2,-21.08,98,99,80,25,32,50.6,0.89,52.86,35.55,
EQ,88.67,92.5,214.74,-49.38,-46.09,-49.52,98,99,6,9,11,1.5,0.47,1.7,0.99,
YDKG,86.39,99.22,167.51,2.18,-26.84,-56.32,98,99,74,19,8,3.34,0.59,4.26,2.43,
LWLG,85.04,125.54,63.19,-13.86,-45.84,-47.07,98,97,30,10,11,3.58,0.6,3.52,2.39,
APLD,84.7,82.6,68.39,27.76,-19.41,36.96,97,97,94,26,92,21.71,1.0,18.15,14.04,
MAZE,84.6,62.07,5.12,2.71,-2.86,,97,69,75,53,,27.0,1.0,20.72,16.21,
AEHR,84.25,91.58,42.55,12.56,-35.52,6.73,97,95,87,13,76,30.19,0.6,27.42,19.92,
VNCE,84.0,70.32,-18.61,-42.88,-17.21,56.91,97,17,8,29,95,3.5,0.65,2.45,1.81,
VSME,81.53,110.31,12.34,-5.06,-12.37,-52.16,97,80,51,35,9,2.5,0.06,2.52,1.6,
SONN,81.43,121.32,52.25,-24.67,-60.35,-85.43,97,96,16,5,3,5.33,0.19,4.71,3.88,
EPSM,81.37,90.11,60.15,19.34,0.0,,97,97,91,59,,35.1,0.87,31.74,22.95,
ABTS,80.7,63.3,-5.37,58.02,340.55,-41.84,97,43,97,99,14,8.39,1.0,5.43,4.71,
METC,78.9,81.23,71.71,21.69,-19.21,-34.16,97,98,92,26,19,31.43,1.0,28.04,21.7,
RAPP,78.01,82.81,17.59,-9.65,-41.27,-17.51,97,86,38,11,36,26.59,0.99,21.74,16.44,
CTNM,77.96,89.86,71.19,-43.99,-45.93,-20.79,97,98,7,10,32,11.92,0.48,11.74,7.68,
LCTX,77.48,65.76,52.35,50.39,-29.12,-54.01,97,96,97,17,9,1.71,1.0,1.39,1.16,
OKLO,76.85,127.44,43.77,45.4,-0.1,71.87,97,95,97,59,96,110.53,0.81,94.38,75.18,
TLS,76.38,79.8,107.64,1.38,-23.19,-17.61,97,98,72,23,36,6.91,1.0,6.58,4.47,
PZG,75.86,58.8,45.82,30.02,-1.26,-28.02,97,95,95,56,24,1.27,1.0,1.09,0.82,
CDE,74.54,71.35,41.13,23.19,1.86,1.64,97,94,92,64,70,18.44,1.0,15.84,11.87,
HOVR,73.25,62.88,45.33,105.03,-18.45,-13.84,97,95,98,27,42,2.49,0.21,1.95,1.78,
KYTX,73.06,70.98,25.06,12.51,-56.3,-70.94,97,90,87,6,5,6.1,0.15,4.69,3.93,
UFG,72.97,61.36,5.8,-49.34,27.76,,97,70,6,94,,7.9,0.85,7.07,4.25,
MDXH,72.91,60.66,48.86,16.84,-25.93,-23.78,97,96,90,20,28,4.63,1.0,3.91,2.95,
LEU,71.85,73.74,30.13,67.13,-4.8,21.97,97,92,98,49,88,305.35,1.0,245.82,217.44,
MENS,71.77,98.26,110.51,9.32,,,97,98,85,,,59.74,0.9,58.8,33.93,
LIXT,71.57,93.16,56.62,-55.72,-31.01,-20.25,97,97,5,16,33,5.06,0.82,5.11,3.91,
CRML,71.57,98.98,128.89,-9.38,-77.23,-34.96,97,99,38,3,19,6.49,0.43,6.38,4.91,
DPRO,71.44,62.41,30.72,2.58,-19.65,-17.18,97,92,75,26,36,6.69,0.28,5.48,4.69,
VGZ,69.5,89.77,11.68,16.24,26.29,-5.01,97,79,90,94,57,2.08,0.91,1.75,1.27,
SKYT,68.85,32.72,21.51,2.53,-22.86,47.72,97,88,74,23,94,18.08,1.0,12.92,11.39,
WBX,68.23,62.97,137.76,-23.23,-57.23,-68.94,97,99,18,6,6,4.55,0.73,4.15,4.24,
STOK,67.96,65.74,69.75,16.17,-34.51,-12.14,97,97,90,14,45,24.14,1.0,22.19,16.51,
FBIO,67.77,62.32,16.47,-2.88,-7.83,13.55,96,85,61,43,83,3.91,0.71,3.55,2.47,
SES,67.42,47.99,19.45,-10.6,-37.86,90.89,96,87,36,12,97,1.86,0.72,1.37,1.16,
RR,66.01,80.67,-5.22,-21.84,13.03,56.85,96,43,19,85,95,4.2,0.49,3.5,2.46,
ALEC,65.52,66.63,57.96,-4.08,-58.1,-69.21,96,97,56,6,6,3.1,0.3,2.85,2.14,
CMCL,65.2,56.18,42.85,44.41,8.04,-24.15,96,95,97,78,28,36.6,1.0,31.41,24.74,
WBTN,64.95,86.26,48.85,-17.14,-33.48,-7.27,96,96,25,14,53,19.44,0.79,16.77,12.55,
HOUR,64.58,70.41,-2.07,-22.92,-1.45,100.32,96,51,18,56,97,3.06,0.78,2.96,2.07,
LDI,64.52,101.92,29.19,-14.34,-37.22,-25.65,96,91,29,12,26,3.13,0.65,3.23,2.18,
UAMY,64.21,76.29,53.12,-2.29,94.76,244.42,96,96,63,98,99,6.25,0.96,5.35,3.97,
QBTS,63.7,71.06,13.85,41.04,85.23,433.51,96,82,96,98,99,26.76,1.0,20.48,17.82,
MLCI,63.56,69.51,6.91,-3.97,11.1,-14.17,96,72,56,83,41,7.9,0.98,6.1,4.84,
YQ,62.89,78.63,-9.15,14.74,-16.36,-39.87,96,31,89,30,15,3.83,0.9,2.95,2.37,
UEC,62.33,51.57,48.88,5.75,-19.48,-5.94,96,96,80,26,55,13.67,1.0,11.95,9.55,
PVLA,62.12,62.4,74.74,-2.59,73.79,-21.21,96,98,61,98,31,59.59,1.0,56.9,41.7,
AMPY,61.48,20.32,12.06,-21.61,-31.74,-20.46,96,80,19,15,33,6.07,0.68,4.48,3.9,
INBX,61.43,40.14,44.8,1.52,3.82,-3.15,96,95,72,68,61,32.68,1.0,28.84,23.34,
GALT,61.1,76.0,86.15,53.68,-18.0,-57.4,96,98,97,28,8,4.55,0.81,4.72,3.61,
CLPT,60.91,-14.85,-20.4,-20.83,-5.34,64.22,96,16,20,48,95,21.55,1.0,12.96,11.75,
HOWL,60.72,18.31,8.42,-18.23,-39.33,-63.37,96,75,23,12,7,2.07,0.21,1.53,1.32,
DRD,60.18,47.27,8.97,-5.85,50.21,-10.57,96,76,48,97,48,28.41,1.0,23.22,17.3,
HL,59.84,53.64,23.83,0.8,4.23,-13.24,96,90,71,69,43,11.67,1.0,10.27,7.74,
EOSE,59.49,58.56,14.65,-16.26,8.95,165.87,96,83,26,79,98,10.12,1.0,8.44,6.47,
MTSR,58.97,3.35,8.6,4.58,6.49,,96,75,78,74,,52.25,1.0,38.48,35.47,
MTNB,58.63,51.78,124.95,30.42,-77.01,-93.62,96,99,95,3,2,1.9,0.1,1.8,1.41,
HWH,57.42,63.87,-7.66,-18.99,-49.57,-53.17,96,36,22,8,9,2.76,0.03,3.05,1.93,
WBD,57.12,58.71,6.18,8.32,14.23,10.44,96,71,83,87,80,19.51,1.0,16.29,13.34,
SLI,57.07,32.07,40.71,16.3,-11.1,-7.46,96,94,90,37,53,3.75,1.0,3.14,2.72,
TLRY,56.87,67.75,82.61,-47.28,-47.63,-27.3,96,98,7,9,25,1.15,0.35,1.21,0.84,
NG,56.63,46.76,35.62,10.95,-14.13,-13.11,96,93,86,32,43,8.3,1.0,7.27,5.84,
TLPH,56.38,48.2,-10.4,-20.89,-17.33,-49.67,95,29,20,29,10,0.91,0.47,0.76,0.55,
FGI,56.11,99.8,5.52,-25.7,-2.4,-35.57,95,70,15,53,18,6.23,0.6,5.29,4.23,
SEDG,55.34,43.63,57.46,15.56,-8.37,-69.98,95,97,89,41,6,39.45,0.24,34.42,28.69,
AEC,55.13,28.04,1.09,53.16,-27.14,-12.24,95,60,97,19,45,8.88,1.0,6.39,6.23,
GDEV,54.58,30.25,-25.72,4.03,-28.99,-29.66,95,12,77,17,23,26.0,0.75,18.78,16.3,
PHLT,54.4,58.38,87.35,38.04,2.88,-11.07,95,98,96,66,47,7.73,1.0,7.67,6.13,
DNTH,54.31,57.28,11.94,-19.6,-15.82,-16.88,95,80,21,31,37,36.71,0.98,32.14,24.03,
LXEO,54.23,18.93,24.77,-1.09,-43.48,-51.57,95,90,66,10,10,6.77,0.31,5.38,4.73,
CLLS,54.09,62.56,55.43,-7.04,-25.08,-46.16,95,97,45,21,12,3.36,0.95,2.99,2.44,
LRMR,53.86,29.91,29.28,2.07,-54.96,-52.58,95,91,73,7,9,5.09,0.3,4.16,3.67,
HUT,53.77,73.47,29.74,-2.18,-31.97,57.69,95,92,63,15,95,33.16,0.89,30.79,24.0,
