Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
3230,錦明,130.29,160.8,211.18,70.34,-20.84,-29.59,99,99,97,17,3,51.4,0.88,49.98,27.99,0.91
6609,瀧澤科,126.93,117.88,99.96,11.42,-6.0,-18.91,99,98,85,59,11,119.0,1.0,87.65,58.27,1.77
8937,合騏,123.43,131.91,100.42,28.37,-14.17,2.65,99,98,92,34,73,80.4,0.97,67.04,40.51,0.66
4583,台灣精銳,116.09,126.12,143.47,2.14,-7.83,-10.59,99,99,77,54,31,797.0,0.96,668.55,414.85,1.12
2543,皇昌,114.25,87.81,78.02,84.85,125.29,66.72,99,98,98,99,98,85.3,1.0,64.61,47.84,1.01
6144,得利影,108.55,168.98,219.06,219.72,23.58,-12.99,99,99,99,90,24,94.5,0.77,107.55,63.1,1.47
6442,光聖,106.93,84.27,80.69,249.28,49.26,11.0,99,98,99,96,85,504.0,0.94,403.8,323.8,1.39
3450,聯鈞,104.24,109.51,92.14,65.66,1.08,17.25,99,98,97,72,89,229.0,0.98,187.7,129.32,1.21
3081,聯亞,101.15,100.14,60.02,-0.63,0.26,-17.45,99,97,74,71,13,345.0,0.97,259.0,178.13,0.13
4569,六方科-KY,97.15,62.12,113.46,-11.71,-7.34,-11.65,99,99,54,55,28,260.5,0.98,211.15,137.02,2.68
2424,隴華,92.67,94.66,91.35,-23.71,-25.82,-9.41,99,98,16,9,36,79.9,0.99,63.54,40.83,0.3
4903,聯光通,89.45,97.42,46.97,39.25,-16.2,-7.69,98,96,95,28,43,49.45,0.9,37.9,27.96,0.57
8374,羅昇,84.37,97.05,133.12,150.98,-8.13,-13.88,98,99,99,53,21,135.0,0.86,137.9,96.19,0.41
6199,天品,82.44,42.5,69.9,-2.74,-7.67,31.17,98,97,71,54,94,71.5,1.0,58.22,41.22,3.65
