Ticker,Name,Sector,Industry,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
6144,得利影,Communication Services,Entertainment,187.23,191.27,240.34,100.91,4.08,-15.47,99,119.0,102.01,57.04,1.05,-22.03,-0.43,-17.54,5.19,
3230,錦明,Technology,Electronic Components,161.75,187.03,173.06,19.64,-22.96,-26.63,99,53.6,44.78,25.08,0.67,508.03,3.7,-40.86,10.307,14.49
8937,合騏,Consumer Cyclical,Recreational Vehicles,140.94,111.93,104.32,-7.21,-16.23,2.7,99,81.0,59.43,36.49,1.8,47.0,1.12,46.74,1.649,72.32
3081,聯亞,Technology,Semiconductor Equipment & Materials,117.56,124.85,36.92,8.48,9.83,-15.51,99,352.0,213.45,164.45,0.67,103.62,-2.29,-8.41,11.709,
4903,聯光通,Technology,Communication Equipment,116.39,94.13,14.95,7.83,-20.01,-10.61,99,53.4,33.08,25.74,4.0,944.89,1.15,7.83,7.544,46.43
4583,台灣精銳,Industrials,Specialty Industrial Machinery,111.14,100.4,112.15,-1.03,-3.83,-8.67,99,727.0,584.55,377.12,0.89,-19.8,13.45,-3.0,34.891,54.05
3167,大量,Industrials,Specialty Industrial Machinery,108.98,98.09,24.98,10.23,9.1,16.64,99,158.5,107.51,77.26,0.26,544.89,0.49,7.43,20.221,323.47
2543,皇昌,Industrials,Engineering & Construction,108.33,94.3,89.94,94.63,75.81,81.49,99,97.7,74.55,56.34,1.27,178.05,4.98,13.67,46.896,19.62
2424,隴華,Technology,Consumer Electronics,100.76,77.99,44.07,-28.18,-24.88,-13.22,99,79.4,53.29,37.47,1.57,1.28,-4.36,-21.26,1.998,
3450,聯鈞,Technology,Semiconductor Equipment & Materials,97.41,90.43,77.69,74.73,22.6,15.61,99,207.5,167.55,118.95,1.42,151.57,0.62,6.78,40.055,334.68
6640,均華,Technology,Semiconductors,91.03,95.56,149.26,165.97,152.09,34.39,98,932.0,908.4,653.4,1.0,-16.01,8.95,-17.81,64.467,104.13
5443,均豪,Technology,Semiconductor Equipment & Materials,86.4,102.71,134.64,104.77,68.42,-5.28,98,138.5,134.49,91.62,0.73,105.8,1.7,-10.67,22.11,81.47
6442,光聖,Technology,Electronic Components,86.29,68.04,98.99,209.2,56.41,7.46,98,422.5,383.6,301.25,1.56,70.02,6.42,52.16,51.284,65.81
2070,精湛,Industrials,Specialty Industrial Machinery,85.83,111.15,70.25,24.55,-3.19,-2.58,98,96.9,89.58,57.71,0.78,24.02,3.59,-3.17,19.149,26.99
4569,六方科-KY,Industrials,Metal Fabrication,82.77,116.02,66.48,-16.84,-11.77,-7.23,98,231.5,183.81,127.38,2.69,-8.1,5.56,-9.37,42.966,41.64
3363,上詮,Technology,Communication Equipment,81.97,50.81,45.07,45.56,33.19,28.78,98,246.0,178.6,152.32,3.03,703.35,-0.12,-0.43,13.501,
6706,惠特,Industrials,Specialty Industrial Machinery,80.16,86.09,64.53,51.04,-36.26,-21.94,98,174.0,148.05,103.66,0.29,-109.86,-5.95,-40.4,11.979,
8374,羅昇,Industrials,Industrial Distribution,79.28,106.9,152.13,196.02,-13.5,-12.13,98,123.0,138.75,88.95,0.17,198.88,-0.17,-5.26,26.06,
4563,百德,Industrials,Specialty Industrial Machinery,77.54,96.26,51.61,-2.68,-15.41,-1.13,98,120.0,95.14,68.26,0.97,36.25,2.74,-3.32,55.641,43.8
6187,萬潤,Industrials,Specialty Industrial Machinery,77.04,87.43,68.13,47.94,78.3,37.75,98,490.0,412.45,308.16,0.99,80.59,6.22,78.55,32.492,78.78
6609,瀧澤科,Technology,Electronic Components,75.13,80.04,79.8,15.31,-10.58,-17.68,98,85.9,75.05,52.87,1.07,31.6,2.45,12.52,32.536,35.06
6739,竹陞科技,Technology,Semiconductors,72.43,56.87,95.41,52.49,34.58,5.11,98,190.0,174.05,126.16,2.11,-7.75,3.65,23.43,,52.05
2467,志聖,Industrials,Specialty Industrial Machinery,70.39,54.71,76.15,99.54,71.0,29.25,98,247.0,216.15,172.97,1.45,1.07,4.2,13.72,28.65,58.81
8111,立碁,Technology,Electronic Components,69.86,71.02,17.51,-8.37,9.88,-9.02,98,44.8,30.24,25.9,4.05,-28.58,0.61,-5.92,7.092,73.44
8080,印鉐,Technology,Electronic Components,69.8,83.43,133.56,7.15,29.1,-24.33,98,31.9,29.37,20.85,0.42,-156.02,-0.78,-0.55,6.656,
3293,鈊象,Communication Services,Electronic Gaming & Multimedia,69.61,63.76,47.15,24.83,42.06,14.32,98,1050.0,862.2,678.88,1.34,-57.31,24.47,3.41,57.223,42.91
4909,新復興,Technology,Electronic Components,68.46,107.77,78.89,75.17,157.88,43.05,98,149.5,142.4,111.9,0.86,13.13,3.96,42.3,17.321,37.75
6223,旺矽,Technology,Semiconductor Equipment & Materials,66.31,62.06,84.68,59.56,28.94,23.19,98,785.0,740.6,559.95,0.86,16.13,17.27,-1.19,93.283,45.45
6535,順藥,Healthcare,Biotechnology,63.89,75.94,59.67,52.2,108.41,19.9,98,305.0,267.65,219.63,0.55,199.88,-1.74,-50.15,0.294,
8028,昇陽半導體,Technology,Semiconductors,59.34,52.31,61.87,68.66,-17.61,-15.21,97,133.5,127.5,92.9,1.19,-2.48,1.7,-3.41,18.844,78.53
6231,系微,Technology,Software—Application,58.42,61.54,87.04,53.1,33.51,81.89,97,499.5,474.1,353.55,1.1,6.39,6.14,-2.77,32.884,81.35
3013,晟銘電,Technology,Computer Hardware,56.63,57.7,44.65,27.86,29.88,23.83,97,131.0,118.29,96.54,1.04,69.83,2.08,26.26,38.805,62.98
3131,弘塑,Technology,Semiconductor Equipment & Materials,55.71,52.0,66.42,67.91,46.74,13.86,97,1850.0,1858.0,1417.77,0.66,7.97,25.16,-6.91,129.749,73.53
4562,穎漢,Industrials,Specialty Industrial Machinery,54.87,79.32,135.01,186.17,-5.63,-8.79,97,58.6,70.06,49.02,0.17,-22.03,-0.66,-25.0,8.247,
3086,華義,Communication Services,Electronic Gaming & Multimedia,51.46,82.4,43.05,31.79,15.1,129.99,97,223.0,204.13,151.94,0.6,-275.25,1.83,-27.39,5.979,121.86
1736,喬山,Consumer Cyclical,Leisure,50.55,58.18,34.22,-7.47,-15.18,-7.02,97,150.0,129.6,102.91,1.19,75.11,3.89,-8.86,134.463,38.56
5234,達興材料,Basic Materials,Specialty Chemicals,49.91,56.77,24.08,-3.8,17.53,-2.26,97,238.5,193.65,166.3,0.32,-5.83,5.15,-10.96,40.392,46.31
5364,力麗店,Consumer Cyclical,Lodging,49.76,54.23,81.11,-29.67,-40.78,-16.35,97,41.15,40.8,25.87,0.19,-69.44,-1.63,-43.07,11.145,
4950,牧東,Consumer Cyclical,"Furnishings, Fixtures & Appliances",47.62,43.82,-2.17,-38.24,-50.59,-57.82,97,12.75,9.92,7.75,0.95,126.63,-1.7,-47.77,0.858,
4510,高鋒,Industrials,Specialty Industrial Machinery,46.89,77.12,137.91,2.74,-9.18,1.12,97,37.8,44.89,28.4,0.26,61.67,0.83,-13.72,18.591,45.54
1540,喬福,Industrials,Specialty Industrial Machinery,44.99,70.85,101.0,3.43,-7.76,-5.57,97,39.85,42.93,29.68,0.22,29.21,2.09,15.55,7.516,19.07
6788,華景電,Industrials,Electrical Equipment & Parts,43.43,34.13,58.76,22.29,-11.74,-9.54,97,271.5,257.98,194.91,1.26,32.18,9.75,18.47,40.092,27.85
6425,易發,Technology,Semiconductor Equipment & Materials,43.2,33.72,7.28,37.31,132.66,0.33,97,89.1,66.54,72.11,5.39,-832.74,0.84,17.48,34.38,106.07
3018,隆銘綠能,Industrials,Engineering & Construction,42.43,45.17,69.04,13.89,-29.93,-7.4,97,29.85,28.47,21.25,0.82,437.75,-2.38,35.08,7.701,
3581,博磊,Technology,Semiconductors,42.32,52.84,51.78,49.87,1.73,-5.55,97,56.0,52.41,40.53,0.3,-2.08,0.43,-11.16,27.632,130.23
6877,鏵友益,Technology,Semiconductor Equipment & Materials,41.51,50.77,52.19,34.8,-26.29,-17.81,97,69.6,72.65,51.9,0.19,233.06,0.17,26.59,10.472,409.41
3073,天方能源,Technology,Semiconductors,41.46,63.98,108.97,62.05,-9.52,-25.21,97,71.8,81.59,58.94,0.34,-12.22,-1.42,-2.36,1.248,
8064,東捷,Technology,Semiconductor Equipment & Materials,41.41,45.26,70.47,97.08,27.79,-6.0,97,55.2,58.5,46.2,0.31,15.33,0.89,-10.17,16.218,62.02
5345,天揚,Technology,Electronic Components,40.81,48.86,82.02,93.76,-30.28,-27.4,96,27.2,30.06,21.11,0.37,-102.34,-2.51,-37.12,0.313,
1235,興泰,Consumer Defensive,Farm Products,40.55,50.88,37.2,-4.83,-10.21,-2.0,96,147.0,132.9,101.67,1.08,-59.62,1.88,-17.63,1.057,78.19
6134,萬旭,Technology,Communication Equipment,39.98,25.9,17.28,-10.01,-20.48,-14.99,96,35.25,28.15,23.64,3.66,2025.59,-0.35,20.64,16.891,
2486,一詮,Technology,Electronic Components,39.81,26.87,15.19,90.76,33.68,17.02,96,119.0,98.91,97.93,2.55,33.72,0.54,-8.37,23.874,220.37
3653,健策,Technology,Electronic Components,39.59,32.95,28.82,34.61,19.33,18.26,96,1505.0,1332.0,1126.6,1.05,3.32,19.72,-2.66,90.105,76.32
3379,彬台,Industrials,Specialty Industrial Machinery,39.51,36.91,72.49,87.62,-9.03,12.21,96,35.5,37.6,28.72,0.63,340.7,0.48,38.75,18.121,73.96
3227,原相,Technology,Semiconductors,39.4,38.65,19.3,1.24,0.41,17.65,96,271.5,228.5,184.95,1.0,33.58,9.2,4.17,49.653,29.51
4716,大立,Basic Materials,Specialty Chemicals,39.3,44.23,32.46,14.88,0.03,-5.87,96,27.25,25.25,20.71,0.68,107.64,1.04,-5.82,6.692,26.2
3583,辛耘,Technology,Semiconductors,38.48,31.81,20.12,40.71,64.99,23.8,96,488.0,434.9,383.62,1.58,6.54,9.76,4.27,103.313,50.0
2524,京城,Real Estate,Real Estate—Development,38.41,49.58,110.79,14.87,19.84,-7.3,96,87.1,109.63,75.09,0.44,38.41,2.56,23.64,10.482,34.02
2365,昆盈,Technology,Computer Hardware,38.11,58.5,105.73,140.44,30.03,17.8,96,46.7,56.71,42.07,0.3,6.54,0.45,6.15,4.094,103.78
6449,鈺邦,Technology,Electronic Components,38.02,33.21,51.71,51.77,15.95,12.03,96,167.0,161.2,138.3,0.71,-26.96,4.93,-7.13,36.137,33.87
3085,新零售,Communication Services,Internet Content & Information,37.92,40.81,-6.43,-22.15,-46.36,-41.74,96,21.3,16.68,14.68,1.42,-14.59,-1.79,-36.25,1.875,
5481,新華,Consumer Defensive,Education & Training Services,37.72,61.69,44.17,-9.87,-12.44,-2.11,96,24.4,23.65,17.16,0.66,7.25,-0.41,-19.45,1.471,
3498,陽程,Industrials,Specialty Industrial Machinery,37.65,34.61,23.99,44.39,-7.46,-19.62,96,60.4,53.02,45.14,1.6,-117.09,-3.0,-15.59,12.442,
2399,映泰,Technology,Computer Hardware,37.43,32.2,-17.58,-25.04,-14.07,8.89,96,37.7,26.77,23.67,2.74,52.25,-0.66,-17.62,12.815,
6863,永道-KY,Technology,Electronic Components,36.97,43.7,26.78,23.31,-21.76,-18.57,96,291.5,251.4,215.77,1.23,33.57,8.48,20.03,48.387,34.38
6246,臺龍,Technology,Electronic Components,36.9,62.1,-1.54,-14.02,-11.46,4.4,96,24.5,19.0,16.31,0.7,37.25,-0.86,-13.47,40.492,
4956,光鋐,Technology,Electronic Components,36.87,10.07,42.75,15.76,-4.54,8.38,96,34.35,28.74,24.91,3.93,592.25,-1.01,7.48,11.416,
3149,正達,Technology,Electronic Components,36.84,22.43,3.98,5.66,-11.63,-8.08,95,40.5,30.51,27.28,3.82,-61.14,-0.87,5.28,13.246,
6530,創威,Technology,Communication Equipment,36.3,36.53,-5.71,-11.17,14.13,23.95,95,80.3,57.66,52.5,2.46,3.44,1.38,-5.95,7.797,58.19
1595,川寶,Industrials,Specialty Industrial Machinery,36.27,27.89,-7.25,-13.66,-21.07,-9.6,95,60.0,42.57,38.91,5.28,-258.4,0.23,-31.49,27.239,260.87
6438,迅得,Industrials,Specialty Industrial Machinery,35.78,23.64,-5.22,-8.69,5.28,-6.62,95,182.5,132.9,125.53,3.49,-78.22,6.75,-12.99,68.744,27.04
4991,環宇-KY,Technology,Semiconductor Equipment & Materials,35.74,7.72,4.47,7.39,-20.48,-11.37,95,55.3,41.09,38.47,8.83,43.42,-5.19,8.98,14.216,
6807,峰源-KY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",35.3,31.3,44.07,23.74,7.81,20.28,95,75.4,72.38,59.57,1.06,16.16,6.35,0.83,77.857,11.87
6199,天品,Technology,Computer Hardware,33.96,52.36,89.73,-13.52,9.5,41.31,95,49.95,57.8,38.92,0.56,645.2,0.47,-4.78,1.595,106.28
3047,訊舟,Technology,Communication Equipment,33.68,41.47,78.39,82.04,-18.0,-2.41,95,35.25,39.54,29.7,0.3,32092.0,-0.14,53.86,23.849,
3663,鑫科,Industrials,Metal Fabrication,33.37,50.13,67.72,25.33,4.67,-0.08,95,80.9,93.97,65.9,0.23,-27.6,0.5,64.84,28.209,161.8
1569,濱川,Industrials,Metal Fabrication,32.99,33.92,-6.09,-14.48,-10.43,-4.21,95,38.9,30.37,27.13,2.18,-2435.02,-0.67,-13.76,26.301,
3665,貿聯-KY,Industrials,Electrical Equipment & Parts,32.67,29.7,33.74,13.45,-18.12,-11.26,95,456.0,429.15,341.58,0.79,77.03,16.37,25.22,310.66,27.86
3535,晶彩科,Technology,Computer Hardware,32.24,49.27,99.7,109.53,1.25,-14.48,95,52.0,65.71,47.04,0.37,144.31,1.28,127.29,8.837,40.62
5536,聖暉*,Industrials,Engineering & Construction,31.8,27.07,32.65,11.35,3.46,11.71,95,333.0,299.45,252.48,0.97,39.13,16.78,6.75,211.56,19.85
3163,波若威,Technology,Communication Equipment,31.19,28.37,34.19,12.97,5.33,10.63,95,172.0,159.05,133.58,1.7,-8.0,5.78,-40.38,31.786,29.76
5432,新門,Technology,Electronic Components,30.99,39.73,65.76,103.94,88.74,130.78,95,261.0,271.6,229.83,0.58,-12.86,1.62,-22.42,12.26,161.11
2349,錸德,Technology,Computer Hardware,30.91,40.21,45.76,67.36,-23.38,-12.73,95,15.45,15.98,12.32,0.33,629.75,-0.26,-11.82,11.246,
8096,擎亞,Technology,Semiconductors,30.64,36.87,75.17,61.54,56.32,50.52,95,44.1,48.06,39.64,0.18,1046.54,0.49,-3.21,181.241,90.0
6546,正基,Technology,Communication Equipment,29.94,36.87,27.27,-1.79,10.2,20.95,95,207.0,193.1,162.73,0.85,-46.48,4.18,-4.14,34.614,49.52
2236,百達-KY,Industrials,Specialty Industrial Machinery,29.49,25.55,36.65,4.94,-0.89,10.44,95,119.5,109.88,90.06,0.58,-278.14,1.97,-18.47,36.58,60.66
8114,振樺電,Industrials,Business Equipment & Supplies,29.35,34.46,26.58,24.22,-10.62,1.83,94,209.0,195.45,163.0,0.74,35.11,6.42,13.18,136.846,32.55
4545,銘鈺,Industrials,Metal Fabrication,29.24,21.63,30.11,58.03,-13.87,-8.45,94,57.7,54.19,46.87,2.14,27.52,2.17,11.25,27.426,26.59
2724,藝舍-KY,Consumer Cyclical,Lodging,29.18,22.21,61.28,37.99,16.35,-8.68,94,35.5,36.66,32.93,0.88,250.22,-0.39,-0.34,2.719,
9906,欣巴巴,Industrials,Engineering & Construction,28.56,37.57,101.21,29.21,10.56,-0.67,94,137.5,176.0,125.03,0.41,28.65,0.8,86.18,15.236,171.88
2359,所羅門,Technology,Electronic Components,28.47,41.91,65.9,122.3,109.1,2.99,94,136.0,154.45,140.98,0.19,-248.82,1.26,-29.2,21.134,107.94
4571,鈞興-KY,Industrials,Tools & Accessories,28.44,43.73,32.34,19.17,7.53,5.1,94,157.0,150.8,128.13,0.63,29.85,7.21,-2.85,52.98,21.78
6207,雷科,Technology,Electronic Components,27.89,25.89,35.12,63.98,36.27,3.59,94,75.0,70.19,67.03,3.02,-53.84,2.4,-6.33,17.276,31.25
3234,光環,Technology,Semiconductors,27.78,15.18,-5.3,13.73,16.53,-1.0,94,54.8,41.24,43.19,5.18,73.64,-4.39,-18.75,6.488,
3550,聯穎,Industrials,Electrical Equipment & Parts,27.49,35.99,36.42,-17.09,-18.37,-8.76,94,24.0,22.13,17.54,1.53,617.25,-1.67,-10.78,39.274,
4977,眾達-KY,Technology,Computer Hardware,27.42,19.56,-12.3,-17.52,-24.59,-25.03,94,115.5,89.11,80.45,2.56,-1113.99,0.28,-4.93,9.673,412.5
3430,奇鈦科,Basic Materials,Specialty Chemicals,27.36,40.8,6.23,-5.97,-16.33,-1.06,94,79.0,68.68,59.71,1.63,-0.93,4.38,2.15,40.81,18.04
6869,雲豹能源,Utilities,Utilities—Renewable,27.12,31.82,42.25,80.31,22.15,-0.16,94,217.5,224.75,192.73,0.41,-70.58,6.26,-54.15,49.779,34.74
8404,百和興業-KY,Consumer Cyclical,Footwear & Accessories,27.09,24.99,-14.93,-19.42,-25.14,-20.76,94,29.05,20.69,20.08,6.34,144.04,-0.15,2.21,17.091,
3466,德晉,Technology,Communication Equipment,26.89,20.41,36.43,98.23,5.12,-18.32,94,67.1,65.72,65.1,1.98,-63.5,-4.15,-133.08,6.16,
2360,致茂,Technology,Scientific & Technical Instruments,26.52,22.26,13.28,0.18,-7.91,-8.53,94,382.0,343.65,301.52,1.85,14.38,9.47,4.83,47.028,40.34
6446,藥華藥,Healthcare,Drug Manufacturers—Specialty & Generic,26.48,33.17,55.17,26.13,-19.72,-14.1,94,627.0,676.8,520.38,0.53,74.19,4.08,23.37,20.925,153.68
6629,泰金-KY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26.35,35.83,70.07,44.41,34.93,2.81,94,127.5,134.73,114.28,0.35,-14.82,8.53,-10.88,40.143,14.95
6215,和椿,Industrials,Specialty Industrial Machinery,26.06,34.57,66.84,64.16,14.01,-9.76,94,60.4,65.8,55.95,0.23,65.01,1.27,15.25,13.352,47.56
4534,慶騰,Industrials,Metal Fabrication,26.03,39.52,72.13,109.87,-8.04,-4.03,94,22.05,25.45,19.64,0.35,3892.24,-0.23,2.24,8.73,
3374,精材,Technology,Semiconductors,25.69,26.47,43.33,22.22,-10.45,-0.1,93,224.0,234.55,180.02,0.62,-29.31,5.85,-12.85,24.875,38.29
3312,弘憶股,Technology,Electronics & Computer Distribution,25.46,32.34,60.65,126.11,46.62,6.76,93,68.9,77.06,68.17,0.42,-8.25,2.74,-1.83,103.245,25.15
5310,天剛,Technology,Computer Hardware,25.16,15.24,24.6,2.75,46.26,-22.86,93,51.0,48.64,44.76,0.96,-226.66,-0.01,-701.35,0.225,
6873,泓德能源,Utilities,Utilities—Renewable,24.88,28.45,28.75,25.51,5.32,-0.3,93,245.0,250.35,209.11,1.04,30.4,7.3,-27.01,57.709,33.56
3597,映興,Technology,Electronic Components,24.86,11.1,8.44,-17.96,-13.77,-16.9,93,35.2,29.66,26.32,1.75,-7.75,0.24,0.67,14.65,146.67
3455,由田,Technology,Electronic Components,24.83,21.83,26.23,24.95,-8.26,-14.9,93,134.0,128.6,110.7,0.5,-95.46,5.96,-35.54,32.706,22.48
1213,大飲,Consumer Defensive,Beverages—Non-Alcoholic,24.81,30.93,40.11,-16.04,-12.14,-1.87,93,11.8,12.12,9.27,0.85,37245.68,-1.82,98.82,1.417,
4542,科嶠,Industrials,Specialty Industrial Machinery,24.73,20.21,8.25,13.19,19.21,34.24,93,97.3,83.81,75.7,1.5,-495.25,1.52,-3.31,24.454,64.01
2464,盟立,Industrials,Specialty Industrial Machinery,24.71,33.21,53.4,65.93,3.82,-11.84,93,76.9,81.62,68.88,0.36,39.62,0.88,-19.67,39.089,87.39
8032,光菱,Technology,Computer Hardware,24.66,13.08,-11.05,-22.77,-17.42,-10.58,93,43.4,34.54,30.85,5.09,31.39,1.21,-1.55,49.067,35.87
6405,悅城,Technology,Electronic Components,24.59,38.5,42.51,-9.91,-16.52,-5.07,93,37.25,33.57,27.47,1.44,-18.09,-1.12,-9.17,2.619,
8107,大億金茂,Consumer Cyclical,Auto Parts,24.31,24.47,36.7,10.07,-18.57,-7.9,93,27.05,26.55,21.36,0.38,52.25,0.32,4.84,10.154,84.53
3289,宜特,Technology,Semiconductors,23.95,19.51,14.92,8.7,12.23,-8.71,93,176.5,160.05,143.52,0.9,28.11,5.9,-4.24,53.449,29.92
5386,青雲,Technology,Computer Hardware,23.62,23.52,37.62,-3.77,35.57,8.18,93,89.5,87.52,73.85,1.4,-297.03,2.34,-25.02,80.622,38.25
3040,遠見,Technology,Consumer Electronics,23.57,29.48,5.04,-14.65,-17.45,-8.38,93,47.0,41.16,35.36,0.86,-30.96,1.02,-25.31,2.361,46.08
8070,長華*,Technology,Electronics & Computer Distribution,23.35,21.66,32.8,-3.09,5.17,-2.99,93,60.4,57.5,49.64,0.62,2.29,2.13,-6.43,24.448,28.36
4760,勤凱,Technology,Semiconductor Equipment & Materials,23.32,38.32,22.72,35.97,-14.54,-7.71,93,135.5,128.0,119.95,1.82,27.04,4.97,14.88,36.891,27.26
3564,其陽,Technology,Computer Hardware,23.24,21.5,15.5,40.53,9.65,5.65,93,96.0,88.26,85.76,1.21,6892.23,0.35,-1.29,32.977,274.29
4527,方土霖,Technology,Electronic Components,23.07,23.2,1.56,-6.81,-3.67,2.08,92,59.1,48.84,46.03,1.52,39.22,4.08,-14.52,46.687,14.49
3064,泰偉,Communication Services,Electronic Gaming & Multimedia,23.04,18.17,32.88,53.96,-13.7,-16.81,92,80.9,80.18,75.32,2.29,-371.04,-0.23,-30.58,7.889,
6855,數泓科,Industrials,Tools & Accessories,22.51,37.55,16.22,4.38,19.44,8.0,92,152.0,132.6,123.95,2.07,-21.23,7.98,0.52,24.616,19.05
3710,連展投控,Technology,Electronic Components,22.38,6.46,-3.22,-16.84,-17.06,-13.66,92,14.8,11.68,10.91,4.24,114.13,-0.53,-1.63,23.506,
5278,尚凡,Communication Services,Internet Content & Information,22.23,19.2,26.86,-1.77,9.04,5.55,92,255.0,233.95,201.55,1.35,33.4,8.06,-14.63,69.725,31.64
6937,天虹,Technology,Semiconductors,22.09,11.85,18.56,3.19,-11.91,-0.94,92,317.5,278.95,243.77,2.01,-6.1,6.51,-20.98,34.068,48.77
9935,慶豐富,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22.01,32.36,11.81,0.75,-9.2,18.43,92,33.45,31.32,27.07,0.92,1.79,1.71,-7.36,28.976,19.56
4807,日成-KY,Consumer Cyclical,Luxury Goods,21.45,21.84,6.22,-21.19,-20.1,-9.47,92,25.5,22.23,19.3,2.11,22.56,-4.5,5.79,34.041,
6664,群翊,Industrials,Specialty Industrial Machinery,21.39,31.69,38.3,44.03,0.45,8.87,92,287.5,297.2,250.15,1.14,-16.18,14.35,-8.77,42.914,20.03
6830,汎銓,Technology,Semiconductor Equipment & Materials,21.36,5.54,-8.38,-21.77,-17.59,-14.36,92,199.5,155.8,144.48,2.8,13.09,3.71,-3.6,40.894,53.77
4971,IET-KY,Technology,Semiconductors,21.35,10.7,4.98,-19.98,-14.45,-1.86,92,85.5,64.41,62.27,3.29,-10027.74,-0.83,-26.38,19.68,
4160,訊聯基因,Healthcare,Diagnostics & Research,21.21,32.48,51.81,88.67,-9.64,0.75,92,84.9,93.9,81.34,0.32,48.35,1.65,-5.55,24.316,51.45
3491,昇達科,Technology,Communication Equipment,21.21,30.75,47.43,32.25,-11.37,-4.36,92,306.5,326.05,272.18,0.86,87.02,5.3,28.86,29.518,57.83
2317,鴻海,Technology,Electronic Components,21.2,21.47,17.42,36.59,25.28,-6.67,92,200.0,183.15,179.8,0.95,-2.11,10.88,-11.17,452.316,18.38
5484,慧友,Industrials,Security & Protection Services,20.58,39.51,78.21,228.4,-8.33,11.66,92,56.0,71.94,55.31,0.58,239.75,-0.95,49.18,6.593,
8932,智通*,Consumer Cyclical,Apparel Manufacturing,20.46,20.87,27.7,22.5,15.24,68.86,92,89.0,85.63,75.09,0.89,42.62,1.19,24.43,7.376,74.79
4530,宏易,Industrials,Metal Fabrication,20.42,40.03,17.47,-17.3,-4.84,-12.15,92,10.7,9.79,8.4,0.64,25.34,-1.26,0.45,3.308,
3303,岱稜,Industrials,Metal Fabrication,20.21,36.57,46.1,17.35,1.18,2.08,92,52.8,59.22,46.54,0.69,-25.14,3.1,1.51,27.067,17.03
2420,新巨,Industrials,Electrical Equipment & Parts,20.07,19.25,15.95,6.08,-4.01,0.0,92,78.8,71.05,64.66,0.7,-10.84,4.03,-5.53,14.123,19.55
8467,波力-KY,Consumer Cyclical,Leisure,19.87,30.17,52.38,10.24,61.28,83.61,91,243.0,243.4,207.85,0.27,32.44,9.7,7.1,44.897,25.05
4561,健椿,Industrials,Metal Fabrication,19.78,42.24,74.34,30.71,1.07,18.57,91,60.6,69.23,54.12,0.2,6.3,4.28,7.91,22.745,14.16
6667,信紘科,Industrials,Specialty Industrial Machinery,19.75,22.12,41.28,51.79,67.16,35.1,91,208.0,210.0,190.6,0.54,-10.35,8.09,7.08,60.13,25.71
4729,熒茂,Technology,Electronic Components,19.67,32.53,51.43,-18.24,-7.24,-11.68,91,26.0,25.54,20.61,1.0,87.38,-0.02,0.27,12.403,
5508,永信建,Real Estate,Real Estate—Development,19.57,24.56,69.7,57.85,39.23,20.98,91,219.0,251.55,218.87,0.48,4.3,18.26,-9.54,53.677,11.99
6870,騰雲,Technology,Software—Infrastructure,19.35,17.9,10.93,19.05,-25.18,-3.11,91,216.5,210.09,175.62,1.55,-20.83,3.68,-7.65,26.622,58.83
6515,穎崴,Technology,Semiconductors,19.1,26.62,26.47,11.37,-10.99,7.97,91,1210.0,1182.3,1001.4,1.68,17.73,17.42,15.92,116.054,69.46
3680,家登,Technology,Semiconductors,18.98,17.8,10.82,3.09,6.92,-4.54,91,598.0,546.8,478.07,0.82,22.12,9.75,10.28,63.114,61.33
3580,友威科,Industrials,Specialty Industrial Machinery,18.96,33.26,41.35,33.77,-15.78,-13.73,91,90.0,102.13,77.47,0.41,104.13,2.91,25.14,18.238,30.93
2312,金寶,Technology,Computer Hardware,18.84,7.18,11.53,6.88,-15.9,2.5,91,24.0,22.47,19.57,1.0,0.36,0.85,-5.99,104.035,28.24
2330,台積電,Technology,Semiconductors,18.53,14.52,14.61,19.53,12.81,-1.0,91,1045.0,965.6,901.03,1.14,-0.36,36.16,3.7,94.041,28.9
4402,郡都開發,Consumer Cyclical,Textile Manufacturing,18.51,-0.2,92.03,68.11,50.05,33.3,91,34.0,41.83,35.42,0.37,-241.08,-0.45,-4.17,1.185,
6854,錼創科技-KY創,Technology,Electronic Components,18.29,2.21,-25.03,-38.08,-32.96,-9.85,91,118.0,84.05,79.33,3.24,126.74,-3.1,4.64,10.511,
3019,亞光,Technology,Electronic Components,18.12,32.96,44.35,-9.41,-15.43,-2.3,91,103.5,114.74,85.51,0.62,93.2,3.61,5.4,69.636,28.67
3605,宏致,Technology,Electronic Components,18.08,16.52,16.97,11.84,4.37,-4.07,91,55.3,52.17,47.2,0.86,116.97,0.08,1.85,65.251,691.25
6151,晉倫,Basic Materials,Specialty Chemicals,18.04,31.64,28.34,-18.65,-17.68,-8.38,91,40.05,39.29,31.86,0.53,40.51,1.48,8.15,27.481,27.06
6757,台灣虎航-創,Industrials,Airlines,17.53,20.11,49.01,44.84,-14.6,-3.54,91,56.4,57.73,50.6,0.43,-13.25,5.81,-5.73,33.972,9.71
6021,美好證,Financial Services,Capital Markets,17.51,20.48,14.5,28.48,-6.36,-12.35,91,25.15,23.3,21.89,0.85,-1.36,1.18,12.3,4.725,21.31
