Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
8937,合騏,133.3,131.24,124.34,50.49,-16.26,-2.89,99,99,96,30,61,85.6,1.0,70.79,42.78,0.52
2543,皇昌,121.62,122.91,83.94,88.71,95.65,67.85,99,98,98,99,98,90.5,1.0,69.01,50.12,0.41
4569,六方科-KY,116.54,104.55,116.73,-9.88,-9.66,-10.22,99,99,55,51,34,290.0,1.0,231.1,143.91,2.74
4583,台灣精銳,108.98,115.99,116.21,5.66,1.58,-12.1,99,99,80,75,28,782.0,0.94,709.4,432.88,0.44
3230,錦明,100.7,118.16,192.65,65.97,-4.47,-21.35,99,99,97,63,7,45.45,0.76,50.18,29.08,0.27
8032,光菱,100.49,93.72,21.01,-17.93,-17.14,-7.37,99,91,29,27,47,72.6,1.0,45.66,34.4,1.56
6609,瀧澤科,99.07,120.94,88.6,18.28,-9.3,-16.7,99,98,88,52,15,105.5,0.87,91.45,60.53,0.37
3450,聯鈞,94.14,98.67,81.98,53.92,-0.73,15.94,99,98,96,71,88,220.0,0.94,195.0,133.95,0.62
6442,光聖,93.47,98.15,74.68,178.2,41.24,13.63,99,98,99,95,87,479.0,0.89,404.75,334.6,0.61
5438,東友,92.33,58.74,24.12,-14.84,-12.11,-10.73,99,93,40,44,32,42.0,1.0,26.18,20.68,0.07
6535,順藥,91.48,91.38,82.02,49.91,71.09,94.95,99,98,96,98,99,387.0,1.0,303.05,237.37,0.64
3081,聯亞,90.48,108.2,78.27,-8.49,-4.53,-14.27,98,98,58,63,21,330.5,0.89,281.3,184.82,0.6
3447,展達,88.76,80.45,-5.88,-23.86,-36.55,-25.0,98,64,14,2,4,80.6,1.0,49.89,38.44,3.19
3167,大量,85.02,82.99,93.99,8.83,7.54,6.18,98,99,83,82,80,149.0,0.92,125.6,85.9,0.74
2424,隴華,76.39,91.89,64.46,-22.04,-26.03,-10.9,98,97,17,10,32,73.1,0.88,67.35,42.28,0.24
3581,博磊,75.92,69.54,56.74,10.16,-9.97,3.86,98,97,84,50,76,72.6,1.0,59.19,44.13,0.63
6151,晉倫,75.43,75.59,26.54,-2.11,-16.27,-9.24,98,93,70,30,38,61.7,0.99,46.5,34.96,0.12
8374,羅昇,72.34,77.28,115.77,169.24,-9.74,-14.74,98,99,99,51,20,127.5,0.8,136.6,99.27,0.08
3013,晟銘電,70.93,82.46,69.28,68.99,40.89,9.26,98,98,97,95,84,152.5,0.93,131.5,106.31,0.42
8080,印鉐,66.79,75.81,71.52,8.82,38.41,0.35,98,98,83,94,69,33.5,0.89,34.24,22.56,0.11
8249,菱光,66.67,61.66,70.58,-20.49,-16.54,-10.34,98,98,21,29,34,69.2,1.0,56.24,40.4,1.92
4903,聯光通,66.34,88.05,56.02,25.87,-15.73,-11.01,98,97,91,31,31,43.65,0.76,39.18,28.86,0.23
6658,聯策,64.55,77.34,23.14,26.38,-9.4,1.87,98,92,91,52,73,98.9,0.88,81.23,63.33,0.84
6763,綠界科技*,64.22,60.04,-12.65,-19.32,-25.28,-4.71,98,46,24,11,56,85.0,1.0,55.69,47.42,0.58
4576,大銀微系統,62.71,62.34,19.31,-9.81,-6.92,-19.35,98,91,55,58,11,144.5,0.99,111.76,88.83,0.14
3293,鈊象,61.89,58.82,63.06,56.07,23.07,20.17,98,97,96,91,91,1060.0,0.98,937.2,729.72,0.33
4562,穎漢,61.26,66.45,86.94,127.71,4.15,-13.24,98,98,99,78,24,65.3,0.78,67.53,53.99,0.15
6231,系微,59.99,63.12,68.19,87.41,11.34,51.35,98,98,98,84,97,538.0,0.93,514.15,387.03,0.22
6706,惠特,58.71,67.14,78.67,43.69,-34.89,-21.21,98,98,95,3,8,161.0,0.89,161.41,115.07,0.19
6223,旺矽,58.69,61.95,67.91,59.18,53.41,33.52,98,98,97,96,95,798.0,0.96,779.8,609.57,0.39
1595,川寶,57.79,51.77,3.35,-14.52,-21.27,-14.1,98,78,41,16,21,71.1,0.92,52.77,42.44,0.57
