Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
3230,錦明,189.44,161.75,153.56,12.92,-25.89,-28.81,99,99,87,11,2,63.1,1.0,48.77,26.85,1.02
6144,得利影,178.63,187.23,203.71,137.78,16.68,-15.32,99,99,99,88,13,123.0,1.0,106.55,60.64,1.61
8937,合騏,137.02,140.94,85.4,23.53,-18.88,5.45,99,98,91,28,76,83.5,1.0,63.82,38.57,0.53
3450,聯鈞,112.94,97.41,95.51,62.47,15.85,18.65,99,98,97,88,89,234.0,1.0,178.7,124.22,0.9
2424,隴華,104.43,100.76,73.44,-24.51,-29.37,4.14,99,97,21,7,73,84.0,1.0,58.8,39.28,0.45
3081,聯亞,103.18,117.56,46.08,3.48,1.87,-13.37,99,95,80,77,17,342.0,0.96,236.65,171.22,0.09
6609,瀧澤科,102.74,75.13,89.18,16.71,-11.14,-18.08,99,98,89,53,9,103.5,1.0,80.48,55.16,0.6
4583,台灣精銳,96.71,111.14,136.1,-1.95,-5.02,-9.74,99,99,75,66,28,705.0,0.92,616.45,392.52,0.49
3167,大量,94.72,108.98,35.01,-2.74,13.22,13.84,99,94,74,87,86,153.5,0.96,115.04,80.49,0.15
4903,聯光通,93.01,116.39,26.37,12.56,-21.51,-3.37,99,92,87,21,53,49.5,0.9,35.46,26.82,1.0
6442,光聖,92.46,86.29,73.17,213.35,58.74,9.15,99,97,99,97,82,457.0,0.84,395.05,312.17,1.04
2543,皇昌,85.01,108.33,73.16,72.14,86.32,94.3,98,97,98,98,99,90.8,0.92,77.38,58.22,0.7
8374,羅昇,79.12,79.28,154.81,124.52,-10.87,-12.43,98,99,99,54,19,128.0,0.8,138.25,92.21,0.1
6640,均華,78.65,91.03,133.52,111.23,150.94,32.97,98,99,99,99,94,912.0,0.92,930.9,670.45,0.17
6223,旺矽,73.07,66.31,90.71,57.91,56.59,35.78,98,98,97,97,95,850.0,1.0,768.3,577.85,0.59
6706,惠特,72.56,80.16,87.9,44.1,-36.12,-19.51,98,98,96,3,7,172.5,0.99,154.2,107.66,0.58
3363,上詮,70.47,81.97,34.14,52.21,34.15,29.7,98,94,97,94,94,239.0,0.97,188.1,156.52,0.13
4569,六方科-KY,69.75,82.77,111.88,-16.19,-11.19,-8.98,98,98,48,53,31,221.5,0.76,196.5,131.75,0.39
2070,精湛,69.39,85.83,115.3,25.84,-6.85,-4.66,98,99,92,63,48,91.5,0.73,93.05,59.54,0.23
5443,均豪,68.25,86.4,135.42,71.99,58.23,0.49,98,99,98,97,65,130.0,0.83,138.3,94.08,0.15
3293,鈊象,65.22,69.61,47.59,41.88,29.77,20.04,98,96,96,93,90,1060.0,1.0,889.5,697.13,0.54
6535,順藥,64.62,63.89,47.13,41.62,100.23,40.53,98,96,96,99,96,319.0,0.99,278.25,224.23,0.35
6134,萬旭,64.35,39.98,27.38,-4.8,-18.92,-16.77,98,92,71,28,11,42.6,1.0,30.4,24.39,0.92
8080,印鉐,63.1,70.31,123.35,4.95,14.18,-23.6,98,99,81,87,4,31.8,0.83,30.99,21.34,0.11
3013,晟銘電,62.76,56.63,45.95,39.17,45.65,16.01,98,95,95,96,88,141.0,1.0,122.95,99.36,0.82
6187,萬潤,62.33,77.04,86.05,23.64,65.88,41.63,98,98,91,97,96,465.5,0.93,430.6,315.33,0.55
4909,新復興,61.56,68.46,92.69,78.87,147.09,62.99,98,98,98,99,98,149.5,0.77,145.35,114.15,0.31
6231,系微,60.6,58.42,92.72,82.14,21.38,79.16,98,98,98,91,98,525.0,0.99,489.4,363.9,0.43
8111,立碁,60.31,69.86,23.7,-3.05,11.18,1.01,98,91,74,85,67,43.6,0.96,32.45,26.65,1.14
6739,竹陞科技,59.95,72.43,126.91,44.0,29.36,3.45,98,99,96,93,72,182.5,0.81,176.8,129.25,0.38
8028,昇陽半導體,57.27,59.34,66.55,62.71,-18.41,-14.74,98,97,97,30,14,136.0,0.97,129.8,95.68,0.45
4563,百德,55.5,77.54,54.3,-4.78,-12.4,-2.67,97,96,71,49,56,108.0,0.8,99.11,70.29,0.3
2467,志聖,52.66,70.39,75.21,82.81,75.23,29.48,97,97,98,98,93,230.0,0.92,221.9,176.45,0.5
4562,穎漢,51.47,54.87,111.09,142.89,-7.87,-10.54,97,98,99,61,25,59.4,0.69,68.38,50.47,0.1
4510,高鋒,49.46,46.89,116.68,38.8,-5.69,-1.19,97,99,95,65,60,39.65,0.71,45.02,29.19,0.22
3498,陽程,48.84,37.65,33.3,19.4,-10.55,-21.32,97,94,90,55,6,67.1,1.0,55.41,46.05,2.35
5481,新華,47.95,37.72,34.95,-13.5,-14.44,-2.66,97,94,55,44,56,26.85,0.88,24.65,17.61,0.89
4950,牧東,47.82,47.62,45.98,-37.68,-50.4,-56.73,97,95,3,1,1,13.0,0.38,10.55,7.96,0.5
8032,光菱,47.07,24.66,17.2,-23.41,-16.97,-10.34,97,88,25,35,26,52.4,1.0,37.15,31.64,1.64
4956,光鋐,45.92,36.87,21.44,15.32,-2.2,27.38,97,90,88,71,93,37.75,1.0,29.99,25.56,3.64
3149,正達,45.58,36.84,11.44,-2.66,-10.64,-7.19,97,85,74,55,37,44.25,1.0,32.75,27.95,1.56
6877,鏵友益,44.55,41.51,41.36,23.38,-26.66,-19.22,97,95,91,10,7,73.0,0.74,72.83,53.3,0.13
3581,博磊,44.37,42.32,39.32,23.97,-5.8,-4.41,97,95,92,64,49,58.4,0.96,54.35,41.35,0.17
4991,環宇-KY,43.55,35.74,-2.76,-3.92,-22.56,-13.3,97,67,73,18,18,59.8,1.0,43.16,39.48,5.37
1540,喬福,43.51,44.99,93.69,18.95,-6.52,-4.91,97,98,90,63,47,40.6,0.78,42.93,30.41,0.13
4807,日成-KY,43.49,21.45,12.2,-7.57,-17.27,-12.29,97,85,67,34,20,30.85,1.0,23.61,19.76,1.17
5364,力麗店,43.35,49.76,85.83,-33.08,-40.24,-18.73,97,98,6,2,8,40.3,0.77,41.8,26.63,0.13
8064,東捷,42.81,41.41,65.96,96.33,24.08,-5.88,97,97,98,92,43,57.6,0.84,58.87,47.17,0.1
3131,弘塑,42.32,55.71,86.84,41.66,46.16,12.48,97,98,96,96,85,1750.0,0.85,1864.0,1445.23,0.37
1736,喬山,41.32,50.55,33.78,9.15,-5.17,-9.99,97,94,85,66,27,144.5,0.92,132.9,105.43,0.27
4716,大立,39.83,39.3,27.63,20.02,2.0,-5.27,97,92,90,77,46,28.1,0.89,26.05,21.21,0.18
