Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
QMMM,1095.07,282.69,96.61,0.35,-54.2,-87.9,99,98,67,8,3,74.22,1.0,22.75,7.86,
ORBS,584.03,1.0,8.95,-19.2,-36.68,-45.82,99,78,22,14,14,15.62,1.0,5.02,2.46,
OPEN,312.81,285.61,156.94,-51.22,-32.72,-31.47,99,99,6,16,22,9.07,1.0,6.29,2.87,
FORD,235.54,86.25,78.97,8.39,-19.67,-21.45,99,98,82,26,31,36.1,1.0,19.56,12.29,
ANTE,194.56,292.19,193.11,24.66,41.01,-58.93,99,99,93,96,9,4.84,0.88,4.35,2.18,
ABVX,172.32,238.29,333.78,0.27,-34.47,-48.78,99,99,67,15,13,84.01,0.95,82.59,46.85,
KALA,165.94,131.82,43.93,-28.55,-2.78,-18.6,99,95,14,53,34,18.62,1.0,13.4,8.18,
HYPD,154.07,21.43,62.35,-16.45,-94.0,-92.28,99,97,25,2,2,14.98,0.07,8.34,8.63,
NKTR,136.33,118.46,70.13,-30.06,-15.29,-19.57,99,98,13,30,33,48.68,1.0,36.44,25.83,
GDC,129.17,26.25,8.1,10.95,-2.49,-10.69,99,77,85,54,45,8.07,1.0,4.96,3.75,
AIRE,128.95,-35.24,-52.96,-65.45,-7.83,-17.18,98,5,4,42,36,1.45,0.05,0.65,0.42,
CELC,128.78,162.88,231.4,5.02,-25.34,-30.37,98,99,77,21,23,54.91,0.98,53.56,31.63,
OPAD,127.02,191.16,-8.71,-49.57,-43.5,-41.18,98,39,7,11,16,4.34,0.35,4.04,2.1,
MOB,120.8,101.65,53.83,5.33,17.64,136.16,98,96,78,90,98,7.39,1.0,5.96,4.09,
RLMD,120.63,158.38,20.76,63.77,-83.39,-91.09,98,88,97,3,3,1.59,0.2,1.25,0.8,
SONN,120.44,19.24,63.62,-22.14,-65.61,-83.74,98,97,19,5,4,5.9,0.17,3.87,3.41,
ONEG,116.37,130.37,145.98,41.12,-9.22,,98,99,96,39,,12.92,1.0,12.04,7.84,
CIFR,113.53,64.04,20.54,-11.65,-36.97,26.87,98,88,32,13,89,10.85,1.0,8.1,5.99,
SLGL,111.08,165.74,87.25,4.43,-18.84,-49.32,98,98,76,26,12,24.81,0.87,24.56,14.25,
GPRO,102.15,58.43,57.4,-2.01,-36.63,-42.81,98,97,58,14,15,2.07,0.49,1.58,1.19,
SPAI,100.48,84.17,13.45,-6.9,1.37,39.04,98,83,42,63,93,7.95,1.0,6.77,4.34,
WULF,98.84,85.18,110.25,-6.82,-34.55,69.46,98,98,43,15,96,10.76,1.0,9.62,6.41,
ALAB,90.76,73.58,93.3,-2.5,-9.8,80.28,98,98,56,38,97,229.5,1.0,195.5,140.22,
MOGU,88.39,3.27,-6.0,-9.59,-16.3,-9.07,98,48,36,29,47,4.9,1.0,3.0,2.44,
ENTO,86.05,69.64,21.6,-3.91,-26.18,-79.47,98,89,52,20,5,3.15,0.09,2.54,1.72,
HWH,86.01,223.67,4.77,-23.95,-44.84,-63.52,98,72,17,10,7,3.13,0.04,2.77,1.77,
SIFY,81.41,86.88,53.24,0.23,51.39,-48.34,98,96,66,97,13,11.67,0.98,10.19,6.97,
ASST,80.44,8.51,19.39,169.43,-45.21,-75.44,98,87,99,10,6,8.49,0.8,5.9,4.91,
AEHR,76.29,84.07,48.78,4.59,-25.86,-29.75,98,96,76,21,23,26.47,0.48,23.77,17.85,
FBIO,76.23,79.8,10.56,1.6,-6.03,-10.49,97,80,70,47,45,3.89,0.65,3.11,2.24,
UUU,74.37,160.46,26.85,38.89,3.77,31.18,97,91,95,69,91,5.82,0.68,5.18,3.79,
HYFT,72.99,67.47,126.78,45.03,-33.91,-68.05,97,99,96,15,7,2.21,0.65,2.43,1.78,
TDTH,71.7,22.91,60.37,-76.82,-46.14,-20.1,97,97,3,9,33,1.05,0.23,0.83,0.77,
AREC,70.95,72.21,57.75,16.47,-34.8,-6.11,97,97,89,14,53,2.03,0.98,1.93,1.37,
OPI,70.74,-31.33,-44.36,-62.08,-42.42,-54.27,97,7,4,11,10,0.55,0.05,0.3,0.26,
AXTI,70.42,53.75,8.95,20.12,-23.07,-31.96,97,78,91,23,21,3.66,0.66,3.12,2.41,
MAZE,68.69,22.14,5.76,17.15,-8.54,,97,74,90,41,,23.3,1.0,16.79,14.75,
FOSL,67.72,75.43,99.22,-11.56,8.03,47.36,97,98,32,79,94,3.12,1.0,3.04,2.11,
TLPH,65.93,1.31,-22.76,-16.46,-24.81,-39.9,97,17,25,21,17,0.94,0.5,0.63,0.5,
AACG,65.7,69.06,83.95,-11.4,12.79,-16.46,97,98,32,86,37,2.13,0.98,2.06,1.37,
LITE,64.87,61.84,37.15,9.1,-7.37,48.06,97,94,83,43,94,163.02,1.0,141.16,111.63,
WBX,64.59,79.21,157.62,-20.3,-57.7,-66.25,97,99,21,7,7,4.03,0.64,4.15,3.94,
HUIZ,63.97,3.35,-15.02,-25.95,-13.19,-38.39,97,27,15,33,17,4.21,0.61,2.91,2.47,
SBDS,63.58,23.85,-20.21,-70.25,-81.37,-54.87,97,20,4,3,10,15.8,0.06,12.47,12.62,
MTNB,63.21,65.82,175.69,26.75,-80.49,-93.5,97,99,94,4,2,1.83,0.09,1.88,1.31,
PHLT,62.64,73.29,103.32,16.76,-1.81,0.91,97,98,90,55,66,7.68,1.0,7.63,5.7,
HUT,60.79,34.57,31.2,-3.19,-27.27,93.37,97,93,54,19,97,32.44,1.0,26.98,22.0,
BNR,60.04,65.25,56.27,-25.47,3.64,-10.35,97,97,16,69,45,8.3,0.73,8.66,6.02,
UUUU,59.65,66.16,61.07,12.83,-21.22,-14.12,96,97,87,24,40,11.93,1.0,11.41,8.75,
AMPX,58.98,50.29,71.89,32.73,0.9,-30.49,96,98,95,62,23,8.13,0.93,7.38,6.48,
KOD,58.47,92.9,124.91,-22.45,-21.6,92.04,96,98,19,24,97,9.25,0.86,9.75,7.01,
VERI,58.34,16.51,13.3,-44.91,-11.5,-23.66,96,83,8,35,29,3.73,0.46,2.95,2.22,
RHLD,58.08,60.68,52.01,-3.55,-16.8,,96,96,53,29,,68.94,1.0,65.9,47.69,
COSM,56.2,14.16,64.53,-18.35,-37.69,-28.03,96,97,23,13,25,0.94,0.4,0.8,0.65,
ALEC,55.86,79.75,43.97,1.05,-56.15,-68.11,96,95,69,7,7,2.75,0.25,2.66,1.96,
MGIH,55.28,-7.82,-5.81,5.77,5.25,-12.94,96,49,78,73,42,2.8,1.0,2.01,1.72,
ABTC,55.16,60.01,64.35,91.34,-63.82,-75.84,96,97,98,6,6,7.89,0.17,7.35,6.17,
ALXO,54.93,83.31,-4.35,-46.97,-65.07,-85.06,96,53,7,5,4,1.06,0.04,1.15,0.7,
HOUS,53.16,46.48,40.56,10.04,-14.55,-28.43,96,95,84,31,24,7.14,0.81,6.39,4.91,
ISPC,52.88,-30.81,-12.8,-38.76,-64.62,-60.02,96,30,9,6,8,1.95,0.09,1.09,1.1,
VMEO,52.68,-9.58,-23.55,-25.38,1.24,34.62,96,16,16,63,92,7.72,1.0,5.14,4.3,
RYM,52.18,37.77,25.14,9.41,13.44,279.82,96,91,83,86,99,42.79,0.74,38.81,28.72,
AMRC,51.64,52.66,36.28,-6.0,-57.8,-19.56,96,94,45,7,33,27.39,0.47,25.78,19.83,
RAIN,51.51,43.04,-3.78,-8.24,-30.14,,96,54,39,17,,6.17,0.86,4.52,3.83,
BLNE,50.98,38.58,-34.96,-85.05,-49.73,-33.08,96,9,2,9,21,2.5,0.1,1.98,1.64,
METC,50.71,86.89,82.74,13.2,-8.42,-24.66,96,98,87,41,27,24.25,0.82,25.47,19.62,
LCTX,50.4,46.08,58.21,38.99,-28.31,-55.04,95,97,95,18,10,1.34,0.87,1.23,1.07,
CCLD,50.15,49.68,11.95,-18.03,-46.49,50.98,95,81,24,9,94,3.73,0.88,3.47,2.72,
UEC,49.63,49.31,57.61,0.52,-19.3,3.74,95,97,67,26,70,11.87,1.0,11.06,8.81,
BRLT,49.28,74.04,43.99,-15.69,-19.7,-26.93,95,95,26,25,25,2.51,0.62,2.52,1.72,
REZI,48.75,47.75,40.51,-0.26,-15.77,11.88,95,94,64,30,80,38.07,1.0,35.47,27.6,
APM,48.35,46.65,22.99,7.87,-52.85,-80.09,95,90,81,8,5,1.98,0.15,2.11,1.49,
CIEN,47.73,38.45,10.58,-7.53,-5.63,46.19,95,80,40,47,94,131.28,1.0,107.94,90.56,
HYPR,47.42,26.32,54.06,-19.6,-8.04,-11.35,95,96,22,42,44,1.42,0.57,1.28,1.03,
RILYL,47.15,40.66,75.58,-55.12,-54.02,-57.44,95,98,6,8,9,6.59,0.24,6.41,5.13,
PRME,47.12,42.31,41.79,-33.53,-49.98,-55.28,95,95,11,9,10,4.07,0.26,3.65,3.41,
KOPN,46.71,28.75,24.45,11.76,23.79,-26.17,95,90,86,93,26,2.53,0.93,2.16,1.89,
RUN,46.63,76.47,51.48,16.16,-46.04,-37.71,95,96,89,10,18,16.06,0.65,16.6,11.95,
AENT,46.41,38.17,20.44,-28.52,-10.95,114.31,95,88,14,36,98,6.56,0.65,5.75,4.99,
APP,45.94,29.23,19.32,5.93,24.61,171.86,95,87,79,94,98,582.0,1.0,498.13,406.76,
FTCI,45.7,37.22,34.98,25.14,-32.68,-42.69,95,94,93,16,15,7.11,0.42,6.52,5.46,
DMAC,45.59,29.1,24.48,-27.9,22.89,40.5,95,90,14,93,93,7.09,1.0,6.26,4.83,
ITRG,44.34,45.71,10.7,24.44,26.8,-8.12,95,80,93,94,49,2.68,1.0,2.38,1.79,
CNFR,44.16,-9.57,-9.27,-10.56,-16.86,-4.16,95,38,34,29,57,1.23,0.69,0.89,0.83,
AEO,43.64,53.37,6.87,-30.06,-35.71,-27.91,95,75,13,14,25,18.34,0.6,15.73,12.09,
PRCH,42.97,59.23,54.27,55.85,75.37,83.52,94,96,97,98,97,17.44,0.96,17.31,13.98,
MFH,42.81,4.82,-21.03,-37.0,27.13,167.29,94,19,10,95,98,7.86,1.0,6.35,4.66,
IHRT,42.62,19.97,30.06,-4.22,-10.72,6.26,94,92,51,36,74,2.59,0.66,2.3,1.99,
FTRE,42.6,65.71,5.23,-47.0,-48.51,-36.94,94,73,7,9,18,10.1,0.17,9.98,7.0,
TPC,42.34,48.16,50.02,50.64,6.86,23.94,94,96,97,77,88,63.96,1.0,60.99,52.09,
INSG,42.25,45.66,-5.21,-28.64,-19.55,14.62,94,51,14,26,83,13.31,0.65,12.48,9.0,
OMEX,41.19,48.1,47.75,61.94,-75.65,-91.1,94,96,97,4,2,1.79,0.29,1.73,1.47,
EVLV,41.07,38.43,48.69,23.71,-6.1,-9.51,94,96,93,47,46,8.76,1.0,8.36,6.89,
MGRM,40.94,47.84,55.08,-1.14,-3.32,-8.17,94,97,62,52,49,5.75,0.99,5.68,4.62,
PRM,40.81,50.1,37.4,12.38,-16.38,32.21,94,94,86,29,91,22.26,0.99,21.62,17.47,
BGSF,40.6,17.75,13.38,-11.6,-45.06,-35.74,94,83,32,10,19,7.76,0.64,6.43,6.17,
PHAT,40.51,55.13,43.82,78.26,-54.95,-37.79,94,95,98,7,17,11.84,0.58,12.07,10.22,
DSWL,40.06,46.63,31.17,-4.94,0.41,-5.72,94,93,49,61,54,4.15,1.0,3.89,3.1,
TWIN,39.78,43.8,-2.7,-13.26,-29.45,-22.98,94,58,29,18,29,13.18,0.62,12.44,9.81,
CECO,39.14,43.46,48.77,4.5,-13.35,13.91,94,96,76,32,82,48.13,1.0,47.22,38.26,
RGTI,38.81,14.84,33.92,2.77,89.5,366.23,94,93,72,98,99,19.09,1.0,16.31,14.51,
INTG,38.8,25.93,-7.56,-15.73,-18.16,-36.51,94,44,26,27,19,19.94,0.39,16.96,13.23,
ACFN,38.4,34.19,29.91,1.25,19.43,67.39,94,92,69,91,95,29.76,1.0,28.07,22.33,
TOYO,38.36,40.81,30.98,5.43,-16.12,-60.58,94,92,78,29,8,5.89,0.44,5.56,4.54,
IPX,38.15,58.59,48.48,5.51,-6.03,53.32,93,96,78,47,94,44.58,0.9,44.82,36.97,
RR,38.14,11.02,-0.62,-20.13,2.42,-59.27,93,63,21,65,9,3.29,0.37,2.74,2.16,
GEOS,38.0,61.09,65.58,-13.62,-19.24,-22.37,93,97,29,26,30,16.29,0.75,18.41,14.63,
TREE,37.89,42.17,33.88,-22.03,9.04,-18.68,93,93,19,81,34,71.82,1.0,70.26,51.32,
INDV,37.81,57.06,68.72,23.38,-11.97,-31.67,93,98,92,34,22,23.21,0.9,24.2,19.23,
CLYM,37.79,52.43,29.22,-20.13,-66.31,-54.48,93,92,21,5,10,2.25,0.12,2.31,1.68,
TSEM,37.33,36.96,5.24,-12.81,-10.84,17.99,93,73,30,36,85,66.04,1.0,60.7,49.34,
MBOT,37.04,31.43,23.37,13.2,18.68,-18.15,93,90,87,91,35,4.05,1.0,3.84,3.0,
FMFC,36.97,45.48,4.56,,,,93,72,,,,11.25,1.0,10.42,7.86,
UP,36.91,32.6,30.38,-4.58,-41.68,-29.68,93,92,50,11,23,2.17,0.33,2.32,1.67,
CNTA,36.8,1.1,15.6,-18.92,17.91,27.38,93,84,23,90,90,21.81,1.0,17.84,15.77,
IMPP,36.2,12.36,-2.83,19.2,-24.41,-25.71,93,57,91,22,26,4.47,1.0,3.65,3.3,
ORCL,36.08,13.75,26.59,31.1,-4.52,12.87,93,91,94,49,81,292.18,1.0,246.87,236.93,
NESR,35.96,29.65,-5.65,-22.4,-12.04,-8.4,93,49,19,34,49,10.25,1.0,9.45,7.23,
XNET,35.9,42.85,30.02,29.38,102.09,10.2,93,92,94,99,78,7.55,0.98,7.41,5.49,
GCT,35.9,29.4,65.39,1.14,-30.87,-33.03,93,97,69,16,21,29.84,0.62,28.6,24.23,
GILT,35.86,29.79,18.6,-8.79,24.75,-1.65,93,87,38,94,61,10.82,1.0,9.9,8.18,
AWRE,35.86,11.67,25.74,5.54,-6.13,-27.23,93,91,78,46,25,2.88,1.0,2.45,2.2,
XMTR,35.82,39.15,43.58,-4.39,-1.14,42.23,93,95,51,57,93,50.96,1.0,49.84,39.48,
TRX,35.78,10.51,-1.46,3.87,-8.77,-24.21,92,61,75,40,28,0.51,1.0,0.41,0.36,
PI,35.11,51.52,40.07,-6.66,-38.45,-9.96,92,94,43,13,46,178.76,0.69,183.52,142.51,
CHCI,34.86,54.78,37.07,10.86,-17.73,8.9,92,94,85,28,77,17.14,0.9,16.65,13.21,
PSKY,34.83,11.75,5.34,2.0,10.34,-14.2,92,73,71,83,40,18.79,1.0,16.12,13.58,
UI,34.75,34.48,-0.63,4.8,16.03,77.42,92,62,77,89,96,604.78,1.0,554.44,457.31,
BELFB,34.68,43.13,39.51,8.77,2.92,12.54,92,94,82,67,81,141.73,0.98,138.19,117.07,
LQDA,34.67,56.01,52.81,-5.9,18.24,-21.63,92,96,46,91,31,25.99,0.87,27.34,19.59,
NTWK,34.55,22.96,32.13,7.24,-11.39,-8.64,92,93,81,35,48,4.71,1.0,4.23,3.75,
INOD,34.0,-4.34,-15.81,-8.16,53.17,102.26,92,25,39,97,97,62.56,1.0,45.62,46.19,
LVWR,33.85,3.28,9.75,85.12,-55.05,-33.55,92,79,98,7,20,4.84,0.35,4.07,4.14,
DRUG,33.7,19.06,19.24,-22.3,49.34,359.9,92,87,19,97,99,48.75,1.0,43.46,34.36,
SSL,33.18,39.96,19.32,22.44,-23.35,-39.73,92,87,92,22,17,7.01,0.36,6.78,5.58,
PMEC,33.13,35.46,32.24,15.26,16.5,-40.34,92,93,88,89,16,1.87,0.41,1.75,1.51,
FURY,33.1,35.88,11.08,29.92,3.31,-18.26,92,81,94,68,35,0.69,1.0,0.59,0.54,
TDUP,32.82,59.37,72.5,97.32,43.9,-17.77,92,98,98,96,35,10.4,0.89,11.13,9.07,
OSS,32.69,43.34,38.1,23.56,3.43,-4.6,92,94,92,68,56,5.56,0.91,5.74,5.01,
IAUX,32.68,23.83,0.09,6.49,-13.71,-60.35,92,64,80,32,8,0.93,0.4,0.84,0.69,
URG,32.5,39.02,17.67,1.8,-27.91,-26.15,92,86,70,19,26,1.46,0.61,1.42,1.23,
CALC,32.19,33.2,29.13,-23.88,-41.21,-44.61,92,92,17,12,14,3.17,0.4,2.93,2.54,
GLW,32.11,26.83,20.79,1.52,4.64,13.84,91,88,70,71,82,77.04,1.0,70.12,59.81,
NVRI,32.01,33.29,17.85,9.18,-26.92,-25.66,91,86,83,20,27,12.19,1.0,11.59,9.69,
AQB,31.98,41.54,-9.35,8.96,-36.03,-70.39,91,38,83,14,6,1.14,0.14,1.06,0.85,
GLDG,31.9,25.42,-6.33,-6.89,2.35,-14.74,91,47,42,65,39,1.19,1.0,1.02,0.84,
SEPN,31.55,40.32,22.35,-10.98,-59.55,-5.89,91,89,33,6,53,14.28,0.43,13.2,12.08,
AVGO,31.55,27.99,22.91,14.33,5.22,36.1,91,90,88,73,92,359.87,1.0,321.54,291.15,
LE,31.45,25.39,14.96,-19.72,-21.06,-4.09,91,84,21,24,57,15.58,0.82,14.51,12.27,
IRWD,31.36,15.52,-4.74,-66.66,-61.34,-58.45,91,52,4,6,9,1.31,0.05,1.26,0.92,
RMCO,31.2,42.67,22.95,-0.77,-2.74,-17.55,91,90,63,53,36,1.95,0.11,2.0,1.54,
FIX,31.09,29.38,35.65,14.76,-10.58,26.94,91,94,88,36,90,753.69,1.0,713.21,626.26,
USAS,31.07,32.53,24.26,41.92,38.2,24.64,91,90,96,96,88,2.86,1.0,2.72,2.42,
HBM,30.96,28.19,18.15,16.29,-5.51,-0.97,91,86,89,48,62,13.53,1.0,12.51,10.75,
PRE,30.86,10.89,9.0,22.54,-10.88,4.4,91,78,92,36,71,10.07,0.97,8.26,8.03,
ZUMZ,30.83,42.13,5.81,-20.35,-27.67,-12.02,91,74,20,19,43,20.22,0.49,18.68,15.11,
DSGN,30.82,43.17,20.61,-15.92,-2.15,22.33,91,88,26,55,87,6.03,0.86,5.82,4.54,
VSTM,30.61,49.01,20.74,-12.88,60.52,-41.81,91,88,30,98,16,9.72,0.68,9.71,6.81,
SUIG,30.47,101.2,194.77,-7.88,-18.54,-32.87,91,99,40,27,21,4.26,0.49,5.96,4.22,
URGN,30.2,35.87,55.39,17.57,-8.43,-31.1,91,97,90,41,22,18.79,0.94,19.14,16.83,
SNES,30.16,34.25,32.51,22.28,-35.36,-43.0,91,93,92,14,15,5.15,0.06,4.93,4.77,
NFGC,29.95,13.74,-1.26,-3.29,-14.58,-52.26,90,61,54,31,11,2.09,0.32,1.87,1.63,
MIRM,29.87,38.05,30.49,6.83,7.09,13.86,90,92,80,78,82,74.31,0.97,73.94,59.53,
ANRO,29.87,25.43,8.69,-24.86,-54.89,-71.05,90,78,16,8,6,3.89,0.11,3.79,3.01,
CPSH,29.77,30.05,34.81,37.53,-2.86,-23.8,90,93,95,53,28,3.53,1.0,3.37,2.95,
BDTX,29.65,22.59,19.74,11.96,-48.62,-49.48,90,87,86,9,12,3.25,0.33,2.97,2.72,
VNTG,29.43,20.8,17.5,0.0,,,90,86,66,,,6.58,1.0,5.81,4.84,
PBT,29.31,36.94,28.57,6.71,-6.57,-8.83,90,92,80,45,48,17.69,0.78,17.21,14.41,
FTAI,28.97,20.13,15.83,4.7,-12.81,24.67,90,84,76,33,89,171.66,0.99,156.81,133.63,
BMNR,28.86,3.08,51.54,-20.48,,,90,96,20,,,55.09,0.39,48.56,43.34,
ARDX,28.55,29.34,20.59,-27.16,-0.53,-32.61,90,88,15,58,21,6.61,0.51,6.4,4.96,
DK,28.4,50.29,10.95,20.96,-13.76,-33.98,90,81,91,32,20,27.9,0.83,27.85,23.73,
RLYB,28.28,29.68,21.72,-48.06,-36.75,-36.39,90,89,7,14,19,0.6,0.07,0.59,0.48,
RMBS,28.19,15.39,17.59,1.69,3.14,-9.04,90,86,70,67,47,86.03,1.0,77.09,69.31,
WAVE,28.14,15.73,1.72,-29.64,15.15,254.22,90,67,13,88,99,9.7,0.62,8.38,7.43,
FET,28.06,27.31,19.84,11.75,16.22,-26.52,90,87,86,89,26,26.87,1.0,25.98,21.91,
YSG,27.99,23.78,38.2,101.17,45.87,21.41,90,94,99,97,87,10.18,0.98,9.79,9.53,
AIRS,27.81,27.61,41.7,9.67,-41.41,-10.28,90,95,83,12,45,6.2,0.64,6.26,5.72,
RBLX,27.52,28.75,28.52,39.24,10.73,27.52,90,92,96,83,90,133.31,1.0,125.78,116.55,
ZONE,27.4,15.71,72.44,115.47,-22.6,-26.67,89,98,99,23,26,3.8,0.48,4.68,3.68,
NEOV,27.16,3.09,16.98,-15.39,-30.9,64.8,89,85,26,16,95,4.87,0.82,4.02,4.06,
DHC,26.89,22.3,4.5,31.5,-3.95,-26.77,89,71,94,50,26,4.45,1.0,4.04,3.66,
MEDP,26.82,30.05,27.88,-9.66,-6.12,-16.16,89,91,36,47,38,490.64,1.0,479.19,396.77,
HITI,26.62,31.12,5.46,-12.64,-5.4,30.38,89,73,31,48,91,3.43,0.93,3.51,2.66,
SHLS,26.59,38.22,8.28,16.29,-34.66,-55.21,89,77,89,15,10,6.88,0.22,6.76,5.72,
CRVS,26.56,36.95,25.08,-7.2,-7.35,84.43,89,91,42,43,97,5.83,0.57,5.82,4.73,
LXRX,26.47,27.63,57.47,0.67,-68.02,-59.3,89,97,67,5,8,1.15,0.28,1.13,1.03,
AUPH,26.4,27.25,33.06,-2.42,13.0,26.1,89,93,57,86,89,12.74,1.0,12.35,10.15,
ASM,26.28,29.77,35.7,87.31,57.93,9.76,89,94,98,98,78,4.37,0.98,4.28,3.82,
STNG,26.18,17.82,1.51,1.0,-29.06,-37.26,89,67,69,18,18,58.69,0.58,52.78,46.22,
TTI,26.17,28.73,9.42,-1.21,-5.78,-13.83,89,79,61,47,40,4.73,0.59,4.65,3.93,
TVRD,26.1,21.62,1.09,30.45,20.44,-55.42,89,66,94,92,10,33.88,0.33,30.74,26.64,
AG,26.0,13.2,15.8,32.02,15.28,-11.66,89,84,95,88,44,10.54,1.0,9.46,8.73,
MGRT,25.81,0.43,4.27,,,,89,71,,,,4.52,1.0,3.68,3.45,
RRGB,25.64,18.92,33.26,4.46,-14.82,-35.87,89,93,76,30,19,6.74,0.41,6.4,6.04,
RYAM,25.4,20.1,-0.78,-35.87,-24.3,16.97,89,62,11,22,85,6.29,0.49,5.84,4.66,
FBYD,25.25,-17.8,-16.37,-28.06,11.08,-0.74,89,24,14,84,63,9.9,0.56,7.63,6.78,
BODI,25.15,11.66,-4.61,-36.35,1.01,-28.78,89,53,10,62,24,6.45,0.19,5.78,4.65,
ABCL,24.98,22.96,41.86,17.98,-10.0,-33.58,88,95,90,38,20,4.47,0.65,4.31,4.14,
ANET,24.55,32.55,33.99,-5.86,-13.18,23.87,88,93,46,33,88,139.39,0.96,138.01,118.66,
RERE,24.54,28.19,30.51,-5.78,27.37,23.56,88,92,46,95,88,4.34,0.9,4.49,3.72,
IESC,24.51,20.93,23.61,15.62,-7.96,41.45,88,90,88,42,93,377.53,1.0,354.4,326.66,
DC,24.46,18.93,10.58,35.78,30.95,-16.7,88,80,95,95,37,4.81,1.0,4.37,4.05,
CENX,24.34,7.86,15.65,2.45,14.36,20.19,88,84,72,87,86,26.09,1.0,23.18,21.16,
PARR,24.25,35.11,27.79,43.22,-22.3,-47.2,88,91,96,24,13,32.82,0.74,33.14,30.55,
CYTK,24.22,30.65,-6.97,-20.02,-10.68,-30.81,88,46,21,36,22,51.13,0.34,44.45,38.09,
BTAI,24.04,55.52,149.36,-49.12,-75.1,-78.94,88,99,7,4,5,3.11,0.02,3.98,2.81,
HSHP,23.69,20.77,15.95,21.69,-7.24,-39.03,88,85,92,44,17,8.5,0.93,7.98,7.05,
OPRX,23.66,41.03,44.54,73.55,15.94,-57.91,88,95,98,89,9,17.33,0.9,17.87,15.17,
MRCY,23.5,21.94,24.52,13.06,22.8,1.96,88,90,87,93,68,72.24,1.0,68.89,57.96,
VNET,23.4,1.32,-8.31,-27.42,117.74,46.88,88,41,15,99,94,9.57,0.62,8.6,7.75,
GBIO,23.31,26.9,33.0,-41.16,-70.56,-59.51,88,93,9,5,8,5.93,0.08,6.09,4.67,
CISO,23.27,6.79,-4.03,-9.28,13.81,36.5,88,54,37,86,92,1.23,0.35,1.04,1.07,
SIGA,23.19,21.04,30.24,11.72,-17.86,-23.42,88,92,86,27,29,8.92,0.89,8.72,7.5,
TME,23.18,26.17,42.75,32.17,4.99,-8.53,88,95,95,73,49,25.0,0.97,24.84,21.83,
FORTY,23.13,16.83,9.03,6.43,20.59,13.08,88,78,80,92,82,149.09,1.0,135.93,124.28,
RADX,23.1,10.36,-6.25,-4.19,8.93,-53.87,88,47,51,81,11,6.5,0.17,5.85,4.99,
ZETA,23.07,17.71,18.73,-25.97,-32.87,11.57,87,87,15,16,80,20.35,0.45,19.61,16.71,
WGS,22.92,34.05,33.03,-23.9,60.32,136.95,87,93,17,98,98,123.95,0.93,128.66,100.16,
ABAT,22.89,33.88,73.49,-5.91,-19.78,-50.1,87,98,45,25,12,2.32,0.15,2.46,2.15,
DDS,22.78,27.75,17.6,-3.22,-9.45,-7.66,87,86,54,39,50,574.67,0.99,554.56,481.55,
SRG,22.73,11.36,-5.15,-14.54,-18.33,-44.21,87,51,27,27,15,4.21,0.22,3.81,3.28,
GES,22.56,28.67,6.49,-4.11,-38.36,-36.08,87,75,52,13,19,16.68,0.46,16.8,13.84,
