Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
EXTR,22.46,22.99,16.17,3.19,-2.24,16.34,87,85,73,54,84,22.32,0.86,21.52,18.92,
NEM,22.36,21.82,17.88,19.36,6.03,-15.17,87,86,91,75,39,79.25,1.0,74.96,65.4,
LCFY,22.28,8.15,-19.27,-49.93,-14.39,1.98,87,20,6,31,68,6.32,0.53,5.07,5.0,
OCUL,22.16,34.63,34.16,9.0,-3.68,1.27,87,93,83,51,67,12.81,0.93,12.73,11.28,
XTKG,22.14,33.19,54.39,52.54,12.01,14.13,87,96,97,85,83,2.1,0.93,2.19,1.89,
WRN,22.04,14.17,5.32,20.28,-4.96,-25.53,87,73,91,48,27,1.67,1.0,1.48,1.34,
NVT,21.97,23.98,23.77,6.01,-15.87,-5.52,87,90,79,30,54,94.78,1.0,92.01,82.1,
ZENA,21.9,21.54,28.26,19.79,-22.74,86.92,87,92,91,23,97,4.98,0.46,4.93,4.75,
PLYM,21.89,27.21,-12.57,-2.51,-9.62,-21.68,87,31,56,39,31,22.0,0.88,21.88,17.31,
PHOE,21.86,17.46,21.83,31.62,,,87,89,95,,,8.1,0.92,7.77,7.71,
DSY,21.86,-28.18,-32.49,-31.22,-49.5,-49.86,87,10,12,9,12,1.78,0.08,1.23,1.27,
CGNX,21.86,26.94,24.96,-8.53,-17.22,-20.32,87,91,39,28,32,44.39,0.77,44.51,37.69,
SYM,21.73,29.18,53.62,8.64,-19.69,-34.59,87,96,82,26,20,47.75,0.77,47.41,46.46,
BLBD,21.52,28.14,33.19,6.28,-17.97,-6.07,86,93,79,27,53,57.96,0.98,57.62,49.41,
RMSG,21.45,9.47,47.55,-3.42,-84.8,-90.16,86,96,53,3,3,3.01,0.04,2.91,2.38,
GOOG,21.36,21.67,8.29,-2.58,-3.77,4.47,86,77,56,51,71,241.38,1.0,224.05,196.79,
SES,21.29,10.82,16.22,2.24,-52.47,-68.64,86,85,71,8,7,1.25,0.44,1.14,1.06,
