Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
A,,,,,,,,,,,,,,,,
AA,,,,,,,,,,,,,,,,
AACB,,,,,,,,,,,,10.14,0.96,10.12,10.07,
AACBU,,,,,,,,,,,,,,,,
AACG,,,,,,,,,,,,1.08,0.53,0.93,0.9,
AACI,,,,,,,,,,,,10.09,1.0,10.06,10.05,
AACIU,,,,,,,,,,,,10.21,1.0,10.17,10.13,
AACT,,,,,,,,,,,,11.41,0.97,11.38,11.33,
AAL,,,,,,,,,,,,,,,,
AAM,,,,,,,,,,,,10.46,1.0,10.44,10.39,
AAME,,,,,,,,,,,,,,,,
AAMI,,,,,,,,,,,,,,,,
AAOI,,,,,,,,,,,,21.53,0.43,26.87,20.7,
AAON,,,,,,,,,,,,,,,,
AAP,,,,,,,,,,,,52.71,0.42,57.24,47.34,
AAPG,,,,,,,,,,,,,,,,
AAPL,,,,,,,,,,,,202.38,0.42,210.43,204.94,
AARD,,,,,,,,,,,,,,,,
AAT,,,,,,,,,,,,,,,,
AAUC,,,,,,,,,,,,13.04,0.75,13.41,13.37,
AB,,,,,,,,,,,,,,,,
ABAT,,,,,,,,,,,,,,,,
ABBV,,,,,,,,,,,,195.22,0.81,190.32,187.11,
ABCB,,,,,,,,,,,,65.91,0.86,66.93,62.96,
ABCL,,,,,,,,,,,,4.24,0.56,4.33,3.16,
ABEO,,,,,,,,,,,,,,,,
ABEV,,,,,,,,,,,,2.18,0.47,2.35,2.43,
ABG,,,,,,,,,,,,223.02,0.31,242.5,234.53,
ABL,,,,,,,,,,,,,,,,
ABLV,,,,,,,,,,,,,,,,
ABM,,,,,,,,,,,,,,,,
ABNB,,,,,,,,,,,,128.02,0.35,136.1,132.76,
ABOS,,,,,,,,,,,,,,,,
ABP,,,,,,,,,,,,,,,,
ABR,,,,,,,,,,,,,,,,
ABSI,,,,,,,,,,,,2.9,0.36,2.87,2.84,
ABT,,,,,,,,,,,,127.29,0.81,128.44,131.16,
ABTS,,,,,,,,,,,,,,,,
ABUS,,,,,,,,,,,,3.27,0.55,3.21,3.29,
ABVC,,,,,,,,,,,,,,,,
ABVE,,,,,,,,,,,,,,,,
ABVX,,,,,,,,,,,,,,,,
AC,,,,,,,,,,,,37.15,0.71,37.27,37.09,
ACA,,,,,,,,,,,,,,,,
ACAD,,,,,,,,,,,,23.53,0.54,22.25,20.85,
ACB,,,,,,,,,,,,4.48,0.2,4.58,4.87,
ACCO,,,,,,,,,,,,3.44,0.03,3.8,3.67,
ACCS,,,,,,,,,,,,,,,,
ACDC,,,,,,,,,,,,,,,,
ACEL,,,,,,,,,,,,,,,,
ACET,,,,,,,,,,,,,,,,
ACFN,,,,,,,,,,,,,,,,
ACGL,,,,,,,,,,,,,,,,
ACGLN,,,,,,,,,,,,17.38,0.45,17.01,16.82,
ACGLO,,,,,,,,,,,,,,,,
ACHC,,,,,,,,,,,,,,,,
ACHR,,,,,,,,,,,,,,,,
ACHV,,,,,,,,,,,,,,,,
ACI,,,,,,,,,,,,,,,,
ACIC,,,,,,,,,,,,,,,,
ACIU,,,,,,,,,,,,,,,,
ACIW,,,,,,,,,,,,,,,,
ACLS,,,,,,,,,,,,68.75,0.17,72.2,64.09,
ACLX,,,,,,,,,,,,71.14,0.55,69.24,65.35,
ACM,,,,,,,,,,,,,,,,
ACMR,,,,,,,,,,,,,,,,
ACN,,,,,,,,,,,,,,,,
ACNB,,,,,,,,,,,,41.33,0.67,42.92,42.26,
ACNT,,,,,,,,,,,,,,,,
ACOG,,,,,,,,,,,,9.05,0.74,10.06,8.88,
ACON,,,,,,,,,,,,6.99,0.0,7.25,7.12,
ACR,,,,,,,,,,,,19.29,0.77,18.4,18.32,
ACRE,,,,,,,,,,,,,,,,
ACRS,,,,,,,,,,,,,,,,
ACRV,,,,,,,,,,,,1.26,0.02,1.33,1.28,
ACT,,,,,,,,,,,,35.13,0.79,35.56,35.71,
ACTG,,,,,,,,,,,,,,,,
ACTU,,,,,,,,,,,,7.26,0.24,6.6,8.44,
ACU,,,,,,,,,,,,,,,,
ACVA,,,,,,,,,,,,13.51,0.05,15.16,15.74,
ACXP,,,,,,,,,,,,0.31,0.0,0.42,0.41,
ADAG,,,,,,,,,,,,1.92,0.27,1.88,1.82,
ADAP,,,,,,,,,,,,,,,,
ADBE,,,,,,,,,,,,,,,,
ADC,,,,,,,,,,,,,,,,
ADCT,,,,,,,,,,,,,,,,
ADD,,,,,,,,,,,,0.74,0.0,0.88,0.87,
ADEA,,,,,,,,,,,,,,,,
ADGM,,,,,,,,,,,,1.26,0.07,1.52,1.32,
ADI,,,,,,,,,,,,,,,,
ADIL,,,,,,,,,,,,0.46,0.04,0.43,0.51,
ADM,,,,,,,,,,,,53.85,0.3,54.77,51.16,
ADMA,,,,,,,,,,,,,,,,
ADN,,,,,,,,,,,,,,,,
ADNT,,,,,,,,,,,,,,,,
ADP,,,,,,,,,,,,300.44,0.79,304.54,308.18,
ADPT,,,,,,,,,,,,,,,,
ADSE,,,,,,,,,,,,,,,,
ADSK,,,,,,,,,,,,,,,,
ADT,,,,,,,,,,,,,,,,
ADTN,,,,,,,,,,,,,,,,
ADTX,,,,,,,,,,,,,,,,
ADUR,,,,,,,,,,,,,,,,
ADUS,,,,,,,,,,,,,,,,
ADV,,,,,,,,,,,,,,,,
ADVB,,,,,,,,,,,,0.43,0.0,0.61,0.97,
ADVM,,,,,,,,,,,,,,,,
ADXN,,,,,,,,,,,,8.1,0.13,8.48,8.52,
AEBI,,,,,,,,,,,,,,,,
AEE,,,,,,,,,,,,,,,,
AEG,,,,,,,,,,,,,,,,
AEHL,,,,,,,,,,,,,,,,
AEHR,,,,,,,,,,,,,,,,
AEI,,,,,,,,,,,,1.16,0.56,1.2,1.01,
AEIS,,,,,,,,,,,,,,,,
AEM,,,,,,,,,,,,125.22,0.98,121.95,118.4,
AEMD,,,,,,,,,,,,1.16,0.0,1.24,2.13,
AENT,,,,,,,,,,,,,,,,
AEO,,,,,,,,,,,,,,,,
AEON,,,,,,,,,,,,0.68,0.0,0.79,0.68,
AEP,,,,,,,,,,,,,,,,
AER,,,,,,,,,,,,,,,,
AERT,,,,,,,,,,,,,,,,
AES,,,,,,,,,,,,,,,,
AESI,,,,,,,,,,,,,,,,
AEVA,,,,,,,,,,,,,,,,
AEYE,,,,,,,,,,,,,,,,
AFBI,,,,,,,,,,,,18.93,0.77,18.68,18.47,
AFCG,,,,,,,,,,,,,,,,
AFG,,,,,,,,,,,,,,,,
AFJK,,,,,,,,,,,,11.29,1.0,11.18,11.14,
AFJKU,,,,,,,,,,,,,,,,
AFL,,,,,,,,,,,,98.09,0.64,101.89,103.54,
AFRI,,,,,,,,,,,,,,,,
AFRM,,,,,,,,,,,,,,,,
AFYA,,,,,,,,,,,,13.68,0.0,15.29,17.39,
AG,,,,,,,,,,,,7.83,0.7,8.48,7.39,
AGAE,,,,,,,,,,,,,,,,
AGCO,,,,,,,,,,,,113.61,0.72,110.71,102.93,
AGEN,,,,,,,,,,,,,,,,
AGFY,,,,,,,,,,,,,,,,
AGH,,,,,,,,,,,,2.95,0.49,1.43,0.87,
AGI,,,,,,,,,,,,,,,,
AGIO,,,,,,,,,,,,,,,,
AGL,,,,,,,,,,,,1.7,0.01,2.11,2.47,
AGM,,,,,,,,,,,,,,,,
AGMH,,,,,,,,,,,,,,,,
AGNC,,,,,,,,,,,,9.48,0.94,9.33,8.92,
AGNCL,,,,,,,,,,,,,,,,
AGNCM,,,,,,,,,,,,25.09,1.0,24.81,24.37,
AGNCN,,,,,,,,,,,,25.72,1.0,25.36,25.1,
AGNCO,,,,,,,,,,,,25.64,1.0,25.27,24.96,
AGNCP,,,,,,,,,,,,,,,,
AGO,,,,,,,,,,,,83.84,0.72,84.11,85.62,
AGRI,,,,,,,,,,,,4.04,0.0,5.93,10.85,
AGRO,,,,,,,,,,,,8.81,0.06,9.32,9.24,
AGX,,,,,,,,,,,,,,,,
AGYS,,,,,,,,,,,,,,,,
AHCO,,,,,,,,,,,,8.75,0.27,9.19,8.93,
AHG,,,,,,,,,,,,1.71,0.61,1.71,1.52,
AHH,,,,,,,,,,,,,,,,
AHL,,,,,,,,,,,,,,,,
AHR,,,,,,,,,,,,,,,,
AHT,,,,,,,,,,,,6.28,0.02,6.55,6.18,
AI,,,,,,,,,,,,,,,,
AIFE,,,,,,,,,,,,10.25,1.0,10.21,10.15,
AIFEU,,,,,,,,,,,,,,,,
AIFF,,,,,,,,,,,,,,,,
AIFU,,,,,,,,,,,,,,,,
AIG,,,,,,,,,,,,77.0,0.69,80.65,82.62,
AIHS,,,,,,,,,,,,,,,,
AII,,,,,,,,,,,,,,,,
AIM,,,,,,,,,,,,2.83,0.0,7.68,8.02,
AIMD,,,,,,,,,,,,2.46,0.02,2.82,2.77,
AIN,,,,,,,,,,,,55.88,0.0,67.97,67.01,
AIOT,,,,,,,,,,,,,,,,
AIP,,,,,,,,,,,,9.05,0.59,9.21,8.2,
AIR,,,,,,,,,,,,72.99,0.68,75.88,66.98,
AIRE,,,,,,,,,,,,0.37,0.01,0.3,0.43,
AIRG,,,,,,,,,,,,,,,,
AIRI,,,,,,,,,,,,,,,,
AIRJ,,,,,,,,,,,,3.98,0.01,4.67,4.5,
AIRO,,,,,,,,,,,,,,,,
AIRS,,,,,,,,,,,,,,,,
AIRT,,,,,,,,,,,,,,,,
AISP,,,,,,,,,,,,4.96,0.37,5.5,4.96,
AIT,,,,,,,,,,,,264.18,0.91,259.33,238.88,
AIV,,,,,,,,,,,,,,,,
AIXI,,,,,,,,,,,,1.7,0.0,2.07,2.79,
AIZ,,,,,,,,,,,,,,,,
AJG,,,,,,,,,,,,,,,,
AKA,,,,,,,,,,,,,,,,
AKAM,,,,,,,,,,,,74.38,0.02,78.14,78.07,
AKAN,,,,,,,,,,,,1.1,0.0,1.26,1.26,
AKBA,,,,,,,,,,,,3.72,0.92,3.74,3.3,
AKR,,,,,,,,,,,,,,,,
AKRO,,,,,,,,,,,,,,,,
AKTX,,,,,,,,,,,,,,,,
AL,,,,,,,,,,,,,,,,
ALAB,,,,,,,,,,,,,,,,
ALAR,,,,,,,,,,,,,,,,
ALB,,,,,,,,,,,,,,,,
ALBT,,,,,,,,,,,,,,,,
ALC,,,,,,,,,,,,,,,,
ALCO,,,,,,,,,,,,,,,,
ALCY,,,,,,,,,,,,,,,,
ALCYU,,,,,,,,,,,,,,,,
ALDF,,,,,,,,,,,,,,,,
ALDFU,,,,,,,,,,,,10.6,0.6,10.73,10.72,
ALDX,,,,,,,,,,,,,,,,
ALE,,,,,,,,,,,,,,,,
ALEC,,,,,,,,,,,,,,,,
ALEX,,,,,,,,,,,,17.99,0.79,18.02,17.61,
ALF,,,,,,,,,,,,10.51,0.8,10.51,10.48,
ALFUU,,,,,,,,,,,,,,,,
ALG,,,,,,,,,,,,215.62,0.85,220.71,205.62,
ALGM,,,,,,,,,,,,,,,,
ALGN,,,,,,,,,,,,,,,,
ALGS,,,,,,,,,,,,7.46,0.09,8.39,6.92,
ALGT,,,,,,,,,,,,,,,,
ALHC,,,,,,,,,,,,,,,,
ALIT,,,,,,,,,,,,,,,,
ALK,,,,,,,,,,,,,,,,
ALKS,,,,,,,,,,,,26.55,0.25,28.21,29.44,
ALKT,,,,,,,,,,,,,,,,
ALL,,,,,,,,,,,,199.77,0.92,196.18,199.21,
ALLE,,,,,,,,,,,,,,,,
ALLO,,,,,,,,,,,,,,,,
ALLR,,,,,,,,,,,,,,,,
ALLT,,,,,,,,,,,,,,,,
ALLY,,,,,,,,,,,,,,,,
ALM,,,,,,,,,,,,3.76,0.46,5.04,4.77,
ALMS,,,,,,,,,,,,,,,,
ALMU,,,,,,,,,,,,,,,,
ALNT,,,,,,,,,,,,38.02,0.92,38.99,33.03,
ALNY,,,,,,,,,,,,,,,,
ALOT,,,,,,,,,,,,,,,,
ALRM,,,,,,,,,,,,,,,,
ALRS,,,,,,,,,,,,,,,,
ALSN,,,,,,,,,,,,,,,,
ALT,,,,,,,,,,,,,,,,
ALTG,,,,,,,,,,,,,,,,
ALTI,,,,,,,,,,,,,,,,
ALTO,,,,,,,,,,,,,,,,
ALTS,,,,,,,,,,,,,,,,
ALUR,,,,,,,,,,,,,,,,
ALV,,,,,,,,,,,,110.31,0.67,115.03,106.71,
ALVO,,,,,,,,,,,,,,,,
ALX,,,,,,,,,,,,,,,,
ALXO,,,,,,,,,,,,,,,,
ALZN,,,,,,,,,,,,,,,,
AM,,,,,,,,,,,,18.53,0.98,17.64,17.92,
AMAL,,,,,,,,,,,,28.51,0.62,31.51,30.51,
AMAT,,,,,,,,,,,,,,,,
AMBA,,,,,,,,,,,,,,,,
AMBC,,,,,,,,,,,,8.34,0.15,8.04,7.74,
AMBI,,,,,,,,,,,,,,,,
AMBO,,,,,,,,,,,,,,,,
AMBP,,,,,,,,,,,,,,,,
AMBR,,,,,,,,,,,,6.72,0.51,7.69,9.51,
AMC,,,,,,,,,,,,,,,,
AMCR,,,,,,,,,,,,,,,,
AMCX,,,,,,,,,,,,,,,,
AMD,,,,,,,,,,,,171.7,0.71,155.9,128.03,
AME,,,,,,,,,,,,,,,,
AMED,,,,,,,,,,,,,,,,
AMG,,,,,,,,,,,,207.06,0.91,207.84,188.98,
AMGN,,,,,,,,,,,,296.88,0.68,298.35,286.28,
AMH,,,,,,,,,,,,35.19,0.53,35.74,36.72,
AMIX,,,,,,,,,,,,,,,,
AMKR,,,,,,,,,,,,,,,,
AMLX,,,,,,,,,,,,7.72,0.29,7.64,6.07,
AMN,,,,,,,,,,,,17.85,0.0,20.11,20.87,
AMOD,,,,,,,,,,,,,,,,
AMP,,,,,,,,,,,,501.52,0.74,529.35,512.07,
AMPG,,,,,,,,,,,,2.85,0.43,2.62,2.25,
AMPH,,,,,,,,,,,,,,,,
AMPL,,,,,,,,,,,,,,,,
AMPX,,,,,,,,,,,,,,,,
AMPY,,,,,,,,,,,,3.63,0.23,3.46,3.2,
AMR,,,,,,,,,,,,,,,,
AMRC,,,,,,,,,,,,,,,,
AMRK,,,,,,,,,,,,,,,,
AMRN,,,,,,,,,,,,15.16,0.39,16.01,13.29,
AMRX,,,,,,,,,,,,,,,,
AMRZ,,,,,,,,,,,,,,,,
AMS,,,,,,,,,,,,,,,,
AMSC,,,,,,,,,,,,53.75,1.0,43.75,32.46,
AMSF,,,,,,,,,,,,,,,,
AMST,,,,,,,,,,,,,,,,
AMT,,,,,,,,,,,,,,,,
AMTB,,,,,,,,,,,,,,,,
AMTD,,,,,,,,,,,,0.99,0.0,1.02,1.03,
