Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
HIT,133.47,86.96,90.12,-78.4,-86.89,,98,98,2,2,,3.59,0.46,3.03,2.01,
MOB,131.38,127.05,52.42,39.66,13.48,127.34,98,96,95,85,98,8.11,1.0,6.39,4.36,
CIFR,130.05,119.74,21.17,-8.52,-39.44,20.65,98,89,39,11,88,12.28,1.0,8.93,6.41,
JMIA,129.61,112.26,112.22,1.89,-49.19,-34.94,98,98,70,8,20,11.62,0.87,9.37,6.2,
AREC,127.51,75.06,55.17,23.94,-31.14,-12.9,98,97,92,15,44,2.87,1.0,2.12,1.47,
OKLO,127.44,50.88,48.9,63.84,22.5,65.76,98,96,97,92,96,135.23,1.0,86.35,72.05,
GPRO,126.98,106.39,55.62,12.94,-24.72,-45.33,98,97,86,19,14,2.43,0.6,1.75,1.27,
LWLG,125.54,86.92,50.52,-12.09,-55.53,-50.09,98,96,31,6,12,4.19,0.73,3.29,2.23,
VSA,125.27,223.74,76.76,71.8,-50.76,-49.25,98,98,98,7,12,3.05,0.74,2.58,1.74,
RZLV,124.74,145.96,29.1,-17.07,-68.23,-70.96,98,92,23,4,6,6.66,0.52,4.9,3.42,
SONN,121.32,127.46,60.95,-18.39,-62.95,-85.28,98,97,22,5,3,6.2,0.22,4.33,3.6,
QVCGA,119.53,79.72,-43.96,-72.71,-55.99,-63.19,98,6,3,6,7,14.31,0.17,9.62,5.44,
AMPX,117.96,61.73,69.11,32.01,50.67,-22.73,98,98,94,97,31,11.77,1.0,8.25,6.83,
VERI,117.92,59.02,14.25,-48.26,-6.95,-30.74,98,85,6,43,23,5.35,0.77,3.43,2.43,
TRML,113.35,126.11,21.93,-2.33,-5.32,-19.8,98,90,57,46,34,47.73,1.0,33.76,23.96,
SATS,112.1,132.68,1.29,0.45,11.63,11.68,98,68,67,83,82,72.47,0.96,61.2,38.61,
MLYS,111.21,110.43,-4.66,2.04,46.49,-9.95,98,52,71,97,49,39.27,1.0,28.31,18.79,
VSME,110.31,112.33,7.68,-4.94,-17.72,-55.39,98,78,48,26,10,2.8,0.07,2.26,1.51,
BREA,108.97,-2.41,-11.17,9.14,-2.03,-27.08,98,33,82,54,26,16.6,0.91,8.57,7.43,
CELC,107.67,136.89,216.52,0.97,-21.72,-28.81,98,99,68,22,25,51.88,0.92,53.22,32.98,
OVID,107.31,129.23,118.34,-39.32,-53.27,-58.29,98,99,8,6,9,1.21,0.26,1.2,0.72,
RLMD,103.83,128.22,19.5,57.46,-82.78,-90.86,98,88,97,2,2,1.53,0.19,1.3,0.85,
LPTH,103.29,64.11,26.98,14.6,10.33,68.32,98,92,87,82,96,7.24,1.0,5.56,4.0,
SNDK,102.64,78.1,-3.89,8.81,14.94,,98,55,82,87,,102.21,1.0,71.15,53.29,
BETR,102.28,56.87,18.01,7.79,-10.72,-56.54,98,87,80,36,9,34.09,0.79,24.72,17.3,
LDI,101.92,145.08,27.23,-6.23,-27.03,-26.12,98,92,45,18,27,3.72,0.83,3.01,2.06,
GDC,101.45,135.6,6.69,36.24,25.18,-17.49,98,77,95,93,37,7.31,0.9,5.43,3.99,
STTK,100.76,76.31,-7.18,-15.17,-41.78,-82.23,98,44,26,10,4,2.28,0.15,1.54,1.09,
NVNI,99.96,51.9,16.38,-78.77,-86.34,398.5,98,86,2,2,99,0.9,0.06,0.66,0.5,
FGI,99.8,5.19,-4.6,-2.65,6.62,-36.38,98,52,55,76,19,7.89,0.87,4.84,4.03,
YDKG,99.22,209.97,180.63,12.37,-9.92,-57.64,98,99,85,38,9,3.36,0.6,4.15,2.26,
CRML,98.98,84.89,115.27,-28.26,-75.78,-34.91,98,98,13,3,20,7.18,0.48,6.39,4.61,
MENS,98.26,103.44,134.03,0.0,,,98,99,65,,,65.62,1.0,56.05,32.09,
AGH,98.21,175.77,153.29,-52.92,-73.96,,98,99,5,3,,3.33,0.57,3.86,2.3,
RGTI,97.51,40.49,33.06,-1.31,48.58,463.93,98,93,60,97,99,28.52,1.0,18.75,15.45,
ALAB,95.96,95.35,89.76,1.82,-11.72,80.19,98,98,70,35,97,245.2,1.0,205.44,147.22,
WULF,95.46,103.95,106.68,-11.51,-36.06,59.38,98,98,32,12,96,10.98,1.0,9.9,6.71,
ONEG,94.54,123.2,137.47,81.38,21.72,,98,99,98,92,,12.04,0.92,12.04,8.12,
AXTI,94.49,73.07,9.29,2.82,-27.32,-34.14,98,80,72,17,20,4.34,0.84,3.37,2.54,
LIXT,93.16,127.77,71.52,-51.19,-32.27,-21.08,98,98,5,14,33,5.45,0.89,4.78,3.65,
UUU,93.12,78.02,25.8,38.0,8.55,28.18,98,91,95,79,91,6.72,0.81,5.49,3.99,
OCC,92.62,120.76,37.63,-26.45,7.28,-29.19,98,94,14,77,24,9.0,0.9,7.43,5.37,
EQ,92.5,156.77,101.59,-45.45,-0.88,-55.2,98,98,7,56,10,1.46,0.46,1.78,0.91,
AEHR,91.58,80.0,47.17,3.24,-29.18,-9.15,98,96,73,16,50,29.95,0.59,25.01,18.66,
SBDS,90.92,65.57,-15.98,-48.38,-83.05,-53.69,98,24,6,2,10,19.12,0.07,13.8,13.05,
NBIS,90.71,84.96,69.86,43.42,-10.43,11.33,98,98,96,37,82,99.31,1.0,78.5,62.04,
UUUU,90.41,62.52,58.7,9.26,-16.67,-21.26,98,97,82,27,33,14.86,1.0,12.1,9.16,
EPSM,90.11,126.64,33.64,91.72,,,98,93,98,,,34.79,0.86,29.67,21.95,
CTNM,89.86,94.57,28.96,-36.13,-47.64,-25.65,98,92,9,8,28,12.5,0.51,11.35,7.18,
VGZ,89.77,63.42,24.95,22.62,26.56,-2.67,98,91,91,94,62,2.25,1.0,1.56,1.19,
NBTX,88.82,67.92,64.22,21.18,-10.05,-50.89,98,97,91,38,12,11.57,1.0,9.8,7.17,
NBY,88.09,182.79,-5.84,-9.23,-18.93,-82.37,98,49,37,25,4,1.82,0.09,2.17,1.14,
KRRO,87.95,65.0,10.41,-49.73,-38.6,-22.32,98,81,6,11,31,36.05,0.31,28.62,19.13,
LUD,86.36,223.48,-11.64,33.46,13.86,,98,32,94,85,,11.67,0.51,10.62,6.94,
WBTN,86.26,30.83,49.37,-18.65,-29.75,-10.41,98,96,21,16,48,21.31,0.9,15.92,11.8,
RAPT,85.6,57.7,21.27,-18.15,-24.06,-90.18,98,90,22,20,2,19.86,0.07,14.34,11.3,
HYPD,85.56,165.66,58.79,46.98,-94.78,-91.72,98,97,96,1,2,11.28,0.05,8.93,8.81,
CNFR,84.63,45.48,-8.7,-10.52,-26.99,-8.57,97,39,35,18,51,1.63,1.0,1.04,0.89,
PL,84.51,71.69,30.89,14.42,10.04,57.59,97,93,87,81,96,11.11,1.0,8.26,6.9,
NEGG,84.12,58.83,415.42,56.12,-49.49,-50.51,97,99,97,8,12,55.0,0.53,57.16,45.51,
AACG,83.97,68.19,80.45,-12.28,19.35,-19.3,97,98,31,90,35,2.45,1.0,2.13,1.44,
QS,83.36,43.71,43.71,-9.08,-14.34,-23.7,97,95,37,31,30,13.42,0.89,9.46,8.76,
FBYD,82.89,25.33,-16.19,-24.92,8.86,-4.85,97,23,15,79,58,14.99,1.0,9.1,7.33,
RAPP,82.81,73.7,17.79,-12.73,-45.77,-21.61,97,87,30,9,32,26.36,0.98,19.38,15.41,
APLD,82.6,75.91,51.02,32.66,-1.31,31.62,97,96,94,55,91,20.48,1.0,17.02,13.34,
CRDO,82.59,85.39,57.56,40.02,-6.19,111.8,97,97,95,45,98,169.56,1.0,141.89,112.9,
AMLX,82.19,69.45,38.24,17.56,8.46,-35.47,97,94,89,79,19,13.31,0.68,10.77,8.3,
CPOP,81.3,93.89,18.53,-22.73,-35.31,-41.41,97,88,17,13,16,1.58,0.33,1.4,0.96,
METC,81.23,53.28,79.24,13.39,-15.51,-33.54,97,98,86,29,21,30.42,1.0,26.46,20.34,
RR,80.67,38.88,-0.02,-24.46,34.87,-33.97,97,65,16,96,20,4.45,0.52,3.08,2.31,
VIVS,80.53,85.91,-35.43,-57.95,-44.74,-58.04,97,8,4,9,9,4.15,0.14,3.08,2.2,
TLS,79.8,87.49,82.92,-13.92,-17.42,-15.07,97,98,28,27,41,6.79,1.0,6.51,4.19,
SIFY,79.13,85.06,51.3,-0.02,38.16,-49.66,97,96,65,96,12,11.9,1.0,10.53,7.3,
YQ,78.63,21.49,-9.14,8.5,19.85,-37.8,97,38,81,91,18,4.08,1.0,2.58,2.25,
EMPG,78.18,70.04,47.82,,,,97,96,,,,13.13,1.0,10.64,7.15,
TNYA,77.83,58.26,66.35,-31.95,-66.44,-57.89,97,97,11,4,9,1.41,0.16,1.24,0.9,
PTHS,77.5,78.22,23.6,-21.9,29.47,-60.76,97,91,18,94,8,33.8,0.66,28.13,21.04,
COMM,77.43,85.65,118.75,19.77,23.91,75.38,97,99,90,92,97,16.45,1.0,16.09,11.44,
MFH,76.47,43.25,-20.11,-40.6,43.86,129.32,97,18,8,97,98,10.0,1.0,7.08,5.02,
UAMY,76.29,41.47,44.35,16.54,88.54,280.47,97,96,88,98,99,6.49,1.0,5.04,3.75,
GOSS,76.2,108.88,38.04,26.65,41.55,-16.72,97,94,92,96,38,3.05,0.86,2.85,2.0,
GALT,76.0,107.88,69.93,68.52,-17.25,-61.47,97,98,97,27,8,4.8,0.87,4.63,3.4,
SNTG,74.97,29.16,-13.23,-3.95,-9.19,-22.77,97,28,52,39,31,3.61,0.6,2.32,2.0,
AMPG,74.15,57.08,37.54,-5.58,6.45,21.31,97,94,47,75,88,4.73,0.8,3.92,2.99,
PGY,73.99,73.04,76.45,47.76,-0.2,-35.1,97,98,96,58,20,42.3,1.0,37.97,29.77,
LEU,73.74,39.2,31.18,103.4,6.25,16.1,97,93,98,75,85,294.49,1.0,222.04,207.89,
MITQ,73.5,61.86,2.68,29.17,-14.8,-3.47,97,70,93,30,60,1.35,1.0,0.95,0.79,
HUT,73.47,63.51,30.95,-6.07,-26.25,69.72,97,93,45,18,97,36.24,1.0,28.83,22.95,
ALXO,72.26,55.98,-2.92,-48.66,-68.13,-82.34,97,57,6,4,4,1.21,0.05,1.17,0.74,
HCWC,72.08,0.38,-15.15,-42.51,-52.59,-57.43,97,25,8,7,9,0.82,0.2,0.5,0.44,
AQB,71.41,33.39,-9.19,7.67,-42.24,-71.59,97,38,80,10,6,1.54,0.23,1.16,0.9,
CDE,71.35,60.78,40.98,32.04,2.42,4.88,97,95,94,64,75,17.42,1.0,14.57,11.25,
SPAI,71.17,105.01,13.73,-15.15,-8.9,18.23,97,84,26,40,86,6.95,0.84,6.81,4.51,
QBTS,71.06,19.38,27.74,68.86,114.75,284.06,97,92,97,99,99,26.88,1.0,18.23,17.04,
KYTX,70.98,21.08,15.56,7.36,-51.51,-71.12,97,86,80,7,6,5.8,0.14,4.24,3.74,
ASYS,70.81,80.6,5.61,-14.19,-6.22,-5.62,97,75,27,44,57,9.04,0.97,7.41,5.52,
PRME,70.69,48.99,41.17,-4.67,-44.29,-52.82,97,95,49,9,11,4.89,0.37,3.89,3.51,
NB,70.6,61.81,52.93,17.18,8.06,-42.02,97,96,89,78,15,5.87,1.0,4.83,3.74,
DALN,70.55,60.54,97.23,-26.33,10.09,43.93,97,98,14,81,94,15.96,1.0,14.99,11.9,
HOUR,70.41,104.72,7.18,-22.35,4.0,-0.55,97,77,18,68,66,3.1,0.8,2.66,1.95,
ESPR,70.39,87.24,47.24,-30.24,-16.59,-13.42,97,96,12,27,43,2.66,0.7,2.51,1.74,
VNCE,70.32,46.66,-24.13,-42.18,-15.21,88.97,97,15,8,29,97,3.17,0.56,2.05,1.67,
THAR,69.95,55.41,-14.42,-18.29,-36.92,-56.64,97,26,22,12,9,3.6,0.03,4.22,2.41,
MLCI,69.51,9.4,1.32,-0.97,10.09,-13.26,97,68,62,81,44,8.0,1.0,5.46,4.58,
ENGS,69.47,60.28,-11.31,-64.44,,,97,32,3,,,7.45,0.77,5.39,3.41,
VFF,69.3,80.04,129.9,28.49,-16.22,-28.49,97,99,93,28,25,2.63,0.77,2.83,1.91,
VSAT,68.46,83.18,103.38,29.79,-13.79,-51.06,97,98,93,31,11,29.61,0.89,30.01,21.41,
ELVA,67.8,48.28,38.26,21.68,17.88,-32.14,97,94,91,89,22,7.0,1.0,5.97,4.62,
TLRY,67.75,60.99,65.28,-53.01,-50.82,-36.41,97,97,5,7,19,1.21,0.38,1.21,0.79,
ABAT,67.57,24.31,70.79,-9.83,-15.66,-36.5,97,98,36,29,19,3.3,0.24,2.63,2.22,
PSIX,67.44,52.08,63.18,72.58,21.36,96.13,97,97,98,91,97,109.98,1.0,93.08,82.98,
PGEN,67.22,75.95,65.46,-3.68,41.46,-45.46,97,97,52,96,14,3.75,0.8,4.12,2.54,
ALEC,66.63,57.89,43.17,-2.59,-58.6,-68.47,97,95,56,6,6,3.03,0.29,2.73,2.03,
AVTX,66.6,54.23,38.82,-29.11,-16.22,-18.37,97,95,12,28,36,11.83,0.25,10.65,7.74,
MFI,66.13,96.93,132.23,313.51,-16.31,-27.04,97,99,99,28,26,39.74,0.89,37.88,34.29,
OUST,65.93,46.11,111.66,100.38,17.71,28.93,96,98,98,89,91,34.66,1.0,30.05,26.63,
LCTX,65.76,52.87,56.34,61.29,-29.07,-48.93,96,97,97,16,12,1.53,1.0,1.29,1.1,
STOK,65.74,78.47,64.27,19.45,-29.08,-5.94,96,97,90,16,56,22.9,0.97,21.27,15.67,
IONQ,65.67,37.96,8.91,18.24,-3.51,225.96,96,80,89,50,99,70.41,1.0,50.07,44.32,
LITE,65.6,67.67,36.1,18.83,-3.97,37.5,96,94,90,49,93,168.73,1.0,146.67,115.43,
AMRC,65.37,53.57,36.16,-9.64,-45.66,-25.85,96,94,36,9,28,30.81,0.65,26.78,20.56,
PYXS,64.52,37.9,-1.73,-10.3,-49.1,-58.49,96,61,35,8,9,2.25,0.24,1.72,1.34,
ATAI,63.97,61.93,62.74,42.71,-1.19,-31.63,96,97,96,56,22,4.95,1.0,4.66,3.63,
HWH,63.87,88.81,4.97,-26.77,-45.48,-70.8,96,74,14,9,6,2.81,0.03,2.78,1.84,
LIDR,63.7,73.92,113.06,-10.25,-41.41,-33.65,96,98,35,10,21,2.66,0.37,2.74,2.14,
ATMV,63.37,9.48,-6.93,-0.69,4.75,-6.56,96,45,63,70,55,22.2,1.0,14.54,12.75,
ABTS,63.3,-2.32,10.06,61.27,445.37,-40.01,96,81,97,99,16,7.32,0.87,4.5,4.43,
WBX,62.97,69.45,146.83,-24.93,-60.79,-63.37,96,99,15,5,7,4.16,0.66,4.15,3.96,
BNR,62.94,61.04,56.17,-27.88,-0.53,-10.0,96,97,13,57,49,8.62,0.77,8.65,6.19,
HOVR,62.88,30.8,52.18,188.0,-16.14,-66.0,96,96,99,28,7,2.23,0.19,1.79,1.74,
TROO,62.87,52.12,1.9,-24.3,-62.64,-28.09,96,69,16,5,25,1.37,0.2,1.12,0.87,
CLLS,62.56,43.21,59.88,-3.15,-25.9,-38.07,96,97,54,18,18,3.44,0.98,2.89,2.31,
FSI,62.52,64.5,42.08,-7.73,28.97,27.84,96,95,41,94,90,9.99,0.87,9.6,6.76,
IHRT,62.52,43.45,30.19,6.61,-3.34,-10.16,96,93,79,51,48,3.03,0.83,2.44,2.06,
DPRO,62.41,46.86,30.66,3.71,-11.27,-25.36,96,93,74,35,28,6.13,0.22,5.01,4.41,
PVLA,62.4,64.87,61.79,2.22,79.08,-20.97,96,97,71,98,33,58.24,1.0,55.67,39.4,
FBIO,62.32,79.21,10.21,-1.86,-4.06,-17.76,96,81,58,49,37,3.67,0.65,3.22,2.33,
SGN,62.29,61.81,35.49,-30.94,-87.15,-84.79,96,94,12,2,3,2.18,0.02,1.8,1.57,
MAZE,62.07,71.16,5.63,-2.06,-7.28,,96,75,57,43,,22.94,0.98,18.02,15.3,
HIVE,62.02,69.99,6.13,-25.39,-45.23,-15.45,96,76,15,9,41,3.79,0.64,3.15,2.44,
TNGX,61.98,47.56,85.14,113.1,-66.26,-66.49,96,98,98,4,7,7.6,0.55,6.94,6.31,
KPLT,61.69,64.78,30.84,-11.3,21.99,-56.92,96,93,33,92,9,19.56,0.9,17.93,12.99,
ARWR,61.68,62.86,20.7,-9.44,-28.25,-31.46,96,89,37,17,22,30.69,0.78,26.57,20.03,
UFG,61.36,100.87,-6.29,-45.3,27.21,,96,47,7,94,,7.31,0.77,6.37,3.88,
TYGO,61.13,40.4,10.49,31.02,-8.22,-34.95,96,82,94,41,20,2.05,0.2,1.58,1.37,
LASR,60.92,56.32,72.4,56.75,-18.86,-23.43,96,98,97,25,30,31.18,1.0,29.11,23.37,
CYD,60.73,63.11,34.44,32.87,61.61,-13.49,96,94,94,98,43,39.93,1.0,35.59,27.93,
MDXH,60.66,50.0,32.26,3.74,-24.49,-26.15,96,93,74,19,27,4.14,0.98,3.64,2.78,
ATMVU,60.11,56.67,-4.06,0.51,1.57,-7.81,96,54,67,62,52,22.0,1.0,15.97,13.25,
AIRE,59.94,128.29,-51.04,-70.05,-5.09,-10.54,96,5,3,47,48,0.99,0.03,0.72,0.46,
FTCI,59.88,47.94,33.71,15.88,-26.86,-38.63,96,94,88,18,17,8.07,0.51,6.83,5.63,
PTNM,59.71,32.77,-77.6,34.88,,,96,2,95,,,7.55,0.71,3.74,4.39,
REAL,59.59,42.89,24.1,-26.75,12.36,152.5,96,91,14,84,98,10.89,1.0,8.85,6.72,
GEOS,59.59,39.75,63.46,44.09,-20.71,-20.6,96,97,96,23,33,19.49,0.98,18.62,14.95,
REZI,59.35,50.71,39.51,2.58,-13.77,6.75,96,95,72,31,77,42.03,1.0,36.78,28.56,
AMSC,59.33,53.4,66.72,21.53,-20.64,17.72,96,97,91,24,86,61.55,1.0,53.47,45.75,
WDC,59.14,52.37,30.47,24.46,-10.35,-16.79,96,93,92,37,38,106.63,1.0,90.67,75.1,
ONMD,59.02,46.82,11.55,-51.69,-43.27,38.3,96,82,5,10,93,0.94,0.06,0.86,0.62,
CGTX,59.0,159.24,197.11,-48.2,-40.34,-60.71,96,99,6,11,8,1.4,0.45,2.28,1.18,
PZG,58.8,56.16,27.37,44.2,-2.22,-25.12,96,92,96,53,28,1.1,1.0,1.01,0.78,
KSS,58.76,45.42,40.74,-17.59,-45.9,-38.71,96,95,22,9,17,17.26,0.56,15.52,11.89,
WBD,58.71,60.21,4.86,4.07,18.04,11.22,96,74,75,89,81,19.33,1.0,14.8,12.71,
EOSE,58.56,38.83,7.72,-11.54,23.86,145.85,96,78,32,92,98,9.76,1.0,7.68,6.07,
MP,58.53,44.32,101.57,56.1,40.74,-9.68,96,98,97,96,49,73.22,0.97,67.76,57.02,
PHLT,58.38,65.59,98.06,23.02,-3.8,-11.47,96,98,91,49,46,7.7,1.0,7.64,5.83,
APP,58.36,47.49,19.94,-5.12,30.52,178.25,96,89,48,95,99,649.59,1.0,528.42,422.95,
KOD,58.3,61.37,120.38,-26.39,-29.77,95.86,96,99,14,16,97,9.53,0.89,9.71,7.18,
OSS,58.25,34.15,37.27,30.62,-3.13,11.63,96,94,94,51,82,6.86,1.0,5.97,5.13,
CLS,58.17,58.37,46.32,26.43,16.61,63.91,96,96,92,88,96,252.93,1.0,224.21,185.52,
ONCY,57.61,54.4,42.18,4.05,-28.53,-29.38,96,95,75,17,24,1.36,0.55,1.15,1.01,
DNTH,57.28,64.72,-4.4,-21.43,-20.06,-11.82,96,53,19,24,46,36.75,0.99,29.66,22.8,
FOSL,57.17,70.62,96.13,-8.76,-11.33,39.84,96,98,38,35,93,3.0,0.95,3.03,2.17,
RDDT,57.03,57.44,67.14,-3.11,-5.12,112.13,96,97,54,47,98,264.48,1.0,240.23,190.17,
CCG,56.68,15.81,-18.12,-16.8,6.28,-67.14,95,20,23,75,7,1.49,0.05,1.06,0.87,
HYMC,56.55,60.63,7.61,14.35,38.78,-26.68,95,78,87,96,27,6.46,1.0,5.43,4.12,
RHLD,56.52,60.04,50.45,-7.83,-7.51,,95,96,40,42,,69.95,1.0,66.71,49.17,
DLTH,56.42,56.07,-5.27,-16.07,-35.16,-29.09,95,50,24,13,24,3.75,0.48,3.14,2.46,
MOGU,56.3,91.86,-6.02,-8.3,-5.65,4.69,95,48,39,46,74,4.14,0.75,3.23,2.56,
CMCL,56.18,63.16,33.1,48.02,3.71,-24.41,95,93,96,67,29,33.32,1.0,29.22,23.6,
FMFC,56.06,39.11,4.27,,,,95,73,,,,13.4,1.0,11.02,8.28,
CDTX,55.52,56.08,85.53,-7.24,29.47,49.47,95,98,42,94,95,68.71,1.0,65.85,55.59,
COSM,55.34,58.16,63.13,-20.81,-37.48,-39.34,95,97,19,12,17,0.95,0.42,0.83,0.67,
SPPL,55.29,28.25,-8.75,-44.83,-13.03,-57.18,95,39,7,32,9,5.79,0.05,3.98,3.32,
STX,54.97,43.56,26.11,33.06,-8.07,-15.53,95,91,94,41,40,221.23,1.0,186.4,159.05,
FLYX,54.93,33.2,10.07,-21.83,7.84,-60.24,95,81,18,78,8,5.21,0.19,4.29,3.11,
W,54.56,58.71,64.8,23.36,-24.76,-22.31,95,97,91,19,31,89.31,1.0,83.79,67.85,
PAPL,54.46,52.12,5.36,-80.64,-46.2,-62.81,95,75,2,8,8,6.19,0.09,5.43,3.74,
IMAB,54.04,75.93,177.81,126.79,-22.27,-44.97,95,99,99,22,14,3.79,0.71,4.3,3.23,
HL,53.64,62.74,22.38,3.39,4.56,-12.41,95,90,74,69,45,10.96,0.97,9.52,7.37,
RDNW,53.5,45.14,3.93,-39.69,-25.95,-16.14,95,72,8,18,39,4.43,0.41,4.03,2.89,
PLUG,53.32,9.33,20.64,-28.99,-26.65,-17.12,95,89,13,18,38,2.18,0.21,1.68,1.55,
KTOS,53.31,37.41,56.36,29.91,20.98,11.75,95,97,93,91,82,80.77,1.0,69.47,58.83,
TDTH,53.27,68.8,59.01,-72.62,-24.22,-12.44,95,97,3,20,45,0.92,0.2,0.85,0.78,
RMCO,53.27,32.25,22.25,12.05,17.96,-4.32,95,90,85,89,59,2.34,0.15,2.06,1.6,
ITRG,53.24,46.24,10.02,18.94,25.46,-9.56,95,81,90,93,49,2.93,1.0,2.49,1.86,
SLDP,53.23,47.3,143.26,26.78,-21.61,-22.17,95,99,93,23,32,4.17,0.78,4.25,3.47,
SSRM,53.12,55.97,31.62,24.35,57.93,5.12,95,93,92,97,75,22.84,1.0,20.55,15.64,
QUBT,52.98,17.52,19.35,85.78,38.16,936.44,95,88,98,96,99,23.27,1.0,17.4,17.39,
UP,52.96,38.51,29.89,-1.99,-43.48,-37.28,95,93,58,9,18,2.5,0.41,2.35,1.72,
BLDP,52.87,20.01,24.85,6.23,-21.33,-40.16,95,91,78,23,16,2.74,0.63,2.17,1.91,
PROK,52.65,48.0,59.42,-43.64,-46.17,-32.64,95,97,7,8,21,2.68,0.49,2.44,2.25,
TERN,52.48,52.44,68.95,2.22,-43.47,-22.58,95,98,71,9,31,7.53,0.69,7.17,5.8,
ENGN,52.26,30.13,-18.49,-40.15,-29.36,-47.93,95,20,8,16,13,6.82,0.15,5.33,4.17,
RILYL,52.22,48.24,73.83,-55.1,-53.73,-58.25,95,98,5,6,9,6.97,0.26,6.53,5.26,
KOPN,52.11,48.24,24.12,16.22,19.37,-9.74,95,91,88,90,49,2.69,1.0,2.27,1.95,
CLNN,51.92,41.54,-7.31,6.21,-17.05,-40.72,95,44,78,27,16,6.39,0.48,5.84,4.47,
SOFI,51.91,42.39,42.97,7.47,10.38,61.72,95,95,80,82,96,29.51,1.0,26.44,21.9,
CHRS,51.9,25.0,5.34,-31.6,-16.25,-23.38,95,75,11,28,30,1.61,0.24,1.32,1.01,
MTNB,51.78,66.45,165.44,36.55,-77.59,-93.45,95,99,95,3,2,1.75,0.09,1.85,1.34,
CIEN,51.68,49.52,10.68,-4.41,-4.04,43.78,95,82,50,49,94,138.37,1.0,114.02,93.75,
