Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
3230,錦明,132.35,160.8,211.18,70.34,-20.84,-29.59,99,99,97,17,3,52.2,0.9,50.06,28.02,0.52
6144,得利影,129.35,168.98,219.06,219.72,23.58,-12.99,99,99,99,90,24,105.0,0.86,108.6,63.45,0.73
6609,瀧澤科,123.79,117.88,99.96,11.42,-6.0,-18.91,99,98,85,59,11,118.0,1.0,87.55,58.23,0.66
8937,合騏,123.72,131.91,100.42,28.37,-14.17,2.65,99,98,92,34,73,81.0,0.98,67.1,40.53,0.52
3450,聯鈞,122.14,109.51,92.14,65.66,1.08,17.25,99,98,97,72,89,251.5,1.0,189.95,130.07,0.64
4583,台灣精銳,120.76,126.12,143.47,2.14,-7.83,-10.59,99,99,77,54,31,820.0,1.0,670.85,415.62,0.49
6442,光聖,112.77,84.27,80.69,249.28,49.26,11.0,99,98,99,96,85,522.0,0.97,405.6,324.4,0.71
3081,聯亞,109.43,100.14,60.02,-0.63,0.26,-17.45,99,97,74,71,13,362.0,1.0,260.7,178.7,0.06
2543,皇昌,107.48,87.81,78.02,84.85,125.29,66.72,99,98,98,99,98,83.0,1.0,64.38,47.76,0.53
3167,大量,100.46,78.58,68.79,1.77,10.0,15.96,99,97,77,82,88,161.5,1.0,121.53,83.47,0.61
4903,聯光通,96.95,97.42,46.97,39.25,-16.2,-7.69,99,96,95,28,43,51.8,0.96,38.13,28.04,0.35
2424,隴華,92.0,94.66,91.35,-23.71,-25.82,-9.41,98,98,16,9,36,80.1,0.99,63.56,40.83,0.12
8374,羅昇,89.82,97.05,133.12,150.98,-8.13,-13.88,98,99,99,53,21,140.0,0.9,138.4,96.35,0.15
3013,晟銘電,83.1,81.34,53.55,72.39,51.24,14.84,98,96,97,96,87,163.0,1.0,128.7,103.37,0.75
8080,印鉐,79.77,70.89,111.73,10.54,28.37,-23.44,98,99,84,92,5,36.0,0.98,33.2,22.03,0.39
4569,六方科-KY,78.92,62.12,113.46,-11.71,-7.34,-11.65,98,99,54,55,28,237.0,0.85,208.8,136.23,1.27
2070,精湛,76.04,78.67,144.33,32.79,-9.95,-3.84,98,99,93,48,56,97.3,0.8,96.22,61.7,0.14
6151,晉倫,75.69,44.37,23.21,7.61,-15.45,-10.31,98,90,82,30,32,62.0,1.0,43.88,33.78,2.03
3363,上詮,74.68,63.96,42.89,45.77,36.82,30.69,98,95,96,94,94,250.0,1.0,197.05,161.37,0.07
6231,系微,73.89,73.39,84.0,100.48,9.81,67.39,98,98,98,82,98,584.0,1.0,508.15,378.05,0.46
3581,博磊,73.85,55.33,59.72,26.5,-8.43,-4.08,98,97,91,52,56,71.8,1.0,56.96,42.85,0.85
6706,惠特,72.88,66.85,87.55,46.43,-33.92,-21.8,98,98,96,3,7,176.0,1.0,158.95,111.63,0.31
8064,東捷,72.81,53.11,70.46,89.79,23.67,-5.17,98,97,98,90,53,71.5,1.0,60.79,48.77,1.09
6223,旺矽,71.1,67.18,85.55,60.85,59.06,39.1,98,98,97,97,95,860.0,1.0,785.4,595.33,0.29
4562,穎漢,71.09,75.66,98.29,135.47,2.16,-10.84,98,98,99,74,30,69.1,0.84,68.38,52.47,0.35
4956,光鋐,70.85,63.49,21.95,23.15,13.42,44.18,98,90,90,85,96,45.2,1.0,32.25,26.64,0.18
6763,綠界科技*,68.67,27.59,-5.31,-21.49,-23.96,-15.66,98,63,23,11,16,88.0,1.0,52.22,46.09,1.7
4716,大立,68.18,36.29,64.28,18.93,10.25,-8.1,98,97,88,82,40,34.35,1.0,27.21,21.89,0.52
4510,高鋒,66.88,77.32,108.69,48.61,-3.88,-5.94,98,99,96,63,50,45.35,0.84,46.24,30.4,0.34
3293,鈊象,65.57,66.88,46.28,41.85,25.88,19.85,98,96,95,90,90,1085.0,1.0,919.8,715.13,0.44
6199,天品,65.4,42.5,69.9,-2.74,-7.67,31.17,98,97,71,54,94,65.0,1.0,57.58,41.0,1.71
5443,均豪,64.94,68.76,122.57,83.26,41.36,4.67,97,99,98,95,76,130.5,0.84,140.5,96.66,0.06
6739,竹陞科技,64.02,59.5,108.61,45.43,30.01,7.3,97,99,96,92,80,191.0,0.85,182.0,132.72,0.47
6535,順藥,62.63,62.79,55.58,44.51,90.29,77.32,97,96,95,98,98,323.0,1.0,284.35,229.02,0.22
1595,川寶,62.29,62.95,-11.24,-17.75,-19.99,-14.72,97,48,36,18,19,74.0,0.99,50.1,41.43,2.56
4563,百德,62.15,50.78,84.48,-5.64,-13.2,-3.19,97,98,67,37,59,114.0,0.86,103.25,72.39,0.1
8111,立碁,61.91,62.03,16.76,-7.07,3.79,-1.11,97,87,64,77,65,44.75,1.0,34.88,27.4,0.3
4576,大銀微系統,61.89,52.54,33.47,-10.08,-8.88,-18.94,97,93,58,51,11,144.5,1.0,106.09,86.96,1.73
8032,光菱,61.45,42.09,30.84,-20.16,-15.33,-10.97,97,93,28,30,30,58.1,1.0,40.04,32.56,0.87
6405,悅城,60.34,30.33,35.02,-16.02,-13.97,-7.8,97,94,42,34,42,49.55,1.0,37.91,28.86,1.76
6438,迅得,59.11,53.22,2.25,-8.85,-0.24,-8.71,97,76,60,70,39,222.0,1.0,154.15,131.93,1.31
6640,均華,58.43,71.4,128.05,141.63,136.47,27.94,97,99,99,99,93,829.0,0.83,924.9,684.28,0.24
3535,晶彩科,57.02,29.67,76.22,134.53,-6.42,-14.57,97,98,99,57,19,64.9,0.8,63.29,49.62,0.9
3498,陽程,56.51,53.2,34.96,19.99,-16.55,-21.03,97,94,89,27,8,71.6,1.0,57.75,47.19,0.57
1540,喬福,56.4,57.99,81.43,44.41,1.57,-5.73,97,98,95,73,51,45.1,0.92,44.11,31.44,0.19
6134,萬旭,56.08,53.0,16.47,-12.28,-17.12,-7.78,97,87,53,25,42,40.85,1.0,31.75,24.99,0.4
4909,新復興,53.02,56.1,92.09,91.89,151.61,66.42,97,98,98,99,98,145.0,0.75,147.55,115.93,0.23
5234,達興材料,53.0,39.65,60.09,-0.71,10.05,-8.9,97,97,74,82,38,254.5,1.0,213.95,172.52,0.31
4991,環宇-KY,52.77,51.87,-1.14,-6.57,-19.09,-11.79,97,71,65,20,28,64.3,1.0,46.18,40.74,0.33
2399,映泰,52.76,45.03,20.21,-20.37,-21.16,2.77,97,89,27,16,73,43.2,1.0,31.12,24.93,0.58
6187,萬潤,52.5,55.82,88.58,16.44,43.34,54.23,97,98,87,95,97,445.5,0.89,439.15,321.43,0.16
6854,錼創科技-KY創,52.1,44.7,-13.39,-35.57,-30.36,-15.83,97,40,3,5,16,156.0,1.0,100.45,84.01,0.81
8028,昇陽半導體,51.57,54.34,65.06,60.92,-14.79,-17.19,96,97,97,32,14,133.0,0.94,129.6,98.35,0.2
