Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
3230,錦明,186.14,161.75,153.56,12.92,-25.89,-28.81,99,99,87,11,2,61.7,1.0,48.63,26.8,2.03
6144,得利影,174.85,187.23,203.71,137.78,16.68,-15.32,99,99,99,88,13,120.0,1.0,106.25,60.54,3.15
8937,合騏,136.07,140.94,85.4,23.53,-18.88,5.45,99,98,91,28,76,82.3,1.0,63.7,38.53,0.73
3450,聯鈞,126.47,97.41,95.51,62.47,15.85,18.65,99,98,97,88,89,247.0,1.0,180.0,124.65,1.96
6609,瀧澤科,118.97,75.13,89.18,16.71,-11.14,-18.08,99,98,89,53,9,111.0,1.0,81.23,55.41,2.05
4583,台灣精銳,118.11,111.14,136.1,-1.95,-5.02,-9.74,99,99,75,66,28,777.0,1.0,623.65,394.92,1.13
4903,聯光通,110.8,116.39,26.37,12.56,-21.51,-3.37,99,92,87,21,53,53.7,1.0,35.88,26.96,1.9
3081,聯亞,102.03,117.56,46.08,3.48,1.87,-13.37,99,95,80,77,17,336.5,0.94,236.1,171.03,0.22
8374,羅昇,99.26,79.28,154.81,124.52,-10.87,-12.43,99,99,99,54,19,141.5,0.91,139.6,92.66,0.68
2424,隴華,97.23,100.76,73.44,-24.51,-29.37,4.14,99,97,21,7,73,80.1,1.0,58.41,39.15,0.67
3167,大量,88.63,108.98,35.01,-2.74,13.22,13.84,99,94,74,87,86,147.0,0.91,114.39,80.27,0.75
2543,皇昌,87.85,108.33,73.16,72.14,86.32,94.3,98,97,98,98,99,91.3,0.93,77.43,58.23,1.12
6442,光聖,84.12,86.29,73.17,213.35,58.74,9.15,98,97,99,97,82,432.0,0.79,392.55,311.33,1.53
4562,穎漢,83.79,54.87,111.09,142.89,-7.87,-10.54,98,98,99,61,25,71.8,0.88,69.62,50.89,0.52
2070,精湛,81.01,85.83,115.3,25.84,-6.85,-4.66,98,99,92,63,48,97.0,0.8,93.6,59.72,0.63
3013,晟銘電,78.46,56.63,45.95,39.17,45.65,16.01,98,95,95,96,88,153.5,1.0,124.2,99.78,1.56
6640,均華,77.76,91.03,133.52,111.23,150.94,32.97,98,99,99,99,94,898.0,0.91,929.5,669.98,0.32
4510,高鋒,75.06,46.89,116.68,38.8,-5.69,-1.19,98,99,95,65,60,46.2,0.86,45.67,29.41,0.68
6231,系微,74.16,58.42,92.72,82.14,21.38,79.16,98,98,98,91,98,565.0,1.0,493.4,365.23,1.01
5443,均豪,73.73,86.4,135.42,71.99,58.23,0.49,98,99,98,97,65,133.0,0.86,138.6,94.18,0.27
6223,旺矽,72.61,66.31,90.71,57.91,56.59,35.78,98,98,97,97,95,839.0,1.0,767.2,577.48,0.92
8111,立碁,71.97,69.86,23.7,-3.05,11.18,1.01,98,91,74,85,67,46.4,1.0,32.74,26.74,2.04
