Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
8937,合騏,156.4,156.89,111.93,50.14,-17.39,-4.47,99,99,95,25,57,98.6,1.0,74.94,45.67,0.44
3230,錦明,133.06,127.22,187.03,68.2,1.53,-9.85,99,99,97,74,36,55.4,0.97,51.46,30.79,0.99
8032,光菱,126.57,109.2,13.08,-17.0,-16.74,-8.32,99,87,28,27,42,84.8,1.0,51.63,36.32,1.46
2543,皇昌,116.24,130.05,94.3,81.54,125.26,63.73,99,98,98,99,97,92.2,0.99,72.48,52.32,0.41
3450,聯鈞,112.59,96.62,90.43,46.95,-0.0,18.55,99,98,95,71,89,250.0,1.0,202.8,139.88,0.94
6442,光聖,103.4,99.55,68.04,202.14,73.89,39.57,99,98,99,98,95,525.0,0.98,417.7,347.75,0.74
3081,聯亞,102.79,98.63,124.85,-17.62,1.4,5.28,99,99,26,73,77,364.0,1.0,301.45,192.82,0.06
4583,台灣精銳,100.65,104.33,100.4,27.38,2.22,-11.97,99,99,92,75,29,774.0,0.92,729.7,449.68,0.3
6609,瀧澤科,100.05,102.12,80.04,22.81,-7.51,-15.6,99,98,90,55,17,109.5,0.92,95.13,63.04,0.29
4991,環宇-KY,94.86,77.33,7.72,-5.07,-18.4,-16.9,99,82,64,22,15,83.5,1.0,54.07,43.95,4.27
4903,聯光通,90.7,78.11,94.13,29.75,-16.61,-12.52,99,98,93,28,27,51.7,0.96,41.94,30.13,1.12
2424,隴華,87.38,90.58,77.99,-15.63,-28.73,-12.88,98,98,32,6,26,79.8,0.99,71.04,44.17,0.14
3447,展達,84.92,94.47,-1.74,-20.71,-36.5,-24.54,98,70,18,2,5,80.6,0.96,54.1,40.1,0.24
3167,大量,84.27,81.95,98.09,12.15,11.97,19.33,98,99,85,84,89,152.5,0.95,131.69,88.69,0.6
5438,東友,81.59,81.52,12.54,-14.03,-12.45,-11.79,98,86,38,41,29,40.45,1.0,28.24,21.31,0.69
8374,羅昇,80.34,76.04,106.9,164.59,-10.74,-14.14,98,99,99,47,21,138.0,0.88,136.8,102.88,0.12
4569,六方科-KY,78.34,83.08,116.02,-8.75,-12.83,-7.19,98,99,55,40,48,243.0,0.84,239.3,147.16,0.48
3013,晟銘電,74.58,77.99,57.7,49.09,40.81,13.21,98,97,95,94,85,160.5,0.99,136.7,109.37,0.4
6151,晉倫,73.8,74.86,31.64,0.87,-14.88,-7.54,98,94,74,33,46,62.5,1.0,47.92,36.14,0.16
6535,順藥,70.75,80.41,75.94,60.47,63.88,127.73,98,98,96,97,99,356.0,0.92,310.05,241.8,0.5
8249,菱光,69.2,69.12,44.0,-18.16,-15.64,-10.85,98,96,25,30,32,71.7,1.0,59.94,41.73,1.18
4807,日成-KY,66.73,48.31,21.84,-10.42,-14.76,-18.25,98,91,50,33,12,36.3,1.0,26.15,21.1,2.4
4562,穎漢,65.42,59.13,79.32,151.11,-3.73,-13.02,98,98,99,64,25,69.0,0.84,67.12,55.66,0.13
6706,惠特,65.42,73.13,86.09,45.31,-31.48,-23.15,98,98,95,4,6,172.5,0.98,166.16,119.54,0.28
6199,天品,65.01,74.78,52.36,67.45,15.7,29.42,98,97,97,87,92,67.0,0.97,59.87,43.92,0.69
6658,聯策,64.78,72.21,32.51,31.16,-12.4,1.51,98,94,93,41,70,101.5,0.92,83.5,65.46,0.87
1736,喬山,61.5,53.91,58.18,25.95,3.45,-13.95,98,97,91,76,22,170.0,1.0,145.05,114.25,1.01
4950,牧東,60.66,42.99,43.82,-26.95,-45.11,-55.16,98,96,8,1,1,13.95,0.43,12.43,8.58,0.46
3581,博磊,60.65,75.6,52.84,12.38,-11.55,6.12,98,97,85,44,79,67.8,0.92,60.94,45.35,0.21
6854,錼創科技-KY創,60.51,50.09,2.21,-35.79,-26.9,-16.53,98,76,2,7,16,165.0,1.0,117.07,89.28,0.75
6223,旺矽,58.88,57.93,62.06,49.3,50.99,40.38,98,97,95,96,95,821.0,0.99,784.2,623.03,0.36
4510,高鋒,58.88,54.79,77.12,92.18,-8.48,-7.04,98,98,98,53,48,44.1,0.81,45.83,32.09,0.07
6739,竹陞科技,58.79,56.27,56.87,62.05,30.03,7.53,97,97,97,92,81,189.5,0.85,188.95,138.85,0.41
8080,印鉐,58.62,65.16,83.43,9.48,35.85,57.9,97,98,83,93,97,32.75,0.87,33.92,23.13,0.14
5443,均豪,56.46,55.73,102.71,85.33,32.03,3.46,97,99,98,93,74,127.5,0.81,136.5,100.24,0.36
4576,大銀微系統,56.3,58.78,16.41,-4.62,-8.84,-14.6,97,89,65,52,20,141.5,0.96,115.87,90.73,0.09
8111,立碁,55.39,55.01,71.02,-6.05,1.88,2.2,97,98,62,74,72,43.6,0.96,38.19,28.49,0.7
6763,綠界科技*,54.98,65.05,-13.58,-16.28,-23.64,-16.68,97,36,30,12,15,81.5,0.93,58.92,48.77,0.15
6405,悅城,53.86,46.91,38.5,-14.7,-18.15,-4.34,97,95,35,23,57,47.85,1.0,41.24,30.26,0.21
8064,東捷,53.76,54.54,45.26,94.61,27.7,5.95,97,96,98,91,78,65.3,0.95,60.25,50.93,0.44
3293,鈊象,52.81,60.66,63.76,43.54,18.01,24.75,97,98,95,88,91,1025.0,0.94,960.3,745.3,0.23
6231,系微,52.01,56.05,61.54,61.25,13.09,45.14,97,97,96,85,96,525.0,0.91,521.2,396.74,0.19
8028,昇陽半導體,51.81,50.45,52.31,61.37,-13.98,-16.64,97,97,96,36,15,135.5,0.97,128.8,103.53,0.44
6134,萬旭,51.25,62.73,25.9,-11.9,-15.97,-11.99,97,92,46,29,29,39.95,0.92,33.98,26.27,0.93
4563,百德,50.95,48.49,96.26,11.07,-17.71,-7.92,97,98,84,24,44,107.5,0.79,108.65,75.95,0.08
6791,虎門科技,47.94,41.57,-9.17,-11.28,-19.96,-16.95,97,53,48,18,15,150.5,1.0,104.45,92.22,1.51
6187,萬潤,47.55,60.24,87.43,26.28,47.2,71.65,97,98,91,96,98,443.0,0.88,456.95,333.59,0.41
6768,志強-KY,46.84,41.26,17.57,17.98,7.71,-6.69,97,89,88,81,49,139.0,1.0,107.71,96.38,2.77
2070,精湛,46.65,53.63,111.15,73.31,-10.22,-7.4,97,99,97,48,47,82.5,0.63,95.54,64.7,0.09
2467,志聖,46.22,38.86,54.71,67.59,64.78,56.12,97,97,97,97,97,231.0,0.92,220.05,185.0,0.97
4956,光鋐,45.72,57.48,10.07,16.26,-1.13,19.41,97,85,87,69,89,39.2,0.88,34.32,27.92,0.45
1235,興泰,44.62,49.0,50.88,15.6,-9.34,3.51,97,97,87,51,74,158.0,0.99,147.0,112.12,1.24
6438,迅得,44.1,45.06,23.64,-9.57,-3.53,-8.73,96,92,53,64,41,202.0,0.92,168.9,135.97,0.5
3363,上詮,43.93,46.24,50.81,40.28,43.81,35.31,96,97,94,95,94,210.0,0.84,201.0,167.67,0.32
1595,川寶,43.68,57.26,27.89,-14.47,-19.78,-13.53,96,93,36,19,23,65.6,0.78,55.28,43.41,0.5
6807,峰源-KY,43.27,36.47,31.3,41.7,16.1,5.95,96,93,94,87,78,83.8,1.0,74.74,64.37,0.74
5278,尚凡,42.71,37.82,19.2,-2.49,5.6,9.05,96,90,69,79,82,312.0,1.0,263.8,215.53,1.38
