Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
QS,27.51,43.71,165.86,-16.46,-11.56,-25.62,91,99,27,38,28,8.16,0.4,9.24,7.28,
CAI,27.47,22.43,8.15,,,,91,78,,,,39.3,1.0,32.63,30.04,
AFRM,27.28,26.83,13.59,-10.98,36.58,55.69,91,84,37,95,95,79.49,0.98,72.81,64.58,
LENZ,27.22,22.92,16.4,6.58,-6.94,79.26,91,86,79,47,97,40.0,1.0,34.82,32.02,
ADCT,27.18,28.33,38.04,34.62,-43.17,-46.08,91,95,95,11,14,3.18,0.56,2.99,2.94,
GIC,27.13,23.76,1.62,7.39,-22.64,-30.87,91,67,81,24,24,36.32,0.68,33.14,28.87,
RCAT,26.84,9.72,47.94,-5.56,41.46,368.93,91,96,49,96,99,9.82,0.73,9.04,8.16,
COHN,26.76,28.78,15.12,-6.51,-0.96,16.05,91,85,46,61,82,12.32,1.0,11.74,9.83,
OCUL,26.67,32.82,31.26,-9.12,-16.75,7.9,91,93,40,31,74,12.3,0.97,12.25,10.06,
DXPE,26.28,19.89,5.24,-1.07,26.34,36.06,91,73,60,93,92,124.89,1.0,114.01,95.86,
RIOT,26.22,9.26,35.0,-14.27,-5.71,-1.64,91,94,30,50,61,13.22,0.6,12.24,11.01,
SNWV,25.93,10.28,19.8,4.48,11.61,16.64,91,88,76,84,82,45.0,1.0,39.49,34.1,
TLSA,25.85,24.11,15.06,51.22,-10.5,10.87,91,85,97,40,77,2.06,0.84,2.09,1.7,
VC,25.78,22.88,18.97,-0.84,-12.15,-25.19,91,88,60,37,28,125.38,0.76,116.67,101.14,
LINK,25.75,6.03,10.26,-5.61,23.25,-32.99,91,80,49,92,22,8.77,0.86,7.3,6.58,
ARHS,25.51,29.93,-15.18,-15.28,-15.34,-34.16,91,23,29,32,22,12.41,0.39,10.93,9.46,
TWIN,25.29,-2.42,-3.2,-25.42,-31.62,-28.72,91,54,19,16,26,10.97,0.42,9.19,8.49,
BLBD,25.05,32.07,5.26,2.96,-24.81,-8.85,91,73,73,22,49,55.31,0.95,51.48,45.02,
EYE,24.81,17.34,46.09,52.9,-7.77,-35.54,90,96,97,45,21,24.83,0.98,23.89,22.62,
LGND,24.41,19.52,15.57,-8.82,10.58,22.31,90,85,41,83,87,159.08,1.0,145.75,123.95,
TBPH,24.28,19.4,6.87,0.28,-1.5,-8.33,90,76,64,60,50,13.91,1.0,12.1,11.04,
NVT,24.24,23.22,12.1,2.86,-17.06,0.31,90,82,73,30,64,90.08,1.0,87.04,75.83,
CLNE,24.16,17.03,-7.22,-19.47,-7.32,-15.81,90,39,25,46,39,2.53,0.38,2.26,2.06,
ZNTL,24.15,-1.73,-16.52,-43.88,-50.55,-68.77,90,21,8,8,6,1.99,0.03,1.57,1.39,
SDM,24.12,14.54,96.24,15.43,,,90,98,88,,,13.69,0.57,14.92,11.19,
MSGY,23.98,25.13,17.11,,,,90,86,,,,11.9,0.99,11.06,9.46,
PAHC,23.87,18.83,19.84,7.41,4.52,30.23,90,89,81,74,91,32.46,1.0,29.3,26.9,
RCKY,23.86,18.38,5.43,1.54,-22.05,-34.86,90,74,69,25,21,27.9,0.62,25.97,23.51,
DK,23.82,10.61,31.35,20.9,-22.06,-30.97,90,93,91,25,24,24.47,0.67,21.86,21.38,
MPAA,23.81,19.31,4.4,28.23,49.68,-16.47,90,72,94,97,38,14.45,1.0,12.35,11.49,
RFIL,23.71,26.61,38.78,-0.54,19.62,5.5,90,95,61,90,71,6.93,0.78,7.43,5.94,
PII,23.66,25.07,6.21,-20.3,-35.72,-28.45,90,75,24,13,26,57.15,0.34,53.14,45.64,
BLDP,23.64,24.85,26.29,-3.14,-30.7,-55.85,90,92,55,17,10,2.01,0.3,1.95,1.7,
SSSS,23.54,21.57,34.97,16.39,16.39,8.26,90,94,89,89,75,8.73,1.0,8.44,7.62,
IESC,23.45,22.8,30.98,11.56,-8.18,72.43,90,93,85,45,97,341.11,0.94,345.45,303.42,
BLBX,23.42,31.86,72.22,25.71,19.07,-15.19,89,97,93,90,40,6.49,0.7,6.87,6.04,
HBM,23.39,17.81,7.92,9.08,-21.85,7.26,89,77,83,25,73,11.78,1.0,10.28,9.85,
ANIP,23.38,20.7,-3.61,-6.54,-7.9,-16.87,89,53,46,45,38,91.01,1.0,78.27,68.0,
CMPR,23.27,17.31,-12.27,-25.59,-39.47,-15.21,89,27,19,12,40,62.66,0.38,55.75,48.68,
CHRS,22.69,5.34,-13.41,-30.9,-26.96,-47.99,89,25,15,20,13,1.23,0.11,1.0,0.86,
CTGO,22.61,29.38,29.87,46.49,-44.18,-14.92,89,93,97,10,40,21.43,0.83,20.38,19.65,
GEVO,22.27,27.89,7.8,-30.4,3.06,39.53,89,77,15,71,93,1.73,0.46,1.48,1.37,
CUK,22.21,18.15,20.38,-1.51,6.4,27.73,89,89,58,77,90,28.68,1.0,27.22,24.47,
OSK,22.1,20.23,12.81,0.31,-6.1,-8.63,89,83,64,49,49,142.13,1.0,134.48,118.89,
ASPI,22.09,24.6,54.11,54.38,1.6,115.16,89,96,97,68,98,9.35,0.88,9.48,8.55,
TSEM,22.09,5.39,9.61,-5.96,-2.97,16.29,89,80,48,56,82,54.73,1.0,48.3,44.27,
MRCY,21.73,23.64,1.21,7.8,9.03,10.32,89,66,81,81,77,66.83,1.0,58.3,53.23,
RDIB,21.72,13.16,-5.49,38.23,-32.12,-55.1,89,45,96,16,10,13.0,0.5,11.53,10.54,
BLD,21.59,22.74,5.97,-12.84,-22.47,-15.95,89,74,33,24,39,434.22,0.87,408.4,348.46,
SKYT,21.51,18.07,12.27,-2.19,-3.37,-16.36,89,82,57,55,39,11.84,0.69,11.23,10.03,
DINO,21.48,12.66,16.01,4.31,-20.82,-27.48,89,85,76,26,27,48.45,0.67,44.1,41.08,
YB,21.38,19.74,38.3,0.09,,,89,95,63,,,27.12,0.9,26.68,22.15,
REAL,21.36,24.1,-10.97,-20.87,14.18,39.83,89,30,23,87,93,7.61,0.66,6.55,5.74,
ORKA,21.27,22.41,20.75,-21.64,-47.64,-0.13,88,89,22,9,64,15.44,0.35,14.35,12.87,
GH,21.26,17.97,-4.44,-5.3,28.86,17.36,88,50,50,94,84,61.4,1.0,52.07,48.28,
FL,21.0,19.83,23.74,29.05,-26.87,-23.28,88,91,94,20,30,26.42,0.63,25.39,24.65,
PHOE,20.99,21.05,50.16,8.27,,,88,96,82,,,7.6,0.84,7.93,6.55,
PSKY,20.84,5.04,3.31,7.29,-0.1,-19.18,88,70,80,64,35,16.0,0.95,13.26,12.61,
PPTA,20.83,21.06,29.24,21.75,-11.38,49.36,88,92,91,38,95,17.73,1.0,16.66,14.83,
CTMX,20.8,12.28,64.2,149.59,-40.08,-49.89,88,97,99,12,13,2.12,0.42,2.23,2.35,
PRZO,20.8,30.31,65.97,-23.12,2.97,-24.82,88,97,20,71,29,1.43,0.32,1.6,1.36,
BORR,20.72,2.07,-22.07,-42.54,-41.23,-38.78,88,15,9,11,18,2.72,0.2,2.26,2.04,
LE,20.59,14.88,12.04,-24.5,-24.91,6.51,88,82,19,22,72,13.69,0.65,12.8,10.81,
APP,20.5,19.94,1.43,12.23,83.94,231.77,88,66,86,98,99,441.68,0.86,415.93,378.09,
CX,20.41,16.88,11.47,20.56,-0.81,-31.64,88,81,91,62,23,8.9,1.0,8.57,7.53,
WRBY,20.41,21.45,7.39,-5.57,16.77,38.89,88,77,49,89,93,27.02,0.96,25.09,22.65,
IOBT,20.32,52.01,67.74,26.06,-5.55,-55.48,88,97,93,50,10,1.74,0.68,2.0,1.62,
RAY,20.32,45.27,34.13,43.11,-44.17,-46.11,88,94,96,10,14,2.48,0.46,2.71,2.02,
CNVS,20.29,15.3,53.9,2.42,81.96,168.43,88,96,72,98,99,5.37,0.76,5.44,4.85,
SHOP,20.12,20.6,12.47,-0.52,25.19,27.04,88,82,61,93,90,142.11,0.93,135.24,119.21,
WVE,20.08,14.82,-5.11,-42.0,13.04,93.85,87,47,9,86,98,10.15,0.5,9.01,7.58,
NXT,19.96,7.34,13.29,30.74,1.75,-26.08,87,83,94,69,28,68.77,1.0,61.33,60.19,
SES,19.45,16.21,32.18,13.62,-18.21,-78.52,87,93,87,30,5,1.12,0.38,1.14,1.02,
VZLA,19.21,19.14,21.09,33.47,4.12,2.18,87,89,95,74,66,3.52,1.0,3.29,3.14,
MRUS,18.98,20.22,23.76,24.38,-6.42,-11.47,87,91,93,48,44,67.49,1.0,66.22,58.16,
ELF,18.96,19.21,27.7,-4.46,-48.06,-29.93,87,92,52,9,25,118.15,0.4,114.71,113.13,
KLTO,18.95,39.85,151.21,-41.47,-78.29,-94.86,87,99,9,3,2,0.75,0.05,0.93,0.87,
SWIM,18.88,11.06,-3.66,-8.23,8.12,51.75,87,53,42,80,95,8.22,1.0,7.36,6.57,
WNEB,18.88,13.29,1.12,1.53,7.55,7.9,87,66,69,79,74,12.37,1.0,11.31,10.0,
FOA,18.79,15.18,0.21,-6.63,42.03,119.95,87,63,46,96,98,28.71,0.96,25.21,23.22,
AEIS,18.79,17.35,16.52,3.5,8.4,-2.15,87,86,74,81,60,154.51,1.0,146.5,133.77,
MI,18.72,14.62,11.53,-24.73,-54.76,-59.99,87,81,19,7,8,3.11,0.12,3.14,2.62,
ITRG,18.71,10.02,-5.76,38.7,14.06,-9.34,87,44,96,87,48,1.97,1.0,1.67,1.6,
BTBD,18.69,7.48,-18.49,-12.27,12.36,-19.2,87,19,34,85,35,1.76,0.51,1.65,1.4,
BHST,18.62,28.59,3.5,6.83,-3.25,-6.74,87,70,80,55,52,8.73,0.89,8.42,7.34,
PRLB,18.61,13.68,-4.8,-3.57,10.2,9.66,87,49,54,83,76,50.69,1.0,45.55,41.18,
FSLR,18.55,18.43,8.12,-1.1,-28.0,-15.75,87,78,60,19,39,202.28,0.51,191.23,174.21,
CCJ,18.53,22.03,38.65,21.09,-16.9,12.88,87,95,91,31,79,74.91,0.89,75.99,69.48,
CAR,18.35,20.96,68.85,38.58,-11.8,-22.95,86,97,96,38,30,155.49,0.65,167.14,153.65,
PLL,18.34,23.3,3.01,-24.44,-24.99,-17.78,86,69,19,21,37,9.21,0.09,8.63,7.17,
UAL,18.17,16.12,4.99,-13.2,23.66,67.32,86,73,32,93,96,102.98,0.92,93.78,84.99,
KAR,18.08,16.4,9.49,10.38,8.03,7.6,86,79,84,80,74,29.17,1.0,26.94,24.72,
PLTR,18.05,34.01,29.08,39.25,81.41,107.04,86,92,96,98,98,158.74,0.84,167.19,145.58,
SXI,18.02,13.94,-10.52,-16.18,-0.26,7.51,86,31,28,63,74,210.48,1.0,189.44,167.18,
DAN,17.97,11.3,0.43,25.65,22.96,-36.32,86,64,93,92,20,19.82,1.0,17.5,17.03,
NIU,17.81,33.08,7.33,52.47,9.45,-18.68,86,77,97,82,35,4.52,0.86,4.13,3.73,
MAG,17.67,16.43,13.61,22.64,5.16,12.73,86,84,92,75,78,23.69,1.0,22.35,21.08,
HYMC,17.6,7.61,11.16,14.89,-9.47,-15.02,86,81,88,42,40,4.25,0.96,3.71,3.48,
SIG,17.57,12.47,19.74,-3.91,-38.86,-3.97,86,88,53,12,57,87.33,0.67,80.67,77.33,
APH,17.52,19.49,22.57,21.08,-5.07,9.9,86,90,91,51,76,109.36,0.99,107.58,98.55,
NEM,17.48,17.08,6.53,16.11,-3.49,-8.94,86,75,88,54,49,70.77,1.0,67.48,59.78,
LVS,17.46,15.58,9.55,-7.66,-7.73,-5.33,86,80,44,45,55,55.05,1.0,53.05,46.64,
LPL,17.41,22.53,-2.41,-5.89,-9.62,-26.77,86,57,48,42,27,4.29,0.61,4.1,3.58,
INKT,17.35,19.19,76.85,-13.28,12.95,-33.47,86,97,32,85,22,14.9,0.16,15.03,14.49,
SLSR,17.05,22.58,17.43,31.78,14.18,-2.04,86,87,95,87,60,5.48,0.95,5.22,4.84,
VRDN,16.93,13.53,2.18,-18.63,-11.46,0.75,85,68,26,38,65,19.23,0.56,17.77,15.88,
BTI,16.9,16.2,12.87,16.26,3.98,6.66,85,83,88,73,72,58.51,1.0,55.9,50.08,
AU,16.87,16.94,13.25,35.68,10.93,-2.19,85,83,95,84,60,54.61,0.95,52.44,47.59,
HWKN,16.84,19.87,22.19,10.71,-9.67,27.48,85,90,84,41,90,170.03,0.94,167.05,149.29,
