Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
SOGP,567.83,245.09,70.01,-33.32,8.35,-35.96,99,98,10,82,17,30.46,1.0,11.0,6.21,
NBY,348.66,150.18,-8.3,-8.75,-44.38,-83.42,99,41,38,10,3,3.73,0.16,1.53,0.92,
HWH,223.67,-1.7,-6.22,-29.51,-42.03,-54.3,99,47,12,10,9,5.13,0.08,2.2,1.61,
NVFY,174.56,22.6,91.37,62.02,-49.05,-79.03,99,98,98,8,4,4.4,1.0,2.31,1.99,
ONDS,170.99,210.1,57.03,28.73,-33.3,-28.19,99,97,94,15,24,5.63,0.96,4.68,2.8,
UUU,160.46,16.34,21.36,32.0,-3.62,26.32,99,91,95,52,88,8.02,1.0,4.33,3.51,
KALA,131.82,86.95,30.16,-33.12,1.94,-11.7,99,94,10,65,44,14.55,1.0,10.14,6.92,
NKTR,118.46,72.0,54.94,-21.19,-22.31,-18.79,99,97,19,23,34,40.18,1.0,29.48,22.25,
PGEN,112.01,129.78,-1.0,2.45,45.2,-46.73,99,65,72,97,12,4.36,0.96,3.55,2.23,
BW,106.05,123.98,3.33,15.63,-30.34,15.48,99,74,88,16,82,2.13,0.4,1.79,1.27,
HIT,105.86,80.32,-1.1,-79.7,26.83,,99,65,2,94,,2.73,0.33,2.99,1.68,
IMAB,101.77,104.66,79.08,146.84,-28.32,-41.96,98,98,99,17,15,4.38,0.84,4.38,2.96,
LWLG,101.59,117.93,53.85,-27.91,-54.41,-33.39,98,97,13,6,19,3.27,0.5,2.65,1.88,
IREN,98.2,112.18,45.01,2.39,-25.96,71.9,98,96,71,20,96,26.15,0.99,22.44,16.58,
BE,96.94,91.19,54.16,-4.53,26.03,85.16,98,97,49,94,97,57.07,1.0,48.13,32.83,
KOD,92.9,74.24,52.19,-18.03,-23.6,80.0,98,97,22,22,97,10.52,0.99,9.65,6.44,
MENS,92.37,120.77,69.67,,,,98,98,,,,52.31,0.95,48.64,26.84,
LUD,90.72,19.06,3.23,2.79,3.26,,98,74,72,70,,10.16,1.0,6.37,5.45,
CTNM,89.21,76.86,5.38,-42.86,-54.02,-22.29,98,77,8,7,30,11.5,0.46,9.15,6.09,
NRGV,89.12,89.28,2.04,-29.43,-12.41,6.51,98,72,12,35,72,2.07,0.62,1.73,1.18,
GOSS,88.02,64.89,50.61,21.19,28.25,-28.13,98,96,91,95,24,2.94,1.0,2.29,1.73,
SIFY,86.88,64.37,34.22,18.35,40.6,-47.15,98,95,89,97,12,11.17,0.85,9.1,6.39,
FORD,86.2,83.11,75.83,14.26,-8.88,-28.24,98,98,87,41,24,16.35,1.0,13.98,9.93,
ESPR,84.59,56.65,3.93,-26.63,-20.87,33.13,98,75,14,25,91,2.68,0.7,2.2,1.52,
AEHR,84.07,88.42,46.2,4.18,-32.32,-31.1,98,96,75,15,21,25.56,0.43,21.02,16.29,
ALXO,83.31,76.67,-23.69,-43.19,-66.61,-83.92,98,15,7,4,3,1.22,0.05,0.98,0.66,
KRRO,81.55,28.9,-26.91,-46.77,-46.5,-27.2,98,12,6,9,24,33.18,0.28,22.51,16.41,
PSNYW,79.61,64.8,-16.39,-22.01,7.93,-29.59,98,23,18,81,22,0.34,0.55,0.23,0.18,
LPTH,78.46,75.77,7.88,15.47,7.14,13.68,98,80,87,80,80,5.67,1.0,4.47,3.54,
TLRY,77.77,111.88,-7.51,-51.32,-52.43,-38.81,98,43,5,7,16,1.19,0.31,1.08,0.69,
ALLR,76.82,42.51,-2.05,-19.82,-73.98,-99.01,98,62,20,3,1,1.97,0.0,1.28,1.06,
ALAB,73.58,72.96,48.04,-2.25,-18.53,66.72,97,96,57,27,96,191.2,1.0,183.52,127.67,
PHLT,73.29,81.0,129.22,11.42,-9.19,-14.97,97,99,85,41,39,7.63,1.0,7.61,5.22,
COE,72.64,33.07,27.23,24.11,20.69,16.6,97,93,92,92,83,47.99,1.0,37.1,31.01,
CTEV,71.75,78.39,22.91,87.88,21.92,-75.66,97,91,98,93,4,69.82,0.93,67.86,50.04,
ENTO,69.64,46.39,-14.65,1.87,-32.09,-73.02,97,25,70,15,4,2.7,0.07,1.99,1.59,
FSI,67.17,103.2,0.98,-10.39,44.81,33.19,97,69,34,97,91,9.5,0.82,8.26,6.02,
CLS,67.16,39.94,56.44,15.49,7.83,65.09,97,97,88,81,96,242.68,1.0,205.9,168.28,
BNC,66.38,76.58,119.17,-5.45,23.31,-3.87,97,99,46,93,57,20.5,0.68,22.16,14.11,
UUUU,66.16,73.41,56.96,7.62,-26.65,-5.25,97,97,80,19,55,11.56,1.0,10.61,8.06,
TNGX,65.43,67.67,100.67,80.3,-65.06,-65.77,97,99,98,4,6,6.94,0.49,6.79,5.8,
BNR,65.25,76.21,22.51,-44.76,-6.02,-5.93,97,91,7,46,54,8.3,0.67,8.13,5.46,
SIF,65.09,71.66,25.54,7.41,-20.24,-4.2,97,92,80,25,57,7.08,1.0,6.62,4.94,
CIFR,64.04,71.74,15.68,-11.33,-21.96,47.85,97,88,32,24,94,7.52,0.98,6.3,5.33,
VOR,64.01,69.97,106.64,-75.5,-9.74,-51.35,97,99,3,40,10,1.96,0.77,2.06,1.54,
UPB,63.76,45.48,55.0,1.15,-39.14,-2.47,97,97,68,11,59,19.97,0.69,17.93,13.73,
