Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
8937,合騏,203.23,156.89,111.93,50.14,-17.39,-4.47,99,99,95,25,57,120.0,1.0,77.08,46.38,0.89
3230,錦明,126.46,127.22,187.03,68.2,1.53,-9.85,99,99,97,74,36,54.8,0.95,51.4,30.77,1.64
8032,光菱,122.7,109.2,13.08,-17.0,-16.74,-8.32,99,87,28,27,42,84.9,1.0,51.64,36.33,3.25
3450,聯鈞,109.92,96.62,90.43,46.95,-0.0,18.55,99,98,95,71,89,251.5,1.0,202.95,139.93,1.78
3447,展達,106.41,94.47,-1.74,-20.71,-36.5,-24.54,99,70,18,2,5,92.1,1.0,55.25,40.49,0.57
3081,聯亞,104.87,98.63,124.85,-17.62,1.4,5.28,99,99,26,73,77,375.0,1.0,302.55,193.18,0.12
4991,環宇-KY,104.28,77.33,7.72,-5.07,-18.4,-16.9,99,82,64,22,15,89.4,1.0,54.66,44.15,6.21
2543,皇昌,102.79,130.05,94.3,81.54,125.26,63.73,99,98,98,99,97,87.9,0.94,72.05,52.17,0.73
4583,台灣精銳,101.88,104.33,100.4,27.38,2.22,-11.97,99,99,92,75,29,794.0,0.96,731.7,450.35,1.02
6442,光聖,98.96,99.55,68.04,202.14,73.89,39.57,99,98,99,98,95,523.0,0.98,417.5,347.68,0.83
4903,聯光通,88.26,78.11,94.13,29.75,-16.61,-12.52,99,98,93,28,27,52.0,0.97,41.97,30.14,1.76
2424,隴華,85.5,90.58,77.99,-15.63,-28.73,-12.88,98,98,32,6,26,80.5,1.0,71.11,44.19,0.28
6609,瀧澤科,81.68,102.12,80.04,22.81,-7.51,-15.6,98,98,90,55,17,101.0,0.82,94.28,62.75,0.72
4950,牧東,80.07,42.99,43.82,-26.95,-45.11,-55.16,98,96,8,1,1,16.0,0.56,12.63,8.65,1.31
6706,惠特,79.19,73.13,86.09,45.31,-31.48,-23.15,98,98,95,4,6,191.0,1.0,168.01,120.15,0.94
3167,大量,78.03,81.95,98.09,12.15,11.97,19.33,98,99,85,84,89,150.0,0.93,131.44,88.61,1.2
5438,東友,75.49,81.52,12.54,-14.03,-12.45,-11.79,98,86,38,41,29,39.8,1.0,28.18,21.29,2.7
8374,羅昇,73.93,76.04,106.9,164.59,-10.74,-14.14,98,99,99,46,21,135.5,0.86,136.55,102.8,0.61
6199,天品,73.66,74.78,52.36,67.45,15.7,29.42,98,97,97,87,92,72.0,1.0,60.37,44.08,1.37
