Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
6144,得利影,187.23,191.27,240.34,100.91,4.08,-15.47,99,99,98,80,12,119.0,1.0,102.01,57.04,0.93
3230,錦明,161.75,187.03,173.06,19.64,-22.96,-26.63,99,99,89,16,3,53.6,0.97,44.78,25.08,0.39
8937,合騏,140.94,111.93,104.32,-7.21,-16.23,2.7,99,98,65,34,68,81.0,1.0,59.43,36.49,1.52
3081,聯亞,117.56,124.85,36.92,8.48,9.83,-15.51,99,94,83,85,12,352.0,1.0,213.45,164.45,0.64
4903,聯光通,116.39,94.13,14.95,7.83,-20.01,-10.61,99,87,82,23,23,53.4,1.0,33.08,25.74,3.39
4583,台灣精銳,111.14,100.4,112.15,-1.03,-3.83,-8.67,99,99,74,67,30,727.0,0.95,584.55,377.12,0.72
3167,大量,108.98,98.09,24.98,10.23,9.1,16.64,99,91,84,84,87,158.5,1.0,107.51,77.26,0.21
2543,皇昌,108.33,94.3,89.94,94.63,75.81,81.49,99,98,98,98,98,97.7,1.0,74.55,56.34,1.01
2424,隴華,100.76,77.99,44.07,-28.18,-24.88,-13.22,99,95,10,12,16,79.4,1.0,53.29,37.47,1.46
3450,聯鈞,97.41,90.43,77.69,74.73,22.6,15.61,99,97,98,91,86,207.5,1.0,167.55,118.95,1.16
6640,均華,91.03,95.56,149.26,165.97,152.09,34.39,99,99,99,99,94,932.0,0.95,908.4,653.4,0.88
5443,均豪,86.4,102.71,134.64,104.77,68.42,-5.28,98,99,98,98,43,138.5,0.9,134.49,91.62,0.63
6442,光聖,86.29,68.04,98.99,209.2,56.41,7.46,98,98,99,97,77,422.5,0.77,383.6,301.25,1.24
2070,精湛,85.83,111.15,70.25,24.55,-3.19,-2.58,98,97,91,68,53,96.9,0.8,89.58,57.71,0.65
4569,六方科-KY,82.77,116.02,66.48,-16.84,-11.77,-7.23,98,97,43,49,35,231.5,0.82,183.81,127.38,2.27
3363,上詮,81.97,50.81,45.07,45.56,33.19,28.78,98,95,95,94,93,246.0,1.0,178.6,152.32,2.68
6706,惠特,80.16,86.09,64.53,51.04,-36.26,-21.94,98,97,96,3,4,174.0,1.0,148.05,103.66,0.24
8374,羅昇,79.28,106.9,152.13,196.02,-13.5,-12.13,98,99,99,45,18,123.0,0.76,138.75,88.95,0.13
4563,百德,77.54,96.26,51.61,-2.68,-15.41,-1.13,98,96,71,38,58,120.0,0.92,95.14,68.26,0.84
6187,萬潤,77.04,87.43,68.13,47.94,78.3,37.75,98,97,96,98,95,490.0,0.99,412.45,308.16,0.71
6609,瀧澤科,75.13,80.04,79.8,15.31,-10.58,-17.68,98,98,87,53,8,85.9,0.94,75.05,52.87,0.8
6739,竹陞科技,72.43,56.87,95.41,52.49,34.58,5.11,98,98,96,94,73,190.0,0.85,174.05,126.16,1.69
2467,志聖,70.39,54.71,76.15,99.54,71.0,29.25,98,97,98,98,93,247.0,1.0,216.15,172.97,1.13
8080,印鉐,70.31,83.43,133.56,7.15,29.1,-24.33,98,99,81,93,3,32.0,0.84,29.38,20.85,0.3
8111,立碁,69.86,71.02,17.51,-8.37,9.88,-9.02,98,88,62,85,28,44.8,1.0,30.24,25.9,3.48
3293,鈊象,69.61,63.76,47.15,24.83,42.06,14.32,98,95,91,96,85,1050.0,1.0,862.2,678.88,0.93
4909,新復興,68.46,107.77,78.89,75.17,157.88,43.05,98,98,98,99,96,149.5,0.77,142.4,111.9,0.67
6223,旺矽,66.31,62.06,84.68,59.56,28.94,23.19,98,98,97,93,91,785.0,0.97,740.6,559.95,0.74
6535,順藥,63.89,75.94,59.67,52.2,108.41,19.9,98,96,96,99,89,305.0,0.94,267.65,219.63,0.43
8028,昇陽半導體,59.34,52.31,61.87,68.66,-17.61,-15.21,98,96,97,30,12,133.5,0.94,127.5,92.9,1.08
6231,系微,58.42,61.54,87.04,53.1,33.51,81.89,98,98,96,94,98,499.5,0.94,474.1,353.55,0.96
3013,晟銘電,56.63,57.7,44.65,27.86,29.88,23.83,97,95,92,93,91,131.0,0.95,118.29,96.54,0.87
3131,弘塑,55.71,52.0,66.42,67.91,46.74,13.86,97,97,97,97,85,1850.0,0.91,1858.0,1417.77,0.57
4562,穎漢,54.87,79.32,135.01,186.17,-5.63,-8.79,97,99,99,63,29,58.6,0.68,70.06,49.02,0.14
3086,華義,51.46,82.4,43.05,31.79,15.1,129.99,97,95,93,88,99,223.0,0.83,204.13,151.94,0.46
1736,喬山,50.55,58.18,34.22,-7.47,-15.18,-7.02,97,93,64,38,35,150.0,0.98,129.6,102.91,1.04
5234,達興材料,49.91,56.77,24.08,-3.8,17.53,-2.26,97,91,69,90,54,238.5,0.99,193.65,166.3,0.27
5364,力麗店,49.76,54.23,81.11,-29.67,-40.78,-16.35,97,98,8,2,10,41.15,0.8,40.8,25.87,0.16
4950,牧東,47.62,43.82,-2.17,-38.24,-50.59,-57.82,97,67,2,1,1,12.75,0.36,9.92,7.75,0.81
4510,高鋒,46.89,77.12,137.91,2.74,-9.18,1.12,97,99,77,56,64,37.8,0.66,44.89,28.4,0.2
