Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
A,,,,,,,,,,,,114.62,0.26,117.11,114.8,
AA,,,,,,,,,,,,,,,,
AACB,,,,,,,,,,,,,,,,
AACBU,,,,,,,,,,,,,,,,
AACG,,,,,,,,,,,,1.89,1.0,1.14,0.97,
AACI,,,,,,,,,,,,10.05,0.33,10.06,10.05,
AACIU,,,,,,,,,,,,,,,,
AACT,,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,,
AAM,,,,,,,,,,,,,,,,
AAME,,,,,,,,,,,,,,,,
AAMI,,,,,,,,,,,,,,,,
AAOI,,,,,,,,,,,,,,,,
AAON,,,,,,,,,,,,,,,,
AAP,,,,,,,,,,,,,,,,
AAPG,,,,,,,,,,,,,,,,
AAPL,,,,,,,,,,,,,,,,
AARD,,,,,,,,,,,,,,,,
AAT,,,,,,,,,,,,,,,,
AAUC,,,,,,,,,,,,,,,,
AB,,,,,,,,,,,,40.4,0.91,40.68,39.86,
ABAT,,,,,,,,,,,,2.15,0.13,2.32,1.73,
ABBV,,,,,,,,,,,,,,,,
ABCB,,,,,,,,,,,,,,,,
ABCL,,,,,,,,,,,,,,,,
ABEO,,,,,,,,,,,,,,,,
ABEV,,,,,,,,,,,,,,,,
ABG,,,,,,,,,,,,,,,,
ABL,,,,,,,,,,,,5.94,0.17,5.29,6.4,
ABLV,,,,,,,,,,,,,,,,
ABM,,,,,,,,,,,,47.74,0.53,47.47,48.05,
ABNB,,,,,,,,,,,,,,,,
ABOS,,,,,,,,,,,,1.36,0.07,1.44,1.21,
ABP,,,,,,,,,,,,,,,,
ABR,,,,,,,,,,,,,,,,
ABSI,,,,,,,,,,,,,,,,
ABT,,,,,,,,,,,,134.28,0.95,128.53,131.56,
ABTS,,,,,,,,,,,,,,,,
ABUS,,,,,,,,,,,,,,,,
ABVC,,,,,,,,,,,,2.7,0.64,3.16,2.19,
ABVE,,,,,,,,,,,,,,,,
ABVX,,,,,,,,,,,,,,,,
AC,,,,,,,,,,,,,,,,
ACA,,,,,,,,,,,,,,,,
ACAD,,,,,,,,,,,,,,,,
ACB,,,,,,,,,,,,4.48,0.2,4.56,4.85,
ACCO,,,,,,,,,,,,,,,,
ACCS,,,,,,,,,,,,,,,,
ACDC,,,,,,,,,,,,,,,,
ACEL,,,,,,,,,,,,,,,,
ACET,,,,,,,,,,,,0.62,0.03,0.71,0.7,
ACFN,,,,,,,,,,,,,,,,
ACGL,,,,,,,,,,,,,,,,
ACGLN,,,,,,,,,,,,,,,,
ACGLO,,,,,,,,,,,,20.81,0.62,20.7,20.38,
ACHC,,,,,,,,,,,,,,,,
ACHR,,,,,,,,,,,,,,,,
ACHV,,,,,,,,,,,,,,,,
ACI,,,,,,,,,,,,19.71,0.4,20.3,21.21,
ACIC,,,,,,,,,,,,,,,,
ACIU,,,,,,,,,,,,2.14,0.19,2.16,1.95,
ACIW,,,,,,,,,,,,,,,,
ACLS,,,,,,,,,,,,,,,,
ACLX,,,,,,,,,,,,,,,,
ACM,,,,,,,,,,,,,,,,
