Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
AREC,99.11,81.04,43.87,-17.48,-23.84,-7.92,98,95,26,23,49,2.06,1.0,1.62,1.15,
UP,98.66,53.45,5.14,-9.85,-42.67,-16.28,98,74,39,11,36,2.93,0.51,1.93,1.58,
MFI,98.57,103.09,97.18,18.95,-26.18,-23.91,98,98,91,21,27,39.0,0.95,35.58,28.78,
DRRX,96.59,104.88,-25.16,-34.85,-31.86,-31.44,98,11,11,17,20,1.92,0.55,1.89,1.03,
WBX,95.99,137.76,379.19,-22.48,-55.28,-58.19,98,99,20,7,8,4.04,0.64,4.43,3.21,
MOB,95.96,71.95,39.29,-25.96,7.05,32.25,98,94,17,79,91,5.64,1.0,4.24,3.31,
LIXT,94.16,56.62,126.09,-29.71,-39.57,-14.15,98,99,14,12,39,4.45,0.9,4.23,2.84,
YYAI,93.87,213.82,230.84,-28.8,-89.47,-85.57,98,99,15,2,3,3.21,0.03,4.12,2.11,
NNNN,93.71,128.49,212.94,8.49,7.87,,98,99,83,81,,45.04,0.87,47.93,33.58,
RLMD,91.26,13.19,28.06,15.37,-87.74,-28.37,98,91,89,2,23,1.12,0.13,0.71,0.68,
BE,91.19,81.91,43.63,-16.63,28.55,91.68,98,95,27,95,97,52.94,1.0,44.06,30.32,
SPAI,89.8,65.51,15.77,-18.54,15.05,42.04,98,86,25,89,93,6.7,1.0,4.73,3.62,
BRLT,89.58,26.71,-1.85,-17.24,-32.41,-34.03,98,58,26,16,19,2.92,0.82,1.95,1.5,
NRGV,89.28,56.59,21.85,-39.84,-10.45,23.84,98,89,9,41,88,2.02,0.53,1.53,1.1,
TLS,88.78,107.64,-5.46,-16.25,-17.4,-20.83,98,47,28,31,30,6.18,0.92,4.63,3.39,
AEHR,88.42,42.55,87.51,-11.61,-28.92,-31.07,98,98,36,19,20,24.95,0.4,19.28,15.18,
KALA,86.95,57.02,35.29,-40.31,-3.05,-10.67,98,93,9,55,44,11.22,0.8,8.73,6.22,
SCLX,86.44,105.18,38.58,-57.44,-73.69,-56.88,98,94,5,4,8,17.76,0.13,16.77,9.95,
GALT,86.14,86.15,61.44,-15.75,-27.67,4.12,98,97,29,19,68,4.28,1.0,3.95,2.68,
SLDP,86.11,115.94,144.7,16.19,-21.23,-33.16,98,99,89,26,19,4.33,0.82,4.24,2.97,
VSA,85.58,93.56,62.27,33.87,-50.8,-45.75,98,97,96,8,12,1.88,0.62,1.69,1.3,
AACG,85.44,67.48,2.42,-6.73,-3.52,-6.52,98,68,46,54,51,2.17,1.0,1.8,1.17,
GEOS,83.75,87.91,41.47,-30.63,-20.55,-17.92,98,95,13,27,34,19.82,1.0,17.18,12.59,
MTNB,83.52,124.95,18.2,28.71,-84.16,-93.09,98,87,95,2,2,1.82,0.09,1.66,1.16,
AGFY,83.42,17.08,6.5,17.53,22.14,457.68,98,76,90,92,99,47.12,0.82,31.42,26.72,
FORD,83.11,32.97,47.13,14.28,-2.02,-31.85,98,96,88,57,20,15.22,1.0,13.14,9.34,
DALN,81.77,89.28,124.48,-24.43,24.16,5.25,98,99,19,93,70,14.9,0.99,14.89,9.74,
FOSL,81.5,78.77,20.3,0.31,1.88,9.1,98,89,68,69,75,3.06,0.98,2.47,1.85,
EMPG,81.21,62.71,-2.43,,,,98,57,,,,10.5,1.0,7.64,5.73,
METC,81.16,71.71,92.83,-7.28,-21.79,-22.13,98,98,45,25,29,25.93,1.0,22.91,16.67,
PHLT,81.0,87.35,13.14,10.66,-9.25,-11.43,98,84,86,43,43,7.63,1.0,7.62,4.89,
HIT,80.32,101.14,-17.0,-80.75,22.92,,98,18,2,93,,2.75,0.33,2.84,1.54,
PGY,80.05,72.06,88.67,41.39,5.18,-25.96,98,98,96,76,25,36.88,1.0,32.35,25.13,
CTEV,78.39,95.59,26.82,96.19,33.59,-73.68,98,91,98,96,5,68.91,0.92,61.59,47.16,
ATAI,77.12,83.98,67.21,41.64,9.59,-0.38,98,97,96,83,61,4.58,1.0,4.27,3.14,
CTNM,76.86,71.19,-3.12,-57.98,-54.3,-20.87,98,55,5,7,30,10.45,0.4,8.04,5.56,
ALXO,76.67,76.25,-28.35,-53.27,-69.54,-85.57,98,9,6,4,3,1.17,0.05,0.84,0.61,
BNC,76.58,137.49,-5.66,-3.7,19.43,-24.02,98,46,54,91,26,21.02,0.7,22.32,13.31,
BNR,76.21,91.93,42.01,-40.14,0.53,-18.9,98,95,9,64,32,8.69,0.56,7.6,5.13,
GRYP,75.95,54.5,77.3,169.39,-60.81,-73.11,98,98,99,6,5,1.54,0.16,1.28,1.19,
LPTH,75.77,37.25,8.68,11.94,8.7,4.13,98,79,87,82,68,5.35,1.0,3.92,3.32,
MP,75.13,74.38,97.28,-4.85,29.66,16.16,98,98,51,95,83,71.14,0.94,70.41,48.18,
GPRE,75.03,44.7,38.48,-39.29,-53.09,-47.73,98,94,9,7,11,11.11,0.25,8.75,6.98,
OMEX,74.74,33.35,82.5,23.66,-80.45,-88.59,98,98,93,3,3,1.96,0.33,1.59,1.31,
KOD,74.24,103.3,97.61,-33.28,-16.06,57.35,98,98,12,32,95,9.04,0.83,8.87,5.96,
SY,73.59,92.47,196.01,-0.97,-4.13,-28.47,98,99,63,52,23,3.84,0.61,4.19,3.04,
LASR,73.5,76.52,43.16,46.86,-20.82,-21.3,98,95,97,26,30,28.8,1.0,25.86,20.6,
UUUU,73.41,65.31,77.42,-2.99,-28.7,2.88,97,98,57,19,67,11.56,1.0,10.07,7.65,
ALAB,72.96,76.37,36.33,-0.66,-12.5,47.0,97,94,65,38,94,182.2,0.97,171.5,121.23,
NKTR,72.0,61.32,69.16,-16.47,-29.41,-7.88,97,97,27,18,49,29.86,1.0,26.03,20.22,
NEGG,71.78,335.12,198.58,-36.11,-42.17,-41.02,97,99,10,11,15,41.93,0.39,75.4,37.36,
CIFR,71.74,47.37,46.93,-29.72,-20.75,42.52,97,96,14,26,94,7.64,1.0,5.78,5.06,
SIF,71.57,77.62,36.11,-4.62,-15.09,-7.57,97,94,52,34,49,7.09,1.0,6.11,4.67,
GPRO,71.06,36.88,85.37,-22.57,-41.07,-44.64,97,98,20,12,13,1.56,0.33,1.35,1.01,
TRIB,70.83,89.2,-12.75,-22.56,-53.24,-53.96,97,25,20,7,9,1.46,0.29,1.25,0.87,
CDTX,70.53,79.83,105.67,-0.6,44.23,29.71,97,98,65,97,90,65.39,0.98,64.38,47.17,
LTRX,70.53,22.6,12.25,-25.07,-31.39,-36.35,97,83,18,17,17,4.97,0.65,3.45,2.95,
CPOP,70.29,69.73,17.97,-26.34,-43.69,-34.88,97,87,17,11,18,1.3,0.24,1.11,0.78,
NBTX,70.22,99.39,55.37,15.81,-23.83,-51.78,97,96,89,23,10,8.94,0.84,8.23,6.01,
PVLA,70.2,74.74,48.02,17.89,29.15,3.33,97,96,90,95,67,54.15,1.0,46.46,32.9,
VOR,69.97,92.12,116.57,-78.43,-6.97,-51.33,97,99,2,47,10,1.97,0.72,2.09,1.42,
CCLD,69.78,25.47,0.05,-20.95,12.12,46.12,97,63,22,86,94,3.84,0.91,2.85,2.47,
PZG,69.7,45.82,27.86,37.28,-15.32,-13.32,97,91,96,33,40,1.02,1.0,0.78,0.67,
MATV,69.48,71.81,8.03,-27.29,-52.43,-28.13,97,78,16,8,23,12.57,0.6,10.39,7.9,
TNGX,67.67,79.96,113.34,-6.03,-65.8,-60.45,97,98,48,5,7,6.71,0.47,6.7,5.46,
BTAI,66.75,110.52,-18.81,-68.5,-81.27,-80.47,97,16,3,3,4,4.05,0.04,3.98,2.46,
CELU,66.33,67.11,44.91,7.32,-56.07,-44.74,97,95,82,7,13,3.94,0.55,3.51,2.63,
ELVA,66.24,34.49,43.56,18.0,-16.7,-21.17,97,95,90,32,30,6.07,1.0,5.0,3.98,
UCL,65.99,89.42,62.1,26.05,-15.64,-22.35,97,97,94,33,28,3.31,0.8,3.4,2.4,
STOK,65.45,69.75,23.2,-2.48,-38.38,-1.5,97,90,58,13,60,19.76,1.0,16.71,13.2,
CNTB,65.4,51.81,114.04,-7.96,-26.98,-29.12,97,99,43,20,22,2.06,0.9,2.0,1.47,
GOSS,64.89,60.74,39.22,3.86,27.34,-33.48,97,94,76,94,19,2.47,1.0,2.11,1.62,
PSNYW,64.8,-8.79,-13.08,-16.26,-2.81,-31.33,97,24,28,55,20,0.31,0.39,0.19,0.17,
FTHM,64.74,27.73,33.65,-1.85,-47.88,-26.74,97,93,60,9,24,1.99,0.23,1.43,1.32,
SIFY,64.37,52.13,12.09,23.57,28.82,-47.54,97,83,93,95,12,9.43,0.67,8.2,5.99,
WLDN,64.24,73.35,55.84,32.74,-13.81,25.36,97,96,95,36,89,109.86,0.96,106.33,78.53,
RHLD,64.13,56.93,17.48,2.54,0.0,,97,87,74,62,,66.09,1.0,55.04,42.57,
IVA,63.93,21.8,-8.04,15.81,19.21,-27.22,97,37,89,91,24,6.19,1.0,4.37,3.64,
WWW,63.26,61.99,31.81,-2.94,-18.04,63.05,97,92,57,30,96,31.94,1.0,28.19,21.83,
DDC,63.05,53.59,149.8,84.88,-27.03,-89.07,97,99,98,20,3,13.92,0.08,12.19,11.54,
APLD,63.02,68.39,24.44,-7.99,10.18,63.94,97,90,43,84,96,15.98,0.99,14.57,11.67,
SNDL,62.81,39.59,-4.96,-23.44,-20.54,-9.26,97,49,19,27,46,2.68,1.0,2.06,1.58,
RMCO,62.68,33.3,4.98,-1.26,-0.04,-26.4,97,74,62,62,24,2.24,0.14,1.69,1.4,
RIGL,62.55,77.41,-5.79,-4.87,38.38,83.94,97,46,51,96,97,38.85,0.92,34.69,24.59,
TNYA,62.05,62.19,14.89,-58.04,-57.83,-11.95,97,85,5,6,42,1.13,0.11,0.95,0.74,
VERB,61.73,151.43,29.97,33.56,-64.35,-68.63,97,92,96,5,6,14.5,0.03,16.98,10.91,
RUN,61.65,69.14,21.34,-14.53,-45.4,-30.47,97,89,31,10,21,15.97,0.64,13.56,10.4,
VIOT,61.57,75.01,77.95,-7.87,15.8,47.9,97,98,43,89,94,3.5,0.91,3.55,2.43,
GROY,61.51,46.68,43.4,28.24,-5.35,-26.8,97,95,94,50,24,3.62,1.0,3.15,2.54,
AAME,60.61,61.26,22.83,7.71,-7.25,-32.51,97,90,82,47,19,3.37,1.0,2.88,2.27,
APM,60.57,121.48,62.86,-11.89,-59.83,-83.38,97,97,35,6,3,1.97,0.15,1.73,1.33,
NEUP,60.05,4.55,32.71,38.27,-16.41,-68.25,97,93,96,32,6,11.33,0.2,8.42,7.58,
MNY,60.02,63.0,105.88,-21.74,-36.34,-37.8,97,98,21,14,16,1.84,0.12,1.8,1.29,
AMPG,59.55,39.16,42.97,9.43,0.86,-44.58,97,95,84,65,13,3.8,0.62,3.17,2.6,
INFU,59.08,42.8,-9.12,-16.0,4.54,-2.16,97,34,28,75,58,10.78,1.0,8.9,6.92,
ETHZ,58.87,92.84,137.96,-28.07,-39.66,-25.57,97,99,15,12,25,2.81,0.13,3.94,2.14,
PHAT,58.73,60.02,42.74,-32.29,-49.0,-30.42,97,95,12,9,21,12.18,0.6,10.48,9.07,
CPS,58.66,52.28,20.58,41.43,3.35,-9.19,97,89,96,72,47,36.82,1.0,30.34,25.18,
MPU,58.62,85.94,140.51,-10.91,-48.68,-24.9,97,99,37,9,26,2.41,0.55,3.0,1.92,
INBX,58.62,44.8,47.25,-1.88,-10.09,-3.12,97,96,60,42,57,28.2,1.0,23.84,19.27,
HTCR,58.57,1.3,-42.93,-42.01,6.33,93.89,97,5,8,78,98,1.12,0.38,0.67,0.57,
INDV,58.56,64.55,34.72,18.92,-25.25,-34.79,97,93,91,22,18,24.28,1.0,23.02,17.28,
OUST,58.55,77.59,84.17,25.14,-19.86,5.81,97,98,93,28,71,28.53,0.8,28.34,23.04,
TERN,58.39,61.73,53.45,-24.21,-43.69,-20.15,97,96,19,11,31,6.96,0.61,6.5,4.99,
CRDO,57.23,50.22,46.87,5.47,11.23,62.61,97,95,79,85,96,123.06,1.0,116.36,94.45,
EPSM,56.93,60.15,1.95,63.94,,,96,68,98,,,24.86,1.0,20.97,18.52,
KAVL,56.69,48.53,-32.54,-31.12,-34.98,-71.55,96,7,13,15,5,1.0,0.04,0.76,0.61,
ESPR,56.65,54.54,8.06,-49.47,-23.37,9.36,96,78,6,23,75,2.22,0.54,1.94,1.39,
NVNI,56.64,51.82,-55.75,-76.8,-49.17,-57.06,96,4,2,9,8,0.61,0.04,0.61,0.44,
TDUP,56.55,76.95,43.48,135.36,40.59,-6.83,96,95,99,97,51,10.82,0.92,10.3,8.49,
AMPX,56.55,64.18,118.55,-0.99,21.03,-16.68,96,99,63,92,36,7.09,0.8,7.16,5.59,
OCC,56.51,41.86,29.63,-19.22,16.84,-24.94,96,92,24,90,26,6.34,1.0,5.62,4.27,
MDXH,56.49,48.86,21.1,11.78,-23.46,-38.33,96,89,87,23,16,3.55,0.76,2.96,2.44,
IDR,56.44,46.21,26.24,-1.73,-4.62,9.41,96,91,61,52,76,28.14,1.0,24.21,18.2,
PRM,55.47,39.18,30.11,3.92,-8.5,36.29,96,92,76,45,92,22.39,1.0,18.81,15.77,
MGRM,55.32,50.89,79.87,-8.04,-7.84,-32.03,96,98,43,46,20,5.8,1.0,5.47,4.06,
ALMU,55.12,40.38,98.01,84.18,31.86,-5.9,96,98,98,95,52,22.79,0.96,20.58,17.74,
HLLY,55.09,50.55,-8.78,-25.82,-15.77,-34.74,96,34,17,33,18,4.07,0.56,3.33,2.52,
AMRC,54.93,52.78,13.76,-22.98,-58.2,-10.88,96,84,20,6,44,25.43,0.42,21.44,17.82,
PRCH,54.57,56.46,49.37,50.64,112.01,30.19,96,96,97,99,90,16.97,1.0,15.09,12.68,
RZLV,54.37,29.79,27.25,-16.63,-71.98,-80.79,96,91,27,4,4,3.74,0.25,3.15,2.65,
LQDA,54.09,52.82,19.58,3.99,21.03,-16.53,96,88,76,92,36,27.68,1.0,23.72,17.85,
BETR,53.77,25.04,1.9,10.43,-28.15,-38.49,96,67,86,19,16,22.63,0.44,16.71,14.27,
NBIS,53.5,59.37,31.67,20.27,1.36,5.23,96,92,92,67,70,68.32,0.94,65.94,53.26,
ONMD,53.28,37.78,-18.88,-49.57,-17.59,-9.99,96,16,6,30,45,0.86,0.05,0.65,0.52,
ASST,53.07,16.09,25.37,333.3,-53.96,-79.59,96,90,99,7,4,6.15,0.57,4.23,5.26,
OSS,52.87,51.12,46.62,-5.78,6.99,-15.49,96,95,49,79,37,5.95,1.0,5.44,4.5,
PI,52.83,47.83,12.01,-3.77,-40.23,16.22,96,83,54,12,83,187.47,0.74,166.54,131.0,
PPIH,52.81,60.51,40.69,-5.89,3.65,40.49,96,94,48,73,93,29.79,0.98,26.96,22.09,
NB,52.73,41.83,19.02,11.22,0.3,-48.89,96,88,86,63,11,4.6,0.92,4.2,3.2,
METCB,52.52,55.3,53.93,-15.64,-13.73,-19.25,96,96,29,36,32,16.25,0.9,15.24,11.36,
YMAB,52.49,54.65,-9.45,-27.95,-48.04,-17.76,96,33,15,9,34,8.55,0.31,7.73,5.63,
PROK,51.98,59.08,141.71,-43.27,-42.48,-13.62,96,99,8,11,39,2.36,0.22,2.51,1.92,
SHIM,51.32,54.69,5.82,-20.4,-20.93,-48.16,96,75,23,26,11,3.0,0.3,2.39,2.0,
SEDG,51.16,57.46,38.94,14.45,-27.91,-70.94,96,94,88,19,5,33.82,0.15,29.73,24.54,
KSS,51.09,40.86,30.84,-25.49,-34.89,-40.85,96,92,17,15,15,15.06,0.44,12.91,10.3,
JFU,50.89,47.9,3.25,-4.47,-20.16,-48.7,96,70,52,27,11,2.49,0.47,1.98,1.65,
AMLX,50.29,54.39,54.28,20.33,-2.13,-22.89,96,96,92,57,28,9.38,0.38,8.41,7.01,
IPX,50.11,45.08,50.68,-0.45,3.28,63.13,96,96,65,72,96,44.32,1.0,40.64,33.35,
FTEK,49.54,47.06,78.79,56.7,-7.66,-13.14,96,98,97,46,40,2.92,0.96,2.82,2.45,
SWIN,49.41,44.37,75.3,-2.04,-63.55,-60.92,96,97,60,5,7,4.01,0.1,4.08,3.14,
RZLT,49.28,49.4,41.74,-2.55,-8.3,36.17,96,95,58,45,92,7.12,1.0,6.46,5.28,
LITE,49.24,37.32,28.53,-3.56,-1.45,41.78,96,91,55,59,93,132.81,1.0,118.19,98.65,
CYD,49.01,42.62,19.97,16.33,70.01,-10.68,96,88,89,98,44,33.39,1.0,28.93,23.78,
RDDT,48.96,45.51,2.39,-22.01,33.26,88.12,96,68,21,96,97,225.08,0.9,218.59,161.88,
CDE,48.85,41.13,19.06,26.61,-19.26,15.73,96,88,94,28,82,13.15,1.0,11.45,9.76,
CVM,48.71,35.36,8.84,-81.32,-61.78,-64.14,96,79,2,5,7,10.43,0.1,9.11,5.19,
RKLB,48.65,39.95,64.35,14.78,27.22,266.25,96,97,89,94,99,48.6,0.94,45.35,38.15,
ZIMV,48.45,50.89,60.19,-24.66,-16.94,-22.28,96,97,18,31,29,18.88,0.8,18.85,12.97,
W,48.21,58.33,46.22,4.42,-21.62,-24.87,96,95,77,25,26,74.6,0.92,73.75,58.26,
NG,47.93,35.62,32.09,4.63,-19.22,-7.72,96,93,78,28,49,6.84,1.0,5.97,4.93,
AMSC,47.92,54.53,48.53,12.95,-13.02,62.61,96,96,87,37,96,49.9,0.92,51.68,40.31,
MCRB,47.75,52.62,13.84,-49.37,-15.8,-9.97,96,84,7,33,45,18.94,0.18,16.65,12.22,
UEC,47.59,48.88,36.97,-6.13,-18.48,9.57,96,94,48,29,76,10.69,0.99,10.16,7.93,
MEIP,47.51,54.45,135.99,-10.2,-13.95,-33.19,96,99,38,36,19,4.86,0.61,4.96,3.78,
AXTI,47.46,46.58,24.85,-15.84,-39.41,-37.49,96,90,29,13,16,2.9,0.46,2.37,2.12,
HOVR,47.41,45.33,66.86,63.18,-32.74,-73.9,96,97,98,16,5,1.75,0.14,1.65,1.57,
RSI,47.29,41.84,8.82,-1.2,-3.43,59.15,96,79,62,54,96,22.3,1.0,20.14,16.0,
SOFI,46.9,46.96,34.37,-5.16,23.08,74.41,96,93,50,93,97,25.54,1.0,23.53,19.17,
ANPA,46.89,42.14,112.25,,,,96,98,,,,40.72,1.0,36.09,27.45,
PSIX,46.6,66.52,94.9,32.79,39.3,189.6,96,98,95,97,99,82.89,0.83,89.3,72.14,
RILYL,46.54,54.24,54.95,-42.3,-41.33,-55.67,96,96,8,12,9,6.3,0.22,6.75,4.46,
ENTO,46.39,33.32,-5.65,-15.14,-44.31,-84.62,95,46,30,10,3,2.28,0.06,1.7,1.48,
VWAV,46.35,40.09,-11.19,,,,95,28,,,,9.58,1.0,8.02,6.48,
EVLV,46.34,53.1,39.82,43.25,0.21,-3.78,95,94,97,63,56,8.24,0.98,7.68,6.43,
OKLO,46.28,43.77,68.07,69.16,54.78,84.1,95,97,98,98,97,73.64,0.97,72.38,62.99,
MBI,46.17,42.26,-10.0,-21.93,7.39,12.92,95,31,21,80,79,7.96,1.0,6.67,5.2,
THM,46.13,52.47,42.11,37.12,-11.93,-29.17,95,95,96,39,22,1.4,0.99,1.31,1.06,
BKTI,46.09,54.92,-12.59,16.1,17.96,77.39,95,25,89,91,97,70.78,0.97,57.33,48.78,
AQB,45.99,-5.55,0.96,8.03,-37.78,-51.13,95,65,83,13,10,1.18,0.14,0.82,0.8,
ASMB,45.75,62.7,24.9,5.89,-17.57,8.7,95,90,80,30,75,24.7,0.88,23.89,19.27,
INHD,45.73,-63.21,-65.43,-74.75,-15.13,-44.45,95,3,2,34,13,5.19,0.2,2.04,1.58,
COGT,45.55,48.57,57.58,-23.99,-19.22,3.37,95,97,19,28,67,12.08,0.9,11.69,9.34,
UPB,45.48,53.86,35.03,-20.25,-48.36,-9.95,95,93,23,9,45,17.13,0.55,17.05,13.01,
ALEC,45.45,57.96,14.41,-25.19,-57.1,-59.77,95,85,18,6,8,2.35,0.19,2.14,1.72,
MDB,45.37,1.25,6.99,-17.8,-4.77,-13.85,95,77,26,51,39,315.61,0.47,236.62,218.09,
CLYM,45.33,57.54,-1.64,-33.03,-69.85,-43.53,95,59,12,4,13,2.23,0.12,1.93,1.51,
SION,45.3,47.03,15.11,-6.53,-28.97,,95,85,47,18,,24.62,0.98,20.88,18.15,
HUT,45.22,29.74,14.63,-17.0,-18.22,107.46,95,85,27,29,98,26.73,0.85,22.53,20.05,
ANEB,45.12,55.06,114.24,-22.85,-39.13,-45.74,95,99,20,13,12,2.5,0.66,2.57,1.91,
SSRM,44.86,31.44,4.08,25.99,47.59,-18.66,95,72,94,97,33,19.31,1.0,16.09,13.63,
LCTX,44.72,52.35,57.52,14.24,-31.46,-50.8,95,97,88,17,10,1.17,0.71,1.11,0.96,
YTRA,44.68,43.24,-7.01,-2.36,-24.37,-17.43,95,41,59,22,34,1.43,0.42,1.18,1.03,
REZI,44.65,47.47,12.54,-0.33,-13.87,17.11,95,83,66,36,84,34.05,1.0,30.43,24.95,
NMRA,44.31,35.15,89.28,-75.94,-81.64,-32.81,95,98,2,3,19,1.73,0.06,1.6,1.27,
TPC,44.19,46.52,37.43,39.3,17.62,32.65,95,94,96,90,91,58.94,1.0,55.24,47.73,
KE,44.06,43.84,-0.56,3.15,-10.44,-19.64,95,62,75,41,32,28.87,0.88,24.24,20.65,
LIF,43.64,46.85,38.07,41.07,8.39,23.03,95,94,96,81,88,90.44,1.0,82.87,71.28,
RILYP,43.58,53.31,53.21,-44.69,-37.69,-52.07,95,96,7,13,10,6.04,0.25,6.53,4.32,
URGN,43.55,47.17,60.01,-59.45,-27.59,-23.95,95,97,4,19,27,19.45,0.98,19.15,14.25,
MTA,43.54,20.47,19.0,7.61,-11.13,-11.29,95,88,82,40,43,5.47,1.0,4.48,3.94,
KAPA,43.32,25.45,-5.68,-48.07,-18.21,-2.22,95,46,7,29,58,1.35,0.51,1.13,0.83,
XTKG,43.23,47.38,40.14,26.68,-3.8,119.63,95,94,94,53,98,2.25,1.0,2.12,1.75,
ABVC,43.16,69.06,100.43,78.58,2.16,-51.02,95,98,98,69,10,2.83,0.68,2.96,2.57,
MEG,43.13,40.83,15.77,6.5,-32.57,-51.6,95,86,81,16,10,31.06,0.52,27.16,23.53,
FEIM,43.06,31.97,39.97,13.02,12.24,18.02,95,94,87,86,84,32.25,1.0,29.6,23.92,
DPRO,43.01,30.72,92.25,-38.44,-40.76,-37.45,95,98,10,12,16,4.87,0.15,4.7,3.79,
TOYO,43.0,29.95,4.31,10.13,-32.7,-52.59,95,72,85,16,10,5.64,0.41,5.27,4.15,
AIRS,42.91,45.77,50.16,2.02,-13.99,6.8,95,96,73,36,72,6.45,0.68,6.27,5.45,
PARR,42.78,32.47,47.07,31.87,-29.84,-45.75,95,96,95,18,12,34.64,0.81,30.43,28.4,
