Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
OUST,83.32,65.57,67.92,-16.16,7.16,-9.35,99,98,34,81,46,28.3,1.0,21.0,14.51,
NEON,82.81,87.82,70.87,30.25,29.26,106.85,99,98,96,94,99,27.38,1.0,21.18,14.1,
QS,82.23,69.87,-10.25,-20.17,-19.51,-26.73,99,37,29,29,23,10.85,0.75,7.09,5.55,
EPSM,81.27,74.84,102.61,-0.55,,,99,99,62,,,24.2,1.0,18.27,12.36,
BLBX,81.09,90.12,39.92,20.27,-33.02,-0.53,98,97,94,18,66,8.95,1.0,6.6,4.6,
METC,80.05,47.98,6.66,5.17,-25.72,-27.24,98,84,74,23,23,21.94,1.0,14.12,11.39,
TMC,79.33,70.15,55.54,93.31,21.01,-29.63,98,98,99,92,21,7.57,1.0,6.03,3.9,
SQNS,79.24,88.02,-21.77,-23.82,-12.32,-33.01,98,21,25,40,19,4.72,0.59,2.81,2.43,
ARTL,77.77,202.36,5.49,-9.65,-16.96,-26.77,98,83,44,33,23,16.07,0.59,11.86,8.41,
NAK,77.7,95.83,33.02,75.14,38.88,11.5,98,96,99,96,85,2.16,1.0,1.61,1.13,
MB,77.45,131.24,75.75,-2.2,,,98,98,58,,,11.09,0.81,8.8,5.77,
BKSY,76.71,69.24,-1.41,-27.42,10.3,-42.14,98,66,23,84,14,25.89,1.0,18.65,13.7,
NVFY,76.31,107.8,24.23,-21.23,-59.85,-39.39,98,95,28,8,15,2.42,0.6,1.74,1.24,
BTCS,74.36,81.79,-6.35,-13.18,63.9,-21.49,98,48,38,98,28,4.75,1.0,3.23,2.59,
SLDP,73.95,46.96,20.03,-13.61,-5.5,-32.9,98,94,38,55,19,3.18,1.0,2.24,1.7,
VVOS,73.57,92.64,-33.36,-38.33,25.55,-42.39,98,13,15,93,14,6.74,0.26,4.48,3.6,
KNW,72.6,135.17,236.5,-47.92,-62.06,-66.01,98,99,11,7,7,2.72,0.75,2.32,1.46,
STG,71.7,43.37,-7.56,-14.84,-22.05,-12.2,98,44,36,26,41,11.72,1.0,7.43,6.41,
CDTX,71.09,83.13,4.02,6.12,16.41,-28.77,98,80,76,89,22,51.49,1.0,39.61,28.19,
MFI,69.55,82.84,202.83,-28.1,-41.8,-51.59,98,99,22,13,11,29.2,0.68,26.89,15.82,
TZUP,66.81,48.56,23.12,27.06,-30.13,8.55,98,94,96,19,82,11.82,1.0,8.8,6.57,
DFDV,66.57,101.16,153.9,414.02,-25.06,-48.33,98,99,99,23,11,24.68,0.72,22.31,13.61,
LEU,66.21,72.44,70.88,0.09,18.22,87.3,98,98,64,90,98,215.26,1.0,172.38,121.81,
RAYA,65.64,46.21,43.77,57.03,7.15,-5.32,98,97,98,80,55,3.07,1.0,2.31,1.73,
VHC,65.47,71.17,-1.02,16.39,30.0,-12.85,98,68,92,94,40,17.24,1.0,12.47,9.69,
BTCM,64.29,69.14,-7.7,-40.74,-8.18,-13.3,98,44,14,48,39,4.15,0.56,2.8,2.37,
SDM,64.13,117.17,10.71,,,,98,88,,,,13.69,0.77,10.58,7.85,
PSIX,63.13,68.26,52.18,3.09,80.27,137.72,98,98,70,99,99,75.24,0.96,62.21,43.71,
PAYS,61.65,79.23,44.88,-18.19,-19.42,-4.52,98,97,31,29,57,7.65,0.93,6.35,4.46,
IMRX,60.99,84.17,-4.26,-37.64,-38.37,-46.69,98,54,15,14,12,4.18,0.33,3.17,2.32,
MPU,60.67,64.87,-25.54,-14.02,-22.92,-34.17,98,17,37,25,18,2.02,0.55,1.41,1.18,
RKLB,59.87,49.29,13.92,15.3,63.83,60.75,98,91,90,98,98,44.6,1.0,34.39,26.47,
JOBY,59.02,46.19,17.55,-6.04,12.27,-13.95,98,93,50,86,38,13.95,1.0,10.32,8.24,
IBG,58.44,-31.46,-34.99,-33.46,-47.91,-69.23,98,12,18,11,6,1.41,0.46,0.77,0.83,
AEVA,57.87,66.71,122.64,65.46,0.53,-2.25,98,99,99,70,62,26.5,0.71,25.12,15.54,
OSS,57.58,46.4,30.15,-20.0,38.12,-4.72,98,96,29,96,57,5.6,1.0,4.16,3.34,
NB,57.54,20.58,17.88,42.07,-30.0,-31.67,98,93,98,19,20,4.24,0.82,2.96,2.46,
ADUR,57.49,59.85,33.22,4.44,36.72,93.28,98,96,72,96,98,12.24,1.0,9.87,7.37,
SGMT,57.31,68.33,83.94,-44.24,-25.41,-16.25,98,99,12,23,35,9.49,0.53,7.67,5.56,
ROMA,57.12,66.2,57.77,16.79,-48.92,-38.13,98,98,92,11,16,3.5,0.85,3.0,2.02,
ONEG,56.08,75.32,31.05,-17.82,-17.13,,98,96,32,33,,6.31,0.81,5.31,3.82,
CNVS,54.04,75.78,15.77,8.76,51.62,78.18,98,92,81,97,98,6.39,0.93,5.15,3.93,
VSA,53.52,38.45,31.27,-29.48,-74.84,-39.99,98,96,21,5,15,1.43,0.44,1.08,0.85,
BBAI,52.65,46.72,0.93,-21.79,57.45,-6.4,98,74,27,98,53,7.1,0.75,5.66,4.38,
ONDS,52.48,49.73,48.47,-20.23,46.57,-18.84,98,98,29,97,32,2.29,0.79,1.79,1.41,
IREN,52.18,55.49,11.99,-30.09,20.08,13.29,98,89,20,91,87,16.88,1.0,13.44,10.6,
FEDU,52.01,53.23,0.16,-22.44,-7.32,3.75,98,72,27,50,74,16.85,1.0,12.34,10.48,
PCTTU,51.9,39.86,11.82,-28.0,0.51,27.84,98,89,22,70,94,20.65,1.0,16.19,12.95,
SMR,51.75,39.75,73.36,-5.19,43.09,97.93,98,98,52,96,98,42.98,1.0,35.78,26.9,
DVS,51.1,53.19,80.01,192.43,-13.37,15.94,98,99,99,38,89,3.84,1.0,3.36,2.35,
ASTS,51.07,42.31,47.42,11.49,10.59,92.91,98,98,86,84,98,51.12,1.0,42.1,32.15,
ASM,50.73,62.31,63.73,59.46,8.01,41.87,98,98,98,81,97,4.17,0.99,3.58,2.58,
AREC,50.66,32.5,5.09,78.84,-35.87,-22.34,98,82,99,16,28,1.4,0.61,1.0,0.86,
OCC,50.6,39.84,-21.07,-12.02,43.04,-21.82,98,21,40,96,28,5.5,0.84,3.85,3.42,
PRPO,50.49,69.13,37.49,-3.15,-1.74,-7.46,98,97,56,64,50,14.78,0.93,12.14,9.16,
NKTR,50.48,68.61,-30.31,-23.29,-22.95,17.1,98,14,26,25,90,23.8,0.87,18.94,15.07,
HOOD,50.19,57.54,40.23,13.83,64.2,31.28,98,97,89,98,95,99.54,1.0,84.12,62.33,
OPXS,49.72,31.12,21.08,-4.18,-17.57,11.98,98,94,54,32,86,13.68,1.0,10.92,8.64,
ZENA,49.52,32.44,38.14,-38.13,27.75,-44.59,98,97,15,94,13,5.97,0.6,4.28,3.85,
PRME,48.46,59.72,-42.85,-60.16,-49.27,-42.43,98,10,7,10,14,4.29,0.22,2.93,2.58,
SRFM,48.13,139.21,-38.97,-32.9,-25.76,-67.39,98,11,18,23,7,5.95,0.29,4.53,3.61,
JFB,48.11,43.47,7.1,23.78,,,98,85,95,,,8.01,1.0,6.42,5.05,
KWM,47.79,77.57,34.67,,,,97,96,,,,4.3,0.83,3.74,2.78,
VIGL,47.65,56.16,93.84,-29.53,-46.81,-14.45,97,99,21,11,37,8.06,0.94,7.32,5.03,
GRNQ,47.63,80.02,49.68,-3.77,-13.89,-25.38,97,98,55,37,25,2.12,0.81,1.75,1.34,
GAME,47.62,88.57,-10.4,-16.03,-39.52,-47.7,97,37,34,14,12,1.51,0.29,1.12,0.93,
ARQQ,47.55,42.06,24.04,-2.56,44.62,-56.37,97,94,57,97,9,37.94,0.88,32.34,24.07,
CAR,47.04,54.58,16.89,1.03,-24.04,-41.85,97,92,66,24,14,192.58,0.83,159.53,120.55,
COGT,46.53,47.54,2.04,-38.5,-17.5,15.17,97,76,15,32,89,11.5,0.83,8.41,7.44,
INTJ,46.52,66.74,-2.54,-38.57,-36.31,-27.19,97,61,15,16,23,1.4,0.55,1.07,0.88,
CRDO,46.33,48.21,32.51,-17.56,75.57,33.5,97,96,32,98,96,102.59,1.0,85.96,66.73,
DDC,46.28,14.47,1.06,-84.38,-85.55,-88.25,97,74,3,3,3,17.3,0.1,11.3,8.58,
QSG,45.94,40.8,115.12,52.89,-26.79,-5.61,97,99,98,22,54,9.71,0.81,8.64,6.11,
ZONE,45.72,17.88,69.65,-15.18,-44.52,-40.48,97,98,35,12,15,3.35,0.71,2.74,2.11,
ASST,45.33,76.47,76.9,-39.52,-72.93,-58.25,97,98,14,5,9,5.84,0.54,5.38,3.64,
GNS,45.18,75.65,-51.75,-76.18,-73.25,-81.5,97,8,4,5,4,1.39,0.08,1.01,0.77,
TNGX,45.11,53.72,46.4,-61.99,-57.99,-20.72,97,98,7,8,29,5.91,0.41,4.79,3.79,
ABTS,44.99,76.21,50.74,64.54,-18.54,-38.47,97,98,98,31,16,5.15,0.6,4.67,3.26,
GALT,44.84,36.16,-14.56,-14.1,-45.75,0.09,97,29,37,12,67,2.8,0.6,2.15,1.82,
FTEK,44.79,60.62,45.36,1.32,-10.38,-17.94,97,97,66,44,33,2.48,0.83,2.23,1.6,
INBX,44.35,43.88,3.84,-11.87,-16.14,-4.01,97,80,40,34,59,22.96,1.0,17.43,14.95,
MTSR,44.27,38.31,11.85,-14.0,,,97,89,37,,,42.98,1.0,33.01,28.32,
RFIL,44.07,46.88,-4.63,-3.24,2.25,4.04,97,53,56,73,75,7.4,1.0,5.87,4.83,
SYM,43.94,46.78,0.75,-17.86,-14.95,-24.68,97,74,32,36,25,48.55,0.79,39.31,31.29,
WXM,43.66,47.9,3.23,8.83,,,97,79,81,,,3.71,0.95,3.0,2.35,
PARR,43.61,53.8,25.02,-21.23,-27.34,-42.01,97,95,28,21,14,34.52,0.8,28.52,22.11,
BTM,43.43,64.97,146.28,-5.43,-15.22,-34.08,97,99,51,35,18,5.09,0.78,4.87,3.28,
POET,43.17,51.63,-3.03,2.31,23.76,34.65,97,59,68,93,96,7.13,0.99,5.64,4.73,
ENVX,42.99,44.43,-8.82,-31.66,-12.43,-14.34,97,40,19,40,38,14.63,0.62,11.03,9.57,
ALMU,42.94,36.41,37.12,27.93,46.74,-14.56,97,97,96,97,37,17.15,0.89,15.15,11.18,
YB,42.84,57.88,13.29,,,,97,90,,,,27.3,0.91,22.23,18.0,
YSG,42.83,51.32,84.2,5.74,-19.37,-14.55,97,99,75,29,37,9.56,0.9,8.62,6.24,
CAPT,42.79,24.57,3.35,-62.58,-83.76,-66.7,97,79,7,3,7,1.84,0.14,1.27,1.06,
SLI,42.45,55.03,5.67,-8.6,-14.93,-10.81,97,83,46,36,44,2.76,0.49,2.2,1.79,
CRWV,42.44,33.29,112.35,0.06,,,97,99,64,,,140.59,0.7,134.84,91.49,
TTMI,42.37,43.94,36.03,-7.23,16.15,6.34,97,97,48,89,78,45.79,1.0,38.99,30.32,
IINN,42.18,33.08,-13.06,-35.44,-24.45,-11.61,97,32,17,24,42,1.34,0.47,0.99,0.89,
WLDN,41.89,43.87,25.51,11.39,1.9,35.07,97,95,86,73,96,76.48,1.0,64.49,50.84,
OKLO,41.82,36.51,83.63,-5.73,52.49,65.46,97,99,51,97,98,60.95,0.95,53.55,40.36,
QUBT,41.34,46.33,80.68,7.93,99.22,0.97,97,99,79,99,69,17.67,0.83,16.46,11.82,
ILPT,41.28,37.82,-4.43,-23.64,-16.16,-8.85,97,54,25,34,48,5.92,1.0,4.65,3.94,
GSIT,41.11,36.89,-5.79,-2.69,14.07,7.11,97,49,57,87,80,4.98,0.94,3.85,3.3,
ABVE,41.09,202.41,4.93,-32.92,-61.16,-78.58,97,82,18,7,4,1.88,0.47,1.67,1.19,
RCAT,40.54,21.9,26.27,-8.29,64.17,65.65,97,95,46,98,98,10.27,0.77,7.98,7.03,
ISSC,40.31,30.63,42.02,-12.97,24.66,-6.97,97,97,39,93,51,15.14,1.0,12.84,10.12,
ONCY,39.95,53.63,-13.43,-29.64,-37.03,-9.5,97,31,20,15,46,1.13,0.32,0.84,0.74,
TGEN,39.78,86.6,85.31,9.87,98.77,-5.59,97,99,83,99,54,6.32,0.74,6.36,4.21,
AMLX,39.68,38.05,8.28,-8.54,-46.39,-43.38,97,86,46,12,13,8.12,0.31,6.44,5.18,
OMEX,39.63,6.05,-3.07,-49.39,-72.21,-85.63,97,59,10,5,3,1.74,0.28,1.24,1.08,
PGY,39.03,42.46,29.37,-13.88,-36.07,-29.57,97,96,37,16,21,23.49,0.64,20.13,15.59,
PRZO,38.86,39.01,32.5,-37.06,59.66,-35.76,97,96,16,98,17,1.68,0.41,1.33,1.14,
OKYO,38.83,48.71,89.58,5.45,-22.17,-31.85,97,99,74,26,20,2.75,0.87,2.45,1.83,
GITS,38.76,50.71,-1.51,-2.09,-77.1,-83.83,97,65,58,4,3,2.55,0.4,2.24,1.65,
ASPS,38.69,36.16,9.05,-23.39,-64.83,-56.46,97,87,26,7,9,13.4,0.2,10.18,8.42,
PPIH,38.62,43.38,24.54,0.46,15.61,23.85,97,95,65,88,93,24.07,1.0,20.67,16.44,
UMAC,38.61,57.29,21.34,-23.27,102.63,-29.35,97,94,26,99,22,11.23,0.58,9.07,7.79,
VERV,38.39,44.96,0.03,-25.43,-26.98,-45.2,97,71,24,22,12,11.02,0.44,9.36,7.27,
AMSC,38.36,38.11,19.42,-10.04,16.8,29.97,97,93,43,89,95,40.96,1.0,34.7,28.27,
CRCL,38.27,38.42,22.28,,,,97,94,,,,195.33,0.66,170.55,135.76,
JUNS,38.26,10.11,-47.88,-79.76,-43.95,,96,8,4,12,,2.97,0.21,1.69,2.24,
PCT,38.2,46.31,27.45,-22.17,1.87,39.38,96,95,27,73,96,15.08,0.99,12.86,10.38,
SPRO,38.13,64.26,124.67,-15.52,-33.33,-18.32,96,99,35,17,32,2.49,0.78,2.45,1.68,
SBSW,38.12,40.88,35.36,26.78,-27.49,-19.59,96,97,96,21,31,8.46,1.0,7.23,5.67,
SWIN,38.06,30.96,-12.39,-24.13,-57.24,-50.91,96,33,25,8,11,3.61,0.09,2.88,2.36,
SEZL,37.48,45.31,97.09,32.77,19.94,139.96,96,99,97,91,99,133.32,0.73,134.31,91.42,
COIN,37.23,43.01,3.65,-12.9,22.7,8.45,96,79,39,92,81,388.02,1.0,327.59,268.94,
NBIS,37.05,17.35,45.21,-12.9,48.56,,96,97,39,97,,53.53,1.0,46.21,36.87,
SQFT,37.0,-21.3,-32.35,-0.92,-15.03,-23.87,96,13,61,36,26,9.07,0.54,6.0,6.18,
OWLT,36.73,47.45,43.09,-19.36,-14.6,3.19,96,97,30,36,73,8.4,0.96,7.4,5.76,
CNTB,36.67,48.91,1.69,-18.27,-20.27,-14.61,96,76,31,28,37,1.46,0.55,1.16,1.0,
ANTE,36.67,44.14,6.74,31.1,-38.98,-60.02,96,84,97,14,8,1.05,0.36,0.83,0.7,
ZVRA,36.59,39.55,10.13,2.02,5.2,26.61,96,88,68,78,94,12.79,1.0,10.36,8.86,
YYGH,36.33,60.15,6.53,-26.85,-6.73,-33.59,96,84,23,52,18,2.71,0.86,2.34,1.85,
PRCH,36.28,43.71,48.18,20.09,43.56,-29.99,96,98,94,96,21,12.16,0.99,11.18,8.33,
QBTS,35.67,29.14,56.1,26.34,64.6,-18.1,96,98,96,98,33,16.15,0.85,15.07,11.09,
PHOE,35.57,67.78,23.84,,,,96,94,,,,7.07,0.75,6.54,4.86,
INVZ,35.44,48.62,-7.12,-34.04,14.01,-49.59,96,45,17,87,11,1.61,0.35,1.34,1.09,
UCL,35.42,18.39,35.36,-24.26,-11.87,-32.85,96,97,25,41,19,2.27,0.57,1.85,1.56,
TPC,35.27,41.44,43.25,-1.14,10.99,38.28,96,97,61,85,96,48.83,1.0,43.84,34.15,
ZDGE,35.25,24.69,5.86,-12.28,-12.83,-8.19,96,83,40,39,49,4.27,0.84,3.56,2.97,
SOFI,35.19,42.59,6.1,-3.26,40.2,15.47,96,84,56,96,89,20.96,0.98,17.55,14.69,
USAS,34.95,54.73,37.45,42.65,30.76,45.22,96,97,98,95,97,0.95,0.89,0.85,0.66,
FORD,34.84,21.71,2.65,14.5,-0.82,-42.26,96,78,90,66,14,9.26,1.0,7.49,6.32,
VRNA,34.53,40.17,41.84,26.49,56.18,45.87,96,97,96,98,97,104.77,1.0,92.77,72.99,
RYTM,34.51,35.67,5.3,25.95,5.55,11.05,96,82,96,78,84,89.36,1.0,72.55,62.75,
UUUU,34.45,18.09,7.48,5.74,-19.48,0.4,96,85,75,29,68,7.76,0.86,6.11,5.41,
ZKIN,34.32,0.19,28.18,-4.27,-12.14,-11.35,96,96,54,40,42,2.64,0.62,2.23,1.82,
SORA,34.31,34.56,39.71,4.42,,,96,97,72,,,7.29,0.62,6.75,4.96,
RMNI,34.18,45.21,-1.16,7.87,1.32,-41.44,96,67,79,71,14,5.05,0.95,4.14,3.48,
SANA,33.91,39.32,-8.33,-45.29,-35.68,-36.35,96,42,12,16,17,4.18,0.28,3.2,2.86,
CTMX,33.88,40.52,90.65,-23.64,-40.62,-31.33,96,99,25,14,20,2.4,0.49,2.27,1.66,
FIEE,33.55,34.52,46.01,-15.36,-83.88,-52.0,96,98,35,3,10,3.01,0.44,2.84,2.03,
MENS,33.29,17.64,,,,,96,,,,,11.7,1.0,9.28,8.47,
CIFR,33.23,36.06,-5.07,-37.85,5.9,12.37,96,52,15,79,86,5.97,0.76,4.85,4.3,
VVPR,33.17,36.76,59.56,38.92,-47.35,-68.66,96,98,97,11,6,5.25,0.83,4.77,3.57,
TSAT,32.96,19.33,0.09,9.09,20.14,21.12,96,72,82,91,92,26.87,1.0,22.5,18.99,
MSGM,32.94,31.77,24.21,95.05,-32.45,-46.28,96,95,99,18,12,3.37,0.52,2.95,2.31,
TOI,32.84,45.89,27.61,143.78,-19.76,-62.37,96,96,99,29,8,2.97,0.89,2.71,2.03,
NVTS,32.74,28.84,97.89,-36.58,-26.91,-52.65,96,99,16,22,10,6.23,0.54,5.79,4.29,
EYE,32.7,33.26,35.31,-1.95,-27.23,-44.12,96,97,59,21,13,25.26,1.0,22.43,17.52,
GOGO,32.55,36.28,25.22,-8.73,-18.23,-35.82,96,95,45,31,17,15.55,0.8,13.8,10.84,
RBLX,32.46,28.84,36.21,14.61,27.59,-9.91,96,97,90,94,45,112.48,1.0,99.78,79.6,
IDAI,32.41,40.5,-10.1,-13.24,253.49,-74.87,96,37,38,99,5,3.14,0.6,2.64,2.2,
CLS,32.28,37.83,24.47,5.93,59.02,18.45,96,95,75,98,91,160.49,1.0,142.68,114.95,
CYD,32.19,32.53,28.04,9.95,-2.9,10.45,96,96,83,61,84,25.46,1.0,22.27,17.96,
JFIN,32.17,31.36,52.28,24.59,10.55,12.94,96,98,95,84,87,17.74,1.0,15.94,12.49,
AAOI,32.13,33.02,-17.41,-42.96,36.12,36.32,96,25,13,95,96,29.24,0.65,24.3,21.47,
PTHS,32.13,18.08,-18.42,15.62,4.77,-72.34,96,24,91,77,6,21.13,0.37,15.63,14.2,
MDAI,31.99,39.57,7.32,-31.87,-28.8,-62.47,96,85,19,20,8,2.81,0.16,2.33,1.91,
METCB,31.9,32.79,-14.59,-1.91,-18.73,-13.24,96,29,59,30,39,12.31,0.78,9.47,8.75,
MGNI,31.78,30.75,13.48,-13.13,4.64,-8.57,96,90,39,77,48,23.55,0.95,20.44,16.91,
MOGO,31.62,43.34,-1.28,-27.19,-20.78,-38.48,96,66,23,27,16,1.91,0.69,1.63,1.35,
CTEV,31.43,45.2,38.43,-1.54,-34.12,-66.32,96,97,60,17,7,43.63,0.5,40.23,29.7,
AVAV,31.33,36.15,15.16,3.0,-7.83,18.96,96,92,70,49,91,263.89,0.92,229.67,190.18,
GLE,31.27,11.73,-41.12,-16.38,-51.2,3.79,96,10,33,10,74,2.97,0.5,2.08,2.14,
PL,31.05,29.42,30.3,-7.13,21.33,-11.32,96,96,48,92,42,6.43,0.92,5.68,4.62,
THM,30.96,39.68,32.29,26.6,-8.86,17.77,95,96,96,47,90,1.06,0.96,0.93,0.75,
AKBA,30.92,37.55,44.45,20.62,22.32,-9.14,95,97,94,92,47,3.88,0.97,3.55,2.78,
ESP,30.84,35.61,27.54,17.86,8.77,26.16,95,96,93,82,94,49.38,1.0,43.86,35.53,
XTKG,30.74,34.67,44.98,14.64,6.92,-80.23,95,97,90,80,4,1.76,0.72,1.57,1.24,
KTOS,30.69,37.07,24.8,27.81,32.67,10.73,95,95,96,95,84,51.12,0.98,44.92,36.69,
WF,30.6,31.94,17.76,11.77,-7.86,1.92,95,93,87,49,71,57.36,1.0,49.36,41.22,
NEXT,30.5,26.89,5.49,15.29,27.06,-16.54,95,83,90,94,34,11.44,1.0,9.44,8.23,
AENT,30.35,33.24,-12.35,-23.29,14.55,33.86,95,33,26,88,96,5.31,0.51,4.32,3.94,
PMEC,30.34,34.09,1.1,7.82,-28.89,-39.08,95,75,79,20,15,1.55,0.31,1.35,1.09,
EVEX,30.18,33.81,9.76,-9.42,-11.9,-40.49,95,87,44,41,15,7.1,0.63,6.2,5.03,
TMQ,30.05,19.81,-7.0,24.55,44.58,5.24,95,46,95,97,77,1.9,1.0,1.53,1.37,
CTM,30.05,10.22,20.71,22.33,116.25,-38.63,95,94,95,99,15,1.38,0.81,1.15,0.99,
UAMY,30.02,10.28,25.28,115.78,78.32,42.1,95,95,99,98,97,3.29,0.97,2.78,2.36,
GDS,29.8,20.14,-1.13,-5.04,30.38,58.28,95,67,52,95,98,37.72,0.82,31.35,27.51,
SAIH,29.57,-9.02,-19.28,-59.83,-32.22,-11.02,95,23,7,18,43,11.6,0.29,8.2,8.39,
TGB,29.42,37.11,30.04,8.04,-9.58,3.81,95,96,79,46,74,3.51,0.97,3.08,2.55,
NXTT,29.39,30.62,-26.67,-82.72,-24.0,-75.34,95,16,3,24,5,2.61,0.18,2.23,1.78,
LXRX,29.31,25.22,-18.15,-38.88,-54.7,2.6,95,25,15,9,72,1.15,0.28,0.89,0.82,
USAR,29.27,-9.33,15.44,35.5,8.46,-8.9,95,92,97,82,47,15.54,0.76,11.87,11.3,
IOBT,29.25,14.79,14.95,-12.66,-35.05,-21.15,95,91,39,16,29,1.7,0.78,1.44,1.21,
NEOV,29.04,32.82,-9.79,-25.6,9.88,7.12,95,38,24,84,80,4.56,0.75,3.71,3.4,
ATYR,28.95,25.12,39.25,6.66,31.72,45.16,95,97,77,95,97,5.63,1.0,5.03,4.12,
TSSI,28.84,32.71,63.11,-7.69,86.65,119.41,95,98,47,99,99,20.58,0.68,21.07,15.16,
HSAI,28.57,31.7,23.0,-11.19,73.97,-32.35,95,94,41,98,19,24.1,1.0,21.4,17.46,
MOB,28.52,45.01,22.46,-20.01,53.16,-8.62,95,94,29,97,48,3.22,0.7,2.82,2.37,
IDR,28.41,15.62,2.7,53.17,-2.15,57.73,95,78,98,63,98,19.11,1.0,15.3,14.03,
SIF,28.31,38.7,10.76,-21.79,-7.92,9.24,95,88,27,49,82,4.78,0.87,4.0,3.53,
LASR,28.27,28.73,49.15,-22.26,-11.41,-18.35,95,98,27,42,32,18.79,0.93,17.37,13.68,
NAKA,28.08,38.57,95.76,5.55,-26.18,-41.55,95,99,74,22,14,11.77,0.5,12.73,8.46,
SGHC,27.97,31.78,24.48,33.58,24.71,9.93,95,95,97,93,83,11.51,1.0,10.42,8.45,
FULC,27.93,31.92,29.72,-14.69,-33.06,-51.86,95,96,36,18,10,7.84,0.6,7.03,5.68,
ANPA,27.9,0.0,,,,,95,,,,,4.58,1.0,3.74,3.58,
FUTU,27.83,35.86,10.61,-6.08,11.27,26.91,95,88,50,85,94,145.92,0.96,125.74,107.66,
AAPG,27.73,37.45,37.84,10.39,,,95,97,84,,,36.76,0.76,34.94,27.06,
CUPR,27.67,30.1,12.06,11.66,,,95,89,86,,,7.39,1.0,6.31,5.34,
IMAB,27.65,33.74,93.91,-15.33,-28.88,-21.0,95,99,35,20,29,2.1,0.6,2.03,1.51,
ACOG,27.57,37.13,35.06,-17.16,6.45,,95,97,32,80,,10.4,0.94,9.58,7.68,
GEV,27.43,26.46,26.21,16.6,51.13,46.62,95,95,92,97,97,559.61,1.0,503.4,415.36,
MGIC,27.42,35.67,8.43,15.36,3.93,-9.39,95,86,90,76,46,20.84,0.95,18.58,15.28,
TDUP,27.37,30.08,64.43,56.14,25.55,-61.49,95,98,98,93,8,7.15,0.81,7.17,5.16,
JL,27.27,30.25,33.91,-9.62,47.91,-89.46,95,96,44,97,3,6.52,0.32,5.85,4.62,
HUHU,27.11,37.25,3.82,12.51,3.18,,95,80,87,75,,6.99,0.86,6.14,5.19,
