Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,5007.49,8454.53,70842.8,229241.54,10292.36,86.7,99,99,99,7,39.46,1.0,25.61,18.34,1.07
DRUG,4174.77,4174.77,755.21,105.47,83.73,126.85,99,60,7,81,47.64,0.96,9.44,3.36,0.2
MIRA,2826.55,5439.05,7410.3,5186.48,178.38,104.0,99,99,94,47,1.57,0.23,1.36,1.17,12.67
GNLN,971.12,971.12,897.36,526.59,126.63,102.34,99,99,84,42,3.8,0.12,5.03,5.24,36.61
RGC,646.76,957.08,1047.25,804.14,123.64,63.81,99,99,82,2,6.1,0.23,6.14,6.03,28.0
QH,598.85,598.85,495.36,205.1,76.32,97.09,99,97,4,29,1.42,0.78,1.06,0.82,0.01
LASE,598.83,598.83,539.88,310.36,250.44,194.09,99,98,97,95,5.29,0.25,7.34,3.21,0.26
CING,585.52,585.52,535.91,341.26,60.8,106.89,99,98,2,55,4.34,0.02,6.08,11.74,0.1
LUMN,546.14,556.16,554.0,423.18,95.78,109.59,99,98,28,61,6.41,0.86,6.21,2.81,0.68
STEC,541.69,541.69,272.93,118.69,55.38,48.91,99,83,1,1,0.95,0.11,0.61,0.78,0.04
CHSN,541.21,541.21,364.34,131.59,173.19,307.33,99,90,94,98,12.82,0.84,5.49,2.76,0.46
CNEY,536.04,536.04,424.96,151.74,58.51,72.87,99,94,2,3,0.56,0.09,0.52,0.78,0.02
ASNS,488.6,649.6,2123.71,17037.54,4051.32,98.92,99,99,99,34,1.34,0.28,1.49,1.24,0.24
SERV,482.77,638.75,737.8,578.98,80.61,89.9,99,99,5,9,11.8,0.45,8.74,6.35,3.26
GDC,454.54,471.77,487.66,447.48,96.59,88.44,99,98,32,8,1.7,0.15,3.95,2.0,0.04
VRAX,448.44,448.44,438.4,424.4,158.91,63.5,99,98,92,2,2.21,0.28,2.86,1.47,0.04
DUO,405.68,405.68,351.24,545.74,469.7,73.49,99,99,98,3,1.18,0.21,1.04,0.68,0.13
TWG,396.14,396.14,260.96,109.37,102.4,101.46,99,69,51,40,0.73,0.01,2.53,1.6,20.23
NOVVU,395.7,395.7,350.43,193.59,93.82,92.55,99,97,19,18,41.0,1.0,30.9,16.55,0.0
SMMT,376.46,410.34,512.84,871.21,575.15,183.11,99,99,98,94,22.24,0.68,19.43,9.3,0.46
GLMD,369.39,369.39,323.07,176.02,100.14,103.68,99,96,44,46,3.9,0.09,4.82,4.36,0.01
RGS,367.39,473.55,1028.11,1430.65,357.33,119.2,99,99,98,75,24.9,0.68,24.09,14.87,0.57
TIL,359.77,359.77,348.17,234.14,127.13,141.28,99,97,84,88,35.29,0.37,38.59,18.04,0.52
NUZE,359.59,359.59,285.01,266.67,146.15,86.47,99,98,90,6,0.92,0.1,0.99,1.61,0.06
NEON,349.79,349.79,347.96,288.75,165.07,149.69,99,98,93,90,8.36,0.66,7.98,3.53,0.16
COMM,345.04,349.93,348.49,292.84,109.8,141.21,99,98,68,88,6.7,1.0,5.41,2.57,1.11
NOVV,342.59,342.59,304.14,174.7,97.76,93.11,99,96,36,20,37.0,1.0,28.12,15.93,0.0
DSY,339.65,339.65,284.61,145.39,91.98,92.44,99,93,16,17,4.2,0.34,4.3,6.41,0.55
ASTS,339.12,375.9,478.28,696.34,399.49,125.72,98,99,98,81,26.73,0.68,27.68,12.24,0.55
KZIA,331.05,372.66,631.23,552.05,183.07,82.78,98,99,94,5,4.66,0.26,4.02,3.43,1.68
