Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,3568.18,3568.18,3256.08,93.19,71.31,90.76,99,36,9,26,50.59,1.0,14.09,4.5,0.21
WGS,1215.06,1289.64,806.19,794.56,663.41,455.31,99,99,99,98,75.16,0.89,48.3,25.92,1.17
FTEL,736.93,905.65,796.39,579.66,1173.25,414.79,99,99,99,98,29.76,0.76,19.08,14.26,0.42
DOGZ,624.12,726.48,685.28,363.37,262.46,138.26,99,98,97,85,45.5,0.79,34.26,16.22,1.09
SEZL,621.96,710.02,710.02,521.68,297.61,313.32,99,99,98,97,199.82,0.86,169.51,95.67,1.15
MNPR,553.22,577.06,1031.62,203.02,146.72,215.4,99,96,89,95,16.96,0.5,6.46,4.11,0.41
CHSN,530.53,636.03,683.75,683.75,152.8,116.62,99,99,90,73,10.8,0.7,6.46,3.02,0.42
ASTS,470.29,560.35,615.65,912.53,638.28,68.57,99,99,99,8,23.94,0.6,26.63,12.76,0.37
LENZ,466.31,466.31,446.24,588.61,614.29,743.7,99,99,99,99,28.43,1.0,24.13,16.96,0.78
WLGS,444.02,553.96,458.88,253.41,84.45,110.16,99,98,17,65,2.75,0.77,1.69,0.87,0.32
CAPR,420.22,485.24,470.22,417.93,131.99,137.27,99,99,83,85,18.59,0.82,12.69,6.94,0.29
SMMT,413.54,469.49,544.45,818.49,419.71,241.74,99,99,98,96,19.96,0.6,20.1,9.71,0.32
NXL,405.33,453.65,328.05,182.48,445.69,467.62,99,95,99,98,2.71,0.84,1.11,1.07,1.21
CRVS,392.52,423.47,401.44,304.88,160.79,144.23,99,98,91,87,9.02,0.99,5.97,3.13,2.15
ATER,384.62,384.62,404.64,616.06,645.53,671.05,99,99,99,99,2.93,0.81,2.99,2.25,1.62
LUMN,373.38,398.32,466.3,493.55,208.44,90.58,99,99,95,25,7.48,1.0,6.29,2.95,1.24
