Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
PPCB,3.7452090626841756e+101,6.202875125379122e+105,1.7696436868489928e+120,3.8627484338663396e+155,2.850755511380669e+182,8.660807375893153e+94,99,99,99,99,2.22,0.09,5.04,4.36,0.51
LICN,13927521.36,79959622.4,221486190894.16,1.4661086387338981e+26,6.636790604211583e+30,10261173.98,99,99,99,99,5.01,0.75,4.45,3.08,0.29
BMNR,27457.89,27457.89,20810.7,6126.97,105.42,98.74,99,99,47,37,55.09,0.39,49.68,39.26,1.46
KLTO,24994.42,55284.74,54832.81,35092.05,192.35,101.36,99,99,96,64,0.59,0.24,0.94,0.57,0.71
TRON,16757.11,17420.93,17607.65,11662.74,154.7,121.24,99,99,93,85,3.59,0.31,6.68,2.53,0.43
RGC,4002.88,5347.86,18228.25,28767.69,17886.96,121.63,99,99,99,86,14.7,0.19,14.22,7.56,0.43
ORBS,2861.64,2861.64,125.03,114.81,101.71,134.59,99,82,20,90,15.62,0.33,4.11,2.1,1.14
BNC,2251.75,2251.75,1765.31,456.06,130.72,130.52,99,98,89,89,16.72,0.21,18.61,10.76,0.35
ABVE,1957.22,1957.22,1846.52,1390.77,325.7,125.5,99,99,98,87,1.64,0.4,1.83,1.01,0.08
QMMM,1585.06,1585.06,264.98,206.6,146.81,84.19,99,97,92,4,74.22,0.36,12.32,3.8,0.34
NEGG,1175.67,1247.81,1254.53,705.8,88.91,81.28,99,99,7,3,43.98,0.32,53.32,19.35,1.99
HYPD,1171.6,1228.08,1262.97,1031.55,72.64,58.33,99,99,2,1,14.98,0.31,8.83,5.06,3.02
GITS,1011.51,1295.33,3162.26,356912.27,78501315140.94,279925793.65,99,99,99,99,2.5,0.62,2.48,1.59,0.05
ZEPP,911.17,911.17,728.87,298.08,107.46,97.37,99,98,72,15,50.61,0.94,27.27,8.91,0.2
CARM,905.91,1139.03,1067.39,728.56,76.86,84.59,99,99,3,4,0.37,0.22,0.34,0.38,0.07
ABTS,891.38,1302.47,7353.5,2491569.4,6772942.7,277.24,99,99,99,97,4.21,0.49,4.23,2.57,2.14
SOGP,810.41,810.41,550.92,260.13,131.22,127.01,99,98,90,88,22.79,0.62,8.94,3.78,0.13
VOR,778.3,778.3,695.22,339.46,164.47,169.34,99,98,94,94,1.74,0.63,2.11,1.16,0.45
ANPA,751.78,751.78,624.69,279.67,105.42,98.74,99,98,47,37,40.51,0.75,29.38,29.38,0.12
VWAV,724.55,724.55,577.0,223.8,105.42,98.74,99,97,47,37,10.92,0.94,7.5,7.5,0.03
OMH,696.19,936.22,1760.32,65721.26,115732.84,193.91,99,99,99,95,1.2,0.28,1.26,1.3,0.86
BGLC,638.69,638.69,606.99,433.48,131.07,125.13,99,98,89,87,5.43,0.36,5.44,3.75,1.76
ETHZ,555.08,555.08,489.06,209.96,124.03,665.0,99,97,87,98,2.55,0.19,3.21,1.79,0.9
NNNN,532.84,532.84,518.87,406.89,126.37,103.82,99,98,88,68,43.18,0.81,46.81,22.37,0.26
USBC,520.12,804.59,811.21,672.44,72.37,81.15,99,99,2,3,0.76,0.03,1.99,2.98,0.77
