Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
LICN,53130717761066.64,1796781816458575.2,1.458181005485039e+21,6.631816518472715e+30,4.044437005489803e+24,94.58,99,99,99,14,4.06,0.61,4.56,2.68,0.57
DFSC,1757927709.74,11477807092.22,9954202075.38,737109132.97,1031.17,83.45,99,99,98,5,3.74,0.05,7.24,11.2,0.05
DFDV,34054.02,70676.52,418962.23,317167.32,3154.74,127.72,99,99,98,85,14.8,0.34,23.45,7.66,1.17
RGC,28714.16,28714.16,27805.56,23010.89,990.55,99.97,99,99,98,46,14.43,0.18,19.62,5.52,0.27
NXTT,23351.21,23351.21,17496.19,4089.74,241.96,238.33,99,99,96,96,1.79,0.49,2.1,1.53,0.28
KLTO,18393.57,18393.57,11490.61,1363.25,95.48,76.64,99,99,15,3,0.99,0.46,1.02,0.52,0.05
ABTS,18258.62,31164.32,250472.73,6770719.03,292630.54,124.26,99,99,99,83,3.95,0.45,4.33,2.05,0.22
ASST,12534.62,12534.62,11357.47,5717.6,185.83,127.76,99,99,94,85,3.38,0.24,5.87,2.17,0.21
SBET,8745.29,8745.29,6344.54,1597.12,103.72,116.0,99,99,32,77,19.56,0.22,23.87,10.51,1.28
IXHL,7212.3,7212.3,4437.56,1434.6,104.04,112.97,99,99,32,74,0.88,0.28,0.37,1.18,4.28
TRON,6911.62,6911.62,4652.88,764.65,122.19,110.6,99,98,79,70,8.8,0.79,5.55,1.79,0.24
OMH,3247.61,4625.59,17710.42,115490.1,23610.22,93.08,99,99,99,12,1.12,0.26,1.58,1.18,0.02
MCTR,1311.13,1311.13,1207.93,743.72,195.99,101.6,99,98,94,51,2.22,0.0,4.69,5.66,0.04
HAO,1151.57,1733.89,9648.56,407578391.59,1538401714.5,321.74,99,99,99,97,1.26,0.27,1.35,1.04,0.1
GPUS,1142.9,1142.9,1120.64,980.57,76.61,86.49,99,98,4,6,0.75,0.0,2.73,4.2,0.65
ABVE,1096.32,1096.32,820.63,365.76,145.46,94.34,99,98,89,14,1.71,0.42,1.44,0.8,0.07
KIDZ,1050.45,1050.45,943.61,608.74,102.15,96.88,99,98,28,28,1.42,0.06,3.18,3.05,0.19
BMGL,1047.05,1047.05,883.87,460.01,106.76,96.88,99,98,57,28,2.09,0.21,2.65,3.53,0.04
GRYP,940.0,940.0,907.81,489.02,89.74,103.89,99,98,10,56,1.0,0.65,1.13,0.61,0.28
KUKE,880.11,1405.16,8694.01,56784.09,10651.89,84.39,99,99,99,5,2.44,0.52,3.02,1.77,0.96
UPXI,853.15,1274.86,1472.8,1184.16,233.83,254.04,99,98,95,97,4.89,0.21,7.88,5.62,1.04
DEVS,831.01,831.01,714.65,414.95,68.09,96.88,99,98,2,28,0.37,0.16,0.41,0.49,0.1
INKT,778.88,778.88,417.57,164.18,184.8,100.9,99,94,94,49,16.54,0.2,12.26,8.93,0.11
BSGM,770.56,784.29,775.81,503.81,405.41,493.71,99,98,97,98,4.52,0.38,6.22,2.41,0.51
HYPD,759.22,759.22,599.69,166.48,36.76,54.52,99,94,1,1,7.88,0.07,7.24,9.34,0.08
FIEE,739.22,768.67,829.4,811.91,423.27,101.41,99,98,97,50,2.35,0.47,2.88,1.21,0.05
VIGL,724.32,724.32,660.24,401.75,98.25,92.91,99,98,20,12,8.05,1.0,7.63,3.73,0.46
ZKIN,608.21,650.79,897.83,14937.92,14501.52,128.71,99,99,99,85,2.31,0.53,2.38,1.42,0.17
PROK,587.77,587.77,381.21,75.73,96.61,94.51,99,5,17,14,2.69,0.47,1.7,1.49,0.08
SPRO,573.97,573.97,528.54,320.24,80.88,92.35,98,97,5,11,2.17,0.65,2.43,1.31,0.09
CARM,572.3,572.3,469.09,176.2,69.6,97.44,98,95,2,40,0.34,0.16,0.36,0.49,0.01
MFI,513.7,513.7,479.81,288.28,130.1,128.43,98,97,84,85,22.02,0.4,26.11,10.81,0.42
LYRA,471.77,471.77,423.52,234.39,92.89,84.0,98,96,13,5,6.97,0.12,10.44,9.38,0.08
WBUY,459.47,480.96,490.86,387.52,160.39,175.87,98,98,91,94,4.23,0.08,6.57,10.71,1.13
PTHL,455.98,461.44,421.93,293.81,100.98,123.63,98,97,25,83,1.1,0.0,15.61,6.74,9.46
KNW,453.72,453.72,348.32,110.86,72.33,85.64,98,72,3,6,2.52,0.15,2.19,4.13,0.07
NVTS,439.4,439.4,393.61,259.52,144.08,127.59,98,97,88,85,7.21,0.76,6.5,3.6,0.34
CTMX,434.71,434.71,423.01,319.41,85.34,87.45,98,97,7,7,2.32,0.74,2.4,1.29,0.5
VVPR,418.78,478.65,813.92,1092.88,321.85,132.93,98,98,97,86,4.17,0.57,5.22,2.55,0.46
RETO,414.01,562.82,2198.6,18555.87,6106.81,103.97,98,99,99,57,2.25,0.37,2.91,2.12,0.69
OMEX,409.85,474.49,470.41,370.14,143.7,129.8,98,98,88,85,1.43,0.24,1.21,0.72,0.47
NEGG,399.82,399.82,299.64,130.14,71.61,81.06,98,89,3,4,44.97,0.79,18.04,11.01,1.88
DDC,396.42,396.42,340.76,181.88,113.77,64.75,98,95,71,2,14.07,0.68,11.37,6.15,0.43
SBDS,392.28,392.28,257.91,86.08,78.33,78.41,98,10,4,3,15.16,0.15,11.01,26.55,0.32
BULL,381.51,488.62,780.5,705.87,265.06,98.16,98,98,96,42,13.95,0.07,12.59,12.93,0.98
SVRE,353.11,497.92,2481.0,477867.86,181272.12,51.5,98,99,99,1,2.31,0.08,2.95,5.16,0.01
PTIX,349.25,349.25,337.16,303.32,100.38,110.47,98,97,24,70,3.19,0.04,3.87,5.35,0.09
FMST,346.07,346.07,335.67,268.81,65.14,96.14,98,97,2,17,2.27,0.34,3.18,1.82,0.39
OST,341.87,509.06,828.71,843.63,172.17,111.22,98,98,93,71,0.08,0.0,3.33,2.73,0.51
ABVC,337.07,337.07,329.89,275.05,167.98,91.51,98,97,92,10,2.88,0.57,2.41,1.12,0.22
SYTA,335.76,335.76,283.71,151.05,77.89,83.49,98,93,4,5,3.23,0.04,3.61,5.12,0.06
NNNN,324.75,324.75,278.75,156.06,121.89,96.88,98,94,79,28,42.0,0.79,26.44,15.54,0.64
EPSM,323.8,337.74,337.74,285.25,117.78,96.88,98,97,75,28,16.0,0.51,17.82,13.59,1.05
ROMA,321.76,321.76,319.01,299.36,138.38,141.55,98,97,87,89,3.96,0.93,3.16,1.47,0.13
GELS,321.17,389.0,409.19,299.09,185.87,148.61,98,97,94,91,1.85,0.26,1.83,1.92,0.02
IDAI,316.87,367.21,598.94,55277.59,3664955.62,39414.37,98,99,99,99,2.86,0.33,2.52,1.99,0.62
CEP,315.7,370.6,371.23,349.05,132.65,98.09,98,98,85,41,28.86,0.47,34.95,18.53,0.54
BTM,308.2,308.2,300.88,235.65,120.67,120.67,98,97,78,81,4.99,0.73,5.09,2.46,0.41
BGLC,307.06,307.06,255.71,112.93,129.81,91.87,98,75,84,11,7.18,0.56,4.15,3.45,23.52
LIMN,306.64,306.64,278.46,218.5,105.21,96.88,98,96,44,28,6.78,0.1,10.44,9.76,0.46
TGEN,303.4,303.4,288.19,234.72,265.5,205.08,98,97,96,96,8.38,0.91,6.56,3.1,1.44
SEZL,302.18,303.12,302.47,253.85,209.53,267.49,98,97,95,97,150.93,0.82,138.08,70.09,1.0
BCTX,300.8,471.28,2287.32,5336676.72,7297097.41,203.8,98,99,99,95,0.8,0.08,2.53,2.44,0.52
SONN,297.57,297.57,240.85,81.14,76.69,97.38,98,7,4,39,3.22,0.24,2.87,2.33,0.09
MSGM,295.51,339.77,371.81,306.81,134.53,100.37,98,97,86,47,3.11,0.76,3.08,1.82,0.52
SGN,294.82,294.82,249.64,134.67,92.07,505.94,98,90,12,98,1.49,0.04,1.35,3.16,0.02
RYET,293.2,295.55,303.97,255.69,121.74,96.88,98,97,79,28,1.68,0.0,7.86,7.65,0.29
ABVX,293.06,293.06,133.46,103.1,96.91,90.07,98,37,18,9,70.83,1.0,14.78,9.37,0.98
ELPW,291.68,308.0,360.61,327.01,104.8,96.15,98,98,34,17,3.99,0.31,2.12,2.84,1.36
NIVF,285.36,433.52,2595.47,5356177.99,2975734.42,159.27,98,99,99,92,0.42,0.0,1.41,5.73,0.26
MTEN,283.43,292.51,292.92,237.73,140.25,152.32,98,97,88,91,13.8,0.58,13.57,8.06,0.94
QSG,274.38,295.27,343.97,343.97,190.12,192.22,98,98,94,95,8.52,0.59,8.9,4.68,0.4
SGMA,273.56,273.56,261.67,200.08,70.73,93.19,98,96,3,12,3.01,0.79,2.91,2.1,
YI,273.27,340.27,820.16,178583.92,425700.79,310.23,98,99,99,97,6.93,0.61,7.69,5.31,2.11
HOVR,272.54,272.54,260.45,194.02,239.88,211.22,98,96,96,96,1.49,0.61,1.44,0.79,0.32
QBTS,270.15,270.65,272.4,313.42,706.67,598.93,98,97,98,98,17.06,0.83,16.66,8.4,0.53
GNS,269.43,269.43,253.23,129.34,95.9,95.73,98,88,16,16,0.96,0.46,0.84,0.61,0.25
