Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
3230,錦明,360.18,362.64,468.84,423.17,186.62,108.79,99,99,94,61,55.4,0.86,50.53,23.77,1.74
2543,皇昌,339.67,367.75,362.5,337.34,315.94,337.51,99,99,98,99,92.2,0.95,68.3,42.0,0.64
6442,光聖,338.33,342.37,353.64,420.39,537.11,228.44,99,99,99,97,525.0,0.96,417.3,269.44,1.41
8937,合騏,318.24,318.24,322.55,287.76,156.48,97.19,99,98,90,41,98.6,1.0,71.48,36.75,1.24
3450,聯鈞,280.92,280.92,268.13,240.92,204.39,149.51,99,97,96,88,250.0,0.99,193.72,114.69,2.15
8374,羅昇,275.03,275.03,298.36,438.98,348.68,90.95,99,99,99,26,138.0,0.86,138.37,77.98,0.39
3081,聯亞,270.93,270.93,253.72,233.98,113.64,131.14,99,97,70,80,364.0,0.94,268.06,167.94,0.1
4583,台灣精銳,254.74,277.01,293.28,278.16,126.17,103.59,99,98,78,53,774.0,0.9,680.17,367.8,0.54
4562,穎漢,248.27,248.27,272.55,352.39,339.46,108.42,99,99,98,60,69.0,0.83,68.11,42.58,0.33
8032,光菱,247.02,247.02,227.96,144.46,80.59,89.92,99,88,10,23,84.8,1.0,45.46,33.14,1.77
6640,均華,245.55,251.51,360.77,465.58,436.15,344.43,99,99,99,99,740.0,0.66,888.88,559.34,2.62
6609,瀧澤科,245.42,246.64,273.09,223.49,126.88,90.73,98,96,78,26,109.5,0.89,89.68,52.1,1.01
6535,順藥,241.46,288.07,299.43,270.66,236.24,309.03,98,98,97,98,356.0,0.91,296.4,210.55,0.92
5314,世紀,229.68,232.98,205.53,260.37,536.53,1017.36,98,97,99,99,245.5,0.56,198.41,213.94,1.23
8080,印鉐,229.48,243.88,262.27,281.46,158.93,186.26,98,98,90,94,32.75,0.8,33.2,20.16,0.31
2424,隴華,226.91,227.96,237.06,204.57,82.58,95.85,98,96,13,38,79.8,0.93,64.78,38.49,0.37
4903,聯光通,222.15,222.15,250.26,217.73,147.58,101.75,98,96,87,50,51.7,0.93,38.86,25.36,3.55
5443,均豪,215.43,215.43,277.82,311.43,229.04,188.4,98,98,96,94,127.5,0.78,137.73,82.54,0.58
2467,志聖,215.15,216.4,245.31,274.47,271.2,249.3,98,98,98,97,231.0,0.91,221.87,158.87,1.89
3013,晟銘電,213.94,221.42,204.05,212.17,207.28,175.0,98,96,96,92,160.5,0.98,132.3,89.77,1.13
3167,大量,212.35,216.54,249.3,230.35,118.47,137.97,98,96,74,83,152.5,0.87,122.43,77.54,1.34
4909,新復興,212.31,216.24,295.43,339.57,288.79,340.16,98,99,98,99,127.0,0.6,144.96,100.55,0.46
4569,六方科-KY,211.53,254.42,258.41,240.78,96.84,89.23,98,97,46,21,243.0,0.73,212.31,125.28,0.84
6223,旺矽,205.56,208.01,231.81,241.96,199.29,186.4,98,97,95,94,821.0,0.94,786.18,515.5,0.69
4991,環宇-KY,204.03,204.03,162.85,104.88,131.14,85.64,98,63,80,13,83.5,1.0,49.67,38.94,11.0
6706,惠特,197.28,202.49,220.93,210.24,169.3,80.74,98,96,92,6,172.5,0.9,158.17,98.4,0.5
6739,竹陞科技,194.98,196.28,213.76,284.32,192.87,173.13,98,98,95,92,189.5,0.81,181.03,117.34,1.68
6231,系微,190.54,196.95,212.4,244.84,251.31,200.51,98,97,97,95,525.0,0.85,509.29,337.24,0.34
