Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,5719.0,5719.0,1080.43,105.47,83.64,126.32,99,60,6,81,45.02,0.91,10.32,3.58,0.12
TECX,4562.72,7565.46,70832.47,229202.24,11786.06,86.16,99,99,99,6,40.98,1.0,26.09,18.46,1.32
MIRA,2549.32,4724.69,7411.55,5187.9,206.15,104.96,99,99,95,49,1.73,0.27,1.36,1.17,2.57
GNLN,1000.35,1000.35,920.78,526.65,126.79,104.24,99,99,84,47,3.68,0.11,4.92,5.23,0.63
QH,620.67,620.67,515.53,205.16,76.96,100.43,99,97,4,37,1.47,0.82,1.08,0.83,0.01
STEC,614.87,614.87,315.56,118.69,55.35,49.44,99,82,1,1,0.91,0.1,0.63,0.78,0.03
RGC,612.67,879.03,1047.23,804.1,134.53,63.22,99,99,87,2,7.26,0.32,6.11,6.02,3.1
LASE,606.36,606.36,552.0,310.32,250.0,195.9,99,98,97,95,5.19,0.25,7.38,3.23,0.11
CING,594.55,594.55,547.32,341.27,60.82,107.07,99,98,2,55,4.39,0.02,5.91,11.34,0.1
CHSN,583.58,583.58,396.45,131.6,173.33,308.16,99,90,94,98,11.91,0.78,5.69,2.81,0.14
CNEY,560.15,560.15,444.98,151.77,58.71,75.32,99,94,2,3,0.53,0.08,0.53,0.78,0.01
LUMN,536.27,556.2,555.79,423.23,96.05,110.59,99,98,29,62,6.6,0.89,6.23,2.84,0.5
ASNS,463.69,612.99,2123.22,17030.94,4325.61,94.97,99,99,99,24,1.32,0.27,1.49,1.24,0.13
SERV,456.44,610.71,737.81,579.0,88.7,90.4,99,99,11,9,11.68,0.45,8.75,6.38,1.51
VRAX,451.32,451.32,438.31,424.29,161.03,60.14,99,98,92,2,2.18,0.27,2.8,1.48,0.06
GDC,447.64,469.15,487.55,447.34,98.23,83.07,99,98,37,5,1.59,0.14,3.95,2.0,0.08
TWG,423.06,423.06,286.86,109.37,102.47,102.07,99,69,51,42,0.61,0.01,2.53,1.59,1.38
DUO,417.96,417.96,361.43,546.25,476.85,75.32,99,99,98,3,1.16,0.2,1.05,0.68,0.09
NOVVU,404.72,404.72,359.52,193.6,93.87,92.75,99,97,19,17,41.0,1.0,31.46,16.69,0.0
GLMD,377.13,377.13,334.16,176.02,100.17,104.26,99,96,43,47,3.66,0.07,4.82,4.35,0.04
SMMT,371.24,403.59,512.84,871.21,590.01,183.04,99,99,98,94,21.83,0.67,19.62,9.4,0.39
NUZE,364.92,364.92,301.0,266.69,153.79,87.23,99,98,91,7,0.79,0.08,0.97,1.6,0.12
TIL,363.06,363.06,350.58,234.12,126.93,140.83,99,97,84,88,34.41,0.36,39.06,18.17,1.4
RGS,352.11,448.17,1027.91,1430.32,380.41,117.74,99,99,98,74,23.83,0.65,24.11,14.94,0.59
DSY,350.64,350.64,296.22,145.39,92.05,92.52,99,93,16,17,3.7,0.29,4.32,6.37,0.54
NOVV,350.21,350.21,311.87,174.7,97.78,93.34,99,96,35,20,37.0,1.0,28.59,16.06,0.0
NEON,350.19,350.19,348.72,288.75,165.37,149.37,99,98,93,90,8.13,0.64,8.1,3.56,0.08
COMM,342.79,349.93,349.48,292.85,112.93,141.96,99,98,72,88,6.87,1.0,5.47,2.59,1.18
SRRK,333.24,333.24,239.01,80.96,98.78,123.0,98,8,39,79,30.93,0.88,15.62,13.35,0.52
ASTS,331.02,371.33,478.3,696.38,413.92,126.42,98,99,98,81,26.98,0.68,27.45,12.36,0.38
KZIA,324.98,365.13,631.25,552.07,189.71,83.24,98,99,95,5,5.39,0.33,4.06,3.44,1.19
PSNL,312.64,346.96,392.16,364.5,126.84,162.11,98,98,84,92,5.13,0.78,5.25,2.64,0.67
PRTG,308.42,308.42,280.46,160.83,72.46,65.94,98,95,3,2,5.95,0.1,5.66,7.39,0.03
ADD,298.45,325.87,379.77,349.88,92.26,177.16,98,98,16,93,0.17,0.0,0.71,0.38,0.42
NUTX,291.28,291.28,285.47,220.2,58.4,90.38,98,97,2,9,22.1,0.47,21.96,13.85,1.04
WHLR,279.92,279.92,216.32,79.91,70.94,84.65,98,8,3,6,9.3,0.0,11.9,187.88,0.05
BOF,275.38,275.38,252.39,163.27,192.46,166.21,98,95,95,93,1.64,0.37,1.8,1.58,0.02
DOGZ,271.4,271.4,253.34,275.88,283.83,229.22,98,98,97,96,51.33,0.9,31.77,15.27,0.13
RAIL,269.44,269.44,247.23,172.78,124.75,122.85,98,96,83,79,14.23,0.97,10.3,5.14,0.51
TKNO,267.26,284.12,286.93,222.45,87.7,146.19,98,97,10,89,7.06,0.96,5.2,3.18,1.58
MNPR,266.87,266.87,139.44,136.42,310.1,271.97,98,91,97,97,16.21,0.47,5.46,3.85,0.6
NCNA,265.99,265.99,264.82,207.67,72.38,79.35,98,97,3,4,1.75,0.0,3.38,4.74,0.05
WLGS,263.5,263.5,226.9,141.78,133.88,177.76,98,93,87,94,3.16,0.98,1.48,0.82,0.19
CRVS,256.82,256.82,246.2,197.38,115.59,150.14,98,97,76,90,8.89,1.0,5.59,2.99,1.06
CLOV,255.49,258.91,258.91,241.72,156.2,99.38,98,98,91,34,4.05,0.94,3.34,1.66,0.39
