Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,497.55,542.23,578.49,568.43,264.06,116.5,99,99,98,70,118.5,0.97,99.06,42.94,1.01
3230,錦明,Technology,Electronic Components,417.25,429.16,423.17,363.21,135.79,105.51,99,99,83,56,57.4,1.0,42.48,20.28,1.62
6640,均華,Technology,Semiconductors,344.17,360.77,388.17,465.58,388.41,329.15,99,99,99,99,938.0,0.87,886.36,508.26,0.37
6442,光聖,Technology,Electronic Components,325.09,325.09,311.98,537.11,449.05,228.44,99,99,99,97,464.5,0.84,395.6,236.4,2.18
2543,皇昌,Industrials,Engineering & Construction,316.01,339.65,337.34,325.97,337.51,302.74,99,99,98,98,94.0,0.96,72.21,46.42,1.84
8937,合騏,Consumer Cyclical,Recreational Vehicles,290.9,322.55,292.99,266.68,127.16,110.25,99,97,78,63,80.9,1.0,57.59,31.57,1.14
4909,新復興,Technology,Electronic Components,270.79,295.43,339.57,305.62,338.51,340.16,99,98,98,99,154.0,0.76,138.2,92.05,0.89
8374,羅昇,Industrials,Industrial Distribution,267.74,285.11,339.55,438.98,335.22,90.95,99,99,98,21,128.0,0.78,136.45,69.48,0.24
4583,台灣精銳,Industrials,Specialty Industrial Machinery,267.48,267.48,278.16,260.21,109.28,103.59,99,97,65,53,751.0,0.98,545.32,322.2,1.09
6535,順藥,Healthcare,Biotechnology,254.37,254.37,270.66,227.09,278.91,309.03,99,96,98,98,318.0,0.95,258.37,188.01,0.79
3081,聯亞,Technology,Semiconductor Equipment & Materials,253.72,253.72,233.98,160.06,113.64,131.14,99,92,69,81,380.0,1.0,195.25,149.03,0.19
3167,大量,Industrials,Specialty Industrial Machinery,249.3,249.3,230.35,159.72,117.11,137.97,98,92,72,85,168.0,1.0,99.62,69.68,0.24
3450,聯鈞,Technology,Semiconductor Equipment & Materials,247.79,247.79,238.5,240.92,194.43,149.51,98,97,95,88,228.0,1.0,160.44,101.01,1.7
4903,聯光通,Technology,Communication Equipment,246.28,250.13,235.2,147.58,123.7,101.75,98,89,76,49,52.5,0.97,31.62,22.83,2.43
5443,均豪,Technology,Semiconductor Equipment & Materials,238.78,277.82,311.43,309.78,213.83,188.4,98,98,96,95,135.0,0.84,129.86,74.85,0.31
2424,隴華,Technology,Consumer Electronics,232.11,232.32,211.64,179.31,81.22,112.72,98,94,12,66,81.5,1.0,48.78,34.56,0.7
2467,志聖,Industrials,Specialty Industrial Machinery,230.47,245.31,246.62,274.47,249.12,249.3,98,97,97,97,236.5,0.93,211.23,146.46,1.6
4562,穎漢,Industrials,Specialty Industrial Machinery,225.06,241.7,290.47,352.39,339.46,101.93,98,99,99,50,59.4,0.68,69.2,38.48,0.16
6223,旺矽,Technology,Semiconductor Equipment & Materials,224.99,227.73,241.96,236.86,199.29,174.29,98,97,95,93,795.0,0.97,711.63,466.92,0.55
