Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DFSC,3365339.26,16447032.77,11489057097.23,8777579120.07,1070713.69,95.36,99,99,99,6,3.38,0.06,6.69,8.99,0.07
KLTO,45652.58,45652.58,39744.12,10316.8,96.09,91.31,99,99,6,4,0.75,0.33,1.15,0.55,0.14
ASST,2995.02,5431.67,13373.8,11013.78,757.81,135.96,99,99,99,95,4.42,0.32,4.64,2.41,0.33
BMGL,1695.3,1695.3,1440.38,852.28,108.27,97.1,99,99,86,43,1.98,0.19,2.3,3.33,0.05
BNC,972.37,972.37,624.96,112.25,131.02,117.11,99,90,94,92,27.32,0.42,15.78,9.89,0.7
SPRO,715.96,715.96,693.67,519.39,83.03,91.6,99,99,2,4,1.87,0.53,2.49,1.37,0.31
MFI,696.69,696.69,647.42,469.91,129.62,121.78,99,99,94,93,37.3,0.75,33.78,13.16,0.25
BGLC,534.92,534.92,469.72,246.08,130.64,109.33,99,98,94,88,5.63,0.39,5.0,3.61,0.01
BSGM,513.46,592.64,784.17,762.17,206.86,489.76,99,99,98,99,5.18,0.44,5.9,2.74,0.44
LVWR,479.24,479.24,425.37,277.36,60.97,96.71,99,98,1,7,4.06,0.47,4.13,3.68,0.5
NNNN,471.56,471.56,433.19,271.05,126.06,97.1,99,98,93,43,49.86,0.95,39.97,19.8,0.55
SGN,431.56,431.56,390.09,239.02,80.55,493.9,99,98,2,99,1.55,0.04,1.44,2.32,0.03
HAO,391.52,507.35,1888.11,1593939.76,1539492139.04,214255.8,99,99,99,99,1.19,0.25,1.28,1.13,0.2
SY,377.22,377.22,351.83,218.51,115.44,108.99,99,98,90,88,4.05,0.65,3.8,1.59,0.28
UPXI,360.08,436.05,1371.54,1475.21,513.92,273.54,99,99,99,98,7.93,0.44,6.21,5.76,0.98
ETHZ,359.48,359.48,266.01,112.75,162.91,661.65,99,90,97,99,3.3,0.26,2.73,1.8,5.8
TNGX,345.88,345.88,339.26,229.97,61.15,57.02,99,98,1,1,6.9,0.54,6.11,3.43,0.7
LIDR,339.6,339.6,292.0,129.93,127.01,127.41,99,95,94,94,2.73,0.57,1.85,1.15,0.2
SXTC,323.98,386.58,1043.13,19939.16,19939.16,78.35,99,99,99,2,1.57,0.24,1.68,1.49,0.29
KIDZ,319.62,432.22,1068.43,916.47,229.28,97.1,99,99,98,43,1.28,0.03,2.43,2.74,0.36
GNS,310.97,310.97,298.66,247.53,91.28,101.81,99,98,4,82,1.01,0.58,1.04,0.63,0.15
NKTR,304.86,304.86,277.74,198.0,91.17,93.28,99,98,4,5,27.03,0.88,22.55,15.31,0.52
KWM,299.5,299.5,294.09,242.5,105.41,97.1,99,98,48,43,1.96,0.07,3.83,3.54,0.31
TGEN,295.65,308.46,312.14,283.49,257.1,242.63,99,98,98,98,9.09,0.93,7.86,3.78,0.64
CTMX,292.98,351.14,438.48,421.15,133.21,90.36,99,99,95,4,2.12,0.66,2.29,1.38,2.22
FMST,290.5,324.31,352.24,332.92,98.75,80.44,99,98,7,2,2.96,0.49,2.93,1.85,0.66
LIXT,281.82,281.82,259.68,148.86,129.56,139.65,99,96,94,95,3.41,0.63,3.1,2.01,0.05
BGL,279.49,279.49,272.8,219.73,105.41,97.1,99,98,48,43,10.6,0.01,26.43,26.43,0.62
CELC,277.55,277.55,228.48,112.17,93.34,85.51,99,90,5,2,52.42,1.0,26.21,15.26,0.71
ANTE,274.34,274.34,248.28,326.04,303.83,170.71,98,98,98,97,2.81,0.81,1.46,0.79,31.62
MRM,272.27,282.73,274.72,305.34,114.68,189.62,98,98,90,97,1.77,0.25,1.54,1.33,2.64
GPUS,258.03,416.44,1173.22,1118.9,263.99,92.67,98,99,98,4,0.59,0.0,1.17,3.61,0.3
KUKE,257.47,345.34,1555.91,56783.39,31174.78,98.34,98,99,99,79,1.73,0.36,2.57,1.88,0.43
PAPL,249.3,249.3,183.63,67.07,77.7,74.72,98,1,2,1,4.28,0.21,3.0,6.12,0.03
SLDP,246.8,246.8,229.08,167.21,119.18,117.62,98,97,92,92,4.78,0.87,3.2,1.78,0.92
BSLK,246.77,246.77,131.61,374.39,566.53,175.47,98,99,99,97,8.26,0.09,3.55,5.99,0.08
PHOE,246.51,246.51,232.93,166.5,105.07,97.1,98,97,13,43,7.6,0.54,7.99,6.12,0.08
TMC,240.13,269.65,334.48,340.15,234.11,142.94,98,98,98,96,4.86,0.56,6.25,3.06,0.63
CRWV,239.99,272.96,296.65,295.6,146.45,97.1,98,98,96,43,93.99,0.4,132.93,102.67,1.81
ROMA,239.04,260.93,321.84,319.12,196.37,145.55,98,98,97,96,2.65,0.58,3.14,1.62,0.03
IMCC,235.12,236.69,234.35,205.41,115.14,119.37,98,98,90,92,2.31,0.2,2.8,2.33,0.5
ARTL,229.21,229.21,219.32,178.06,102.62,102.61,98,97,10,83,9.35,0.19,11.48,7.69,0.03
OKLO,226.46,233.99,236.07,202.81,283.64,319.51,98,98,98,98,70.38,0.83,65.82,39.3,0.76
FAAS,225.8,252.33,253.05,227.44,121.3,136.75,98,98,92,95,0.29,0.05,0.45,0.51,0.6
IDAI,218.02,239.02,376.85,4662.69,3646168.72,635363.02,98,99,99,99,3.03,0.35,2.75,2.21,0.81
ALMU,215.21,224.64,248.17,241.13,255.2,247.81,98,98,98,98,19.79,0.8,18.06,10.35,0.53
CTEV,212.57,212.57,206.08,197.53,360.55,233.6,98,98,98,98,72.16,1.0,48.35,26.16,0.9
NWGL,210.66,210.66,200.3,171.96,121.62,92.81,98,97,92,4,1.4,0.1,1.28,1.36,0.08
ZEO,209.03,211.32,211.32,210.65,255.29,243.54,98,98,98,98,2.11,0.39,2.6,2.12,0.29
COMM,207.97,207.97,192.08,144.32,109.62,122.7,98,96,87,93,15.61,0.99,9.87,6.32,0.68
PGY,205.49,205.49,203.49,177.73,133.32,104.6,98,97,95,84,33.76,0.99,26.56,15.27,1.23
ELPW,203.23,252.34,317.69,360.66,239.39,81.34,98,98,98,2,0.32,0.0,2.24,2.23,1.42
CGTX,202.56,202.56,158.53,101.24,128.65,128.14,98,11,94,94,2.81,1.0,0.76,0.55,1.75
SWIN,202.33,202.33,193.97,163.45,117.58,105.75,98,97,91,85,3.73,0.67,3.6,2.24,1.51
ATAI,202.31,202.31,198.17,156.01,142.22,143.36,98,97,95,96,4.57,1.0,3.21,2.02,1.41
PRME,201.4,201.4,189.57,136.12,80.25,88.52,98,95,2,3,3.55,0.66,3.46,2.64,0.67
DGXX,201.09,205.69,206.29,181.61,171.25,178.0,98,97,97,97,2.51,0.58,2.81,1.98,0.43
PRCH,200.59,210.14,232.23,250.83,304.63,390.39,98,98,98,98,16.63,1.0,13.12,7.74,0.94
TOI,200.09,214.38,289.96,460.15,482.73,200.93,98,99,98,98,3.79,0.88,3.22,1.72,0.83
MSGM,198.25,223.94,349.42,372.3,204.76,110.52,98,99,97,89,2.93,0.7,3.12,1.98,0.3
SLGL,197.99,197.99,190.48,185.29,559.29,411.36,98,98,99,98,22.67,0.86,11.0,7.86,3.7
RLMD,195.09,211.52,257.49,256.84,113.05,115.27,98,98,89,91,0.63,0.11,0.63,0.74,0.4
TIL,193.97,197.02,195.59,165.74,99.32,336.6,98,97,8,98,26.99,0.21,26.99,22.8,0.29
CRCL,193.32,193.68,193.26,172.46,105.41,97.1,98,97,48,43,135.04,0.29,180.93,174.11,0.53
SPWH,192.95,204.08,225.58,231.53,110.96,111.55,98,98,88,89,2.91,0.61,3.41,2.31,0.45
IREN,192.53,192.53,187.7,154.3,140.2,148.81,98,97,95,96,21.43,1.0,16.16,11.15,1.08
SUPX,192.13,192.13,172.71,257.86,245.82,106.89,98,98,98,86,42.84,1.0,16.59,9.12,1.22
PTHS,189.47,189.47,174.09,163.31,368.98,240.81,98,97,98,98,22.5,0.76,18.47,14.04,0.05
BURU,187.98,194.06,196.48,175.1,151.44,170.65,98,97,96,97,0.17,0.03,0.29,0.31,1.52
PLAG,187.35,187.35,180.14,133.36,144.91,177.76,98,95,96,97,1.85,0.35,1.45,1.94,0.29
ADCT,187.33,194.76,195.39,179.32,97.94,92.04,98,97,7,4,3.18,0.81,3.0,2.2,1.5
APM,187.04,187.04,159.22,128.14,178.58,120.27,98,95,97,92,2.64,0.57,1.37,1.1,1.08
VTYX,186.67,188.27,187.08,159.55,97.97,105.87,98,97,7,85,2.74,0.78,2.64,1.99,0.35
NBIS,185.67,186.94,186.68,168.91,185.0,182.54,98,97,97,97,68.98,0.89,55.27,36.44,0.86
BBAI,182.96,185.86,186.81,166.84,325.05,315.67,98,97,98,98,5.5,0.5,6.32,4.38,0.37
SORA,182.64,212.72,252.42,236.72,121.88,97.1,98,98,92,43,5.6,0.33,6.14,5.68,1.81
LXRX,182.3,182.34,187.83,187.83,118.55,80.71,98,98,92,2,1.19,0.5,1.03,0.78,0.37
DAVE,180.28,198.82,227.61,223.35,210.89,228.08,98,98,98,98,199.0,0.67,218.56,134.48,0.51
HOOD,179.07,182.26,183.5,175.98,175.9,177.71,98,97,97,97,109.32,0.94,98.37,59.66,0.87
SYM,178.32,180.47,180.24,154.06,116.3,133.38,98,96,90,95,46.23,0.63,46.66,31.25,0.87
CEP,178.19,212.11,370.87,371.28,227.05,98.97,98,99,98,80,25.65,0.39,29.94,19.99,0.43
SKYE,178.02,178.22,176.83,157.54,79.79,94.6,98,97,2,5,3.29,0.36,3.56,2.98,0.46
PCLA,176.54,176.54,166.09,127.53,170.44,155.35,98,94,97,96,0.46,0.01,1.06,1.88,0.03
VSAT,173.82,173.82,161.95,131.37,119.83,93.09,98,95,92,5,27.93,1.0,18.03,11.52,1.32
IOBT,173.31,173.31,163.22,145.35,117.64,87.52,98,96,91,3,1.74,0.62,1.7,1.16,0.4
MGRM,171.65,171.65,163.32,129.56,126.83,103.58,98,95,94,83,5.45,0.88,4.5,3.05,0.17
PRZO,171.23,173.84,173.84,152.54,365.46,365.85,98,96,98,98,1.43,0.42,1.52,1.23,0.36
KOD,170.35,170.35,155.32,123.55,185.66,251.2,97,94,97,98,10.2,0.89,6.18,5.51,1.21
RKLB,169.82,171.21,171.18,157.04,243.0,272.09,97,97,98,98,44.38,0.85,40.51,27.43,0.83
AGAE,169.57,191.67,225.95,227.54,138.19,95.94,97,98,95,6,1.38,0.24,1.97,1.41,0.71
PPIH,168.53,168.53,161.66,144.04,114.37,124.87,97,96,90,94,30.38,1.0,23.88,16.51,2.61
ASM,166.93,174.7,200.67,214.8,191.01,113.41,97,98,97,90,4.04,0.93,3.66,2.16,0.97
COGT,166.5,166.5,157.19,120.09,86.1,102.24,97,93,3,82,12.12,0.96,10.27,8.02,0.38
CFSB,165.96,172.38,170.96,163.51,118.82,103.72,97,97,92,84,13.92,0.99,13.82,9.46,0.26
UUUU,165.16,165.16,157.64,131.08,93.42,126.96,97,95,5,94,10.58,1.0,7.93,5.83,1.67
CAR,164.94,171.31,183.48,180.58,110.77,110.45,97,97,87,89,155.49,0.66,169.46,110.06,0.98
DOMO,164.63,167.01,167.7,152.19,112.66,102.68,97,96,88,83,14.15,0.75,14.62,10.06,0.83
OWLT,163.63,166.52,169.47,160.35,101.82,105.93,97,97,10,85,7.53,0.72,7.88,5.4,0.67
MEGL,163.53,174.44,232.28,790.89,1036.17,167.5,97,99,99,97,1.38,0.59,1.53,1.14,0.06
LMFA,162.89,168.08,166.87,150.83,83.51,101.04,97,96,2,82,1.37,0.08,2.33,2.05,0.21
LWLG,162.64,162.64,157.72,110.78,70.49,108.08,97,89,2,87,2.39,0.48,1.8,1.7,0.77
CHGG,161.8,166.78,166.78,151.0,97.17,101.21,97,96,7,82,1.2,0.34,1.33,1.3,0.67
THM,161.45,161.45,159.91,160.71,148.94,102.93,97,97,96,83,1.41,0.98,1.08,0.71,2.03
SUGP,161.05,166.96,167.48,124.57,101.12,118.75,97,94,9,92,4.35,0.02,6.97,9.49,0.76
