Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,3077.81,3756.26,3568.18,93.19,71.31,90.76,99,38,9,25,44.11,0.79,18.96,5.7,0.06
WGS,1262.65,1371.44,1289.64,794.56,689.51,549.06,99,99,99,99,73.39,0.87,52.51,27.72,1.47
SEZL,1070.55,1125.24,710.02,590.19,359.69,313.32,99,99,98,97,427.21,0.99,187.58,102.61,2.06
FCEL,824.52,824.52,45.72,46.1,64.06,78.42,99,4,6,12,6.68,1.0,0.5,0.78,0.06
WLGS,652.93,652.93,553.96,281.11,84.45,110.16,99,98,18,64,4.2,1.0,1.99,0.95,0.47
MNPR,619.88,619.88,1031.62,203.02,146.72,215.4,99,96,89,95,16.66,0.49,7.84,4.47,0.06
DOGZ,553.94,666.28,726.48,415.91,262.46,138.26,99,99,97,85,38.44,0.66,36.19,17.22,0.32
LENZ,551.33,551.33,466.31,588.61,614.29,743.7,99,99,99,99,35.75,1.0,25.18,17.71,1.0
FTEL,548.16,808.08,905.65,611.69,1173.25,414.79,99,99,99,98,30.5,0.78,20.45,14.95,0.47
NXL,508.0,597.94,453.65,182.48,445.69,467.62,99,95,99,98,3.34,0.87,1.34,1.14,1.25
SMR,470.14,470.14,376.5,227.35,299.29,170.27,99,97,98,91,23.49,0.96,14.18,8.97,1.58
ASTS,445.69,470.29,615.65,912.53,695.47,68.57,99,99,99,8,24.76,0.62,25.91,13.26,0.82
LUMN,445.43,445.43,418.57,493.55,460.21,90.58,99,99,99,25,10.12,1.0,6.66,3.14,1.37
CAPR,429.98,432.07,485.24,417.93,131.99,137.27,99,99,83,85,19.54,0.87,14.11,7.31,0.19
SMMT,429.29,429.29,544.45,818.49,419.71,241.74,99,99,98,96,21.77,0.66,20.9,10.13,0.35
RAIL,408.26,414.48,400.33,389.49,125.16,129.77,99,98,79,81,15.71,1.0,11.64,5.66,1.49
APP,401.13,413.27,277.5,219.5,209.9,238.26,99,97,96,96,286.43,0.99,143.14,90.75,2.01
ROOT,382.39,397.96,355.32,314.2,737.7,886.7,99,98,99,99,81.3,0.98,45.1,48.44,1.41
WULF,376.77,376.77,286.68,248.66,307.41,205.48,99,97,98,95,8.82,1.0,5.21,3.61,1.54
SGMO,369.67,385.24,317.3,176.86,165.78,180.68,99,95,92,93,2.7,0.93,1.2,0.8,1.07
INSG,357.67,357.67,481.7,455.08,358.68,118.54,99,99,98,74,19.66,0.99,17.59,9.28,1.1
LBPH,347.66,353.99,373.8,373.92,328.54,415.4,99,98,98,98,59.77,1.0,44.54,29.55,0.26
CRVS,345.04,392.52,423.47,310.24,182.94,144.16,99,98,94,87,9.56,1.0,6.47,3.31,0.81
ASPI,339.14,369.14,323.47,142.56,473.69,449.65,99,90,99,98,8.27,0.93,4.01,3.56,1.3
MSTR,326.48,326.48,288.55,250.53,340.12,443.12,99,98,98,98,340.0,1.0,187.38,147.01,2.73
