Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,325.14,329.61,335.85,328.67,176.83,104.24,99,99,97,64,118.5,0.97,99.06,42.94,1.01
3230,錦明,Technology,Electronic Components,272.36,272.36,260.61,212.13,129.59,108.57,99,98,91,74,57.4,1.0,42.48,20.28,1.62
8937,合騏,Consumer Cyclical,Recreational Vehicles,233.96,233.96,223.25,186.55,99.19,100.45,99,98,54,47,80.9,1.0,57.59,31.57,1.14
4510,高鋒,Industrials,Specialty Industrial Machinery,233.4,238.86,238.69,206.62,99.1,99.83,99,98,54,44,38.7,0.59,44.47,24.36,0.42
8374,羅昇,Industrials,Industrial Distribution,232.35,253.04,290.85,313.48,188.72,94.71,99,99,98,13,128.0,0.78,136.45,69.48,0.24
2070,精湛,Industrials,Specialty Industrial Machinery,211.11,211.66,209.11,175.54,104.1,103.43,99,97,66,61,94.5,0.75,85.27,49.24,0.53
3073,天方能源,Technology,Semiconductors,206.62,219.33,223.68,216.32,123.4,103.49,99,98,87,61,71.6,0.54,82.4,49.06,0.2
5364,力麗店,Consumer Cyclical,Lodging,197.28,197.28,192.96,168.78,87.93,90.0,99,97,13,3,40.3,0.76,39.07,23.77,0.19
2524,京城,Real Estate,Real Estate—Development,193.47,194.75,195.28,187.57,134.73,108.82,99,98,92,74,86.8,0.53,109.37,61.82,0.37
3535,晶彩科,Technology,Computer Hardware,192.27,209.0,235.19,236.37,147.14,106.96,99,99,95,71,52.4,0.55,67.02,38.93,0.24
5443,均豪,Technology,Semiconductor Equipment & Materials,191.74,197.87,201.28,192.09,152.65,146.76,99,98,96,97,135.0,0.84,129.86,74.85,0.31
4583,台灣精銳,Industrials,Specialty Industrial Machinery,190.57,190.57,181.0,146.87,107.94,101.9,98,95,73,55,751.0,0.98,545.32,322.2,1.09
1540,喬福,Industrials,Specialty Industrial Machinery,190.47,190.75,189.99,169.48,102.29,99.62,98,97,62,43,40.45,0.72,42.58,25.86,0.24
5345,天揚,Technology,Electronic Components,187.55,205.14,226.08,218.69,121.02,89.0,98,98,85,3,26.55,0.58,29.74,17.91,0.13
4562,穎漢,Industrials,Specialty Industrial Machinery,186.31,203.22,236.43,267.91,219.58,98.33,98,99,99,34,59.4,0.68,69.2,38.48,0.16
9906,欣巴巴,Industrials,Engineering & Construction,183.91,189.59,192.08,188.88,120.34,114.68,98,98,85,83,138.5,0.54,180.32,105.18,0.24
6640,均華,Technology,Semiconductors,183.15,189.53,200.46,200.75,218.14,193.82,98,98,99,98,938.0,0.87,886.36,508.26,0.37
