Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,3151.3,3256.08,3189.25,93.19,71.31,90.76,99,36,9,25,47.39,0.96,11.24,3.8,0.22
WGS,1051.39,1051.39,801.08,794.56,663.41,342.59,99,99,99,98,83.2,0.99,45.7,24.8,2.59
FTEL,791.71,905.65,631.27,579.66,1173.25,414.79,99,99,99,98,34.01,0.87,18.14,13.82,0.59
SEZL,707.27,710.02,634.31,521.68,290.98,313.32,99,99,98,97,229.64,1.0,164.67,93.0,1.1
DOGZ,641.51,685.28,681.26,363.37,262.46,138.26,99,98,97,85,50.06,0.87,32.37,15.5,0.23
CHSN,632.87,636.03,683.75,125.1,152.8,116.62,99,82,90,72,13.03,0.86,5.92,2.87,0.67
WLGS,553.96,553.96,458.88,206.21,84.45,110.16,99,96,17,65,3.46,1.0,1.54,0.84,0.17
ASTS,511.03,572.68,615.65,912.53,606.7,68.57,99,99,99,8,25.13,0.63,27.27,12.46,0.62
MNPR,492.1,1031.62,200.26,203.02,146.72,215.4,99,96,88,95,14.67,0.42,5.7,3.91,0.17
CAPR,474.36,485.24,461.18,245.5,131.99,137.27,99,98,83,85,21.36,0.97,11.8,6.71,0.28
LENZ,437.65,439.07,446.24,588.61,614.29,743.7,99,99,99,99,27.64,0.97,23.81,16.58,0.84
CRVS,405.9,423.47,377.78,304.88,158.74,161.77,99,98,91,91,8.8,0.99,5.68,3.02,1.21
RAIL,400.33,400.33,389.49,317.62,129.77,123.06,99,98,81,77,14.87,1.0,10.48,5.2,0.82
ATER,384.07,384.07,404.64,616.06,645.53,671.05,99,99,99,99,2.79,0.77,3.0,2.21,0.79
SMR,376.5,376.5,343.34,227.35,299.29,170.27,99,97,98,92,20.8,0.94,12.18,8.22,1.5
SMMT,372.15,469.49,544.45,818.49,419.71,241.74,99,99,98,96,18.65,0.56,19.75,9.47,0.65
INSG,366.94,428.22,481.7,402.63,358.68,108.2,99,99,98,62,17.65,0.88,16.96,8.67,0.87
WAVE,363.2,387.21,366.39,282.48,196.91,182.18,99,98,95,93,9.98,0.95,5.46,3.22,1.29
COMM,360.66,360.66,354.74,367.05,135.99,80.85,99,98,84,14,6.95,1.0,5.52,2.61,0.97
LBPH,343.26,364.24,373.8,373.92,328.54,415.4,99,98,98,98,59.7,1.0,40.68,28.15,0.38
NEON,340.47,369.51,430.33,631.28,166.4,104.87,99,99,92,57,7.66,0.59,8.18,3.59,0.14
LUMN,331.72,367.16,468.77,493.55,170.44,90.58,99,99,92,25,6.69,0.91,6.24,2.86,0.91
CLOV,330.44,330.44,359.41,300.4,198.24,87.25,99,98,95,20,4.05,0.94,3.35,1.68,0.45
JANX,328.18,328.18,287.06,294.76,618.86,533.02,99,98,99,99,55.95,0.85,47.68,40.26,0.9
NXL,324.79,361.31,252.07,182.48,445.69,467.62,99,95,99,98,2.28,0.75,1.0,1.04,0.88
LASE,311.17,382.65,925.9,1036.99,181.62,148.59,99,99,94,88,5.22,0.25,7.43,3.25,0.11
GEVO,301.76,351.67,376.9,193.85,69.49,65.04,99,96,8,7,2.55,0.73,1.62,0.94,0.72
LTBR,298.35,334.46,236.59,83.98,101.28,68.79,99,20,49,8,10.74,0.84,3.81,3.12,4.17
CVNA,298.18,301.16,285.34,260.28,526.22,415.86,98,98,99,98,207.31,0.99,171.15,115.06,1.97
NOVVU,296.55,297.37,314.02,319.81,94.18,98.49,98,98,37,47,41.0,1.0,32.01,16.84,0.0
