Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
RGC,8549.57,12426.3,35913.74,15795.47,1235.56,120.46,99,99,99,70,17.4,0.22,16.91,4.43,0.42
DFDV,1692.81,2880.29,4282.79,5989.97,707.33,95.51,99,99,98,37,22.57,0.53,20.2,6.02,0.59
SRM,1202.41,1391.59,1860.95,135.65,109.6,74.69,99,84,43,8,6.73,0.6,3.01,1.18,0.36
QUBT,1165.23,1615.31,1433.33,981.18,1417.8,2998.66,99,99,99,99,19.14,0.74,13.6,8.43,0.44
BSGM,1093.71,2240.54,1774.71,810.39,280.3,310.24,99,99,96,97,6.31,0.54,5.22,2.05,2.45
DRUG,907.18,972.83,987.45,1930.08,3061.85,3756.26,99,99,99,99,26.58,0.47,28.9,32.4,1.0
KNW,889.58,951.54,839.34,589.95,1074.02,57.04,99,98,99,4,3.31,0.74,1.52,0.82,0.15
ASST,785.27,911.69,804.62,1547.0,82.1,53.55,99,99,13,3,6.05,0.45,5.47,1.9,0.19
NAKA,746.5,812.33,1077.37,1338.31,211.65,103.51,99,99,94,50,12.35,0.48,13.29,4.39,0.12
QBTS,686.24,715.41,885.7,1045.0,628.44,843.99,99,99,98,99,16.39,0.85,14.04,7.14,0.52
AEVA,675.79,749.67,851.5,693.82,218.08,144.6,99,99,94,84,30.92,0.81,20.07,8.31,1.07
GITS,656.57,957.97,407.75,805.44,968.1,104.63,99,99,99,51,2.73,0.67,1.65,1.09,0.09
TGEN,632.5,692.34,692.34,447.4,373.7,260.35,99,98,97,96,8.73,0.95,5.26,2.6,0.43
RGTI,619.48,662.3,673.17,828.66,1227.28,1991.6,99,99,99,99,13.51,0.66,11.56,8.21,0.58
DBVT,617.46,678.85,629.61,883.43,658.95,371.6,99,99,98,97,11.0,0.95,9.46,4.95,0.15
NUTX,611.03,694.34,745.21,1291.89,916.67,269.52,99,99,99,96,115.7,0.64,134.11,68.41,5.35
JL,568.7,611.96,909.92,942.9,1047.59,754.01,99,99,99,98,6.31,0.98,5.02,3.29,0.52
SEZL,560.35,615.08,616.31,500.53,432.76,1183.31,99,98,98,99,166.09,0.91,116.51,61.56,0.81
ABVC,557.53,602.14,346.03,291.82,184.59,73.98,99,97,92,8,4.68,0.99,1.79,0.92,1.88
VBIX,536.12,536.12,730.7,1158.25,1003.1,1351.91,99,99,99,99,4.95,0.56,4.96,5.15,0.95
IDAI,535.07,563.22,521.53,491.19,1258.97,1979.33,99,98,99,99,3.11,0.36,2.28,1.78,1.84
YI,516.58,547.9,618.14,1418.12,1262.02,91.93,99,99,99,32,7.53,0.67,7.89,4.82,0.08
LICN,505.89,547.39,596.34,5200.34,1269.88,130.96,99,99,99,78,4.14,0.62,4.51,2.49,0.01
MVST,487.53,530.78,837.07,780.19,662.7,617.46,99,99,98,98,3.36,0.72,3.38,1.78,0.55
MFI,469.09,798.2,810.63,319.97,99.47,117.72,99,97,31,67,4.0,0.63,2.41,1.15,0.44
AREN,450.54,516.62,529.99,1037.63,227.95,146.04,99,99,95,84,6.2,0.61,5.95,2.54,0.55
GRYP,435.85,446.34,362.79,317.59,44.46,69.47,99,97,3,6,1.31,0.91,0.94,0.56,0.48
ROMA,433.54,433.54,467.72,556.82,143.55,126.8,99,98,84,75,3.66,0.97,2.6,1.25,0.71
HYPD,432.37,562.73,562.73,132.21,15.56,46.96,99,83,1,2,10.79,0.09,4.18,11.35,0.17
MNPR,429.05,429.05,500.77,806.16,1363.0,1031.62,98,99,99,99,40.44,0.77,36.22,28.75,1.35
SY,426.95,438.84,348.44,104.66,118.29,94.34,98,44,66,35,4.34,1.0,1.37,0.99,3.52
NEON,417.17,474.27,442.78,341.94,311.27,403.46,98,98,97,98,25.18,0.9,14.82,9.93,0.87
NXTT,405.7,405.7,473.88,237.92,126.41,125.96,98,96,74,74,2.48,0.4,1.74,1.44,0.04
DAVE,405.65,475.69,448.16,380.43,336.31,485.81,98,98,97,98,244.99,0.85,197.64,108.04,1.15
CNVS,402.03,402.03,303.55,228.14,328.46,359.38,98,96,97,97,7.05,1.0,3.83,3.28,2.12
