Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
QMMM,65002.0,65002.0,12026.0,243.13,141.44,94.29,99,98,95,5,119.4,0.58,31.3,8.59,0.2
KLTO,5519.26,11506.05,60585.31,52786.33,1017.88,103.92,99,99,99,81,0.46,0.17,0.78,0.57,0.47
ABVE,2163.77,2163.77,2160.49,1818.17,370.47,131.34,99,99,98,93,1.63,0.4,1.81,1.05,0.46
BSLK,1777.84,1777.84,1325.77,346.07,558.44,418.99,99,98,98,98,4.11,0.1,4.41,5.55,0.03
SOGP,1286.03,1286.03,1143.03,334.47,123.08,124.14,99,98,93,92,20.27,0.55,11.95,4.73,0.02
ANPA,1063.68,1063.68,953.57,505.87,100.0,100.0,99,99,45,43,29.44,0.53,34.9,30.67,0.19
HYPD,924.26,1189.83,1385.93,1361.05,139.99,55.93,99,99,95,1,9.57,0.19,8.35,5.2,0.95
VOR,824.56,911.92,911.92,615.08,156.08,189.59,99,99,96,97,33.62,0.61,39.16,23.94,0.38
BGLC,815.91,815.91,753.47,609.28,128.61,127.89,99,99,94,93,5.65,0.39,5.45,3.89,0.03
IBO,735.47,1072.91,1072.91,1057.15,703.14,146.52,99,99,99,95,0.66,0.06,0.63,1.03,0.49
NXTT,552.57,951.6,6447.19,35394.76,3306.98,254.96,99,99,99,98,22.52,0.0,209.53,273.21,0.44
CARM,547.68,719.0,1247.93,978.03,155.62,75.55,99,99,96,2,0.29,0.13,0.31,0.36,0.07
SUIG,525.9,525.9,500.07,345.61,117.27,120.84,99,98,91,91,3.93,0.43,5.18,2.76,0.42
NKTR,484.58,532.74,518.3,346.72,101.69,97.53,99,98,81,7,58.5,0.97,34.18,18.58,1.07
NNNN,470.72,571.21,586.6,532.38,146.97,111.22,99,99,96,87,34.94,0.63,45.5,23.48,0.14
IPDN,460.02,460.02,362.14,163.26,66.51,177.23,99,96,1,97,3.96,0.32,3.1,2.84,0.03
