Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TRON,1214.16,1389.46,2177.6,1860.95,109.6,74.69,99,99,23,5,6.97,0.62,6.5,2.02,0.16
ZEPP,833.38,845.41,473.38,157.38,116.39,85.87,99,94,82,9,24.85,0.98,7.94,4.16,0.39
ABVX,800.45,837.47,837.47,92.79,84.88,77.37,99,14,9,6,70.13,0.97,23.89,11.51,0.45
QBTS,751.33,785.14,862.18,1045.0,661.87,843.99,99,99,99,99,16.9,0.83,16.71,8.97,0.89
WBX,735.28,842.56,1161.85,1047.87,54.87,54.8,99,99,3,2,4.36,0.66,3.08,1.15,0.07
RGTI,639.08,656.21,782.03,828.66,1008.96,1991.6,99,99,99,99,15.44,0.76,13.34,9.79,0.46
VOR,572.05,572.05,311.22,332.05,116.14,157.52,99,98,81,93,2.07,0.76,1.38,1.02,0.09
MVST,475.45,500.02,536.19,837.07,662.7,617.46,99,99,99,99,2.89,0.61,3.52,2.1,1.34
XTKG,471.06,595.97,489.14,534.32,391.03,405.77,99,99,98,98,1.85,0.77,1.68,1.09,0.74
AREN,439.59,477.54,468.39,1037.63,644.12,179.92,99,99,99,95,6.75,0.67,5.83,3.12,0.27
SBET,438.63,448.81,720.83,1198.78,70.14,89.52,99,99,5,11,23.92,0.28,25.09,10.91,2.37
IDAI,411.4,458.81,535.07,563.22,869.19,1979.33,99,99,99,99,2.9,0.34,2.61,2.08,0.43
AMPX,405.22,405.22,408.07,288.59,227.14,214.6,99,98,97,96,8.06,0.92,5.45,3.22,2.62
PSIX,389.63,389.63,417.51,423.88,797.56,892.92,99,98,99,99,99.7,1.0,69.59,40.06,3.65
YYAI,385.39,437.23,352.34,103.73,103.73,58.53,99,75,19,3,4.75,0.33,1.64,1.56,0.07
PRCH,371.57,435.42,455.35,435.49,390.7,293.2,99,98,98,98,14.2,0.88,12.02,7.05,0.87
CTM,368.83,382.52,359.61,414.85,692.31,1086.43,99,98,99,99,1.28,0.47,1.18,0.9,1.47
BSGM,368.74,492.87,1531.03,2240.54,221.21,310.24,99,99,97,98,3.75,0.31,6.18,2.54,0.31
ANTE,360.28,360.28,232.89,201.6,323.72,143.44,99,96,98,91,2.34,0.81,1.07,0.68,1.64
QNTM,359.8,461.39,410.09,566.85,178.88,171.64,99,99,95,95,29.21,0.82,21.1,9.83,0.77
OKLO,359.71,401.09,425.38,530.81,430.16,389.72,99,99,98,98,75.32,0.89,62.18,36.82,0.68
SUPX,358.4,420.86,371.13,271.52,276.31,96.11,99,98,98,69,23.16,0.84,12.55,7.82,1.01
ALMU,352.8,392.47,418.59,456.82,326.85,347.35,99,99,98,98,20.61,0.84,17.73,9.54,0.62
IPA,350.1,350.1,371.93,322.33,80.4,72.46,99,98,7,5,2.0,0.84,1.33,0.67,0.69
ONDS,345.14,345.14,225.06,214.08,224.66,295.5,99,97,97,98,3.55,1.0,1.97,1.39,1.71
