Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DFSC,2794371907.65,2794371907.65,1350013034.12,36589278.13,85.69,83.69,99,99,3,2,7.96,0.09,6.78,13.08,0.25
ABTS,91654.34,157731.47,3983045.57,6607565.52,43113.77,127.95,99,99,99,92,4.47,0.52,3.91,1.74,0.07
GITS,19535.32,28649.36,553432.02,74492732334.03,19311082599.48,197.19,99,99,99,97,2.84,0.7,1.68,1.1,0.04
OMH,9670.56,13495.31,85452.94,112581.19,5731.56,96.05,99,99,99,5,1.5,0.37,1.99,1.12,0.01
ASST,8397.8,8397.8,6602.1,2505.2,173.29,128.19,99,99,96,92,6.86,0.51,5.6,1.93,0.32
KUKE,3789.28,6008.24,55887.77,53837.21,2805.76,83.84,99,99,99,2,3.0,0.65,3.45,1.63,3.24
SRM,1879.45,1879.45,1146.04,145.48,121.45,115.69,99,96,89,86,6.81,0.61,3.14,1.21,0.37
UPXI,1325.46,1325.46,1230.4,854.14,261.9,237.42,99,99,98,98,5.0,0.22,9.19,5.43,4.77
AREB,1235.36,1877.92,1963.95,818.69,79.31,115.12,99,99,2,85,1.38,0.0,2.0,32.37,0.34
MCTR,1016.33,1016.33,850.14,351.32,170.61,100.0,99,99,96,39,3.01,0.01,5.93,6.02,0.1
BULL,800.47,800.47,752.94,608.6,102.38,102.42,99,99,76,74,12.81,0.05,12.55,12.69,0.72
WBX,780.12,780.12,137.15,78.18,70.25,94.89,99,4,2,4,6.1,0.95,0.9,0.69,0.02
MNDR,779.47,1066.13,6409.18,9530.96,2372.47,59.15,99,99,99,1,1.15,0.44,1.31,0.87,0.62
GRYP,694.5,694.5,566.96,281.81,99.03,104.66,99,98,8,76,1.47,1.0,0.96,0.56,0.55
DEVS,562.14,562.14,478.8,239.95,76.4,100.0,99,98,2,39,0.34,0.13,0.42,0.49,0.01
WBUY,477.15,477.15,424.09,316.66,181.85,181.83,99,98,96,97,9.24,0.27,6.16,11.33,0.08
AREN,433.77,433.77,424.8,369.71,425.96,283.69,99,99,98,98,6.22,0.61,5.99,2.56,0.63
BMNR,405.56,405.56,187.57,100.0,100.0,100.0,99,48,41,39,46.01,0.32,28.82,28.82,1.19
NWTN,401.15,401.15,359.51,195.77,165.18,161.13,99,98,96,96,1.73,0.59,1.52,0.94,0.08
CTMX,395.37,395.37,349.99,218.38,91.87,92.22,99,98,4,4,2.6,0.85,2.11,1.2,0.61
CRCL,378.56,378.56,313.93,124.99,100.0,100.0,99,94,41,39,202.9,0.74,167.03,167.03,0.31
OCG,376.57,400.22,429.14,373.66,146.9,132.94,99,99,94,93,6.11,0.82,5.8,2.64,0.09
ABVE,373.23,373.23,367.83,303.67,116.48,79.23,99,98,87,2,1.55,0.6,1.18,0.69,43.72
MSGM,353.85,353.85,326.99,255.68,108.44,96.4,99,98,81,5,3.27,0.97,2.8,1.68,0.84
TOI,350.57,373.19,454.46,457.32,409.3,85.2,99,99,98,2,2.87,0.86,2.67,1.19,2.86
NVTS,330.38,330.38,289.66,156.03,148.19,121.13,99,97,95,89,6.26,0.72,4.97,3.25,0.34
HYPD,327.35,327.35,227.54,64.86,47.57,70.79,99,2,1,1,12.59,0.1,4.41,11.21,0.14
LYRA,326.06,326.06,273.21,117.93,93.27,97.54,99,93,5,6,9.06,0.21,9.65,9.68,0.06
MRM,318.93,318.93,308.65,176.83,80.2,163.07,99,97,2,96,1.35,0.17,1.28,1.55,0.01
FMST,318.39,318.39,292.24,176.43,65.72,99.55,98,97,1,7,2.85,0.46,2.86,1.85,0.39
ABVC,313.34,313.34,283.47,236.26,136.21,90.89,98,98,93,3,3.35,0.68,1.84,0.93,3.19
TDUP,301.72,304.31,303.24,272.87,274.58,164.78,98,98,98,96,6.83,0.77,7.06,3.16,0.89
ZYBT,293.08,293.08,296.49,267.87,105.39,100.0,98,98,79,39,6.7,0.29,8.15,6.34,0.1
SEGG,282.45,283.35,335.91,779.04,649.22,83.63,98,99,99,2,1.19,0.48,1.19,0.8,0.1
BTM,278.54,278.54,252.97,169.05,127.03,123.67,98,97,91,90,5.66,0.85,4.04,2.18,0.54
MEGL,276.98,293.62,421.25,987.5,694.37,117.11,98,99,99,87,1.56,0.7,1.5,1.0,0.01
INTZ,262.45,262.45,275.75,1370.87,3318.15,192.8,98,99,99,97,2.31,0.37,1.88,1.35,0.4
QUBT,254.85,254.85,242.73,327.82,2587.33,1594.81,98,98,99,99,19.18,0.74,13.84,8.53,0.33
IMNN,242.34,242.34,234.78,173.09,114.28,209.25,98,97,86,97,0.65,0.09,1.06,0.95,0.08
PRTG,241.97,258.16,309.32,308.41,257.26,417.08,98,98,98,99,6.12,0.41,7.46,5.9,0.13
SPWH,239.18,239.18,236.31,143.49,103.89,119.61,98,96,77,88,3.75,0.87,2.69,2.23,0.36
GSIW,238.19,238.19,215.94,140.19,118.34,239.55,98,96,88,98,1.63,0.11,1.02,0.81,3.15
NVFY,231.09,231.09,217.14,181.01,98.01,91.84,98,98,7,4,2.18,1.0,1.29,0.9,1.69
PRCH,229.49,229.49,229.64,240.07,397.41,351.54,98,98,98,98,13.31,1.0,10.28,5.81,0.91
CAPT,218.38,218.38,204.38,157.55,111.02,81.54,98,97,83,2,1.45,0.43,0.89,0.9,0.86
PHIO,218.36,218.36,208.03,328.04,320.21,91.82,98,98,98,3,2.44,0.26,2.15,2.26,0.09
BOWN,218.28,225.64,250.57,236.17,101.82,101.95,98,98,75,74,10.16,0.62,10.75,9.11,0.0
SURG,216.11,224.61,238.29,217.26,103.47,101.27,98,98,77,73,3.23,0.91,2.92,2.04,0.26
KWM,215.01,215.01,188.14,109.02,100.0,100.0,98,89,41,39,4.6,0.53,3.49,3.49,2.39
SBEV,214.57,214.57,187.85,131.71,94.77,120.85,98,95,6,89,3.71,0.13,4.23,6.3,0.17
ULY,213.39,213.39,195.76,183.38,103.16,74.94,98,98,77,1,8.47,0.31,7.04,6.55,0.09
SGBX,212.55,212.55,198.32,157.6,164.13,67.3,98,97,96,1,0.64,0.15,0.68,0.67,0.03
ARQQ,208.77,208.77,193.65,158.6,525.38,398.79,98,97,98,98,38.27,0.86,26.36,18.77,0.75
TZUP,204.29,204.29,199.48,197.7,105.21,135.97,98,98,78,94,10.77,0.84,7.57,5.13,3.49
APPS,204.24,204.24,192.85,227.6,229.5,177.99,98,98,97,97,5.4,0.66,4.82,3.26,0.64
NUKK,204.16,227.97,413.62,13241.83,255045.34,3736.73,98,99,99,99,8.78,0.15,13.84,12.97,1.14
NEPH,198.46,198.46,194.47,151.69,108.39,86.28,98,97,81,3,3.75,0.66,3.1,1.98,0.68
KNW,198.21,198.21,140.48,51.22,76.23,86.15,98,1,2,2,3.36,0.76,1.58,0.84,0.09
CISO,195.01,195.01,172.84,111.3,288.54,298.47,98,91,98,98,1.08,0.24,1.09,1.05,0.29
OKLO,193.97,193.97,182.25,186.68,327.02,325.68,98,98,98,98,55.45,0.8,46.83,30.47,0.55
VBIX,193.73,195.28,241.94,241.94,359.41,11083.12,98,98,98,99,4.93,0.56,4.94,5.15,4.87
NCPL,192.68,192.68,168.57,109.49,117.41,84.25,98,90,88,2,6.91,0.76,3.38,2.25,1.16
VEEE,191.44,191.44,181.46,151.25,118.2,114.09,98,97,88,85,2.32,0.04,2.51,3.82,0.02
GNS,190.78,190.78,156.05,91.48,98.17,90.06,98,9,8,3,1.58,0.6,0.58,0.58,2.12
MATH,190.68,190.68,181.56,173.46,183.73,103.45,98,97,96,75,3.79,0.9,3.0,1.83,0.52
NAK,189.62,189.62,194.19,189.12,177.23,150.64,98,98,96,95,2.18,1.0,1.25,0.78,4.61
SMR,186.49,186.49,174.51,130.3,220.99,232.29,98,95,97,98,36.02,0.8,30.43,22.11,0.64
BDMD,185.36,206.48,322.75,5203.23,10908.13,95.85,98,99,99,5,3.52,0.22,4.9,4.87,0.27
IMCC,184.3,184.3,163.48,113.06,128.07,120.39,98,92,91,89,3.44,0.44,2.48,2.24,0.39
FTEK,183.66,183.66,169.58,128.3,102.76,102.91,98,95,76,75,2.71,0.9,1.79,1.2,0.63
NAGE,183.5,183.5,179.34,170.36,195.75,194.14,98,97,97,97,11.79,0.78,11.49,7.26,1.17
BGL,183.38,183.38,144.47,100.0,100.0,100.0,98,48,41,39,30.89,0.1,63.39,63.39,1.14
XGN,183.12,183.35,183.78,171.94,172.85,154.22,98,97,96,96,7.0,0.87,6.72,4.52,0.75
OKYO,179.41,179.41,167.53,142.85,119.97,106.56,98,96,89,78,2.86,0.93,2.03,1.36,0.21
PSIX,178.64,178.64,161.07,145.45,208.79,216.61,98,96,97,98,68.39,0.86,46.82,33.18,1.05
SLXN,177.58,187.51,320.46,3290.79,112669.98,3963.85,98,99,99,99,0.83,0.05,0.91,1.1,0.87
DIST,177.1,177.1,163.71,106.58,103.33,102.64,98,88,77,74,28.0,1.0,18.06,12.87,
TVRD,176.85,177.35,179.13,176.91,174.43,117.91,98,97,96,87,22.67,0.56,26.14,16.48,0.3
