Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
3230,錦明,371.8,371.8,468.84,423.17,186.62,108.79,99,99,94,61,57.8,0.9,50.89,24.01,1.62
8937,合騏,328.91,328.91,322.55,287.76,156.48,93.45,99,98,90,34,103.0,1.0,72.44,37.16,0.72
2543,皇昌,323.15,367.75,367.75,337.34,315.94,337.51,99,99,98,99,91.1,0.94,69.11,42.37,0.35
6442,光聖,311.14,342.37,353.64,388.79,537.11,228.44,99,99,99,97,510.0,0.93,419.12,271.65,0.15
3450,聯鈞,278.58,280.92,268.13,240.92,204.39,149.51,99,97,96,87,254.0,1.0,196.06,115.68,1.45
3081,聯亞,274.07,274.07,253.72,233.98,113.64,131.14,99,97,70,80,367.0,0.95,272.99,169.27,0.07
8374,羅昇,267.88,275.03,298.36,438.98,348.68,90.95,99,99,99,28,136.0,0.84,138.35,78.52,1.2
4583,台灣精銳,261.37,277.01,293.28,278.16,126.17,103.9,99,98,78,54,800.0,0.94,688.59,370.76,0.86
8032,光菱,257.42,257.42,227.96,144.46,80.59,89.92,99,88,10,26,87.5,1.0,46.64,33.43,6.93
6640,均華,251.89,251.89,360.77,465.58,436.15,344.43,99,99,99,99,790.0,0.71,887.08,562.53,1.49
6609,瀧澤科,243.14,246.64,273.09,223.49,126.88,91.83,99,96,78,30,108.5,0.88,90.61,52.48,0.53
4562,穎漢,237.91,248.27,272.55,352.39,339.46,108.42,98,99,98,61,66.8,0.8,68.0,42.84,1.73
5314,世紀,237.27,237.27,205.53,235.33,536.53,1017.36,98,97,99,99,249.5,0.56,200.03,214.82,1.65
6535,順藥,235.0,285.04,299.43,270.66,236.24,309.03,98,98,97,98,347.0,0.88,298.22,211.94,1.1
2424,隴華,227.99,227.99,237.06,204.57,82.58,95.85,98,96,13,39,80.4,0.94,65.75,38.75,0.14
8080,印鉐,224.3,238.31,262.27,281.46,158.93,186.26,98,98,90,94,32.05,0.77,33.43,20.28,0.26
4909,新復興,215.48,216.24,295.43,339.57,288.79,340.16,98,99,98,99,132.5,0.64,145.17,101.04,0.39
4903,聯光通,215.01,222.15,250.26,217.73,147.58,101.75,98,96,87,51,50.2,0.89,39.29,25.53,0.78
3013,晟銘電,213.36,221.42,215.16,212.17,207.28,177.41,98,96,96,93,163.0,1.0,133.19,90.36,1.51
2467,志聖,213.09,216.4,245.31,274.47,271.2,249.3,98,98,98,97,233.5,0.92,222.49,159.7,0.98
3167,大量,212.89,216.54,249.3,230.35,118.47,137.97,98,97,74,83,152.5,0.87,123.67,78.03,0.73
3447,展達,211.9,211.9,198.18,104.33,78.21,77.18,98,63,7,4,88.6,1.0,50.9,38.02,0.55
5443,均豪,211.62,215.43,277.82,311.43,229.04,188.4,98,98,96,94,127.0,0.78,137.9,83.02,0.21
4991,環宇-KY,210.57,210.57,174.97,104.88,131.14,85.64,98,64,80,15,84.6,1.0,50.59,39.2,7.55
4569,六方科-KY,208.39,231.27,258.41,240.78,96.84,89.23,98,97,46,24,239.0,0.72,215.1,126.02,1.43
6223,旺矽,205.35,208.01,231.81,241.96,199.29,186.4,98,97,95,94,832.0,0.96,787.98,518.53,0.41
5438,東友,201.43,201.43,199.66,141.73,84.08,99.46,98,88,16,46,42.5,1.0,25.95,20.04,7.87
6231,系微,194.55,196.95,212.4,244.84,251.31,200.51,98,97,97,95,547.0,0.9,511.5,338.84,0.89
