Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
IMG,557.74,557.74,471.47,281.67,254.56,88.24,99,99,99,1,0.62,0.05,0.79,1.52,0.01
CAPR,336.35,336.35,299.74,161.73,145.7,144.11,99,98,98,97,18.49,0.82,14.92,7.51,0.48
SMMT,334.52,357.05,461.09,923.8,757.11,201.06,99,99,99,98,19.45,0.58,21.35,10.38,0.3
CRVS,272.8,275.67,277.34,238.77,140.77,143.4,99,99,97,97,8.52,0.87,6.75,3.41,1.62
SEZL,257.94,257.94,237.96,208.77,302.75,443.01,99,99,99,99,372.2,0.86,201.95,107.63,1.02
PSNYW,249.24,250.29,245.22,217.01,103.43,103.6,99,99,91,90,0.15,0.15,0.26,0.18,1.21
OMIC,243.19,243.19,208.15,140.5,105.72,132.13,99,98,91,96,22.75,0.97,15.32,12.52,0.03
WGS,218.83,218.83,212.53,309.75,489.72,473.46,99,99,99,99,73.73,0.88,55.23,28.81,1.19
XCUR,218.82,218.82,231.55,223.71,107.22,136.65,99,99,92,97,3.18,0.62,2.74,2.54,0.05
PLCE,212.9,212.9,193.28,147.55,98.36,104.29,99,98,3,90,14.02,0.38,13.34,11.44,0.05
LUNR,210.43,210.43,193.22,154.83,239.37,257.66,99,98,99,99,10.23,0.84,7.87,5.7,3.34
PEV,209.51,209.51,204.54,125.85,83.77,144.75,99,97,1,97,0.34,0.01,0.51,0.64,0.12
NXL,204.54,204.54,170.72,303.79,572.59,458.63,99,99,99,99,4.1,1.0,1.52,1.2,0.72
INSG,203.25,213.89,217.73,323.96,353.5,167.79,99,99,99,98,12.31,0.58,17.54,9.46,3.84
LUMO,195.23,197.43,195.98,154.15,97.57,101.07,99,98,2,89,4.33,0.96,4.0,2.97,0.33
ETON,193.7,193.7,184.33,148.16,98.37,122.64,99,98,3,95,10.46,0.98,7.29,4.67,1.09
EMKR,192.84,192.84,170.07,123.55,72.8,132.63,99,96,1,97,2.96,0.37,1.95,2.21,0.38
CSLR,191.43,203.3,225.97,410.63,465.6,142.56,99,99,99,97,2.24,0.7,2.33,1.46,2.36
CNFR,187.36,189.68,189.68,163.19,108.2,174.64,99,98,93,98,1.19,0.45,1.13,1.02,0.42
PCTTU,182.12,182.12,173.59,140.71,164.37,165.99,99,98,98,98,16.24,0.89,12.97,8.7,1.6
FTEL,180.53,180.53,167.72,356.28,474.78,408.92,99,99,99,99,28.2,0.72,21.35,15.34,0.52
KINS,177.02,183.09,195.27,192.34,153.19,160.25,99,99,98,98,10.8,0.85,9.79,6.29,1.67
SWIM,176.77,194.1,202.13,191.11,139.36,133.82,99,99,97,97,5.85,0.73,6.46,4.34,1.39
CLPT,176.48,189.72,192.13,188.15,117.2,140.02,99,99,95,97,11.24,0.74,12.03,8.28,2.19
YIBO,169.58,169.58,183.65,170.17,112.54,101.35,99,99,94,89,3.7,0.66,3.01,2.52,0.12
VRNA,168.7,173.14,177.91,180.84,123.4,123.89,99,99,96,96,35.37,0.84,32.59,21.5,1.0
JVA,165.47,165.97,171.6,174.93,150.92,154.1,99,99,98,98,3.07,0.84,3.04,2.03,0.52
QUBT,162.33,162.33,136.79,109.26,111.59,119.41,99,93,94,95,4.4,1.0,0.98,0.81,27.06
AXGN,162.23,170.58,174.33,174.58,119.94,154.08,98,99,96,98,12.47,0.7,13.79,9.8,0.94
CVNA,159.46,159.46,157.14,161.69,213.32,205.41,98,98,99,98,240.44,0.96,190.52,125.86,0.56
SKE,153.21,162.25,162.25,166.88,131.69,118.4,98,98,97,95,7.72,0.63,8.9,6.14,2.08
TLN,151.49,151.49,149.05,143.16,149.15,144.56,98,98,98,97,203.24,0.96,177.79,123.28,1.36
INOD,151.26,151.26,140.14,237.1,250.26,109.79,98,99,99,92,39.16,0.83,19.84,13.96,1.33
GNSS,151.17,151.58,153.52,155.5,127.88,128.58,98,98,97,96,3.88,0.95,3.63,2.56,0.51
APPS,151.04,178.69,186.0,179.44,94.74,105.28,98,99,2,90,1.4,0.01,2.87,2.63,1.24
AHR,150.89,151.74,151.68,146.58,114.56,104.21,98,98,95,90,26.22,0.95,25.24,17.72,0.85
PWM,150.32,150.32,137.72,114.15,91.49,104.32,98,94,2,90,1.21,0.28,0.84,1.04,0.3
SPRY,149.38,153.35,152.92,150.39,152.51,161.82,98,98,98,98,14.11,0.74,14.58,10.75,1.7
UNFI,148.08,148.08,143.87,134.5,122.41,103.57,98,98,96,90,21.45,0.95,19.0,14.37,0.65
YOSH,146.95,151.54,152.1,152.06,108.96,228.22,98,98,93,99,3.12,0.0,5.45,4.52,2.19
PRM,145.8,149.88,154.23,153.52,152.8,152.62,98,98,98,98,12.12,0.81,12.89,9.04,2.09
ECOR,145.4,145.4,134.3,105.38,105.91,114.9,98,92,91,94,13.6,1.0,8.78,6.98,3.73
JWEL,145.0,145.0,136.15,184.1,170.63,138.31,98,99,98,97,2.15,0.59,1.67,1.6,2.83
FLXS,142.35,142.35,137.74,124.62,155.73,188.45,98,97,98,98,55.79,0.9,48.05,38.68,0.63
CRDO,141.72,141.72,137.9,155.44,145.29,118.84,98,98,97,95,41.9,0.8,35.31,27.23,1.66
SMTC,140.95,141.08,138.98,127.28,172.19,159.21,98,97,98,98,47.33,0.85,44.63,34.59,0.78
BLND,140.8,142.88,147.35,148.69,133.72,194.17,98,98,97,98,4.38,0.9,3.76,3.08,1.02
MNOV,140.54,140.54,134.0,124.65,100.02,94.43,98,97,89,2,1.83,0.61,1.83,1.49,0.98
CLMT,139.35,140.43,139.37,115.31,104.89,113.91,98,95,91,94,20.49,0.84,19.5,16.62,0.43
IKT,138.98,138.98,127.54,98.04,125.74,231.87,98,3,96,99,2.36,0.64,1.82,1.79,0.18
SFM,138.54,138.54,136.74,134.72,136.6,133.73,98,98,97,97,141.83,0.96,117.43,85.62,1.34
VVOS,137.86,137.86,132.86,126.81,163.69,28397.71,98,97,98,99,3.12,0.03,2.79,3.05,0.13
AIRG,137.34,138.03,138.2,140.07,147.62,155.01,98,98,98,98,9.53,0.9,8.6,6.44,0.54
ULCC,136.92,136.92,125.62,90.27,134.81,157.83,98,2,97,98,6.73,0.74,5.61,5.62,0.69
FINW,136.45,136.45,134.52,131.73,107.63,118.83,98,97,92,95,17.69,0.99,15.75,12.01,0.34
DMAC,136.37,138.9,146.82,148.61,122.26,119.98,98,98,96,95,4.12,0.79,4.3,3.35,1.06
PAM,135.89,135.89,135.09,124.58,108.28,129.95,98,97,93,96,75.84,1.0,64.07,50.31,1.88
