Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,42103.24,42103.24,10485.48,107.48,88.65,130.33,99,64,11,84,48.52,0.87,17.19,5.27,0.09
TECX,2590.26,3823.34,31321.44,229309.26,27364.36,88.38,99,99,99,7,45.33,1.0,29.55,19.39,1.09
STEC,1490.08,1490.08,799.63,131.3,55.66,53.5,99,90,1,1,1.22,0.14,0.74,0.78,0.11
MIRA,1349.11,2113.38,7415.78,6371.67,514.15,110.56,99,99,98,64,1.69,0.26,1.36,1.21,0.47
GNLN,1110.1,1110.1,1041.9,666.67,127.08,112.69,99,99,84,68,2.36,0.03,4.37,5.15,4.36
CHSN,926.13,926.13,677.26,131.99,164.72,298.79,99,90,93,98,9.07,0.57,6.93,3.14,1.65
QH,782.81,782.81,666.5,306.57,74.46,100.27,99,98,4,36,1.36,0.74,1.24,0.84,0.0
CNEY,738.79,738.79,611.59,243.6,58.81,71.01,99,98,2,3,0.45,0.06,0.55,0.74,0.02
MNPR,693.06,693.06,353.62,128.39,309.98,290.57,99,89,98,97,15.73,0.46,7.26,4.32,0.06
CING,660.34,660.34,613.11,437.48,61.66,113.45,99,98,2,69,3.44,0.01,4.97,9.44,4.5
LASE,604.89,615.07,614.23,388.48,251.63,212.59,99,98,97,96,5.43,0.26,7.67,3.37,0.09
TWG,593.87,593.87,471.84,128.76,102.77,103.03,99,89,50,44,0.42,0.0,2.48,1.54,0.26
DUO,508.52,508.52,442.78,546.67,513.46,76.89,99,99,98,3,1.38,0.26,1.15,0.7,1.52
SRRK,493.42,493.42,375.98,92.97,98.98,124.98,99,21,38,81,28.95,0.8,18.37,13.82,0.31
VRAX,471.84,471.84,459.02,433.75,175.37,60.2,99,98,94,2,2.06,0.25,2.39,1.51,0.07
NOVVU,457.41,457.41,421.41,252.08,95.15,95.33,99,98,24,23,41.0,1.0,35.24,17.6,
IMG,444.26,444.26,383.51,266.87,222.17,88.15,99,98,96,7,0.69,0.06,0.85,1.55,0.05
LUMN,442.88,516.8,556.27,491.21,112.38,112.96,99,99,72,69,9.19,1.0,6.47,3.06,1.38
RGC,438.96,554.63,1047.6,893.83,210.95,66.46,99,99,96,2,7.25,0.34,6.0,5.96,0.16
DSY,422.34,422.34,371.62,184.19,90.11,93.18,99,96,12,15,3.53,0.27,4.34,6.12,0.33
GLMD,420.95,420.95,390.6,237.4,99.79,97.45,99,98,40,28,3.08,0.02,4.75,4.31,0.03
WHLR,419.75,419.75,314.16,111.23,75.73,125.12,99,72,4,81,7.6,0.0,12.12,172.11,0.08
