Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,32445.74,32445.74,7778.47,107.02,88.0,129.69,99,63,10,84,55.77,1.0,16.24,5.03,0.09
TECX,2782.5,4169.6,31320.49,229299.73,24549.98,88.19,99,99,99,7,44.85,1.0,29.03,19.24,1.7
MIRA,1470.55,2315.46,7417.04,6170.32,456.25,115.2,99,99,98,72,1.7,0.26,1.36,1.21,0.67
STEC,1318.7,1318.7,691.31,129.61,55.68,53.06,99,90,1,1,1.05,0.12,0.72,0.78,0.05
GNLN,1100.69,1100.69,1023.78,642.62,127.22,111.82,99,99,84,67,2.55,0.04,4.43,5.16,0.07
CHSN,876.37,876.37,630.59,124.0,165.69,295.9,99,87,93,98,10.0,0.64,6.78,3.1,0.6
QH,760.03,760.03,643.03,288.23,74.17,95.61,99,98,3,24,1.45,0.8,1.22,0.84,0.0
CNEY,712.21,712.21,583.56,226.8,58.11,65.39,99,97,2,2,0.41,0.04,0.54,0.74,0.02
CING,647.63,647.63,603.71,422.11,61.45,112.0,99,98,2,68,3.36,0.01,5.06,9.68,0.3
LASE,608.7,615.04,611.33,382.99,251.26,209.52,99,98,97,96,5.39,0.26,7.64,3.35,0.11
MNPR,606.97,606.97,307.95,130.27,312.88,289.96,99,90,98,97,15.78,0.46,6.99,4.25,0.1
TWG,568.03,568.03,445.1,124.67,102.81,103.01,99,87,50,45,0.42,0.0,2.49,1.54,0.63
DUO,493.23,493.23,430.46,546.29,507.21,75.45,99,99,98,3,1.13,0.19,1.13,0.69,0.09
VRAX,470.13,470.13,455.8,432.49,174.27,59.56,99,98,94,2,1.9,0.22,2.44,1.51,0.04
SRRK,469.0,469.0,354.33,83.07,98.72,122.71,99,10,37,80,29.63,0.83,17.97,13.75,0.51
RGC,465.99,581.7,1047.59,883.24,198.38,66.99,99,99,95,2,6.93,0.32,6.01,5.96,0.19
LUMN,457.07,526.08,556.27,480.97,105.7,112.9,99,99,58,69,9.02,1.0,6.39,3.02,2.81
NOVVU,450.76,450.76,413.76,241.96,94.79,95.4,99,98,23,23,41.0,1.0,34.66,17.46,
IMG,430.35,430.35,370.78,266.75,215.76,84.76,99,98,96,5,0.62,0.05,0.86,1.56,0.05
DSY,420.59,420.59,360.85,176.89,90.1,93.26,99,96,12,16,3.79,0.3,4.36,6.15,0.95
GLMD,416.03,416.03,384.14,228.04,99.77,97.28,99,97,40,28,3.1,0.02,4.75,4.32,0.03
GDC,400.59,440.32,487.5,479.67,111.78,77.72,99,99,71,3,1.37,0.1,3.51,1.98,0.24
WHLR,394.5,394.5,296.97,104.66,75.37,120.75,99,56,4,78,8.08,0.0,12.05,174.19,0.1
