Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
RGC,5373.36,6561.37,13704.21,37955.19,1538.08,111.24,99,99,99,81,12.97,0.17,19.72,5.65,0.21
WBX,922.15,1114.87,1299.11,62.91,59.39,69.23,99,3,2,2,4.83,0.73,2.66,1.07,0.12
NEGG,857.86,1015.25,712.5,192.73,63.56,88.36,99,97,2,3,53.53,0.83,20.14,11.45,1.11
QBTS,767.99,839.64,982.89,1061.44,627.94,924.85,99,99,99,99,16.38,0.8,16.74,8.56,0.52
RGTI,558.27,648.52,874.27,851.21,1212.61,2182.4,99,99,99,99,14.12,0.7,13.09,9.42,0.62
BSGM,539.43,702.33,2505.05,1795.84,161.26,355.68,99,99,95,98,4.29,0.36,6.28,2.45,0.49
DBVT,501.41,571.39,748.66,911.87,680.12,576.77,99,99,99,99,9.0,0.77,9.41,5.71,0.69
SY,500.54,576.96,660.65,381.05,118.52,94.94,99,99,87,4,4.32,0.7,2.73,1.32,0.63
ZEPP,473.83,495.79,529.8,99.84,117.12,106.41,99,10,87,79,13.0,0.9,5.88,3.67,0.26
QNTM,448.83,448.83,440.59,594.03,195.53,59.72,99,99,97,2,23.7,0.65,19.61,9.3,0.47
ROMA,363.51,489.65,498.77,581.55,185.23,148.14,99,99,97,92,3.32,0.76,3.21,1.49,0.06
RKLB,362.41,376.67,430.82,348.68,514.69,543.35,99,99,99,99,44.81,0.86,35.6,24.98,0.69
MNPR,335.02,516.5,538.16,644.12,1511.72,1297.3,99,99,99,99,40.69,0.77,37.47,31.99,0.86
ZKIN,326.27,336.46,442.6,464.58,493.75,505.66,99,99,99,99,2.01,0.45,2.32,1.44,0.22
VSA,322.02,322.02,330.21,188.3,133.78,97.4,99,97,92,5,1.39,0.75,1.11,0.75,0.93
NVTS,320.98,336.61,359.74,278.63,126.45,122.61,99,98,90,85,7.96,0.86,6.72,3.65,0.58
DDC,314.61,443.75,559.26,228.29,92.5,54.13,99,98,6,1,11.94,0.56,11.7,6.2,0.59
LIXT,312.5,312.5,270.94,89.76,129.65,137.14,99,7,91,90,4.87,1.0,2.25,1.84,0.11
LIDR,304.97,470.49,470.49,117.7,81.53,209.55,99,89,4,97,2.88,0.6,1.28,1.03,0.62
HYPD,301.3,396.35,686.83,422.21,17.56,52.63,99,99,1,1,7.08,0.06,7.49,9.06,0.08
VAPE,298.18,780.5,137.65,133.54,171.65,126.75,99,93,96,87,21.3,0.3,11.55,8.75,1.38
KLTO,295.71,418.35,495.24,435.02,64.81,64.6,99,99,2,2,0.92,0.42,1.05,0.53,0.02
OCG,294.2,294.2,403.99,619.76,376.15,132.48,99,99,99,89,5.11,0.66,5.75,2.98,0.0
HOOD,293.02,306.97,337.36,304.22,331.86,282.85,99,98,98,98,99.9,0.89,86.07,53.43,1.69
ZONE,288.52,303.43,299.37,293.33,110.91,101.74,99,98,84,77,4.03,0.91,3.07,1.76,0.02
HOVR,288.02,312.37,382.48,351.37,136.41,234.2,99,99,92,97,1.41,0.57,1.47,0.8,0.31
UMAC,282.89,359.51,453.53,344.09,645.43,1057.9,99,99,99,99,8.84,0.42,8.49,7.98,0.44
BBAI,269.98,318.01,387.13,311.06,611.1,288.04,99,98,99,98,6.4,0.61,5.63,4.04,0.5
SPRO,260.55,262.1,351.48,311.15,74.52,101.64,99,98,3,77,2.3,0.7,2.5,1.32,0.09
CLS,256.52,287.72,243.01,225.55,286.85,268.92,98,98,98,98,194.74,0.95,146.42,106.6,1.21
OUST,252.93,285.09,355.04,278.3,152.25,200.51,98,98,95,96,21.98,0.65,20.82,12.15,0.65
IMAB,252.33,252.33,262.59,272.11,77.8,80.85,98,98,4,3,2.62,0.92,2.08,1.25,27.99
VVPR,251.94,298.0,433.25,635.54,297.68,115.81,98,99,98,82,3.91,0.52,5.19,2.59,0.35
BE,247.15,250.18,215.58,151.63,228.73,274.35,98,95,98,98,36.72,0.97,24.32,21.55,2.27
FORD,243.97,243.97,216.35,182.64,153.83,155.12,98,97,95,93,12.14,1.0,7.82,5.71,0.23
MCVT,243.5,340.64,313.51,91.44,128.85,137.43,98,7,91,90,4.91,0.68,2.33,2.08,0.81
BLBX,242.5,243.79,363.11,233.07,176.18,200.68,98,98,96,96,7.08,0.69,6.17,3.77,0.6
OCFT,242.4,255.02,278.0,315.31,364.49,187.85,98,98,98,96,7.38,0.98,7.27,4.93,0.45
