Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
8937,合騏,385.91,385.91,322.55,322.55,156.48,93.45,99,98,90,35,120.0,1.0,74.93,38.11,0.88
3230,錦明,349.77,372.66,468.84,429.16,186.62,108.79,99,99,94,61,54.8,0.85,51.48,24.48,0.62
2543,皇昌,310.52,363.39,367.75,339.65,310.36,337.51,99,99,98,99,87.9,0.9,70.58,43.09,0.65
6442,光聖,309.18,342.37,353.64,388.79,537.11,228.44,99,99,99,97,523.0,0.96,422.19,276.21,0.14
3081,聯亞,282.04,287.02,255.0,233.98,113.64,131.14,99,97,70,80,375.0,0.98,283.02,172.02,0.09
3450,聯鈞,272.86,280.92,268.13,240.92,204.39,149.51,99,97,96,87,251.5,0.99,200.55,117.63,1.54
8374,羅昇,268.35,275.43,298.36,438.98,358.34,90.95,99,99,99,29,135.5,0.84,138.39,79.6,0.23
4583,台灣精銳,256.68,267.33,293.28,278.16,134.05,103.9,99,98,83,54,794.0,0.93,704.78,376.7,0.75
8032,光菱,248.46,257.42,227.96,144.46,80.59,89.92,99,88,10,27,84.9,0.96,48.91,33.99,1.76
6640,均華,244.67,253.77,360.77,465.58,436.15,344.43,99,99,99,99,771.0,0.69,879.76,568.84,0.76
4562,穎漢,232.93,248.27,272.55,352.39,339.46,125.48,99,99,98,77,68.0,0.82,67.91,43.36,0.38
5314,世紀,226.12,237.27,232.98,235.33,513.04,1017.36,98,97,99,99,267.0,0.61,203.85,216.68,2.68
6535,順藥,225.73,259.3,299.43,270.66,236.24,309.03,98,98,97,98,350.0,0.89,301.84,214.75,0.57
2424,隴華,222.98,227.99,237.06,231.06,82.58,95.85,98,96,13,39,80.5,0.94,67.49,39.26,0.1
6609,瀧澤科,221.24,246.83,273.09,223.49,130.48,91.83,98,96,81,31,101.0,0.8,92.23,53.24,0.79
3447,展達,220.79,223.17,206.08,105.02,78.21,77.18,98,64,7,3,92.1,1.0,53.08,38.6,0.47
6706,惠特,220.54,220.54,215.56,220.93,169.3,80.74,98,96,92,7,191.0,1.0,161.48,100.12,1.68
4903,聯光通,219.31,222.15,250.26,235.2,147.58,101.75,98,97,88,51,52.0,0.94,40.15,25.87,1.44
5443,均豪,215.2,219.7,271.16,311.43,229.04,188.4,98,98,96,94,129.5,0.8,137.81,84.02,0.38
3013,晟銘電,211.8,220.43,221.42,212.17,207.28,177.41,98,96,96,93,157.5,0.96,134.73,91.51,0.82
4991,環宇-KY,211.77,228.32,191.27,124.96,131.14,85.64,98,81,81,14,89.4,0.94,52.71,39.8,5.43
3167,大量,211.26,221.09,249.3,230.35,121.98,137.97,98,96,76,83,150.0,0.85,126.04,78.98,0.76
6223,旺矽,209.2,209.2,231.81,241.96,199.29,186.4,98,97,95,94,841.0,0.97,789.3,524.46,0.89
4569,六方科-KY,208.41,215.13,258.41,240.78,96.84,89.23,98,97,47,25,240.0,0.72,220.68,127.51,0.7
8080,印鉐,207.96,234.57,262.27,281.46,154.63,186.26,98,98,89,94,30.5,0.72,33.75,20.51,0.41
4909,新復興,206.19,216.24,295.43,339.57,305.62,340.16,98,99,98,99,134.5,0.65,145.73,102.02,0.77
6231,系微,198.43,201.75,212.4,244.84,251.31,200.51,98,97,97,95,539.0,0.88,516.1,342.07,0.56
2467,志聖,198.34,216.4,245.31,274.47,271.2,249.3,98,98,98,97,224.0,0.87,222.54,161.26,0.47
6739,竹陞科技,197.57,197.57,213.76,284.32,208.83,173.13,98,98,96,92,192.5,0.82,183.63,119.39,0.74
6187,萬潤,195.04,196.78,259.0,268.68,197.22,264.15,98,98,95,98,467.5,0.82,445.38,298.54,1.05
6199,天品,190.13,202.83,248.11,235.67,216.82,153.26,98,97,96,88,72.0,1.0,59.3,38.82,2.62
8064,東捷,189.78,197.62,215.17,244.83,234.18,162.71,97,97,97,90,65.6,0.89,61.23,43.2,0.55
