Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
3230,錦明,273.75,276.82,288.73,264.6,148.89,109.25,99,99,95,76,54.8,0.85,51.48,24.48,0.62
8937,合騏,241.57,241.57,236.98,226.99,124.43,91.72,99,99,87,9,120.0,1.0,74.93,38.11,0.88
4583,台灣精銳,222.08,222.08,219.73,183.21,108.54,100.49,99,97,73,52,794.0,0.93,704.78,376.7,0.75
2424,隴華,202.13,202.13,193.31,149.8,90.96,91.4,99,95,27,8,80.5,0.94,67.49,39.26,0.1
4569,六方科-KY,197.53,197.53,190.16,153.99,97.72,92.68,99,95,50,11,240.0,0.72,220.68,127.51,0.7
6144,得利影,193.32,237.87,328.88,335.9,238.71,119.74,99,99,99,87,49.4,0.33,97.75,49.45,0.48
3167,大量,190.24,190.24,185.06,156.26,105.12,109.16,99,96,68,76,150.0,0.85,126.04,78.98,0.76
6609,瀧澤科,190.02,190.02,185.89,161.32,119.55,98.3,99,96,84,42,101.0,0.8,92.23,53.24,0.79
2070,精湛,189.07,200.81,211.67,211.01,126.72,103.45,99,98,88,64,79.1,0.57,93.25,54.63,0.23
3081,聯亞,188.97,188.97,172.29,133.25,116.18,116.29,99,92,81,85,375.0,0.98,283.02,172.02,0.09
8080,印鉐,188.54,188.54,186.27,167.14,176.46,176.79,99,97,97,98,30.5,0.72,33.75,20.51,0.41
5364,力麗店,186.9,197.72,204.03,194.32,103.9,85.74,98,98,67,2,33.45,0.55,41.83,25.32,1.63
4510,高鋒,186.21,202.77,238.89,238.89,127.65,99.18,98,99,89,46,44.5,0.73,46.34,27.0,0.34
6199,天品,182.37,190.98,191.44,176.94,108.04,134.61,98,97,73,94,72.0,1.0,59.3,38.82,2.62
3450,聯鈞,178.96,178.96,174.17,175.47,152.05,107.09,98,97,95,72,251.5,0.99,200.55,117.63,1.54
8374,羅昇,175.53,187.96,247.94,313.61,252.56,95.3,98,99,99,23,135.5,0.84,138.39,79.6,0.23
2543,皇昌,171.12,171.12,168.25,159.76,157.92,152.31,98,96,96,97,87.9,0.9,70.58,43.09,0.65
4563,百德,166.63,167.62,168.17,158.02,108.42,101.8,98,96,73,58,104.5,0.7,104.68,67.22,0.18
8032,光菱,165.79,165.79,148.88,111.77,89.05,97.83,98,79,18,39,84.9,0.96,48.91,33.99,1.76
8249,菱光,165.6,165.6,156.38,130.02,89.09,94.78,98,90,18,19,67.7,0.87,56.54,38.62,0.81
5481,新華,165.25,166.69,166.38,150.59,96.2,98.1,98,95,45,41,26.2,0.82,25.67,17.19,0.13
4903,聯光通,165.03,165.03,161.67,141.63,133.0,109.69,98,94,91,77,52.0,0.94,40.15,25.87,1.44
4950,牧東,162.92,162.92,155.9,132.11,88.08,83.17,98,91,14,1,16.0,1.0,11.87,7.96,0.76
6187,萬潤,162.8,162.8,161.6,154.64,148.59,155.3,98,96,94,97,467.5,0.82,445.38,298.54,1.05
5443,均豪,162.57,168.74,196.92,201.33,152.44,153.53,98,98,95,97,129.5,0.8,137.81,84.02,0.38
6706,惠特,161.25,161.89,173.85,176.78,160.96,104.65,98,97,96,67,191.0,1.0,161.48,100.12,1.68
3581,博磊,161.17,161.17,158.74,161.37,116.56,109.17,98,96,82,76,67.4,0.89,60.27,40.69,0.3
1540,喬福,159.72,173.3,190.76,190.76,124.59,99.5,98,97,87,48,40.15,0.71,44.25,28.27,0.17
6151,晉倫,157.95,157.95,152.88,136.79,99.0,98.32,98,93,54,42,58.1,0.86,47.63,33.12,1.6
6739,竹陞科技,156.52,159.68,165.18,169.01,135.31,134.45,98,97,92,94,192.5,0.82,183.63,119.39,0.74
3447,展達,155.48,155.48,142.45,114.58,90.0,90.77,98,82,22,7,92.1,1.0,53.08,38.6,0.47
6405,悅城,154.17,154.17,147.77,129.39,92.71,98.56,97,90,34,43,47.8,0.94,39.97,28.34,0.93
3663,鑫科,153.65,162.07,178.4,181.05,121.95,110.75,97,97,85,79,90.1,0.73,91.54,62.86,0.43
4729,熒茂,152.54,152.54,151.66,137.69,105.38,109.78,97,93,69,77,30.2,0.75,28.82,21.13,0.56
8043,蜜望實,152.4,156.57,156.57,148.75,92.72,95.16,97,95,34,21,38.5,0.54,42.06,31.04,1.17
8111,立碁,151.22,151.22,144.7,118.8,104.09,105.74,97,85,67,70,42.3,0.81,36.83,26.28,0.8
6223,旺矽,149.68,149.69,150.91,150.91,146.97,134.11,97,95,94,93,841.0,0.97,789.3,524.46,0.89
6231,系微,149.6,151.23,168.21,169.32,154.85,145.21,97,97,96,96,539.0,0.88,516.1,342.07,0.56
6134,萬旭,149.13,149.13,143.64,121.42,97.27,99.73,97,87,49,49,35.0,0.65,33.39,24.46,1.25
3013,晟銘電,148.77,148.77,147.32,143.07,148.83,124.3,97,94,94,90,157.5,0.96,134.73,91.51,0.82
4562,穎漢,148.48,157.56,199.15,267.84,261.25,101.85,97,99,99,58,68.0,0.82,67.91,43.36,0.38
5438,東友,148.22,148.22,136.71,108.56,95.32,96.3,97,75,42,30,39.8,0.9,26.92,20.27,1.14
4576,大銀微系統,148.08,148.08,142.77,121.61,103.47,102.99,97,87,66,62,131.0,0.78,112.52,83.96,0.51
6535,順藥,146.75,146.75,145.3,130.52,199.46,218.14,97,91,98,99,350.0,0.89,301.84,214.75,0.57
6854,錼創科技-KY創,146.6,146.6,135.43,100.37,78.68,97.41,97,59,2,37,165.5,0.98,111.99,88.36,1.83
3550,聯穎,146.41,146.41,146.01,134.37,91.45,93.92,97,92,28,15,22.3,0.55,24.54,17.57,0.22
1235,興泰,145.62,147.96,147.96,140.61,105.78,98.96,97,93,69,45,155.5,0.92,143.98,101.26,0.4
3086,華義,143.81,147.87,152.5,151.04,119.52,153.13,97,95,84,97,197.5,0.67,208.32,147.44,0.36
5234,達興材料,143.51,143.51,138.73,121.13,129.5,129.86,97,87,90,92,245.5,0.92,219.42,161.95,0.7
5345,天揚,143.45,152.07,200.55,226.22,156.17,88.1,97,98,96,4,29.9,0.69,28.88,19.32,1.0
3293,鈊象,143.33,144.59,146.35,142.27,121.07,124.7,97,94,85,90,1040.0,0.9,938.1,658.26,0.79
6640,均華,143.12,152.56,188.2,200.76,218.18,217.99,97,98,98,99,771.0,0.69,879.76,568.84,0.76
8028,昇陽半導體,142.85,146.59,172.16,182.82,155.64,96.43,96,97,96,31,142.5,1.0,129.35,86.87,0.91
1736,喬山,142.8,142.8,144.66,141.39,117.27,97.43,96,94,82,37,170.5,0.98,141.8,99.58,0.54
4807,日成-KY,142.79,142.79,135.61,122.93,93.17,99.12,96,88,35,46,32.4,0.81,25.53,19.73,1.03
6442,光聖,142.02,147.02,182.14,244.67,238.11,167.1,96,99,99,98,523.0,0.96,422.19,276.21,0.14
6877,鏵友益,141.63,150.22,163.59,175.55,139.45,91.42,96,97,92,8,77.8,0.81,70.23,49.12,2.66
4561,健椿,141.39,141.39,139.55,141.29,135.75,109.01,96,94,92,76,71.2,0.78,72.89,51.37,0.28
3073,天方能源,140.7,154.31,217.19,223.94,165.53,112.5,96,98,97,81,66.0,0.48,79.34,53.28,0.49
6246,臺龍,140.69,140.69,138.48,116.19,93.32,116.1,96,83,36,85,21.05,0.5,22.02,16.86,0.33
2399,映泰,140.44,140.44,137.65,115.92,89.83,95.14,96,83,22,21,35.15,0.66,32.38,24.95,0.7
2524,京城,140.21,157.97,194.48,195.29,143.27,123.84,96,98,93,89,75.5,0.42,96.79,66.41,1.37
6530,創威,139.12,139.12,132.01,111.58,96.91,97.09,96,79,48,34,82.6,0.94,69.03,54.16,1.18
4909,新復興,138.98,144.33,155.12,154.64,210.49,222.12,96,96,98,99,134.5,0.64,145.73,102.02,0.77
3018,隆銘綠能,138.8,143.33,166.02,169.01,126.76,101.21,96,97,88,55,29.65,0.88,29.52,20.59,0.45
3498,陽程,138.78,138.78,138.23,137.63,121.49,102.38,96,93,85,60,65.5,0.81,59.96,44.0,1.76
6788,華景電,138.57,140.1,151.51,153.78,119.12,94.93,96,95,83,20,253.0,0.74,264.56,187.74,3.23
1595,川寶,138.54,138.54,132.82,105.67,93.36,93.33,96,71,36,14,61.0,0.6,52.69,40.83,0.53
4716,大立,138.44,138.44,136.71,130.73,126.34,106.14,96,91,88,71,28.65,0.74,27.58,19.95,0.84
3303,岱稜,138.37,138.37,138.93,138.76,117.19,101.99,96,93,82,59,72.0,1.0,60.91,44.47,3.69
5386,青雲,137.74,138.41,137.93,125.66,119.18,117.09,96,89,83,85,90.4,0.68,93.44,71.48,0.82
3019,亞光,137.45,142.17,156.03,155.94,106.94,100.83,96,96,71,54,105.5,0.63,112.53,83.15,0.39
3227,原相,137.37,137.37,136.08,128.24,96.39,106.89,96,90,46,72,233.5,0.7,241.02,183.36,1.54
4304,勝昱,136.46,146.13,181.32,196.5,125.67,92.12,95,98,88,10,10.5,0.67,11.62,8.79,0.76
6438,迅得,136.34,136.34,130.28,107.67,103.21,102.78,95,74,65,61,215.0,0.91,165.33,129.02,1.08
3085,新零售,136.32,136.32,133.17,121.07,120.39,97.0,95,87,85,34,19.9,0.78,18.65,14.38,
5278,尚凡,136.1,136.1,132.62,117.48,103.67,109.78,95,84,66,77,309.0,0.98,259.66,202.34,1.32
6104,創惟,136.09,136.09,130.75,115.33,83.69,100.65,95,83,4,53,145.0,0.83,137.47,111.55,0.6
4530,宏易,136.03,136.03,132.9,118.82,102.06,101.97,95,86,62,59,12.0,0.91,10.75,8.37,0.5
4991,環宇-KY,135.87,135.87,124.75,116.73,117.55,89.95,95,84,82,5,89.4,0.94,52.71,39.8,5.43
6763,綠界科技*,134.91,134.91,126.51,100.66,93.04,97.36,95,59,35,36,78.3,0.74,58.19,46.83,0.61
3363,上詮,134.55,134.55,134.64,134.14,147.0,138.65,95,92,94,95,213.0,0.8,200.96,146.36,0.06
