Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
CAT,Industrials,Farm & Heavy Construction Machinery,103.54,103.54,101.47,95.93,114.27,112.34,56,24,89,82,402.02,1.0,356.74,339.45,0.86
JCI,Industrials,Building Products & Equipment,103.5,103.5,102.6,105.55,111.07,102.09,56,70,83,39,77.61,1.0,71.97,65.73,0.63
SRE,Utilities,Utilities - Diversified,103.46,103.5,103.38,101.69,99.48,101.49,55,50,32,36,82.16,0.89,81.58,75.56,0.73
LYV,Communication Services,Entertainment,103.44,103.44,101.75,95.47,101.54,101.37,55,22,43,35,114.81,1.0,100.07,95.98,1.0
WAB,Industrials,Railroads,103.37,103.37,102.09,108.85,113.44,108.78,55,83,88,70,187.95,1.0,168.79,154.28,0.63
TDY,Technology,Scientific & Technical Instruments,103.31,103.31,102.07,97.79,92.53,98.02,55,33,8,21,454.08,1.0,426.21,414.8,1.38
LH,Healthcare,Diagnostics & Research,103.24,103.41,103.32,101.98,91.02,103.57,55,52,6,46,216.39,0.55,223.76,214.7,0.86
GIS,Consumer Defensive,Packaged Foods,103.22,103.22,101.91,96.41,100.73,99.68,54,27,38,26,70.81,0.68,72.09,67.9,0.82
LLY,Healthcare,Drug Manufacturers - General,103.2,104.52,109.21,109.8,112.23,111.59,54,87,85,80,932.06,0.93,907.74,806.07,0.75
BKR,Energy,Oil & Gas Equipment & Services,103.18,103.19,102.52,102.05,99.22,92.23,54,53,30,6,37.7,0.9,35.31,33.19,0.76
JNJ,Healthcare,Drug Manufacturers - General,103.18,103.18,102.93,100.03,91.4,94.67,54,42,6,11,161.46,0.74,162.56,155.96,0.85
GWW,Industrials,Industrial Distribution,103.14,103.14,101.91,97.22,109.14,109.19,54,30,77,71,1085.04,1.0,993.4,949.39,2.49
COST,Consumer Defensive,Discount Stores,103.12,103.51,105.7,108.23,108.23,109.41,53,82,75,72,889.03,0.93,881.39,791.07,0.82
DAY,Technology,Software - Application,103.09,103.09,100.59,90.15,90.53,91.5,53,8,5,5,61.97,0.52,57.41,60.23,0.61
EXC,Utilities,Utilities - Regulated Electric,103.01,103.01,101.88,95.57,97.81,90.3,53,23,23,4,39.74,0.83,38.88,36.9,0.76
J,Industrials,Engineering & Construction,102.89,102.89,101.11,97.51,101.62,100.53,53,31,44,30,138.46,0.96,125.18,120.18,0.67
REGN,Healthcare,Biotechnology,102.89,105.07,109.42,109.4,100.78,102.69,53,85,39,42,1015.67,0.56,1115.97,1010.38,0.85
MDT,Healthcare,Medical Devices,102.89,102.89,101.54,96.84,97.04,105.68,53,28,21,57,89.36,0.92,87.4,84.0,0.72
HOLX,Healthcare,Medical Instruments & Supplies,102.82,103.07,103.0,100.45,98.1,98.63,52,45,24,22,79.81,0.79,81.11,76.56,1.06
NFLX,Communication Services,Entertainment,102.76,102.76,103.15,106.05,118.49,120.47,52,74,94,94,722.79,0.98,684.85,622.29,0.82
WRB,Financial Services,Insurance - Property & Casualty,102.73,102.73,102.13,100.26,107.51,107.69,52,44,72,65,58.57,0.89,57.67,54.64,0.63
DHR,Healthcare,Diagnostics & Research,102.67,102.67,101.91,99.93,101.39,103.94,52,42,42,48,270.33,0.89,270.44,254.35,0.8
HUBB,Industrials,Electrical Equipment & Parts,102.64,102.64,100.42,96.4,112.57,110.87,51,26,86,78,456.57,1.0,399.13,381.56,0.84
IQV,Healthcare,Diagnostics & Research,102.62,102.84,102.69,98.68,103.57,104.02,51,37,56,48,229.26,0.64,238.97,232.08,0.96
CZR,Consumer Cyclical,Resorts & Casinos,102.57,102.57,100.61,95.91,87.49,99.05,51,24,3,23,44.51,0.73,38.7,39.7,0.62
TMO,Healthcare,Diagnostics & Research,102.5,102.5,101.66,98.35,102.24,104.56,51,36,49,51,596.92,0.86,607.76,576.06,1.8
WY,Real Estate,REIT - Specialty,102.38,102.38,100.7,92.35,96.52,102.13,51,12,19,39,33.03,0.67,31.7,31.91,0.57
STX,Technology,Computer Hardware,102.32,102.73,104.76,108.09,105.22,109.22,50,82,65,72,109.81,0.98,102.41,95.12,0.51
AZO,Consumer Cyclical,Specialty Retail,102.3,102.3,101.86,101.08,103.94,103.54,50,47,58,46,3129.78,0.87,3130.42,2954.5,0.56
JNPR,Technology,Communication Equipment,102.2,102.34,102.37,101.45,115.46,118.53,50,49,91,92,38.75,0.98,38.73,36.72,0.38
AMGN,Healthcare,Drug Manufacturers - General,102.19,103.2,104.77,106.92,102.3,96.82,50,77,50,15,328.35,0.89,326.06,305.2,0.8
EMN,Basic Materials,Specialty Chemicals,102.12,102.12,100.78,101.42,108.09,108.02,50,49,74,67,110.57,0.93,102.6,96.37,0.62
CSCO,Technology,Communication Equipment,102.09,102.09,100.58,95.94,90.94,89.65,50,24,6,3,54.25,1.0,50.06,48.88,0.7
ABT,Healthcare,Medical Devices,102.02,102.02,100.91,97.57,99.36,109.4,49,32,31,72,116.12,0.84,113.1,110.25,0.71
TXN,Technology,Semiconductors,101.99,102.48,103.55,108.55,107.5,98.66,49,83,72,22,205.11,0.88,201.39,185.06,0.53
STE,Healthcare,Medical Devices,101.97,102.18,102.08,99.93,94.93,97.68,49,42,13,19,226.9,0.59,236.79,225.72,0.82
MA,Financial Services,Credit Services,101.96,101.96,100.61,96.65,102.14,102.18,49,27,48,40,502.26,1.0,480.38,460.49,0.85
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,101.95,102.19,102.14,98.16,106.46,113.68,49,35,69,85,11.38,0.55,11.6,11.52,0.5
KMX,Consumer Cyclical,Auto & Truck Dealerships,101.88,104.08,104.97,104.38,102.71,103.45,48,65,53,45,72.14,0.44,77.98,75.53,0.76
CTLT,Healthcare,Drug Manufacturers - Specialty & Generic,101.87,101.92,101.83,100.98,118.26,120.56,48,47,94,94,60.45,0.98,60.01,56.43,0.88
JPM,Financial Services,Banks - Diversified,101.85,102.04,103.07,102.98,106.54,106.24,48,58,69,59,222.29,0.97,211.27,196.07,2.05
MMC,Financial Services,Insurance Brokers,101.81,102.02,102.63,102.18,97.83,95.9,48,54,24,13,225.05,0.86,224.37,209.41,0.7
MOH,Healthcare,Healthcare Plans,101.76,101.76,100.04,92.21,98.2,101.21,48,11,25,34,330.12,0.34,342.07,350.94,0.83
FSLR,Technology,Solar,101.73,102.54,106.14,136.74,140.26,101.91,47,99,98,38,211.49,0.47,227.27,200.4,1.59
ODFL,Industrials,Trucking,101.69,101.8,101.63,97.78,99.66,97.76,47,33,33,19,199.58,0.55,194.9,197.05,0.79
HLT,Consumer Cyclical,Lodging,101.6,101.6,101.06,100.44,107.0,107.52,47,45,70,64,238.13,1.0,219.11,207.19,0.61
BAX,Healthcare,Medical Instruments & Supplies,101.55,101.55,101.03,95.16,103.08,109.51,47,22,54,73,36.54,0.4,37.53,37.99,0.81
TSN,Consumer Defensive,Farm Products,101.43,101.68,102.17,100.8,104.47,102.59,47,46,61,41,58.83,0.66,61.66,58.09,0.63
LHX,Industrials,Aerospace & Defense,101.4,101.4,101.15,101.75,99.83,106.74,46,51,33,62,246.04,1.0,232.98,220.11,1.02
ECL,Basic Materials,Specialty Chemicals,101.4,101.4,101.41,102.39,107.26,107.59,46,55,71,65,254.0,0.98,247.58,230.11,0.8
TDG,Industrials,Aerospace & Defense,101.37,101.37,100.35,105.36,110.65,109.88,46,69,81,74,1410.42,0.95,1336.16,1241.27,0.95
DD,Basic Materials,Specialty Chemicals,101.36,101.36,100.81,102.42,104.55,92.81,46,55,62,6,86.53,0.89,82.5,77.2,0.52
LIN,Basic Materials,Specialty Chemicals,101.34,101.34,100.8,98.47,102.24,100.86,46,36,49,31,474.04,0.93,465.36,444.0,0.76
BR,Technology,Information Technology Services,101.33,101.33,100.83,99.58,95.76,101.26,45,40,17,34,220.74,1.0,212.09,203.74,0.99
RSG,Industrials,Waste Management,101.32,101.65,102.53,102.21,104.99,103.4,45,54,64,45,204.44,0.94,203.11,189.49,0.81
NTRS,Financial Services,Asset Management,101.31,101.44,101.19,98.76,99.6,110.71,45,37,32,77,92.17,0.98,88.29,84.77,0.86
KEYS,Technology,Scientific & Technical Instruments,101.29,101.29,99.72,92.66,98.13,107.73,45,14,24,66,159.01,0.94,146.5,147.92,0.54
UBER,Technology,Software - Application,101.28,101.28,100.07,98.34,120.78,125.38,45,36,95,96,86.34,1.0,72.37,70.69,3.62
HPQ,Technology,Computer Hardware,101.26,101.79,106.31,113.74,108.0,102.76,44,93,73,43,37.01,0.89,34.86,32.32,0.73
CME,Financial Services,Financial Data & Stock Exchanges,101.2,101.2,99.68,94.28,95.21,91.41,44,19,15,4,221.72,0.89,214.29,208.56,0.58
CAG,Consumer Defensive,Packaged Foods,101.17,101.33,101.33,97.09,100.33,101.32,44,30,36,34,29.37,0.44,31.16,29.76,0.53
MDLZ,Consumer Defensive,Confectioners,101.15,101.15,100.37,95.82,92.66,108.26,44,23,8,68,70.66,0.61,72.31,70.67,0.77
CNC,Healthcare,Healthcare Plans,101.07,101.07,100.26,95.14,94.57,99.31,44,21,12,25,72.44,0.49,75.3,74.28,0.96
VZ,Communication Services,Telecom Services,101.05,101.05,100.69,97.39,100.66,112.95,43,31,37,84,43.0,0.85,42.58,40.9,0.6
POOL,Industrials,Industrial Distribution,100.98,100.98,98.9,90.2,98.49,101.98,43,9,26,39,365.28,0.56,356.43,366.54,0.73
EA,Communication Services,Electronic Gaming & Multimedia,100.96,101.73,103.6,103.68,95.09,97.6,43,62,14,19,143.24,0.72,145.21,138.23,0.82
MS,Financial Services,Capital Markets,100.92,100.92,100.74,104.01,104.24,103.7,43,63,60,47,110.46,1.0,100.86,95.29,1.09
COF,Financial Services,Credit Services,100.9,100.9,99.84,96.78,107.12,117.54,43,28,71,92,155.68,1.0,143.07,139.79,1.16
AMP,Financial Services,Asset Management,100.88,100.88,99.63,99.22,104.19,105.01,42,39,60,54,502.5,1.0,444.81,423.08,0.86
DLR,Real Estate,REIT - Specialty,100.87,101.26,101.32,100.26,98.9,101.66,42,44,28,37,160.73,0.95,154.33,146.58,0.88
FAST,Industrials,Industrial Distribution,100.81,100.81,99.65,94.37,106.09,106.21,42,19,68,59,76.82,0.93,68.75,68.66,3.57
UNP,Industrials,Railroads,100.74,100.8,100.58,97.16,96.88,104.27,42,30,20,50,242.31,0.74,245.35,240.97,0.76
AKAM,Technology,Software - Infrastructure,100.7,100.7,99.73,94.13,89.03,101.14,42,18,4,33,104.22,0.4,99.45,103.16,0.67
UAL,Industrials,Airlines,100.7,100.7,96.27,109.58,114.31,100.11,42,86,90,29,61.8,1.0,48.32,47.0,0.8
SJM,Consumer Defensive,Packaged Foods,100.48,100.58,100.27,97.15,93.44,102.21,41,30,10,40,116.82,0.36,119.1,119.14,0.61
JKHY,Technology,Information Technology Services,100.44,100.44,99.25,96.23,97.65,103.98,41,26,22,48,183.38,1.0,172.5,168.98,0.75
DRI,Consumer Cyclical,Restaurants,100.36,100.36,98.82,93.47,96.42,109.56,41,15,19,73,156.72,0.54,156.5,156.68,0.69
PAYC,Technology,Software - Application,100.35,100.35,98.87,88.76,89.92,87.93,41,6,4,2,162.5,0.17,163.47,174.05,0.51
MTD,Healthcare,Diagnostics & Research,100.29,100.29,99.61,106.65,107.83,104.11,40,76,73,49,1450.95,0.86,1421.76,1340.08,0.62
KMB,Consumer Defensive,Household & Personal Products,100.25,100.64,102.29,103.09,103.05,96.3,40,59,54,14,142.25,0.81,142.5,133.07,0.76
CTVA,Basic Materials,Agricultural Inputs,100.25,100.25,99.21,95.44,108.78,104.43,40,22,76,51,56.84,0.87,55.52,53.88,1.01
ROL,Consumer Cyclical,Personal Services,100.24,100.67,102.16,102.18,101.31,109.01,40,54,42,70,49.66,0.91,49.64,46.68,0.95
TSCO,Consumer Cyclical,Specialty Retail,100.22,100.22,98.51,104.39,109.43,106.64,40,65,78,62,303.37,1.0,275.39,260.16,0.68
KR,Consumer Defensive,Grocery Stores,100.16,100.16,99.57,95.71,110.97,105.11,39,23,82,55,55.36,0.84,54.24,52.34,0.52
FDX,Industrials,Integrated Freight & Logistics,100.1,102.52,108.03,106.54,99.11,96.42,39,75,29,14,264.36,0.43,280.95,267.28,0.54
A,Healthcare,Diagnostics & Research,100.06,100.06,98.66,93.82,104.09,109.21,39,17,59,71,143.82,0.8,140.44,138.24,1.0
RL,Consumer Cyclical,Apparel Manufacturing,100.06,100.06,98.71,99.57,118.38,121.8,39,40,94,94,201.89,1.0,177.68,171.21,0.76
NTAP,Technology,Computer Hardware,100.02,101.11,108.24,116.21,116.13,106.78,39,95,92,63,126.93,0.88,122.99,110.47,0.56
BKNG,Consumer Cyclical,Travel Services,100.01,100.01,99.3,102.51,102.06,106.06,38,55,47,58,4284.73,1.0,3874.3,3722.52,0.52
SNA,Industrials,Tools & Accessories,99.95,99.95,99.03,94.93,94.99,102.94,38,21,13,44,291.81,0.89,280.36,278.55,1.61
VRSK,Industrials,Consulting Services,99.79,100.58,104.46,106.97,102.52,92.17,38,77,51,6,268.23,0.74,268.12,252.67,0.69
DE,Industrials,Farm & Heavy Construction Machinery,99.79,99.79,98.12,92.64,97.5,95.37,38,13,22,13,411.08,0.91,386.35,384.8,0.47
NDSN,Industrials,Specialty Industrial Machinery,99.75,99.75,98.71,92.64,99.71,102.24,38,13,33,41,256.62,0.67,249.75,252.54,0.48
PFE,Healthcare,Drug Manufacturers - General,99.69,99.81,99.69,100.57,95.83,86.09,37,45,17,2,29.16,0.49,29.06,28.21,1.0
SYK,Healthcare,Medical Devices,99.63,99.63,99.2,96.92,108.02,108.42,37,29,74,68,355.6,0.86,351.27,340.13,0.72
L,Financial Services,Insurance - Property & Casualty,99.61,99.68,99.64,98.72,100.17,101.57,37,37,36,36,79.35,0.87,78.89,76.09,0.98
HII,Industrials,Aerospace & Defense,99.61,99.7,99.46,96.92,104.27,106.28,37,29,60,60,259.39,0.56,265.4,266.05,0.71
DOV,Industrials,Specialty Industrial Machinery,99.52,99.54,99.25,101.72,108.08,104.59,37,51,74,52,190.69,0.96,183.48,174.62,1.73
LUV,Industrials,Airlines,99.5,99.5,97.8,95.05,101.67,113.88,36,21,44,85,30.62,0.67,28.3,28.9,0.47
IR,Industrials,Specialty Industrial Machinery,99.44,99.44,98.95,99.44,111.48,111.48,36,40,84,80,100.76,0.99,92.75,90.43,0.95
WBD,Communication Services,Entertainment,99.36,99.36,98.52,89.9,82.85,104.56,36,8,1,51,7.52,0.14,7.75,8.49,0.59
SYY,Consumer Defensive,Food Distribution,99.33,99.33,98.8,95.76,100.41,107.56,36,23,36,65,74.42,0.6,76.5,76.12,1.25
CRM,Technology,Software - Application,99.33,99.33,97.35,91.84,111.07,117.27,36,10,83,91,288.1,0.76,261.76,271.04,0.63
PG,Consumer Defensive,Household & Personal Products,99.3,99.32,99.35,98.74,99.08,97.89,36,37,29,20,171.09,0.81,171.45,163.49,1.02
VRTX,Healthcare,Biotechnology,99.28,100.42,104.4,108.82,104.04,104.1,35,83,59,49,481.71,0.85,473.45,446.37,0.87
FDS,Financial Services,Financial Data & Stock Exchanges,99.18,99.18,98.11,92.43,91.39,96.65,35,12,6,15,456.81,0.67,432.64,439.59,0.76
ROST,Consumer Cyclical,Apparel Retail,99.15,100.29,101.17,101.04,100.27,108.55,35,47,36,69,143.36,0.72,148.04,143.03,1.16
CI,Healthcare,Healthcare Plans,99.09,99.09,98.62,96.23,107.44,105.02,35,26,72,54,350.3,0.85,348.31,339.19,0.63
ADBE,Technology,Software - Infrastructure,99.06,101.43,108.11,107.39,90.53,99.97,35,80,5,27,495.42,0.29,536.32,534.28,1.09
ITW,Industrials,Specialty Industrial Machinery,98.93,98.93,98.08,93.64,95.56,100.45,34,16,16,30,260.59,0.8,249.94,251.33,0.83
ON,Technology,Semiconductors,98.9,99.61,99.82,98.94,91.75,93.2,34,38,7,7,70.33,0.3,71.86,73.2,0.89
ADI,Technology,Semiconductors,98.9,99.3,101.35,110.3,109.1,101.93,34,87,77,38,232.86,0.88,223.14,211.24,0.46
CMCSA,Communication Services,Telecom Services,98.9,98.9,97.83,94.05,89.54,93.86,34,17,4,8,41.26,0.44,40.0,40.63,0.61
XOM,Energy,Oil & Gas Integrated,98.83,98.83,97.58,98.19,105.35,96.95,34,35,66,16,123.61,0.94,116.88,112.58,0.57
HSIC,Healthcare,Medical Distribution,98.79,98.79,97.63,92.53,93.95,98.34,33,13,12,22,70.53,0.46,69.97,71.55,1.34
IPG,Communication Services,Advertising Agencies,98.77,98.77,97.85,94.06,93.81,101.56,33,18,11,36,31.39,0.66,31.17,31.29,1.67
GM,Consumer Cyclical,Auto Manufacturers,98.66,98.95,100.82,107.39,114.97,114.46,33,80,91,86,47.87,0.91,46.1,43.49,0.71
GD,Industrials,Aerospace & Defense,98.63,98.63,98.01,99.94,103.74,100.01,33,42,57,28,299.44,0.88,297.57,285.24,0.86
TPR,Consumer Cyclical,Luxury Goods,98.51,98.51,97.71,93.62,119.74,126.71,33,16,95,97,45.27,0.85,42.01,42.06,0.95
TRMB,Technology,Scientific & Technical Instruments,98.37,98.37,96.85,92.11,110.84,109.97,32,11,82,75,63.01,0.93,56.88,57.02,1.01
JBHT,Industrials,Integrated Freight & Logistics,98.35,98.38,98.06,93.85,95.16,100.42,32,17,15,29,170.72,0.25,169.24,178.64,0.97
KLAC,Technology,Semiconductor Equipment & Materials,98.32,99.33,105.0,112.93,112.66,111.42,32,91,87,79,803.73,0.8,769.26,723.77,0.63
TECH,Healthcare,Biotechnology,98.27,98.73,98.5,105.58,100.84,102.15,32,70,39,40,73.36,0.66,74.47,73.58,0.74
PFG,Financial Services,Asset Management,98.23,98.23,97.62,94.95,98.94,102.14,32,21,28,40,89.2,1.0,80.95,80.98,0.99
KHC,Consumer Defensive,Packaged Foods,98.22,98.22,97.0,92.44,95.31,108.49,31,12,15,69,35.22,0.56,35.14,35.43,0.69
ENPH,Technology,Solar,98.13,99.11,98.95,97.54,101.93,108.47,31,32,46,68,100.97,0.41,112.03,114.79,1.16
VRSN,Technology,Software - Infrastructure,98.07,98.07,97.21,95.26,87.14,94.42,31,22,2,10,188.1,0.38,182.21,185.26,0.85
PRU,Financial Services,Insurance - Life,98.02,98.16,98.06,101.48,103.59,101.03,31,49,56,32,123.72,0.91,116.71,114.06,0.85
BAC,Financial Services,Banks - Diversified,97.76,98.3,100.15,106.24,107.82,109.78,30,75,73,74,41.95,0.89,39.34,37.67,1.34
PEP,Consumer Defensive,Beverages - Non-Alcoholic,97.76,97.76,97.09,94.92,98.32,99.99,30,21,25,28,174.81,0.67,173.62,170.91,0.86
EG,Financial Services,Insurance - Reinsurance,97.74,97.76,97.57,95.64,96.55,92.03,30,23,19,6,393.96,0.68,382.31,378.21,0.84
HSY,Consumer Defensive,Confectioners,97.53,97.68,97.54,94.8,97.56,95.38,30,20,22,13,185.98,0.22,195.61,193.28,0.96
NWS,Communication Services,Entertainment,97.52,98.21,100.69,102.26,101.38,105.71,30,54,42,57,27.4,0.76,27.94,27.08,0.86
EPAM,Technology,Information Technology Services,97.46,97.53,96.93,90.82,97.39,110.47,30,10,21,77,195.03,0.17,199.36,234.3,1.19
EXPD,Industrials,Integrated Freight & Logistics,97.38,97.38,97.19,97.63,95.05,98.97,29,32,14,23,123.02,0.65,122.53,121.84,0.75
BWA,Consumer Cyclical,Auto Parts,97.37,97.37,96.08,96.15,100.89,87.45,29,25,39,2,35.05,0.53,33.45,33.55,0.43
BALL,Consumer Cyclical,Packaging & Containers,97.36,97.36,96.23,97.7,110.37,116.07,29,32,80,89,64.64,0.78,64.76,63.76,0.95
BDX,Healthcare,Medical Instruments & Supplies,97.11,97.11,96.24,94.76,93.33,90.25,29,20,9,4,236.5,0.39,236.38,236.58,0.72
OTIS,Industrials,Specialty Industrial Machinery,97.04,97.04,96.2,96.72,101.53,100.77,29,28,43,31,104.03,0.97,96.2,95.04,1.11
DECK,Consumer Cyclical,Footwear & Accessories,97.0,97.0,97.03,107.17,122.21,126.5,28,78,96,97,161.25,0.79,154.67,148.44,0.64
V,Financial Services,Credit Services,96.97,96.97,96.2,93.58,99.19,101.35,28,16,30,34,277.84,0.78,273.96,273.41,0.61
AOS,Industrials,Specialty Industrial Machinery,96.87,97.12,96.53,94.27,101.3,104.68,28,18,42,52,80.87,0.59,82.71,83.44,2.61
TAP,Consumer Defensive,Beverages - Brewers,96.84,96.84,95.56,88.42,97.14,99.45,28,6,21,25,54.45,0.26,54.47,58.08,0.42
GPN,Industrials,Specialty Business Services,96.81,96.81,96.14,89.59,98.08,105.03,28,8,24,54,100.61,0.18,105.19,114.62,0.8
TGT,Consumer Defensive,Discount Stores,96.8,96.8,96.13,91.99,112.63,114.42,27,11,87,86,158.46,0.73,149.57,152.63,0.82
SWKS,Technology,Semiconductors,96.8,98.78,104.98,105.0,94.26,101.11,27,68,12,33,97.3,0.32,101.36,103.02,0.68
INTU,Technology,Software - Application,96.75,97.3,99.27,98.2,100.39,105.58,27,35,36,56,616.68,0.72,630.55,631.26,0.96
CSX,Industrials,Railroads,96.75,96.75,96.27,94.03,100.04,103.47,27,17,34,46,34.96,0.63,33.93,34.75,0.64
EOG,Energy,Oil & Gas E&P,96.7,96.7,96.08,96.65,103.06,91.09,27,27,54,4,132.45,0.81,125.77,123.94,0.45
INVH,Real Estate,REIT - Residential,96.57,97.37,98.59,98.32,97.67,97.36,26,36,22,17,33.75,0.58,35.55,34.76,0.58
COR,Healthcare,Medical Distribution,96.46,96.46,97.58,97.34,105.22,105.66,26,31,65,56,222.56,0.6,233.13,230.39,0.62
HPE,Technology,Communication Equipment,96.45,96.51,101.64,109.77,109.2,93.7,26,87,78,8,20.67,0.83,18.73,18.06,0.51
TXT,Industrials,Aerospace & Defense,96.26,96.46,96.37,95.24,106.23,104.12,26,22,68,49,87.96,0.6,87.29,87.78,0.73
NWSA,Communication Services,Entertainment,96.25,97.13,100.27,102.54,101.98,105.63,26,56,46,56,25.93,0.69,26.77,26.12,0.74
MRO,Energy,Oil & Gas E&P,96.2,96.24,97.8,101.2,106.63,94.2,25,48,70,9,28.06,0.78,27.51,26.59,0.93
WM,Industrials,Waste Management,96.15,96.18,96.94,98.05,107.03,106.24,25,34,70,59,211.81,0.83,207.29,204.26,0.66
APH,Technology,Electronic Components,96.09,96.89,100.4,113.7,114.57,106.7,25,93,90,62,65.56,0.84,63.96,60.21,0.82
MAR,Consumer Cyclical,Lodging,96.07,96.07,94.66,93.3,105.27,106.79,25,15,66,63,262.63,1.0,233.73,238.84,0.71
ROP,Technology,Software - Application,96.06,96.17,96.85,96.83,95.1,99.25,25,28,14,24,551.55,0.75,545.71,544.89,1.95
ARE,Real Estate,REIT - Office,96.01,96.75,96.77,94.32,98.35,113.56,24,19,26,84,117.6,0.61,117.87,120.37,1.2
YUM,Consumer Cyclical,Restaurants,95.97,95.97,95.05,94.69,99.76,102.87,24,20,33,44,134.02,0.66,135.25,134.71,0.68
C,Financial Services,Banks - Diversified,95.96,96.07,96.54,103.38,110.02,112.57,24,61,80,83,65.74,0.94,60.58,59.79,1.21
TEL,Technology,Electronic Components,95.85,96.39,97.33,99.7,99.91,101.32,24,41,34,34,147.51,0.72,147.43,145.54,0.78
ETN,Industrials,Specialty Industrial Machinery,95.83,95.83,94.83,105.61,117.88,114.31,24,70,93,86,341.39,1.0,307.21,301.48,0.54
HRL,Consumer Defensive,Packaged Foods,95.69,95.69,95.1,92.42,106.25,94.41,23,12,69,10,31.08,0.29,31.9,32.37,0.8
RJF,Financial Services,Asset Management,95.56,95.56,94.3,96.1,104.61,102.65,23,25,62,42,129.95,1.0,118.61,119.15,1.05
TTWO,Communication Services,Electronic Gaming & Multimedia,95.53,95.53,95.68,96.58,96.76,104.16,23,27,20,50,155.09,0.6,151.97,152.94,0.84
AMTM,,,95.49,95.49,95.24,94.74,94.59,94.9,23,20,12,12,,,,,
FTV,Technology,Scientific & Technical Instruments,95.45,95.45,94.54,89.79,105.2,104.74,23,8,65,52,78.02,0.62,73.43,76.77,0.56
ELV,Healthcare,Healthcare Plans,95.44,96.33,97.8,100.11,101.08,98.31,22,43,40,21,501.88,0.5,531.51,518.55,1.16
TER,Technology,Semiconductor Equipment & Materials,95.43,97.51,104.67,127.0,123.44,100.44,22,98,96,30,131.91,0.61,128.89,122.42,0.7
ROK,Industrials,Specialty Industrial Machinery,95.43,95.6,95.29,93.74,92.17,94.39,22,16,8,10,271.16,0.36,262.54,274.49,0.88
CVS,Healthcare,Healthcare Plans,95.4,95.4,92.92,89.45,92.91,99.47,22,7,9,25,66.63,0.47,59.16,65.76,1.37
AME,Industrials,Specialty Industrial Machinery,95.21,95.21,94.78,92.55,102.47,101.45,22,13,51,35,170.39,0.68,166.21,170.42,0.89
HON,Industrials,Conglomerates,95.18,95.18,96.73,98.99,98.14,101.46,22,38,25,35,215.99,0.9,203.43,202.86,1.47
XYL,Industrials,Specialty Industrial Machinery,95.16,95.16,94.99,104.55,109.5,109.6,21,66,79,74,136.86,0.84,132.65,130.29,0.72
AES,Utilities,Utilities - Diversified,95.14,95.21,94.72,106.72,111.51,125.88,21,76,84,96,17.32,0.49,17.88,17.87,0.88
LVS,Consumer Cyclical,Resorts & Casinos,94.96,94.96,90.93,83.84,97.81,99.94,21,2,23,27,52.87,0.86,42.9,46.59,0.81
LYB,Basic Materials,Specialty Chemicals,94.84,94.84,94.37,92.89,99.2,97.07,21,14,30,16,93.79,0.27,95.55,97.31,0.9
AMZN,Consumer Cyclical,Internet Retail,94.84,95.23,96.2,103.34,109.3,108.32,21,60,78,68,188.82,0.86,179.37,177.77,0.66
PTC,Technology,Software - Application,94.59,94.59,94.23,93.88,102.96,107.8,20,17,53,66,181.0,0.83,174.68,178.24,0.76
AIG,Financial Services,Insurance - Diversified,94.57,94.57,94.26,98.08,104.98,101.63,20,34,64,36,77.23,0.85,73.66,74.07,1.08
AVY,Consumer Cyclical,Packaging & Containers,94.48,94.48,94.11,98.87,102.48,100.06,20,38,51,28,218.03,0.81,215.29,215.02,0.8
IEX,Industrials,Specialty Industrial Machinery,94.34,94.34,93.24,87.82,102.8,101.79,20,5,53,38,211.49,0.42,202.73,214.9,0.6
IDXX,Healthcare,Diagnostics & Research,94.33,94.33,94.12,91.01,98.22,112.77,20,10,25,83,476.27,0.46,487.74,510.2,1.15
EMR,Industrials,Specialty Industrial Machinery,94.29,94.31,93.99,97.79,107.3,104.37,19,33,71,50,112.06,0.8,105.11,107.03,0.7
CDW,Technology,Information Technology Services,94.25,94.29,93.74,91.99,102.16,102.02,19,11,48,39,222.0,0.41,220.08,229.91,1.11
QRVO,Technology,Semiconductors,94.07,96.44,103.59,103.73,102.73,106.5,19,62,53,61,101.83,0.37,106.14,109.34,0.71
VMC,Basic Materials,Building Materials,93.94,93.94,93.82,94.26,108.51,106.75,19,18,75,63,247.51,0.66,244.11,250.32,0.63
ANSS,Technology,Software - Application,93.83,93.83,93.43,92.46,99.26,104.13,19,13,30,49,330.03,0.65,317.17,328.0,0.7
PPG,Basic Materials,Specialty Chemicals,93.75,93.75,93.24,89.74,91.54,102.46,18,8,7,41,128.25,0.31,125.97,133.5,0.61
ADM,Consumer Defensive,Farm Products,93.67,94.67,95.27,96.66,99.0,95.06,18,28,28,12,57.97,0.26,59.45,60.42,0.73
CHD,Consumer Defensive,Household & Personal Products,93.57,93.57,93.49,99.08,101.43,102.05,18,39,43,39,101.61,0.65,102.36,102.62,0.78
JBL,Technology,Electronic Components,93.51,93.51,91.33,86.02,98.13,98.03,18,3,24,21,124.23,0.47,109.6,121.29,0.58
