Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,461.3,507.62,578.49,568.43,395.96,132.41,99,99,99,81,114.0,0.92,103.63,46.1,2.27
3230,錦明,Technology,Electronic Components,377.16,468.84,458.85,403.5,186.62,105.51,99,99,94,57,52.6,0.81,46.81,21.73,1.36
2543,皇昌,Industrials,Engineering & Construction,332.8,332.8,339.65,325.97,337.51,322.93,99,99,98,98,83.1,1.0,60.3,38.25,1.2
6442,光聖,Technology,Electronic Components,325.78,325.78,325.09,504.47,537.11,228.44,99,99,99,97,493.5,0.9,397.78,248.16,1.74
4583,台灣精銳,Industrials,Specialty Industrial Machinery,293.28,293.28,267.48,278.16,109.28,103.59,99,98,65,54,837.0,1.0,600.29,339.11,1.67
8374,羅昇,Industrials,Industrial Distribution,291.52,298.36,315.26,438.98,337.51,90.95,99,99,98,26,144.0,0.9,140.19,72.83,0.39
8937,合騏,Consumer Cyclical,Recreational Vehicles,274.85,294.76,322.55,266.68,134.16,101.39,99,97,82,49,82.1,0.98,63.05,33.42,0.34
6640,均華,Technology,Semiconductors,274.71,331.02,360.77,465.58,388.41,344.43,99,99,99,99,826.0,0.75,900.72,530.5,0.66
4562,穎漢,Industrials,Specialty Industrial Machinery,260.45,272.55,276.89,352.39,339.46,101.93,99,99,98,51,70.0,0.85,70.12,40.06,0.41
3450,聯鈞,Technology,Semiconductor Equipment & Materials,255.27,260.82,247.79,240.92,204.39,149.51,99,97,96,88,241.5,0.97,174.75,106.33,1.19
8080,印鉐,Technology,Electronic Components,247.85,249.93,243.23,281.46,171.94,186.26,99,98,92,94,36.0,0.9,29.71,18.89,1.02
6609,瀧澤科,Technology,Electronic Components,243.83,254.45,234.43,223.49,126.88,90.32,98,96,78,24,107.5,0.94,78.38,48.18,2.66
6535,順藥,Healthcare,Biotechnology,242.59,253.56,270.66,227.09,251.53,309.03,98,96,97,98,317.5,0.95,270.97,195.6,0.67
4909,新復興,Technology,Electronic Components,239.5,273.08,339.57,305.62,314.82,340.16,98,98,98,99,149.5,0.73,142.8,95.56,0.49
2424,隴華,Technology,Consumer Electronics,234.11,237.06,237.06,204.57,81.12,104.47,98,96,12,55,82.9,0.98,55.05,36.1,0.47
3081,聯亞,Technology,Semiconductor Equipment & Materials,223.91,223.91,253.72,164.38,113.64,131.14,98,93,69,80,352.5,0.9,222.71,156.03,0.09
5443,均豪,Technology,Semiconductor Equipment & Materials,222.42,236.17,282.38,311.43,213.83,188.4,98,98,96,95,130.5,0.81,134.32,77.89,0.17
4903,聯光通,Technology,Communication Equipment,215.69,250.26,250.13,158.32,147.58,101.75,98,92,87,50,50.0,0.89,34.57,23.87,0.54
6199,天品,Technology,Computer Hardware,211.97,214.7,201.76,235.67,128.4,153.26,98,97,79,88,61.2,0.97,57.31,36.18,5.73
6231,系微,Technology,Software—Application,210.75,211.96,244.84,246.84,251.31,200.51,98,97,97,95,595.0,1.0,484.79,321.44,0.7
6223,旺矽,Technology,Semiconductor Equipment & Materials,210.0,231.81,231.81,241.96,199.29,184.33,98,97,96,94,834.0,0.98,749.84,485.58,0.73
2070,精湛,Industrials,Specialty Industrial Machinery,208.79,221.15,289.79,286.5,134.92,106.56,98,98,82,59,95.5,0.77,89.32,51.17,0.2
3363,上詮,Technology,Communication Equipment,205.85,207.37,220.97,183.38,220.63,251.7,98,94,96,98,244.5,0.97,185.01,136.75,0.09
3167,大量,Industrials,Specialty Industrial Machinery,204.69,217.54,249.3,194.9,117.11,137.97,98,95,72,84,147.0,0.83,109.23,72.62,0.72
6739,竹陞科技,Technology,Semiconductors,204.21,205.65,240.35,284.32,169.81,173.13,98,98,92,92,190.0,0.81,173.46,110.97,0.4
8064,東捷,Technology,Semiconductor Equipment & Materials,202.17,202.17,196.82,244.83,222.05,152.02,98,97,96,88,68.0,0.99,59.59,40.13,1.65
3293,鈊象,Communication Services,Electronic Gaming & Multimedia,200.3,200.3,198.15,184.51,149.06,163.79,98,94,88,91,1120.0,1.0,876.5,613.99,0.96
5314,世紀,Technology,Semiconductors,197.85,204.5,230.95,263.84,613.63,1017.36,98,97,99,99,220.5,0.49,187.79,206.55,0.81
3013,晟銘電,Technology,Computer Hardware,197.58,203.99,212.17,194.09,207.28,175.0,98,95,96,93,163.0,1.0,122.55,84.12,0.81
4569,六方科-KY,Industrials,Metal Fabrication,196.11,196.33,240.78,233.35,96.84,87.92,98,96,46,17,227.5,0.79,179.95,116.85,1.55
2467,志聖,Industrials,Specialty Industrial Machinery,195.74,227.68,245.31,274.47,261.09,249.3,98,97,98,97,213.5,0.82,217.33,151.38,0.93
6425,易發,Technology,Semiconductor Equipment & Materials,195.24,205.31,209.97,168.33,349.91,333.66,97,93,99,99,85.7,0.85,68.06,64.51,1.07
6706,惠特,Industrials,Specialty Industrial Machinery,192.92,200.08,220.93,205.33,167.18,83.64,97,96,92,9,173.5,0.91,148.48,93.29,0.97
4510,高鋒,Industrials,Specialty Industrial Machinery,192.7,200.35,257.79,290.65,144.04,100.58,97,98,86,48,46.5,0.78,45.49,25.22,0.44
3535,晶彩科,Technology,Computer Hardware,191.67,191.67,227.4,332.69,294.79,113.36,97,99,98,66,63.6,0.72,65.13,40.03,2.82
6187,萬潤,Industrials,Specialty Industrial Machinery,191.17,221.31,268.68,249.98,197.22,264.15,97,97,95,98,437.5,0.75,410.87,278.2,0.17
2365,昆盈,Technology,Computer Hardware,190.65,205.14,253.38,373.04,354.6,196.01,97,99,99,95,49.2,0.68,56.5,35.55,0.15
2359,所羅門,Technology,Electronic Components,189.41,195.03,222.16,280.45,387.33,240.42,97,98,99,97,148.5,0.78,153.43,112.73,0.22
3466,德晉,Technology,Communication Equipment,187.14,193.5,171.7,221.1,308.94,138.67,97,96,98,84,83.4,0.78,67.91,54.84,2.16
4956,光鋐,Technology,Electronic Components,177.56,183.92,168.67,150.87,136.22,136.13,97,90,83,83,43.95,1.0,29.83,23.95,0.41
1799,易威,Healthcare,Drug Manufacturers—Specialty & Generic,175.5,210.52,304.54,452.0,450.29,239.89,97,99,99,97,107.0,0.41,170.49,104.67,0.54
6151,晉倫,Basic Materials,Specialty Chemicals,175.38,175.38,150.44,150.83,106.46,92.14,97,90,61,29,61.1,1.0,40.59,30.88,6.9
5364,力麗店,Consumer Cyclical,Lodging,175.33,179.65,198.34,217.21,84.65,79.88,97,96,19,5,41.0,0.78,40.71,24.25,0.37
8111,立碁,Technology,Electronic Components,172.74,190.18,189.27,132.68,103.22,114.92,97,84,57,68,44.3,0.88,31.45,24.75,0.53
1540,喬福,Industrials,Specialty Industrial Machinery,172.69,189.16,228.21,227.07,143.94,101.72,97,96,86,50,45.55,0.87,43.32,26.66,0.3
8028,昇陽半導體,Technology,Semiconductors,172.27,180.49,185.11,211.0,174.84,87.04,97,96,93,15,135.5,0.95,127.46,81.7,0.41
5481,新華,Consumer Defensive,Education & Training Services,170.5,183.28,180.13,189.76,93.66,95.22,97,95,40,37,28.1,0.93,23.95,16.35,0.38
6854,錼創科技-KY創,Technology,Electronic Components,169.5,169.5,133.4,89.95,72.76,88.59,97,33,3,19,168.0,1.0,89.87,84.64,1.39
