Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DFSC,307351.6,837204.14,318487007.98,11491430869.18,17088375.08,99.73,99,99,99,81,3.01,0.05,5.8,8.42,0.07
TRON,17406.08,17592.12,17127.76,8947.07,147.57,113.92,99,99,96,90,2.7,0.22,7.1,2.46,1.34
INKT,6072.35,6072.35,4864.39,1185.7,185.73,146.02,99,99,97,95,14.8,0.17,15.94,9.87,0.04
PROK,2655.9,2655.9,2282.13,817.37,88.49,95.13,99,99,4,6,2.25,0.37,2.58,1.57,0.08
ABVE,1845.95,1845.95,1737.56,1189.53,295.27,122.76,99,99,98,92,1.65,0.4,1.77,0.98,0.12
BNC,1765.57,1765.57,1391.91,267.36,131.67,129.54,99,98,94,93,20.5,0.29,17.95,10.5,0.73
ASST,1329.7,1844.19,13315.89,13137.68,1979.69,110.78,99,99,99,89,4.54,0.33,4.72,2.64,0.9
ABTS,1302.34,1848.34,12403.41,6768261.53,6075919.15,123.49,99,99,99,92,3.48,0.4,4.24,2.49,0.09
GITS,1295.19,1697.53,4347.09,1174724.52,78353259095.12,62631825.13,99,99,99,99,2.03,0.5,2.38,1.53,0.02
HYPD,1228.21,1263.11,1259.14,875.35,55.26,67.79,99,99,1,1,6.14,0.11,8.89,5.0,0.25
CARM,1067.34,1067.34,919.59,645.58,69.66,88.09,99,99,2,3,0.4,0.25,0.34,0.4,0.67
VOR,695.41,695.41,624.21,260.91,170.07,172.38,99,98,97,97,1.96,0.72,2.06,1.13,0.19
SBDS,610.62,610.62,584.58,470.18,74.85,85.98,99,99,2,3,11.41,0.17,13.92,21.21,1.11
SOGP,550.82,550.82,363.88,225.69,130.29,122.26,99,98,94,92,30.46,0.84,7.14,3.25,0.58
AGH,530.99,530.99,440.34,157.99,99.88,103.8,99,96,9,84,3.71,0.64,2.24,1.51,0.33
NAKA,528.75,756.13,2572.04,2682.29,1029.88,240.24,99,99,99,98,4.08,0.13,10.21,6.12,7.09
ETHZ,488.94,488.94,436.7,169.6,134.98,640.79,99,97,94,99,2.31,0.16,3.06,1.78,0.54
LIDR,431.7,431.7,392.85,210.49,124.64,131.24,99,98,93,94,2.81,0.59,2.24,1.23,0.09
DALN,417.56,417.56,380.78,213.39,139.78,142.64,99,98,95,95,14.85,0.9,12.81,7.27,0.12
ABTC,407.72,464.15,961.66,961.66,244.18,143.59,99,99,98,95,7.4,0.85,6.25,3.46,3.88
HCTI,403.42,403.42,357.16,191.63,158.98,319.9,99,98,96,98,2.28,0.0,5.15,90.21,0.43
CELC,367.44,367.44,328.29,158.2,98.15,89.59,99,96,8,3,55.69,1.0,33.51,16.94,0.57
NKTR,353.93,353.93,330.72,239.08,91.48,101.7,99,98,5,83,40.18,1.0,25.8,15.8,1.44
NVTS,353.41,420.08,543.25,473.11,145.25,150.7,99,99,95,96,5.6,0.54,6.77,4.14,0.63
DRRX,340.44,340.44,292.82,117.58,92.37,72.94,99,92,5,1,1.91,0.98,1.33,0.9,0.49
TNGX,324.65,343.56,346.72,286.83,76.83,57.85,99,98,2,1,6.94,0.6,6.43,3.56,2.09
OPEN,312.29,312.29,253.81,118.92,83.09,98.57,99,92,3,80,6.65,1.0,2.53,1.56,1.79
MPU,309.02,309.02,305.25,219.26,95.0,110.64,99,98,6,88,1.77,0.36,2.56,1.44,0.14
XTKG,307.25,325.53,415.42,1152.31,8943421.34,55365270.09,99,99,99,99,2.17,0.9,1.93,1.28,2.45
ABVC,298.53,312.61,338.03,338.03,235.05,101.67,98,98,98,83,2.65,0.52,3.09,1.42,0.17
TDTH,296.17,296.17,293.06,177.77,75.22,80.37,98,97,2,2,0.76,0.14,0.89,1.02,0.07
BGL,285.95,287.87,286.6,257.37,105.28,96.83,98,98,48,42,8.29,0.0,23.48,23.48,0.41
MAAS,285.73,285.73,263.89,169.56,60.04,55.61,98,97,1,1,3.86,0.02,3.77,9.25,0.15
MBIO,283.1,283.1,268.9,173.79,44.47,85.94,98,97,1,3,1.43,0.03,1.8,3.43,0.02
KWM,281.91,301.82,300.83,277.73,105.28,96.83,98,98,48,42,2.44,0.15,3.45,3.37,6.4
SDM,280.14,286.69,286.69,236.91,107.93,96.83,98,98,86,42,9.98,0.26,14.07,10.83,0.87
BTCS,277.94,282.02,295.66,273.54,190.05,308.11,98,98,97,98,4.21,0.57,4.42,2.97,0.31
UPXI,273.73,312.58,638.81,1475.29,772.32,274.37,98,99,99,98,6.04,0.3,5.94,5.83,0.46
QNTM,266.32,294.41,354.05,352.3,350.18,153.03,98,98,98,96,14.06,0.35,20.81,11.1,0.67
PHAT,265.46,265.46,259.35,194.78,79.29,72.79,98,98,2,1,12.34,0.58,9.79,7.16,1.11
QMMM,264.97,264.97,233.38,196.61,146.75,93.59,98,98,96,5,7.61,0.6,2.91,1.47,0.49
SLDP,262.8,262.8,255.84,200.01,120.99,121.52,98,98,92,92,4.19,0.73,3.64,1.92,0.54
TGEN,261.62,278.19,312.28,311.65,260.76,259.56,98,98,98,98,7.04,0.7,8.07,4.09,0.62
DEVS,259.06,319.67,909.16,896.67,209.7,75.87,98,99,98,1,2.32,0.04,3.2,4.41,0.06
OUST,252.5,257.75,258.22,235.92,136.16,164.33,98,98,95,96,27.47,0.74,26.93,14.67,0.61
AIRE,247.91,247.91,212.66,95.71,267.87,259.38,98,7,98,98,0.41,0.07,0.35,0.95,0.22
MENS,246.27,246.27,215.09,109.76,105.28,96.83,98,88,48,42,52.31,0.86,27.52,25.47,0.75
BW,244.63,247.74,239.24,207.47,78.92,168.02,98,98,2,97,2.13,0.7,1.33,1.18,1.08
AMPX,243.47,243.47,238.86,206.94,234.15,290.6,98,98,98,98,7.11,0.8,6.95,3.75,0.48
EPSM,241.06,250.34,313.43,337.7,212.39,96.83,98,98,98,42,24.47,0.89,19.55,15.35,0.88
SGMT,236.6,241.37,242.52,228.09,114.36,182.48,98,98,90,97,7.11,0.62,8.55,5.35,0.51
VVPR,231.38,255.8,369.58,1093.51,807.49,146.67,98,99,99,95,4.8,0.67,5.16,3.12,0.2
PTIX,230.1,253.23,358.14,353.39,193.21,97.37,98,98,97,78,3.15,0.07,3.32,4.63,0.04
EVOK,226.87,226.87,218.22,162.34,104.13,121.05,98,97,12,92,5.21,0.63,4.78,4.02,0.0
SRFM,225.09,225.09,217.99,176.36,300.24,359.33,98,97,98,98,3.98,0.38,4.76,3.71,0.29
MOB,221.27,221.27,209.61,160.41,242.2,252.69,98,97,98,98,6.1,0.95,3.88,2.74,1.52
AREC,219.03,219.03,208.06,210.08,146.53,209.05,98,98,95,98,1.87,0.83,1.38,0.94,0.96
FMST,218.74,251.79,352.06,348.8,155.58,64.25,98,98,96,1,3.24,0.54,2.86,1.9,1.84
CTMX,216.98,245.3,436.66,438.38,198.5,88.59,98,99,97,3,2.28,0.72,2.24,1.42,1.66
CYN,215.99,215.99,214.65,182.62,47.96,149.08,98,97,1,96,5.65,0.0,8.19,104.72,0.05
CURR,215.81,215.81,190.43,110.14,282.68,180.77,98,88,98,97,1.67,0.37,1.65,1.55,0.05
VIOT,214.64,214.64,207.79,152.27,126.78,108.66,98,96,93,87,3.24,0.79,3.1,1.86,0.25
BTAI,210.7,210.7,192.0,88.84,71.82,100.17,98,4,2,81,3.79,0.25,3.12,3.46,0.24
BTM,210.12,237.84,317.82,313.21,156.37,121.31,98,98,96,92,3.52,0.46,4.78,2.78,0.65
SWIN,208.36,211.68,210.77,177.77,121.97,106.23,98,97,92,86,2.72,0.41,3.83,2.29,2.24
TMC,206.22,217.74,299.72,340.25,251.9,161.81,98,98,98,96,5.12,0.6,6.12,3.26,0.5
VSAT,205.79,205.79,192.22,140.37,119.5,98.36,98,95,91,80,29.65,0.89,21.23,12.49,0.95
ELWS,203.63,203.63,199.49,137.77,131.18,179.35,98,95,94,97,2.1,0.04,3.16,2.59,0.03
UCL,201.44,202.4,201.43,166.91,163.61,161.18,98,97,97,96,2.98,0.68,2.76,1.73,0.55
CPOP,196.65,196.65,179.3,117.82,86.98,105.27,98,92,3,85,1.23,0.65,0.9,0.81,0.02
DGXX,196.32,198.54,206.44,203.94,154.78,185.26,98,98,96,97,2.48,0.57,2.76,2.01,0.85
QS,196.27,196.27,193.61,167.76,99.0,99.47,98,97,8,81,7.84,0.39,9.09,5.76,0.21
LWLG,195.93,195.93,181.31,141.78,72.61,111.56,98,96,2,89,3.27,0.75,2.16,1.69,0.94
QUBT,195.88,207.24,253.99,257.31,1374.25,2489.79,98,98,99,99,15.11,0.58,16.75,11.55,0.76
FFAI,195.69,196.81,195.82,163.01,142.89,108.54,98,97,95,87,1.81,0.24,2.24,1.58,0.85
IDAI,195.5,204.82,287.89,1850.71,3746780.9,1619492.76,98,99,99,99,2.97,0.35,2.91,2.33,0.8
ONMD,194.92,194.92,171.16,109.8,138.08,152.67,98,88,95,96,0.87,0.48,0.62,0.72,0.04
BLBX,194.08,198.74,209.19,207.69,455.17,250.63,98,98,98,98,6.44,0.61,7.04,4.21,0.3
PRCH,194.02,194.91,232.25,233.88,294.24,392.58,98,98,98,99,18.2,1.0,14.23,8.38,1.07
JOBY,192.48,195.15,197.66,174.66,139.64,157.24,98,97,95,96,13.46,0.56,14.94,9.29,0.75
RILYL,191.71,191.71,177.28,112.9,82.76,98.68,98,90,3,80,6.07,0.55,5.58,4.92,0.14
SNES,186.57,186.57,188.43,186.8,130.1,128.04,98,97,94,93,5.03,0.77,4.97,3.27,0.65
AACG,185.49,185.49,168.39,118.43,124.16,160.02,98,92,92,96,2.04,0.89,1.42,1.04,0.39
ASBP,184.52,184.52,189.23,102.66,64.82,97.93,98,13,1,79,0.51,0.02,0.41,3.99,0.05
OSS,183.86,183.86,181.78,160.3,149.69,149.95,98,96,96,96,5.73,0.86,5.19,3.52,0.56
YSG,183.66,188.13,190.15,187.44,142.99,123.3,98,97,95,92,9.39,0.8,9.47,5.88,0.89
NA,183.3,190.2,187.5,184.5,276.01,491.83,98,97,98,99,4.93,0.17,6.45,6.56,0.14
TNXP,182.57,205.36,252.14,278.89,267.42,287.56,97,98,98,98,26.54,0.35,40.65,28.0,0.88
NEPH,181.07,187.88,194.26,190.19,148.84,96.1,97,97,96,7,3.83,0.68,3.81,2.43,0.35
PSTV,180.4,180.4,177.63,728.27,783.21,95.51,97,99,99,6,0.49,0.19,0.48,0.8,0.3
WBUY,179.4,199.83,429.47,491.27,303.1,183.95,97,99,98,97,2.8,0.03,5.13,8.81,0.06
COGT,178.89,178.89,174.4,141.85,85.71,92.72,97,96,3,5,13.05,1.0,11.19,8.11,0.64
UMAC,178.61,181.18,180.8,152.5,749.47,1048.45,97,96,99,99,9.56,0.46,9.86,8.95,0.43
PRPO,178.02,183.36,197.18,194.6,133.32,108.88,97,98,94,87,17.74,1.0,14.33,8.93,2.43
UUUU,176.95,176.95,172.67,146.63,99.92,134.71,97,96,9,94,11.56,0.92,8.99,6.06,0.58
XTIA,176.23,176.23,176.88,160.42,56.55,52.47,97,97,1,1,2.01,0.02,1.92,4.2,0.6
BE,175.58,175.58,165.47,124.18,188.69,236.81,97,93,97,98,57.07,1.0,36.38,25.75,0.87
VTYX,173.16,180.44,188.26,174.65,93.66,105.62,97,97,6,85,2.52,0.69,2.66,2.01,0.4
SEZL,173.12,192.34,300.2,302.67,179.56,224.38,97,98,97,98,85.85,0.4,127.33,78.33,0.69
KUKE,172.9,201.11,629.6,56778.51,48808.57,99.92,97,99,99,81,1.95,0.41,2.34,1.94,0.42
AYTU,172.88,177.3,214.03,208.81,113.09,78.89,97,98,89,2,2.25,0.68,2.33,1.71,0.36
FORD,172.46,172.46,164.04,162.41,143.89,144.91,97,97,95,95,16.36,1.0,10.94,6.84,3.92
EDIT,171.61,174.53,176.78,173.0,145.05,76.91,97,97,95,2,2.76,0.6,2.7,1.88,0.84
ABAT,171.12,171.12,170.18,164.08,177.83,177.24,97,97,97,97,2.4,0.63,2.3,1.56,1.22
PCLA,170.09,176.64,177.25,146.76,163.91,169.55,97,96,97,97,0.44,0.0,0.93,1.8,0.03
AGEN,169.64,184.49,220.9,226.12,108.21,87.92,97,98,86,3,4.33,0.51,5.2,3.64,0.36
HBIO,167.25,174.21,180.6,130.54,63.87,84.64,97,94,1,2,0.48,0.08,0.48,0.96,0.41
VHC,166.49,166.49,161.84,148.01,178.94,144.03,97,96,97,95,18.39,0.85,15.21,9.68,1.99
AMLX,166.07,166.07,162.35,160.38,137.23,181.18,97,96,95,97,10.2,1.0,8.09,5.23,1.07
CELU,165.45,169.12,169.12,150.34,122.12,160.27,97,96,92,96,2.41,0.43,2.95,2.21,0.27
SIF,164.55,164.55,160.88,132.98,90.43,90.65,97,95,4,4,7.08,0.98,5.42,3.82,0.87
PL,164.22,166.63,165.7,153.13,186.6,204.09,97,96,97,97,6.53,0.87,6.56,4.83,1.05
TBH,164.06,164.06,149.67,94.84,111.8,96.83,97,7,88,42,1.36,0.13,1.07,1.48,2.05
GPRE,163.9,163.9,153.8,127.67,68.11,81.97,97,94,1,2,10.64,0.7,8.3,7.11,1.23
ZEO,163.26,188.84,211.44,210.88,260.42,260.42,97,98,98,98,1.34,0.08,2.33,2.14,3.1
