Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
SMMT,451.47,509.44,635.85,922.27,471.17,279.29,99,99,99,98,19.47,0.59,21.21,10.3,0.31
QUBT,374.77,374.77,179.66,100.55,87.87,114.56,99,86,3,89,2.66,1.0,0.9,0.79,25.67
ATER,363.09,410.16,471.02,698.17,749.54,800.02,99,99,99,99,2.82,0.78,2.98,2.34,1.63
RNA,342.71,342.71,364.62,396.69,459.57,298.32,99,99,99,98,52.5,1.0,45.04,34.05,2.53
LASE,335.61,355.67,561.59,1188.34,296.29,207.56,99,99,98,98,5.05,0.24,7.8,3.46,0.08
RCAT,318.94,347.14,317.73,384.46,301.76,188.77,99,99,98,97,3.82,0.96,3.08,1.77,1.07
NOVV,302.28,312.17,314.97,319.43,110.31,108.33,99,99,88,87,37.0,1.0,34.03,17.45,0.0
IONQ,299.03,299.03,198.95,106.22,93.72,130.74,99,88,4,93,26.76,1.0,12.17,9.47,2.45
ADMA,291.39,317.66,309.58,346.93,318.99,206.16,99,99,99,98,21.47,0.94,18.42,11.72,0.42
WAVE,281.56,316.47,454.59,324.79,226.52,200.21,99,99,98,97,6.68,0.6,6.21,3.53,1.27
LTBR,264.09,332.52,392.77,90.09,119.52,79.84,99,5,91,2,7.36,0.5,4.98,3.39,0.95
APLT,258.87,284.39,253.56,247.07,240.02,531.46,99,99,98,99,8.92,0.84,8.06,5.89,0.48
QH,257.3,268.97,249.54,259.98,55.8,113.63,99,99,2,89,1.3,0.7,1.32,0.84,0.0
DSGN,241.02,241.02,197.76,203.39,176.67,153.6,99,98,97,96,7.5,1.0,5.46,4.18,1.47
ILLR,235.61,270.09,445.42,466.96,690.01,730.81,99,99,99,99,4.3,0.48,4.26,3.9,0.55
IESC,231.22,262.8,236.27,214.05,249.06,268.73,99,98,98,98,266.36,0.88,207.86,153.89,1.07
CMMB,225.63,237.07,204.3,291.26,196.37,109.9,99,99,98,88,1.74,0.64,1.57,1.1,1.11
SFM,222.54,227.8,222.11,194.36,201.86,178.33,99,98,98,97,145.45,0.99,116.59,85.16,0.77
HNST,219.82,219.82,172.9,215.88,202.29,234.53,99,98,98,98,6.01,1.0,3.86,3.5,7.95
LFVN,217.96,217.96,207.74,205.91,140.27,149.68,99,98,95,95,14.19,0.97,11.92,8.17,0.33
TPL,217.79,225.67,210.29,162.88,153.87,121.31,99,97,96,91,1366.42,0.96,1026.74,747.44,0.95
BSGM,216.7,266.19,245.42,90.76,223.55,78.25,99,5,98,2,1.75,0.32,0.7,0.82,0.91
BMA,210.99,227.11,229.82,226.73,286.1,274.32,99,98,98,98,79.55,0.96,71.69,56.33,1.01
UAL,205.89,210.71,208.19,143.26,127.45,129.85,99,96,92,93,89.78,1.0,65.12,51.25,0.97
INSM,205.27,210.33,213.74,327.51,311.95,135.81,99,99,98,94,70.6,0.85,72.26,53.01,1.14
EUDA,202.88,202.88,320.41,361.9,382.03,208.6,99,99,99,98,4.25,0.82,3.97,2.94,1.79
IREN,199.1,244.62,220.85,175.39,326.55,263.7,99,98,99,98,10.88,0.66,8.8,7.93,1.88
SG,198.49,255.66,255.66,245.23,307.75,293.51,99,98,98,98,35.64,0.8,36.03,27.72,1.22
FLXS,198.0,214.2,210.65,183.49,161.3,212.95,98,98,97,98,56.74,0.92,47.75,38.55,0.62
UXIN,194.2,194.34,254.96,268.78,71.83,62.83,98,99,2,2,4.81,0.32,4.05,2.57,0.07
GNSS,192.4,192.4,192.85,183.75,138.03,119.24,98,98,95,91,3.91,0.96,3.61,2.54,0.48
COMP,191.27,202.73,206.87,200.39,152.08,139.73,98,98,96,95,6.7,0.96,6.08,4.43,0.71
IPX,191.27,211.48,203.69,203.91,176.72,213.67,98,98,97,98,24.84,0.92,21.63,16.32,0.53
TOST,190.61,190.61,150.46,137.3,147.8,141.33,98,96,96,95,39.92,1.0,29.08,25.17,2.09
ADN,189.99,189.99,86.9,64.93,80.69,60.54,98,2,3,2,7.58,0.43,2.45,3.82,0.29
PLSE,188.25,229.63,227.26,267.44,301.1,212.55,98,99,98,98,17.39,0.72,17.36,13.06,5.08
CKPT,185.73,185.73,199.33,135.16,149.26,101.43,98,95,96,85,3.62,0.91,2.76,2.2,1.1
PRM,185.45,239.41,249.49,236.0,213.14,160.78,98,98,98,96,12.1,0.81,12.87,9.0,1.97
BTDR,184.9,188.11,151.95,132.38,201.34,153.68,98,95,98,96,10.6,0.68,7.71,7.61,4.23
TILE,184.82,188.08,182.33,152.47,163.44,181.95,98,97,97,97,25.58,0.99,19.65,16.67,0.77
PRIM,183.13,192.18,184.13,154.6,167.43,159.99,98,97,97,96,79.2,0.95,61.64,51.1,1.71
CADL,183.08,248.58,300.82,427.01,1055.43,908.45,98,99,99,99,4.29,0.27,6.15,5.58,1.24
GEVO,182.25,266.3,441.05,272.63,82.16,73.2,98,99,3,2,1.42,0.33,1.85,0.99,0.79
SGMT,182.18,185.29,165.5,97.57,102.62,195.42,98,6,86,97,6.02,0.23,4.43,4.57,0.36
RVMD,181.23,189.17,182.38,150.75,169.27,155.47,98,97,97,96,58.13,0.94,48.59,40.17,0.91
BLTE,180.76,182.39,180.73,139.35,183.55,177.66,98,96,97,97,82.23,1.0,57.83,48.44,1.33
RDNT,180.48,188.91,162.68,171.55,179.99,172.08,98,97,97,97,82.56,0.93,68.58,57.04,0.85
PRCT,179.34,195.27,212.52,187.68,185.36,181.07,98,98,97,97,92.25,0.9,80.53,64.4,0.79
LIND,178.87,185.54,174.67,131.39,138.98,113.81,98,95,95,89,13.27,0.91,10.13,8.9,0.63
MNMD,178.24,183.92,130.84,144.01,258.08,345.5,98,96,98,99,8.4,0.64,6.24,7.35,1.52
EVGO,177.51,269.14,341.67,261.14,172.87,79.77,98,99,97,2,5.2,0.48,6.08,3.52,1.37
ENVA,170.29,173.89,171.2,162.88,162.58,139.23,98,97,97,94,102.89,0.98,86.06,70.55,0.95
ERJ,167.54,171.69,166.85,174.65,190.87,174.41,98,98,98,97,39.18,1.0,34.92,28.49,1.18
REAX,167.46,202.06,192.34,270.81,289.04,286.11,98,99,98,98,5.26,0.74,5.51,4.62,1.54
CUK,164.93,170.41,170.41,130.12,133.24,125.76,98,94,94,92,22.19,0.99,18.14,15.43,0.56
BILL,163.15,165.73,117.14,88.2,82.01,85.11,98,4,3,3,89.67,1.0,57.5,57.71,1.84
USCB,163.04,165.04,155.18,135.66,150.45,114.46,98,95,96,89,20.58,1.0,15.43,13.14,1.93
NAMS,162.31,162.31,144.41,129.85,167.57,219.97,98,94,97,98,24.6,0.99,18.18,19.4,1.57
SITM,161.95,188.81,171.23,156.97,164.28,114.05,98,97,97,89,202.32,0.85,173.36,129.21,0.78
SN,161.58,163.69,193.72,188.96,183.67,155.72,98,98,97,96,102.11,0.87,104.2,78.01,0.84
AIHS,161.5,186.04,165.25,229.47,199.7,220.55,98,98,98,98,0.87,0.53,1.05,0.94,0.09
APGE,161.34,187.51,181.26,186.73,199.42,237.43,98,98,98,98,52.79,0.68,54.73,49.58,1.36
HEPS,161.3,177.62,198.9,203.53,247.35,136.99,98,98,98,94,3.0,0.76,2.69,2.2,0.51
GWRE,161.09,163.87,165.91,161.8,150.85,144.56,98,97,96,95,196.43,1.0,181.83,140.35,0.76
