Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
SNYR,3868.0,4152.85,1865.04,1800.07,1651.73,96.08,99,99,99,42,8.4,0.93,2.84,1.0,7.07
DRUG,3256.08,3256.08,3189.25,93.19,71.31,90.76,99,35,9,25,48.94,0.99,8.5,3.13,0.25
FTEL,796.39,796.39,631.27,579.66,1173.25,414.79,99,99,99,98,32.17,0.82,16.99,13.33,3.17
WGS,777.63,806.19,801.08,794.56,663.41,311.46,99,99,99,97,58.82,0.97,43.32,23.74,0.82
DOGZ,683.39,685.28,504.41,363.37,262.46,138.26,99,98,97,85,56.84,1.0,30.6,14.82,0.39
SEZL,624.16,624.16,634.31,521.68,290.98,313.32,99,99,98,97,212.96,0.94,158.96,89.95,0.85
ASTS,550.72,615.65,615.65,912.53,550.32,69.69,99,99,99,8,25.62,0.65,27.77,12.13,0.85
MNPR,529.63,1031.62,203.02,149.62,146.72,215.4,99,91,88,95,16.93,0.5,4.87,3.7,2.2
CHSN,521.97,593.49,683.75,125.1,152.8,116.62,99,82,90,72,10.56,0.68,5.26,2.7,0.69
CAPR,470.22,470.22,436.49,180.19,131.99,137.27,99,95,83,85,21.78,1.0,10.74,6.45,0.41
SMMT,449.33,467.89,581.71,818.49,419.71,241.74,99,99,98,96,21.26,0.65,19.22,9.21,0.43
LENZ,428.16,446.24,446.24,588.61,614.29,743.7,99,99,99,99,27.02,0.96,23.48,16.2,0.71
INSG,408.13,461.39,481.7,402.63,358.68,98.59,99,99,98,47,19.64,0.99,16.61,8.42,0.71
RAIL,398.11,398.11,389.49,317.62,129.77,123.06,99,98,82,78,14.57,1.0,9.95,5.02,1.06
CRVS,390.8,390.8,358.39,304.88,126.18,161.77,99,98,79,91,8.31,1.0,5.41,2.92,2.82
ATER,372.6,386.02,404.64,616.06,645.53,671.05,99,99,99,99,2.68,0.73,3.01,2.18,0.96
LASE,367.52,382.65,925.9,1036.99,181.62,148.59,99,99,94,88,5.86,0.29,7.3,3.18,0.17
LUMN,365.9,418.57,493.55,493.55,104.3,90.58,99,99,55,25,6.44,0.87,6.2,2.79,0.61
WLGS,354.14,414.68,458.88,206.21,84.45,110.16,99,96,18,64,2.38,0.7,1.38,0.8,0.15
GEVO,351.67,376.9,371.97,176.3,69.49,65.04,99,94,8,7,2.96,0.88,1.51,0.91,0.88
WAVE,349.33,349.33,366.39,205.22,196.91,182.18,99,96,95,93,9.2,0.86,5.1,3.1,0.77
NEON,343.77,396.25,556.84,631.28,166.4,73.7,99,99,92,10,8.05,0.63,7.87,3.5,0.16
LBPH,341.05,373.8,362.17,373.92,328.54,415.4,99,98,98,98,59.6,1.0,39.21,27.6,0.57
SMR,323.1,343.34,338.1,227.35,299.29,170.27,99,97,98,92,18.41,0.96,11.44,7.94,1.75
NXL,320.19,328.05,160.62,198.47,445.69,467.62,99,96,98,98,2.29,0.75,0.91,1.01,14.13
CLOV,318.41,342.33,359.41,300.4,181.43,88.25,99,98,94,21,3.92,0.91,3.29,1.63,0.4
JANX,308.73,308.73,260.54,294.76,618.86,438.17,99,98,99,98,53.41,0.81,46.98,39.59,1.84
HROW,305.12,338.93,338.07,308.91,177.31,83.9,99,98,93,16,50.6,0.86,45.9,23.34,1.12
ALTS,301.11,301.11,255.61,272.85,806.19,788.56,98,98,99,99,2.8,0.52,2.17,2.24,0.39
NOVVU,297.09,297.37,314.02,319.81,94.18,98.49,98,98,37,47,41.0,1.0,30.35,16.4,0.0
CVNA,296.14,296.14,273.32,260.28,526.22,415.86,98,98,99,98,202.53,1.0,168.05,112.61,0.9
COMM,294.96,321.0,365.27,367.05,94.4,80.85,98,98,38,13,6.22,0.93,5.36,2.55,0.58
EVGO,290.17,292.82,266.03,159.06,142.21,67.99,98,93,87,8,8.81,0.98,5.35,3.24,0.48
RNA,282.11,311.13,311.13,399.02,381.04,251.57,98,99,98,96,45.11,0.88,44.49,31.78,0.43
WLFC,279.5,319.62,319.62,232.15,167.82,102.25,98,97,92,53,184.91,0.89,137.91,79.39,0.85
CURI,279.48,279.48,281.84,245.86,175.34,181.95,98,97,93,93,2.62,1.0,1.84,1.15,0.84
CRMD,278.98,278.98,229.79,171.58,144.6,143.38,98,94,88,87,13.04,1.0,7.91,5.24,2.28
EUDA,270.74,270.74,187.78,342.89,334.07,168.61,98,98,98,91,4.7,0.94,4.06,2.76,1.16
NOVV,268.09,268.48,278.89,285.36,94.36,95.6,98,98,37,41,37.0,1.0,27.64,15.8,0.0
RZLT,266.69,266.69,245.98,284.17,357.75,261.99,98,98,98,97,5.78,1.0,4.83,3.42,1.27
PSNL,258.61,258.61,340.54,403.31,238.93,86.16,98,99,96,18,4.71,0.7,5.29,2.61,0.33
EBS,256.5,275.1,262.34,565.26,499.04,79.46,98,99,99,12,8.93,0.56,8.47,5.73,0.31
MSTR,252.7,262.22,260.82,255.83,340.12,443.12,98,98,98,98,234.34,0.99,161.11,135.54,1.81
TIL,251.93,310.15,677.16,794.16,120.49,124.87,98,99,75,79,31.06,0.32,38.09,17.9,0.34
WULF,251.2,262.42,219.8,248.66,307.41,205.48,98,98,98,95,6.38,0.97,4.63,3.3,1.82
VKTX,249.37,249.37,227.64,275.38,439.92,607.2,98,98,98,99,78.03,0.81,63.52,58.53,2.72
APP,248.56,248.56,221.53,204.5,236.0,238.26,98,96,96,96,161.63,1.0,119.59,82.3,0.52
AZ,245.99,245.99,204.24,140.15,112.25,75.19,98,89,67,10,5.36,1.0,2.32,1.9,3.46
NRIX,241.81,241.81,203.5,233.14,223.48,168.78,98,97,96,91,26.27,1.0,24.03,17.35,1.29
BVS,239.57,240.06,231.06,220.1,201.72,194.89,98,97,95,94,13.21,0.99,11.12,6.98,0.49
SRRK,239.04,254.69,314.66,86.26,141.19,177.72,98,23,87,92,29.91,0.84,14.77,13.2,0.5
CADL,233.42,245.68,350.14,376.8,908.97,520.15,98,98,99,99,5.6,0.37,6.34,5.34,1.27
KINS,233.05,269.26,287.8,396.59,249.43,252.06,98,99,97,96,9.78,0.79,9.41,5.71,0.32
PCT,232.09,238.94,190.14,165.65,135.4,124.31,98,94,84,78,14.12,0.98,8.31,6.13,3.04
WVE,229.33,240.53,242.15,161.93,131.43,134.57,98,93,83,84,14.45,0.93,8.01,6.11,0.54
EWTX,228.75,228.75,243.14,243.09,197.36,236.18,98,97,95,96,34.98,0.98,24.86,19.35,0.39
TKNO,228.23,266.85,290.53,240.76,140.13,125.06,98,97,86,79,6.79,0.92,5.12,3.14,0.86
DAVE,227.06,258.76,311.25,306.16,581.62,530.2,98,98,99,99,38.74,0.7,39.62,35.14,0.82
EOSE,226.06,226.06,237.57,244.48,155.38,67.9,98,97,90,8,3.34,0.96,2.71,1.51,0.65
ESGL,225.6,244.4,290.19,246.8,171.23,67.51,98,97,92,8,1.83,0.79,1.76,1.02,0.17
CSLR,224.17,224.66,271.87,243.75,265.48,89.72,98,97,97,23,2.26,0.71,2.26,1.4,0.58
ADMA,223.73,223.73,304.82,303.96,258.89,147.39,98,98,97,88,15.81,0.72,17.94,10.79,0.51
JG,222.89,239.94,287.24,202.81,94.9,99.53,98,96,39,48,7.46,0.74,5.51,3.7,1.43
MBRX,220.8,220.8,221.24,368.4,816.07,813.47,98,98,99,99,2.58,0.39,2.49,2.89,0.27
AEYE,220.22,271.84,262.78,351.47,422.56,256.3,98,98,98,97,22.75,0.79,22.87,16.69,0.86
SGMO,219.9,245.6,186.18,176.86,107.38,180.68,98,94,60,93,1.5,0.97,0.9,0.7,2.69
TVGN,219.83,219.83,97.03,33.22,19.48,89.38,98,2,1,23,3.05,0.25,0.72,2.6,0.9
PCTTU,218.3,227.48,197.19,155.54,110.76,131.04,98,92,65,82,17.92,1.0,10.31,7.8,0.0
GGAL,218.26,221.41,219.66,185.98,214.52,187.61,98,95,96,93,53.89,1.0,43.34,31.55,0.81
GDS,217.13,230.1,223.67,207.98,132.07,74.72,98,96,83,10,21.49,0.92,18.92,10.91,0.36
CAVA,213.49,219.39,220.85,213.94,187.19,139.3,98,97,94,85,136.09,0.98,123.34,84.28,0.6
CDNA,212.43,212.43,274.39,283.47,209.93,122.24,98,98,96,77,22.39,0.6,29.08,17.03,0.64
OCUL,209.01,218.26,217.88,196.85,194.53,258.06,98,96,95,97,11.14,0.96,9.31,7.56,0.62
RKLB,208.79,208.9,208.46,163.02,107.66,93.76,98,93,60,37,11.18,0.99,8.25,5.44,0.65
