Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
SNYR,308404.89,605542.92,20094766.2,18057335.92,29904.39,91.44,99,99,99,13,8.4,0.93,2.84,1.0,7.07
TECX,5520.21,9457.54,123334.04,229241.54,8950.06,86.7,99,99,99,6,38.74,1.0,25.16,18.23,1.22
MIRA,3163.07,6297.51,7410.3,4858.08,153.47,103.78,99,99,91,46,1.29,0.17,1.37,1.17,3.77
DRUG,3015.35,3015.35,520.14,104.56,85.7,126.85,99,58,8,81,48.94,0.99,8.5,3.13,0.25
GNLN,943.51,943.51,872.45,484.48,126.63,101.07,99,98,83,39,1.98,0.0,5.16,5.26,1.24
RGC,690.93,1047.25,1047.25,766.71,113.64,65.04,99,99,73,2,4.65,0.11,6.18,6.05,0.31
LASE,588.7,588.7,527.58,279.78,250.44,191.03,99,98,97,95,5.86,0.29,7.3,3.18,0.17
QH,577.31,577.31,474.31,178.2,77.46,97.09,99,96,4,29,1.39,0.76,1.04,0.82,0.01
CING,575.82,575.82,524.55,313.33,60.8,106.88,99,98,2,55,4.37,0.02,6.34,12.13,0.03
LUMN,554.2,556.16,550.26,399.05,95.78,109.59,99,98,28,61,6.44,0.87,6.2,2.79,0.61
ASNS,515.25,690.12,2891.25,17031.67,3769.22,95.27,99,99,99,25,1.3,0.26,1.49,1.24,0.12
CNEY,512.09,512.09,404.7,128.67,58.51,74.69,99,89,2,3,0.52,0.08,0.52,0.79,0.02
SERV,509.02,669.33,737.8,550.48,74.14,90.25,99,99,3,10,9.74,0.36,8.73,6.32,0.83
CHSN,497.81,497.81,333.71,133.81,173.35,302.53,99,91,93,98,10.56,0.68,5.26,2.7,0.69
STEC,476.31,476.31,233.78,116.14,55.38,48.3,99,80,1,1,0.95,0.11,0.6,0.79,0.08
GDC,459.43,475.47,487.66,432.13,94.82,90.1,99,98,24,9,1.73,0.16,3.95,2.0,0.05
VRAX,445.5,445.5,438.4,421.13,156.33,65.14,99,98,91,2,2.28,0.29,2.86,1.46,0.1
DUO,393.61,393.61,338.55,545.74,463.54,73.49,99,99,98,3,1.08,0.18,1.02,0.67,0.09
NOVVU,386.8,386.8,341.04,175.46,93.82,92.49,99,96,19,18,41.0,1.0,30.35,16.4,0.0
RGS,383.09,499.5,1248.72,1430.65,333.85,119.2,99,99,98,75,23.79,0.65,24.05,14.79,0.16
SMMT,381.74,417.31,535.38,871.21,557.64,183.11,99,99,98,94,21.26,0.65,19.22,9.21,0.43
TWG,368.85,368.85,238.07,103.07,102.4,100.68,99,54,51,38,0.54,0.0,2.53,1.61,12.74
