Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,3020.7,3256.08,3189.25,93.19,71.31,90.76,99,36,9,25,45.02,0.91,10.32,3.58,0.12
WGS,1040.87,1040.87,801.08,794.56,663.41,311.46,99,99,99,97,84.02,1.0,44.72,24.4,6.28
FTEL,905.65,905.65,631.27,579.66,1173.25,414.79,99,99,99,98,35.94,0.92,17.72,13.65,0.65
SEZL,704.2,710.02,634.31,521.68,290.98,313.32,99,99,98,97,216.42,0.96,162.63,91.96,0.76
DOGZ,633.54,685.28,681.26,363.37,262.46,138.26,99,98,97,85,51.33,0.9,31.77,15.27,0.13
ASTS,560.35,603.66,615.65,912.53,606.7,68.57,99,99,99,8,26.98,0.68,27.45,12.36,0.38
CHSN,550.96,636.03,683.75,125.1,152.8,116.62,99,82,90,72,11.91,0.78,5.69,2.81,0.14
MNPR,507.89,1031.62,200.26,203.02,146.72,215.4,99,96,88,95,16.21,0.47,5.46,3.85,0.6
CAPR,485.24,485.24,436.49,180.19,131.99,137.27,99,95,83,85,21.99,1.0,11.45,6.62,0.36
WLGS,480.25,480.25,458.88,206.21,84.45,110.16,99,96,17,64,3.16,0.98,1.48,0.82,0.19
SMMT,467.59,469.49,544.45,818.49,419.71,241.74,99,99,98,96,21.83,0.67,19.62,9.4,0.39
LENZ,439.07,439.07,446.24,588.61,614.29,743.7,99,99,99,99,28.21,0.99,23.71,16.46,0.84
CRVS,423.47,423.47,377.78,304.88,158.74,161.77,99,98,91,91,8.89,1.0,5.59,2.99,1.06
RAIL,386.41,398.11,389.49,317.62,129.77,123.06,99,98,82,77,14.23,0.97,10.3,5.14,0.51
SMR,376.09,376.09,343.34,227.35,299.29,170.27,99,97,98,92,21.61,0.98,11.95,8.13,1.52
ATER,375.12,379.41,404.64,616.06,645.53,671.05,99,99,99,99,2.74,0.75,3.0,2.2,0.51
INSG,372.91,447.96,481.7,402.63,358.68,107.23,99,99,98,61,17.96,0.9,16.87,8.59,1.32
NXL,361.31,361.31,252.07,182.48,445.69,467.62,99,95,99,98,2.61,0.87,0.97,1.03,5.6
NEON,353.85,369.51,430.33,631.28,166.4,94.19,99,99,92,38,8.13,0.64,8.1,3.56,0.08
WAVE,346.63,387.21,366.39,236.36,196.91,182.18,99,97,95,93,9.09,0.85,5.34,3.18,1.5
LBPH,338.98,364.24,373.8,373.92,328.54,415.4,99,98,98,98,59.57,1.0,40.17,27.97,0.46
LUMN,336.79,367.16,468.77,493.55,124.37,90.58,99,99,78,25,6.6,0.89,6.23,2.84,0.5
LTBR,334.46,334.46,236.59,83.98,101.28,68.79,99,20,50,8,12.31,1.0,3.65,3.09,12.07
CLOV,326.79,326.79,359.41,300.4,184.15,87.54,99,98,94,20,4.05,0.94,3.34,1.66,0.39
GEVO,320.77,351.67,376.9,193.85,69.49,65.04,99,96,8,7,2.7,0.79,1.59,0.93,1.1
LASE,317.95,382.65,925.9,1036.99,181.62,148.59,99,99,94,88,5.19,0.25,7.38,3.23,0.11
COMM,317.32,321.0,354.74,367.05,128.02,80.85,99,98,80,13,6.87,1.0,5.47,2.59,1.18
JANX,315.82,315.82,283.48,294.76,618.86,507.05,99,98,99,99,54.21,0.82,47.46,40.03,0.51
CVNA,301.16,301.16,279.63,260.28,526.22,415.86,98,98,99,98,208.74,1.0,170.09,114.24,0.85
SGMO,300.64,317.3,197.76,176.86,145.72,180.68,98,95,88,93,2.0,0.98,0.94,0.72,3.09
NOVVU,295.47,297.37,314.02,319.81,94.18,98.49,98,98,37,47,41.0,1.0,31.46,16.69,0.0
MSTR,288.55,288.55,262.13,240.57,340.12,443.12,98,97,98,98,258.24,1.0,166.01,137.59,1.79
RNA,284.95,296.42,311.13,380.75,399.02,251.57,98,99,98,96,44.57,0.87,44.48,32.12,0.38
CRMD,282.42,290.57,249.88,176.5,144.6,143.38,98,94,88,87,12.97,0.94,8.24,5.34,1.65
TIL,281.87,285.6,636.8,794.16,120.49,124.87,98,99,75,79,34.41,0.36,39.06,18.17,1.4
EBS,280.81,281.56,275.1,565.26,565.26,79.46,98,99,99,12,9.33,0.59,8.39,5.81,0.34
HROW,278.94,338.93,338.93,308.91,178.34,83.9,98,98,93,16,46.55,0.78,46.2,23.71,1.16
EVGO,277.23,292.82,266.03,159.06,150.09,67.99,98,93,89,8,8.37,0.92,5.53,3.3,0.61
WLFC,274.37,288.94,319.62,232.15,167.82,102.25,98,97,92,54,183.97,0.88,141.11,80.74,0.72
ALTS,273.78,311.07,258.48,272.85,658.73,806.19,98,98,99,99,2.51,0.46,2.17,2.26,0.62
WULF,269.61,274.25,262.42,248.66,307.41,205.48,98,98,98,95,6.69,0.97,4.74,3.35,1.27
APP,267.71,267.71,238.32,204.5,236.0,238.26,98,96,96,96,172.24,1.0,122.92,83.58,0.68
NOVV,266.45,268.48,278.89,285.36,94.36,95.6,98,98,37,41,37.0,1.0,28.59,16.06,0.0
CURI,265.82,282.55,281.84,245.86,175.34,181.95,98,98,93,93,2.41,0.9,1.89,1.17,0.7
PSNL,262.55,265.99,340.54,403.31,238.93,86.16,98,99,97,18,5.13,0.78,5.25,2.64,0.67
RZLT,259.08,266.69,245.98,284.17,357.75,261.99,98,98,98,97,5.68,0.98,4.89,3.46,1.19
EUDA,256.44,272.93,215.65,342.89,334.07,181.47,98,98,98,93,4.55,0.91,4.06,2.79,0.96
VKTX,247.16,249.37,227.64,257.49,439.92,607.2,98,98,98,99,73.35,0.75,64.01,59.05,1.0
ASPI,244.75,244.75,197.9,141.03,473.69,449.65,98,89,99,98,5.76,1.0,3.07,3.32,3.15
BVS,240.3,240.3,231.06,220.1,201.72,194.89,98,97,95,94,13.31,1.0,11.31,7.06,0.55
SRRK,239.56,243.05,314.66,86.26,141.19,177.72,98,22,87,92,30.93,0.88,15.62,13.35,0.52
RCAT,235.81,235.81,299.15,341.2,196.19,161.22,98,98,95,91,3.28,0.88,2.99,1.62,1.03
WVE,233.25,234.7,242.15,161.93,131.43,134.57,98,93,82,84,14.8,0.96,8.38,6.21,0.73
EWTX,229.53,229.53,243.14,243.09,197.36,236.18,98,97,95,96,34.45,0.96,25.49,19.6,0.49
ADMA,229.16,229.16,304.82,303.96,258.89,147.39,98,98,97,88,16.71,0.77,17.89,10.91,0.43
AEYE,229.06,244.89,271.84,351.47,422.56,270.4,98,98,98,97,22.73,0.79,22.86,16.87,0.46
AZ,228.2,245.99,210.63,140.15,112.25,75.19,98,89,66,10,5.21,0.97,2.45,1.92,0.78
TKNO,228.11,228.23,290.53,240.76,158.59,125.06,98,97,91,79,7.06,0.96,5.2,3.18,1.58
KINS,226.69,254.8,287.8,396.59,268.98,252.06,98,99,97,96,9.99,0.81,9.36,5.79,2.63
NRIX,226.18,241.81,216.71,233.14,233.14,168.78,98,97,96,91,25.2,0.94,24.15,17.51,0.73
ESGL,225.08,228.02,290.19,274.82,171.23,67.51,98,98,93,8,1.77,0.76,1.78,1.04,0.63
EOSE,224.66,226.24,237.57,244.48,155.38,67.9,98,98,90,8,3.45,1.0,2.77,1.54,0.74
