Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
LICN,1.909396292544445e+17,1.3882765734108058e+19,1.5854156992234412e+25,6.635934723940991e+30,3.569464248191105e+20,111.15,99,99,99,78,4.33,0.65,4.58,2.54,0.04
DFSC,4347169026.05,4347169026.05,1899401221.67,78087527.51,80.45,78.75,99,99,3,3,8.87,0.1,7.07,12.72,0.04
RGC,26629.73,26629.73,25147.88,18130.37,596.11,1278.04,99,99,98,99,13.7,0.17,17.99,4.73,0.29
GITS,13959.39,22939.1,228906.06,78145765750.08,30640217158.7,187.42,99,99,99,96,2.55,0.63,1.75,1.14,0.03
NXTT,11071.59,11071.59,6880.88,1279.4,224.85,190.0,99,99,96,96,2.61,0.43,1.93,1.47,0.04
ASST,9314.92,9314.92,7212.45,3220.82,180.42,129.15,99,99,95,90,5.84,0.43,5.94,2.0,0.11
OMH,7329.53,10965.98,50276.06,115501.44,8253.79,91.36,99,99,99,7,1.4,0.34,1.89,1.14,0.04
KLTO,5754.93,5754.93,2911.77,235.21,94.78,70.1,99,97,11,2,1.35,0.65,0.79,0.49,0.06
SBET,3727.63,3727.63,2415.58,610.41,114.29,126.96,99,98,79,89,28.97,0.34,18.92,9.59,4.37
IXHL,2732.49,2732.49,2040.14,617.09,108.46,108.28,99,98,72,73,0.34,0.09,0.21,1.23,6.08
SRM,2478.51,2478.51,1432.4,159.44,117.83,108.17,99,95,82,73,6.72,0.6,3.52,1.3,0.27
NAKA,2448.35,2448.35,2252.53,1390.38,256.44,120.29,99,99,97,86,11.77,0.45,14.13,4.62,0.07
WBX,2396.36,2396.36,322.32,81.25,71.13,90.25,99,5,2,7,5.96,0.93,1.24,0.76,0.05
UPXI,1332.42,1332.42,1227.78,980.23,249.42,236.97,99,99,97,97,5.2,0.24,8.81,5.45,3.65
SXTC,1260.32,1617.57,3871.24,19858.66,4219.69,66.41,99,99,99,2,1.67,0.26,1.73,1.36,0.02
GPUS,1101.44,1101.44,1058.32,754.78,77.84,83.46,99,98,3,4,1.06,0.0,3.85,4.57,0.2
MCTR,1058.84,1058.84,897.95,444.39,182.78,100.12,99,98,95,37,2.67,0.0,5.66,5.94,0.06
DVS,927.06,1295.96,1295.96,1006.63,176.41,103.66,99,99,95,65,3.84,0.99,3.16,1.53,0.99
AREB,853.49,1522.6,1922.62,984.85,78.63,83.93,99,99,3,4,1.33,0.0,1.89,30.74,0.17
BULL,780.55,780.55,750.95,641.45,130.61,101.27,99,98,88,60,12.13,0.03,12.46,12.71,0.77
KIDZ,769.25,769.25,663.54,451.93,102.2,100.12,99,98,21,37,3.1,0.33,3.63,3.14,0.07
OST,744.12,771.02,843.62,627.41,114.07,111.09,99,98,79,78,0.14,0.0,4.18,2.92,0.51
