Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,315.01,327.19,335.9,329.5,186.29,108.17,99,99,98,72,119.5,0.97,102.23,45.09,4.02
3230,錦明,Technology,Electronic Components,288.19,288.19,269.39,218.07,134.09,108.33,99,98,92,73,57.0,0.89,45.23,21.1,1.3
8937,合騏,Consumer Cyclical,Recreational Vehicles,236.56,236.56,232.42,191.6,104.75,98.88,99,98,67,36,82.3,0.98,61.15,32.81,0.29
4510,高鋒,Industrials,Specialty Industrial Machinery,222.24,235.92,238.88,213.21,104.67,101.3,99,98,67,51,47.7,0.81,45.18,24.8,2.5
8374,羅昇,Industrials,Industrial Distribution,219.24,236.51,287.2,313.48,202.05,94.35,99,99,98,11,142.5,0.89,138.56,71.32,0.93
2070,精湛,Industrials,Specialty Industrial Machinery,211.29,211.39,211.69,180.59,108.0,105.55,99,97,72,66,97.5,0.79,87.72,50.52,0.85
5364,力麗店,Consumer Cyclical,Lodging,201.21,201.21,196.5,173.61,89.81,102.53,99,97,22,56,39.55,0.73,40.14,24.0,0.47
4583,台灣精銳,Industrials,Specialty Industrial Machinery,200.17,200.17,188.03,152.84,107.95,101.77,99,95,72,53,822.0,1.0,580.35,333.1,1.83
3073,天方能源,Technology,Semiconductors,192.86,209.82,223.68,218.96,132.3,105.45,99,98,91,66,69.2,0.51,81.58,49.82,0.18
1540,喬福,Industrials,Specialty Industrial Machinery,187.58,190.48,190.76,173.78,106.59,101.06,99,97,70,49,45.2,0.86,43.13,26.28,2.82
2524,京城,Real Estate,Real Estate—Development,187.24,193.78,195.27,190.5,134.65,110.36,99,98,92,77,82.7,0.5,107.83,62.77,0.24
5443,均豪,Technology,Semiconductor Equipment & Materials,186.14,193.18,201.27,195.79,152.37,150.74,98,98,96,97,131.5,0.81,132.51,76.87,0.31
6199,天品,Technology,Computer Hardware,181.16,181.16,178.39,160.71,108.71,136.04,98,96,74,95,55.3,0.83,57.0,35.76,2.17
6640,均華,Technology,Semiconductors,178.82,184.43,200.32,200.73,217.64,202.66,98,98,99,99,881.0,0.81,895.04,523.4,0.63
5345,天揚,Technology,Electronic Components,176.24,191.3,226.07,222.31,128.61,87.11,98,99,89,2,27.0,0.59,29.85,18.15,0.23
8080,印鉐,Technology,Electronic Components,175.49,175.49,169.82,143.38,176.23,165.0,98,94,97,98,33.65,0.83,28.87,18.61,0.63
4562,穎漢,Industrials,Specialty Industrial Machinery,175.27,189.96,233.31,267.91,231.74,97.77,98,99,99,31,69.8,0.84,69.69,39.5,4.56
9906,欣巴巴,Industrials,Engineering & Construction,174.66,185.71,192.09,190.78,121.95,115.36,98,98,86,83,131.5,0.49,176.09,106.66,0.58
3535,晶彩科,Technology,Computer Hardware,173.39,196.18,234.22,236.4,161.23,108.08,98,99,96,72,53.0,0.56,65.49,39.54,0.24
3450,聯鈞,Technology,Semiconductor Equipment & Materials,172.59,172.59,175.49,174.99,135.38,107.51,98,97,92,71,232.0,0.99,168.05,103.83,1.85
