Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
LICN,5.714450504080437e+18,2.1718069654829226e+20,4.610266353894528e+27,6.63656266318482e+30,4.902100399690424e+18,118.86,99,99,99,83,4.14,0.62,4.51,2.49,0.01
RGC,25550.67,25550.67,23295.89,15516.15,463.43,1209.74,99,99,98,99,17.4,0.22,16.91,4.43,0.42
OMH,10056.78,14484.49,100379.79,115515.93,5264.11,90.92,99,99,99,5,1.54,0.39,2.0,1.12,0.03
NXTT,7588.27,7588.27,5069.15,821.04,226.47,177.84,99,99,96,96,2.48,0.4,1.74,1.44,0.04
ASST,7585.33,7585.33,6191.53,2368.62,177.21,113.4,99,99,94,76,6.05,0.45,5.47,1.9,0.19
HAO,4657.57,7437.75,110867.91,1533910984.51,427304884.76,36.7,99,99,99,1,1.33,0.19,1.37,0.97,0.22
KUKE,4068.68,6673.56,56796.57,52909.3,2582.06,94.83,99,99,99,8,2.94,0.64,3.47,1.62,0.42
KLTO,3364.28,3364.28,1848.99,98.31,94.53,64.39,99,20,11,1,1.37,0.66,0.7,0.48,0.09
NAKA,2300.47,2300.47,2103.2,1132.56,256.07,113.47,99,99,97,76,12.35,0.48,13.29,4.39,0.12
SXTC,1534.98,1893.81,5816.9,19876.24,3376.29,77.36,99,99,99,2,1.77,0.28,1.78,1.34,0.01
AREB,1335.03,1924.33,1924.33,788.26,75.68,116.14,99,99,2,79,1.29,0.0,2.04,32.91,0.37
NIVF,1196.22,1986.08,29290.36,5350733.61,945299.78,154.43,99,99,99,94,0.61,0.0,2.18,6.17,0.16
MCTR,937.97,937.97,800.58,328.35,173.99,100.05,99,98,94,34,3.28,0.02,6.01,6.05,0.26
MINM,828.34,828.34,819.29,631.0,331.58,96.91,99,98,97,9,3.61,0.74,2.45,1.16,0.72
MNDR,805.91,1140.22,7539.05,9972.78,2258.59,59.67,99,99,98,1,1.13,0.43,1.32,0.87,0.76
BULL,758.76,758.76,724.44,612.59,104.19,101.0,99,98,64,56,13.23,0.05,12.6,12.69,1.28
ZKIN,747.62,840.63,1604.95,14953.25,10199.53,130.72,99,99,99,89,1.97,0.44,2.23,1.28,0.02
IBO,730.6,735.59,701.19,568.98,236.58,106.24,99,98,96,64,0.6,0.05,0.58,1.47,0.03
KIDZ,674.66,674.66,633.08,383.85,102.18,100.05,99,98,21,34,3.14,0.34,3.55,3.14,0.96
BSGM,649.1,649.1,549.49,264.48,494.71,451.62,99,97,98,98,6.31,0.54,5.22,2.05,2.45
BMGL,564.76,564.76,490.55,187.06,103.27,100.05,99,96,61,34,3.62,0.51,3.11,3.7,9.82
XTKG,562.67,619.15,1063.93,28807.18,51930624.11,764901.26,99,99,99,99,1.78,0.8,1.44,0.91,0.34
YI,556.68,713.83,2884.29,426315.41,227295.94,102.42,99,99,99,58,7.53,0.67,7.89,4.82,0.08
DEVS,520.58,520.58,450.39,232.52,72.56,100.05,99,97,2,34,0.34,0.14,0.42,0.5,0.01
IDAI,476.62,549.03,1541.72,1913910.43,3664770.86,668.27,99,99,99,99,3.11,0.36,2.28,1.78,1.84
WBUY,450.66,450.66,404.09,316.16,173.39,172.57,99,98,94,95,8.55,0.24,6.04,11.38,0.12
AEVA,440.14,440.14,434.05,304.98,141.34,141.68,99,98,91,92,30.92,0.81,20.07,8.31,1.07
AREN,415.14,416.67,414.21,375.33,410.34,267.99,99,98,98,98,6.2,0.61,5.95,2.54,0.55
OMEX,410.32,410.32,381.95,278.63,142.84,121.88,99,98,91,85,1.19,0.18,1.1,0.67,0.11
SPRO,409.01,409.01,348.3,157.24,82.88,98.71,98,95,4,12,3.04,1.0,1.89,1.22,0.33
