Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
PPCB,146538.88,163847.25,812441.76,624332.03,1317454.87,1627484.18,99,99,99,99,3.02,0.12,5.4,4.26,0.09
RGC,4959.2,5240.1,5860.59,35913.74,12944.85,100.94,99,99,99,45,14.05,0.18,15.52,6.96,0.23
LICN,2274.48,2274.48,1414.46,5200.34,4282.78,125.99,99,99,99,74,4.51,0.68,4.32,2.96,0.29
DFDV,1554.44,1803.06,1803.06,4282.79,5989.97,95.51,99,99,99,35,16.02,0.37,19.46,9.38,1.18
ZEPP,1522.77,1522.77,1344.62,473.38,116.39,87.66,99,98,64,18,45.0,1.0,18.65,6.77,0.86
ABVX,978.19,986.25,916.43,784.41,84.88,68.32,99,99,17,7,81.03,0.99,44.01,16.29,0.33
ANTE,819.38,819.38,550.56,210.73,323.72,91.81,99,94,97,23,4.31,1.0,1.73,0.86,4.18
SUPX,789.34,975.23,669.42,271.52,276.31,87.18,99,96,96,18,51.4,0.82,20.82,10.29,0.57
WBX,740.12,906.68,936.06,1161.85,52.24,54.87,99,99,4,4,4.04,0.61,4.31,1.41,0.71
TOI,692.91,782.41,710.59,859.22,857.5,320.43,99,99,99,97,3.4,0.79,3.32,1.8,0.75
JL,692.0,789.22,647.7,942.9,942.9,1048.03,99,99,99,99,5.82,0.86,6.11,4.34,0.95
SOGP,687.29,719.58,312.36,271.92,113.09,107.09,99,96,52,54,11.99,0.95,5.1,2.7,4.43
DRUG,676.36,894.7,914.29,1013.44,2031.44,3197.55,99,99,99,99,38.88,0.69,33.11,34.5,0.53
TRON,671.1,738.62,1545.36,2177.6,84.04,109.6,99,99,16,58,4.29,0.37,7.55,2.4,0.34
CGTX,638.93,766.17,584.6,138.72,66.44,97.17,99,82,7,38,2.43,0.74,1.01,0.61,0.41
DBVT,631.99,636.57,632.77,772.79,883.43,548.33,99,99,99,98,9.65,0.82,9.74,6.61,0.68
MFI,581.44,586.93,802.23,810.63,104.84,117.72,99,99,40,67,39.0,0.79,34.57,13.91,0.46
QUBT,570.17,670.18,870.32,1615.31,981.18,2998.66,99,99,99,99,15.78,0.61,16.97,11.3,0.77
ONDS,529.64,531.98,466.56,225.06,118.29,295.5,99,94,67,96,5.86,1.0,2.81,1.65,1.71
NEGG,519.5,1113.27,1265.37,776.02,65.98,62.32,99,99,7,5,41.93,0.31,48.81,18.18,1.23
RGTI,515.4,589.03,700.92,782.03,828.66,1991.6,99,99,99,99,16.23,0.8,14.55,10.88,1.02
TDUP,509.55,630.08,738.17,519.26,607.94,275.15,99,98,98,96,10.82,0.89,8.87,4.7,0.54
ASST,494.39,503.21,433.45,1060.2,1547.0,82.1,99,99,99,13,6.15,0.46,4.65,2.54,0.69
IDAI,483.25,488.15,487.71,563.22,734.2,1979.33,99,98,98,99,2.86,0.33,2.85,2.28,0.39
VOR,475.62,551.07,580.86,332.05,95.75,157.52,99,97,28,87,1.97,0.72,1.93,1.11,0.16
QBTS,471.64,558.32,828.88,904.92,1045.0,843.99,99,99,99,99,15.62,0.76,16.6,10.1,0.48
IPA,446.06,597.0,597.0,371.93,119.7,72.46,99,97,69,8,2.37,0.71,1.86,0.81,0.77
SSII,441.44,441.44,127.89,431.1,767.15,639.95,99,98,98,98,7.0,0.61,6.49,7.4,0.13
ABTS,438.25,457.74,529.89,1188.9,1558.7,106.67,99,99,99,54,3.76,0.43,4.26,2.43,1.36
