Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
5314,世紀,328.84,328.84,328.75,436.46,562.15,520.93,99,99,99,99,64.3,0.79,55.71,39.27,4.43
6925,意藍,321.23,333.84,322.54,251.11,137.45,104.88,99,99,91,49,172.0,0.92,117.8,70.25,1.37
00632R,元大台灣50反1,306.53,308.79,422.21,504.66,667.93,634.99,99,99,99,99,21.4,0.69,22.8,18.06,0.58
6499,益安,300.43,340.91,321.48,289.53,115.47,107.6,99,99,75,55,128.5,0.85,106.89,59.31,1.01
4946,辣椒,287.42,336.97,336.97,501.18,228.66,74.34,99,99,98,1,176.0,0.63,193.64,94.06,1.11
5475,德宏,249.61,255.73,244.69,156.29,111.1,114.18,99,97,69,65,30.1,0.92,20.62,14.98,1.84
8937,合騏,244.45,244.45,262.03,308.46,542.69,570.91,99,99,99,99,148.0,0.74,145.52,137.06,0.72
6739,竹陞科技,237.81,262.89,233.63,205.58,303.07,264.75,99,98,98,98,401.0,0.97,296.43,230.86,0.42
4991,環宇-KY,233.73,234.64,203.39,191.47,362.6,368.01,99,98,99,99,153.0,0.97,98.85,99.12,2.29
4931,新盛力,220.97,220.97,218.43,230.17,243.04,237.7,99,98,98,97,104.0,0.98,89.29,67.85,0.94
6596,寬宏藝術,211.58,223.33,218.51,195.96,144.53,136.89,99,98,92,83,158.5,0.92,135.21,91.81,1.2
8210,勤誠,208.44,227.0,186.13,129.44,106.29,123.24,98,93,61,75,527.0,0.98,378.38,296.81,1.3
2429,銘旺科,205.85,205.85,233.48,247.61,254.49,145.87,98,99,98,87,64.4,0.74,62.43,42.65,0.66
8499,鼎炫-KY,199.47,199.47,137.55,130.26,144.64,102.62,98,93,92,45,240.5,1.0,153.41,131.27,9.3
3665,貿聯-KY,198.28,228.97,193.58,156.2,219.75,238.76,98,97,98,97,896.0,0.94,709.52,597.55,0.92
3167,大量,197.44,197.44,177.0,147.39,138.37,287.4,98,96,91,98,149.0,0.83,105.26,107.02,4.84
1295,生合,191.06,191.6,201.67,147.63,105.31,120.07,98,96,58,71,131.0,0.86,96.72,80.21,1.58
4971,IET-KY,188.68,204.21,153.1,167.83,283.92,173.2,98,97,98,93,153.0,0.77,115.0,105.99,3.14
2383,台光電,187.12,209.0,180.93,180.71,152.67,149.95,98,98,94,88,941.0,0.97,791.56,594.07,0.85
3211,順達,185.62,199.77,176.56,174.47,217.48,254.89,98,97,98,98,246.5,0.98,205.15,173.03,1.32
3379,彬台,185.16,190.07,229.66,246.27,322.18,198.02,98,99,99,95,68.8,0.77,72.35,52.4,0.34
2404,漢唐,185.03,185.53,163.45,153.4,158.25,158.58,98,96,95,90,734.0,1.0,567.24,456.72,1.2
8021,尖點,182.77,193.52,157.33,95.52,111.83,140.31,98,34,70,85,53.3,0.98,34.46,33.45,3.18
3128,昇銳,180.71,209.38,174.58,133.11,121.91,104.7,98,94,82,49,45.4,0.85,35.16,29.81,0.65
5251,天鉞電,180.21,199.47,215.9,200.98,128.73,117.81,98,98,87,69,57.2,0.9,52.97,34.02,0.22
5284,jpp-KY,171.82,171.82,153.0,147.81,133.9,144.22,98,96,89,86,212.0,0.98,178.55,156.35,1.15
4804,,171.03,171.64,160.02,92.83,128.41,103.89,98,29,87,47,6.45,0.9,4.55,4.37,1.01
6199,天品,165.96,165.96,164.48,256.64,391.93,416.31,98,99,99,99,103.0,0.68,104.91,100.33,0.66
2368,金像電,164.14,186.54,152.65,137.38,125.7,115.5,98,95,86,67,310.5,0.93,257.89,215.34,0.87
3528,安馳,163.62,163.62,148.78,193.74,174.56,112.08,98,98,96,62,86.3,0.82,83.4,63.74,1.01
5536,聖暉*,163.28,164.09,137.12,137.17,189.59,180.89,98,95,97,94,499.0,1.0,388.07,360.84,2.93
2466,冠西電,163.05,176.06,192.39,235.84,258.93,235.5,98,98,98,97,87.1,0.72,85.92,67.7,1.04
3551,世禾,160.11,170.02,152.34,117.99,139.59,174.93,97,90,91,93,161.5,0.97,134.7,122.11,0.85
1616,億泰,159.84,167.2,200.52,148.94,130.87,143.64,97,96,88,86,32.8,0.66,30.08,22.49,0.53
6510,精測,159.36,165.27,158.38,158.38,162.57,180.9,97,97,95,94,890.0,0.95,828.5,728.75,0.66
3629,地心引力,159.24,167.41,109.12,83.26,94.82,92.31,97,13,11,6,34.1,0.91,19.61,21.27,6.29
8932,智通*,158.72,162.42,160.16,154.29,144.8,165.77,97,96,92,91,135.0,0.91,115.64,98.7,1.29
6191,精成科,158.14,170.64,148.63,145.36,126.47,108.71,97,96,86,57,93.0,0.93,80.65,66.49,0.79
3535,晶彩科,155.48,155.48,131.07,93.72,154.69,236.99,97,30,94,97,60.9,0.62,40.31,46.85,1.78
6895,宏碩系統,154.8,154.8,120.68,100.39,128.22,158.85,97,69,87,90,213.0,0.62,146.74,162.57,11.28
4303,信立,154.56,158.46,156.68,189.49,197.35,175.33,97,98,97,93,81.1,0.78,80.44,62.04,1.07
6140,訊達,153.8,155.33,155.36,185.74,165.11,114.61,97,98,95,65,43.3,0.77,43.41,33.02,0.23
8038,長園科,153.6,168.39,160.61,142.64,101.0,119.88,97,95,49,71,36.2,0.75,32.87,27.95,1.37
