Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,10484.94,10484.94,2158.69,105.92,84.91,128.74,99,61,7,83,46.8,0.94,12.16,4.03,0.1
TECX,3822.94,6106.43,70845.44,229252.68,15305.08,87.08,99,99,99,6,41.03,1.0,27.07,18.71,1.21
MIRA,2113.62,3577.54,7416.89,5380.03,271.94,114.71,99,99,97,71,2.19,0.37,1.37,1.19,2.07
GNLN,1041.81,1041.81,943.18,549.27,126.8,106.13,99,99,84,53,2.69,0.05,4.72,5.21,0.19
STEC,799.6,799.6,418.04,120.75,55.55,50.35,99,85,1,1,1.74,0.22,0.66,0.78,13.76
CHSN,677.35,677.35,461.14,129.11,172.02,306.49,99,89,93,98,10.67,0.69,6.1,2.92,0.33
QH,666.49,666.49,557.38,219.49,76.27,99.86,99,97,4,36,1.49,0.83,1.13,0.83,0.0
LASE,614.16,614.16,576.55,327.71,250.84,199.38,99,98,97,95,5.35,0.26,7.48,3.27,0.17
CING,612.9,612.9,566.85,357.08,61.03,108.84,99,98,2,60,4.04,0.02,5.59,10.67,0.25
CNEY,611.68,611.68,489.15,165.45,59.19,79.12,99,95,2,4,0.56,0.09,0.53,0.77,0.33
RGC,554.64,750.95,1047.63,823.91,156.93,70.14,99,99,91,2,6.6,0.29,6.06,5.99,2.84
LUMN,517.04,556.18,556.58,435.14,98.96,131.52,99,98,39,84,6.39,0.86,6.24,2.89,0.68
TWG,471.82,471.82,346.28,112.35,102.83,102.5,99,74,51,43,0.51,0.0,2.52,1.58,0.73
VRAX,458.94,458.94,442.06,426.59,166.07,56.53,99,98,93,2,2.07,0.25,2.69,1.49,0.06
DUO,442.69,442.69,383.09,546.07,487.12,74.65,99,99,98,3,1.07,0.18,1.08,0.68,0.08
GDC,434.12,462.89,487.65,455.91,102.51,85.88,99,98,50,6,1.55,0.13,3.9,1.99,0.09
NOVVU,421.4,421.4,377.76,202.91,94.13,94.8,99,97,19,23,41.0,1.0,32.55,16.99,0.0
ASNS,419.31,544.84,2123.43,17033.99,4917.35,95.97,99,99,99,26,1.28,0.26,1.49,1.24,0.19
SERV,409.93,544.77,737.88,593.15,106.33,92.4,99,99,60,14,10.13,0.38,8.74,6.44,1.17
GLMD,390.64,390.64,352.79,187.47,99.98,99.6,99,97,42,35,3.34,0.04,4.79,4.34,0.04
IMG,383.43,383.43,332.59,266.68,174.68,85.35,99,98,94,6,0.99,0.11,0.93,1.58,1.1
SRRK,375.92,375.92,273.69,81.44,98.39,120.96,99,9,37,78,28.44,0.79,16.42,13.48,0.43
DSY,371.61,371.61,316.42,152.65,92.0,92.86,99,94,15,16,3.38,0.26,4.35,6.3,0.07
TIL,368.34,368.34,354.28,245.46,125.49,140.47,99,98,83,88,31.77,0.33,39.91,18.42,0.29
NOVV,364.64,364.64,327.36,182.37,97.86,93.87,99,96,35,20,37.0,1.0,29.57,16.31,0.0
SMMT,358.55,387.85,512.84,871.2,618.59,182.95,99,99,98,94,18.59,0.56,19.85,9.55,0.38
MNPR,353.48,353.48,167.6,134.4,305.58,268.2,99,91,97,97,14.57,0.42,5.94,3.97,0.22
NEON,350.65,350.65,348.68,295.58,165.25,144.17,99,98,93,89,7.28,0.56,8.22,3.62,0.23
COMM,339.73,349.87,349.87,299.0,119.72,134.04,98,98,79,85,6.73,0.96,5.57,2.64,1.12
RGS,326.4,402.52,1028.39,1431.11,427.92,121.34,98,99,98,78,23.48,0.64,24.16,15.09,0.27
PRTG,320.32,320.32,291.09,167.36,74.5,66.77,98,95,3,2,5.68,0.1,5.77,7.23,0.02
KZIA,316.05,348.09,631.89,564.54,203.98,104.07,98,99,95,48,5.4,0.33,4.13,3.46,0.26
ASTS,315.09,354.32,478.03,695.59,441.68,111.1,98,99,98,65,23.81,0.6,27.01,12.56,0.48
WHLR,313.73,313.73,238.35,83.25,71.62,89.39,98,10,3,8,8.28,0.0,11.96,182.98,0.05
PSNL,299.55,331.53,391.93,370.46,132.89,139.04,98,98,86,87,5.05,0.76,5.22,2.68,0.68
NUTX,293.87,293.87,288.81,224.53,61.25,68.41,98,97,2,2,22.29,0.48,22.06,13.79,0.84
WLGS,284.81,284.81,238.7,144.47,133.64,184.19,98,93,86,94,3.31,0.95,1.59,0.85,0.21
ADD,284.02,317.7,379.75,358.96,94.22,174.49,98,98,19,93,0.15,0.0,0.69,0.38,0.3
BOF,283.2,283.2,261.31,168.92,191.88,169.2,98,96,95,93,1.63,0.37,1.84,1.59,0.02
RAIL,278.44,278.44,256.19,176.39,124.93,123.12,98,96,83,79,14.36,0.96,10.65,5.26,1.02
DOGZ,277.65,277.65,261.38,275.81,283.66,229.56,98,98,97,96,53.02,0.93,33.03,15.75,0.54
NCNA,265.36,266.01,265.27,213.07,72.35,80.23,98,97,3,4,1.62,0.0,3.1,4.69,0.1
TKNO,262.47,276.28,286.95,227.64,86.81,147.78,98,97,9,90,6.8,0.92,5.28,3.22,1.11
ATNF,261.33,261.33,196.76,140.46,95.99,73.28,98,92,28,3,3.92,0.36,2.42,2.46,0.13
GEVO,259.3,259.3,227.92,138.68,84.91,84.99,98,92,7,5,2.33,0.66,1.66,0.95,1.41
CRVS,259.29,259.29,250.32,199.99,118.16,146.64,98,97,78,89,8.84,0.99,5.78,3.06,0.88
CLOV,255.34,257.86,258.86,241.71,162.4,92.92,98,98,92,16,4.12,0.96,3.37,1.69,0.8
LUCY,251.24,257.33,398.29,2028.4,1473.55,95.0,98,99,99,23,8.2,0.3,6.78,6.9,0.1
CAPR,246.8,246.8,207.03,100.08,138.07,136.13,98,45,88,86,20.1,0.9,12.11,6.79,0.24
NISN,235.92,275.42,331.54,299.08,151.86,162.72,98,98,91,92,8.43,0.33,13.16,7.79,0.82
LCFY,232.05,261.9,385.28,341.78,111.78,117.16,98,98,71,74,5.22,0.39,5.84,4.92,0.63
GSIW,231.01,231.01,220.91,132.95,99.1,126.28,98,90,39,82,1.08,0.0,3.73,7.44,0.18
WAVE,229.25,229.25,209.8,245.45,529.07,184.68,98,98,98,94,8.95,0.84,5.57,3.25,1.62
HROW,229.21,233.51,233.51,228.44,172.47,103.13,98,97,93,45,45.06,0.75,46.41,24.06,0.86
SGMO,227.68,227.68,219.16,179.46,171.27,193.54,98,96,93,95,1.7,0.8,0.98,0.73,1.69
PSNYW,224.83,224.83,218.44,177.03,98.28,91.49,98,96,36,10,0.23,0.45,0.25,0.18,0.05
ELWS,222.81,222.81,220.32,197.24,365.22,350.63,98,97,98,98,2.33,0.15,2.34,2.59,2.04
SEZL,220.48,220.48,210.55,200.45,342.19,422.07,98,97,98,98,214.66,0.93,166.35,93.95,1.09
EOSE,219.97,224.29,260.0,266.91,145.71,87.96,98,98,90,7,3.11,0.88,2.81,1.56,1.64
SQNS,219.83,219.83,213.1,173.28,88.25,92.59,98,96,10,16,2.4,0.23,2.5,2.38,0.3
SOND,217.88,217.88,216.76,196.59,155.95,138.44,98,97,91,87,2.73,0.18,4.9,3.98,0.23
GOVX,214.95,223.55,323.65,363.49,142.11,65.31,98,98,89,2,1.97,0.12,3.0,2.53,0.27
RCAT,214.88,226.13,254.37,246.27,164.33,120.14,98,98,93,77,3.06,0.81,2.99,1.64,0.65
AGMH,212.44,212.75,208.78,130.16,91.61,109.58,98,90,14,62,1.71,0.76,1.57,1.32,0.13
XCUR,211.64,216.93,221.03,173.21,105.38,117.28,98,96,58,74,3.03,0.56,2.54,2.53,0.12
INM,210.89,210.89,189.93,164.12,85.85,88.85,98,95,8,8,0.27,0.41,0.27,0.29,0.39
EVGO,208.99,208.99,202.2,176.83,124.94,117.85,98,96,83,75,7.84,0.85,5.71,3.35,0.39
MBIO,208.95,238.13,620.11,1569.2,389.24,85.05,98,99,98,5,0.28,0.09,0.26,0.57,0.48
ZAPP,208.64,291.67,1286.25,1951.41,407.12,140.15,98,99,98,88,2.33,0.09,3.06,4.46,0.62
UXIN,206.62,206.62,184.58,94.14,94.38,48.15,98,24,19,1,4.03,0.22,3.57,2.49,0.05
INSG,204.59,205.88,227.64,318.6,325.9,130.09,98,98,98,84,16.84,0.83,17.03,8.74,1.74
CSLR,199.11,203.3,236.26,422.93,433.35,115.67,98,98,98,72,2.1,0.65,2.29,1.42,0.87
JG,198.0,198.0,187.55,134.65,118.44,148.87,98,91,78,90,6.98,0.68,5.79,3.77,0.33
BBLG,196.78,206.66,206.48,141.81,75.81,109.66,98,93,4,62,1.35,0.1,1.66,1.96,0.03
AZ,196.16,196.16,181.8,168.56,94.51,81.71,98,96,20,4,5.12,0.93,2.58,1.95,0.66
APDN,195.75,197.39,192.62,157.34,61.56,85.18,98,95,2,5,0.18,0.0,0.95,4.22,0.77
KXIN,195.06,195.06,178.65,91.27,86.41,48.83,98,18,9,1,4.08,0.0,7.56,10.56,0.31
IMNN,194.3,225.13,226.91,224.17,220.93,159.35,98,97,96,92,0.93,0.16,1.05,1.11,0.35
TISI,194.07,194.07,191.83,160.93,125.34,99.35,98,95,83,34,19.81,0.73,17.66,10.16,0.69
KAVL,193.43,195.48,260.26,466.38,521.54,122.53,98,98,98,79,1.0,0.07,0.86,1.94,0.03
SAVA,192.99,206.11,206.11,156.65,94.02,98.97,98,95,18,33,25.81,0.64,28.11,22.81,0.88
WLFC,192.78,193.4,191.87,166.83,131.33,98.88,98,95,86,33,181.33,0.86,144.16,82.14,1.09
CMAX,192.71,251.5,333.18,324.58,119.01,47.2,98,98,79,1,2.17,0.01,2.05,4.1,10.38
RVNC,191.63,191.63,198.23,187.4,73.78,82.91,98,97,3,5,5.9,0.51,5.79,4.69,0.44
