Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,3189.55,3256.08,3189.25,93.19,71.31,90.76,99,36,9,25,47.64,0.96,9.44,3.36,0.2
FTEL,791.08,796.39,631.27,579.66,1173.25,414.79,99,99,99,98,31.32,0.8,17.31,13.48,1.0
SEZL,710.02,710.02,634.31,521.68,290.98,313.32,99,99,98,97,220.92,0.98,160.9,90.97,0.62
WGS,708.09,806.19,801.08,794.56,663.41,311.46,99,99,99,97,56.06,0.92,43.75,24.0,1.53
CHSN,636.03,636.03,683.75,125.1,152.8,116.62,99,82,90,73,12.82,0.84,5.49,2.76,0.46
MNPR,577.06,1031.62,200.26,203.02,146.72,215.4,99,96,88,95,17.83,0.52,5.18,3.78,1.5
DOGZ,564.0,685.28,642.03,363.37,262.46,138.26,99,98,97,85,46.82,0.81,31.13,15.03,0.45
ASTS,535.86,603.66,615.65,912.53,606.7,68.57,99,99,99,8,26.73,0.68,27.68,12.24,0.55
SMMT,469.49,469.49,544.45,818.49,419.71,241.74,99,99,98,96,22.24,0.68,19.43,9.3,0.46
CAPR,467.07,470.22,436.49,180.19,131.99,137.27,99,95,83,85,21.46,0.98,11.09,6.53,0.28
WLGS,453.67,453.67,458.88,206.21,84.45,110.16,99,96,17,65,3.04,0.94,1.43,0.81,0.33
LENZ,438.1,438.1,446.24,588.61,614.29,743.7,99,99,99,99,28.5,1.0,23.6,16.33,0.85
INSG,402.13,461.39,481.7,402.63,358.68,101.2,99,99,98,52,19.84,1.0,16.77,8.51,0.74
CRVS,401.44,401.44,373.69,304.88,139.43,161.77,99,98,86,91,8.64,1.0,5.5,2.96,3.09
RAIL,391.23,398.11,389.49,317.62,129.77,123.06,99,98,82,78,14.32,0.98,10.14,5.08,1.01
WAVE,387.21,387.21,366.39,236.36,196.91,182.18,99,97,95,93,10.15,0.96,5.23,3.14,1.69
ATER,374.32,386.02,404.64,616.06,645.53,671.05,99,99,99,99,2.69,0.74,3.01,2.19,1.21
SMR,371.85,371.85,343.34,227.35,299.29,170.27,99,97,98,92,22.0,1.0,11.7,8.04,3.34
NEON,369.51,369.51,430.33,631.28,166.4,79.23,99,99,92,12,8.36,0.66,7.98,3.53,0.16
LBPH,337.54,373.8,373.8,373.92,328.54,415.4,99,98,98,98,59.68,1.0,39.71,27.79,0.51
LASE,332.91,382.65,925.9,1036.99,181.62,148.59,99,99,94,88,5.29,0.25,7.34,3.21,0.26
GEVO,332.28,376.9,376.9,193.85,69.49,65.04,99,96,8,7,2.92,0.87,1.55,0.92,0.67
LUMN,329.6,395.44,468.77,493.55,112.49,90.58,99,99,67,25,6.41,0.86,6.21,2.81,0.68
SGMO,317.3,317.3,186.18,176.86,134.54,180.68,99,95,84,93,2.04,1.0,0.92,0.71,2.94
