Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DFSC,97799156.85,736527341.81,11479468927.58,1901477318.92,20075.31,84.49,99,99,99,3,4.05,0.07,7.07,10.27,0.1
WBX,446006.59,446006.59,136489.78,322.42,78.06,82.46,99,98,4,3,4.36,0.66,3.08,1.15,0.07
NXTT,32234.81,32234.81,25864.34,6903.68,243.52,243.44,99,99,96,97,1.74,0.47,2.07,1.56,0.25
DFDV,13503.19,25479.01,419008.2,419008.2,7592.88,130.36,99,99,99,87,15.68,0.36,21.38,8.14,1.31
SBET,12087.92,12087.92,9644.95,2413.33,102.68,113.11,99,99,23,77,23.92,0.28,25.09,10.91,2.37
TRON,10543.87,10543.87,7922.0,1433.79,136.76,113.03,99,99,88,76,6.97,0.62,6.5,2.02,0.16
ASST,10194.91,13377.77,12869.24,7224.8,203.65,168.52,99,99,95,94,3.29,0.23,5.12,2.25,0.25
GITS,3596.12,4986.18,22945.52,910285386.6,78205798122.2,58228.06,99,99,99,99,2.32,0.57,2.18,1.35,0.01
NAKA,2436.07,2632.89,2680.66,2254.4,298.66,144.54,99,99,97,91,9.57,0.36,13.0,5.36,1.1
OMH,1983.32,2775.35,10966.97,115518.01,40381.59,96.21,99,99,99,47,1.27,0.3,1.45,1.21,0.02
INKT,1562.5,1562.5,969.45,149.13,185.64,115.72,99,94,95,79,12.06,0.12,13.15,9.17,0.14
MCTR,1405.4,1405.4,1334.52,897.79,195.89,104.04,99,99,95,63,1.9,0.0,4.09,5.48,0.03
ABVE,1310.3,1310.3,1137.35,365.43,178.51,101.43,99,98,94,58,1.85,0.46,1.5,0.84,0.09
BMGL,1263.67,1263.67,1115.57,534.27,107.54,95.16,99,98,66,28,2.08,0.21,2.72,3.44,0.01
PROK,1028.3,1028.3,690.82,90.2,96.52,96.55,99,11,14,48,2.59,0.45,1.99,1.52,0.14
HYPD,960.46,960.46,823.41,264.62,31.3,68.35,99,98,1,2,7.46,0.09,7.93,8.19,0.33
GRYP,946.93,959.99,952.13,607.22,83.41,108.55,99,98,5,71,1.28,0.86,1.12,0.63,1.07
IBO,942.1,964.89,964.89,735.47,396.82,121.12,99,98,98,83,0.58,0.05,0.63,1.34,0.02
ABVX,747.65,747.65,390.77,103.14,102.47,90.53,99,30,23,7,70.13,0.97,23.89,11.51,0.45
FIEE,696.61,729.9,827.29,824.72,450.29,44.28,99,99,98,1,2.77,0.56,2.98,1.25,0.03
CARM,692.88,692.88,613.15,251.06,69.94,107.32,99,98,2,69,0.27,0.1,0.38,0.47,0.02
BSGM,676.22,753.99,783.58,629.99,297.8,469.2,99,98,97,98,3.75,0.31,6.18,2.54,0.31
NEGG,629.26,629.26,458.82,159.49,71.8,82.81,99,95,3,3,79.79,1.0,25.76,12.67,1.49
KNW,628.61,628.61,503.41,161.65,72.61,88.65,99,95,3,5,2.22,0.13,2.47,3.92,0.06
MFI,570.94,570.94,527.43,359.52,130.79,145.09,99,98,86,91,37.39,0.75,29.0,11.51,0.32
LYRA,521.69,521.69,483.54,288.55,93.01,85.94,99,98,11,4,6.7,0.11,10.73,9.21,0.01
KUKE,496.43,740.66,4585.07,56761.8,17199.42,86.44,99,99,99,4,2.03,0.43,2.84,1.82,0.97
SBDS,492.43,492.43,437.61,122.84,79.68,99.89,99,86,4,55,8.14,0.12,12.34,25.09,1.62
NVTS,491.96,491.96,457.39,300.23,145.83,131.4,99,98,90,87,6.66,0.69,6.93,3.76,0.48
NWTN,474.87,490.44,481.95,367.15,133.1,153.44,98,98,87,92,1.15,0.35,1.64,1.02,1.17
DDC,457.58,457.58,413.71,212.7,114.23,66.56,98,97,75,2,12.07,0.57,12.47,6.32,0.31
CTMX,427.02,438.43,437.3,358.77,86.21,89.37,98,98,6,6,2.35,0.75,2.42,1.33,1.05
SYTA,422.07,422.07,357.96,181.42,74.71,89.18,98,96,3,6,3.44,0.08,3.36,4.94,0.17
BGLC,406.98,406.98,336.06,155.38,130.21,99.05,98,94,86,53,5.57,0.38,4.58,3.53,0.03
XTKG,405.49,425.95,575.51,2752.71,51852891.22,17699043.11,98,99,99,99,1.85,0.77,1.68,1.09,0.74
