Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
3230,錦明,275.94,284.61,288.68,253.23,144.2,106.21,99,99,94,72,51.4,0.78,50.07,23.19,0.9
6144,得利影,238.6,286.33,331.27,335.85,217.35,115.23,99,99,98,84,55.9,0.39,103.41,48.55,0.11
8937,合騏,235.55,236.98,236.91,217.39,116.93,92.08,99,98,83,13,94.1,1.0,69.35,35.73,1.74
4583,台灣精銳,219.96,219.96,211.81,176.68,107.63,99.21,99,97,72,50,759.0,0.88,662.16,360.0,0.61
4510,高鋒,202.76,213.62,238.9,236.22,114.79,99.94,99,99,80,53,41.7,0.67,46.12,26.22,0.1
2070,精湛,200.75,208.58,211.61,204.88,118.75,101.97,99,98,84,61,84.0,0.63,93.57,53.28,0.17
5364,力麗店,197.71,203.62,204.03,190.57,97.69,87.29,99,98,51,4,39.1,0.72,41.98,24.87,0.31
2424,隴華,192.87,192.87,183.0,141.7,89.3,90.94,99,94,21,9,78.7,0.91,62.6,37.81,0.53
6199,天品,190.94,191.42,188.93,173.36,104.53,133.2,99,97,67,94,68.6,0.95,58.2,37.64,2.05
4569,六方科-KY,190.57,190.57,178.08,145.47,97.56,90.51,99,94,50,8,242.0,0.73,205.53,123.09,1.76
8374,羅昇,187.91,203.31,262.16,313.44,231.79,93.8,99,99,99,22,129.5,0.79,139.09,76.68,0.09
8080,印鉐,186.2,186.2,181.75,162.29,175.75,172.13,98,96,97,98,32.5,0.79,32.59,19.85,0.13
6609,瀧澤科,185.79,185.79,179.82,157.72,117.08,96.24,98,96,83,36,106.5,0.86,87.41,51.06,0.32
3167,大量,185.24,185.24,179.96,151.01,106.21,112.39,98,95,70,81,145.5,0.82,119.58,76.19,1.33
3450,聯鈞,173.93,174.0,173.64,175.38,146.94,105.29,98,97,94,69,221.5,0.85,189.11,112.34,1.07
1540,喬福,173.41,181.11,190.74,188.0,114.61,97.99,98,97,80,44,41.0,0.73,43.96,27.61,0.12
3081,聯亞,171.96,171.96,160.08,126.11,116.5,116.21,98,89,82,85,343.0,0.87,257.21,164.58,1.37
5443,均豪,168.62,178.5,200.24,201.3,152.76,153.07,98,98,96,97,122.5,0.74,138.03,81.39,0.1
2543,皇昌,168.37,168.37,163.86,157.26,157.08,143.71,98,96,96,96,93.5,0.97,66.11,40.96,1.37
4563,百德,167.59,168.14,167.56,153.08,105.47,98.94,98,95,69,49,103.0,0.68,101.62,65.65,0.12
5481,新華,166.22,166.22,163.25,147.73,92.77,95.98,98,95,34,34,26.0,0.8,25.18,16.84,0.2
3663,鑫科,162.03,168.78,180.8,181.05,113.87,110.68,98,97,79,79,91.5,0.75,93.05,61.33,0.66
6706,惠特,161.5,165.24,173.87,176.75,154.49,103.91,98,97,96,66,175.0,0.92,156.17,96.98,1.02
6187,萬潤,161.49,161.62,160.64,150.77,151.61,156.19,98,95,95,97,466.0,0.82,433.19,289.9,1.34
4903,聯光通,160.79,161.65,160.79,134.83,128.46,106.45,98,92,89,72,46.55,0.8,37.86,24.92,0.79
6739,竹陞科技,159.5,162.78,166.55,168.94,134.27,132.57,98,97,91,94,180.5,0.75,179.24,115.73,0.36
3581,博磊,157.82,157.82,160.61,161.38,114.14,109.34,98,96,80,77,72.0,0.99,58.1,39.45,0.69
4562,穎漢,157.6,165.58,209.81,267.8,248.26,98.83,98,99,99,48,64.0,0.75,68.56,41.96,0.12
2524,京城,157.45,174.81,195.13,195.24,136.87,116.79,98,98,92,86,82.7,0.49,101.64,65.23,0.87
8043,蜜望實,156.73,156.73,155.14,147.01,87.78,95.25,98,95,14,30,42.55,0.69,42.8,30.63,0.64
8249,菱光,155.88,155.88,146.54,126.03,88.8,93.11,98,89,19,18,69.8,0.92,52.67,37.56,1.76
4950,牧東,155.85,155.85,151.22,126.22,86.44,81.81,97,89,10,1,12.2,0.7,11.04,7.74,0.56
3073,天方能源,154.12,170.77,222.18,223.71,153.88,108.94,97,98,96,76,71.7,0.54,81.6,52.11,0.16
6151,晉倫,152.83,152.83,146.23,133.98,95.99,95.44,97,92,45,31,61.1,0.98,44.74,32.12,0.17
6640,均華,152.7,168.43,192.49,200.73,217.68,213.18,97,98,99,99,673.0,0.59,898.51,552.78,0.6
5345,天揚,151.91,163.05,213.71,226.16,145.6,86.95,97,98,94,3,27.3,0.6,29.64,18.89,0.24
4729,熒茂,151.35,151.65,149.81,134.13,107.74,109.31,97,92,72,77,30.05,0.74,28.18,20.7,0.27
6231,系微,151.32,155.75,169.03,169.34,149.87,146.02,97,97,95,96,521.0,0.84,505.74,333.28,0.66
6877,鏵友益,150.17,155.92,166.55,175.51,128.82,90.23,97,97,89,8,64.8,0.59,71.32,48.12,0.05
6223,旺矽,149.53,149.94,150.99,150.98,147.46,134.8,97,95,94,94,789.0,0.89,780.98,508.17,0.71
8032,光菱,148.41,148.41,134.62,108.81,88.85,94.54,97,75,19,26,75.4,0.97,42.84,32.44,1.85
1235,興泰,147.84,147.91,146.81,137.78,101.1,94.6,97,93,61,27,159.0,0.96,140.18,98.85,0.97
3086,華義,147.77,150.3,152.63,149.05,116.82,180.19,97,95,83,98,195.0,0.67,204.93,146.23,0.8
6405,悅城,147.66,147.66,141.98,125.67,91.7,97.29,97,89,30,41,44.6,0.82,37.7,27.68,0.27
6442,光聖,146.77,153.93,190.51,244.49,233.54,158.17,97,99,99,97,491.5,0.89,412.93,263.87,1.38
3013,晟銘電,146.51,146.51,147.38,143.86,149.43,120.47,97,94,95,88,158.0,0.96,130.13,88.25,1.01
8028,昇陽半導體,146.26,154.89,175.53,182.8,148.79,95.96,97,97,95,34,130.5,0.9,128.81,84.49,0.82
4304,勝昱,146.15,156.42,191.19,196.55,112.53,95.99,97,98,78,34,12.0,0.84,11.85,8.7,0.1
3550,聯穎,146.1,146.1,144.22,131.17,90.76,91.71,97,91,27,12,22.45,0.56,24.04,17.36,0.24
6535,順藥,145.5,145.5,140.18,129.75,208.22,216.88,97,90,98,99,361.5,0.92,290.33,206.8,1.88
3293,鈊象,144.53,146.31,146.33,141.27,122.18,124.04,97,93,86,90,1045.0,0.91,915.47,639.66,0.98
8111,立碁,144.48,144.48,138.71,112.81,105.92,107.65,97,80,70,74,42.35,0.82,34.62,25.61,0.95
4909,新復興,144.28,148.96,155.12,152.91,215.36,222.28,96,95,98,99,129.0,0.61,145.4,99.47,0.23
3535,晶彩科,143.35,158.19,215.95,236.29,185.76,105.23,96,99,98,69,57.8,0.63,63.83,41.6,0.29
3018,隆銘綠能,143.24,149.71,168.73,168.95,121.45,97.79,96,97,86,43,29.7,0.88,29.17,20.21,0.38
6134,萬旭,143.19,143.19,137.1,118.7,97.22,98.88,96,85,49,49,41.95,0.92,32.08,23.92,1.63
4576,大銀微系統,142.75,142.75,134.72,119.95,103.05,101.53,96,87,64,59,140.0,0.88,107.16,81.83,0.18
3447,展達,142.24,142.24,130.19,113.13,87.75,87.24,96,80,14,4,82.6,1.0,47.53,37.1,0.82
3019,亞光,142.06,146.31,156.02,153.93,102.41,101.19,96,95,63,58,105.0,0.63,114.2,82.08,0.29
1736,喬山,141.35,142.84,144.66,137.4,116.43,94.58,96,93,82,27,157.5,0.95,136.58,96.75,0.69
9906,欣巴巴,140.41,158.44,190.73,192.04,134.65,116.99,96,98,92,86,127.5,0.47,160.39,110.3,0.41
1213,大飲,140.17,146.88,153.23,150.57,102.82,94.65,96,95,64,27,12.05,0.81,12.14,8.97,0.04
6788,華景電,140.09,143.04,152.98,153.8,116.55,95.65,96,95,82,33,258.5,0.77,265.7,183.96,0.3
