Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,317.71,327.17,335.87,328.69,183.38,106.91,99,99,98,71,120.0,0.97,101.43,44.56,4.98
3230,錦明,Technology,Electronic Components,284.05,284.05,267.64,214.71,132.42,108.99,99,98,91,75,61.7,0.97,44.83,21.07,1.03
8937,合騏,Consumer Cyclical,Recreational Vehicles,236.4,236.4,230.12,188.95,103.41,100.22,99,98,64,45,82.3,0.98,60.2,32.5,0.39
4510,高鋒,Industrials,Specialty Industrial Machinery,225.92,235.91,238.87,209.96,103.32,100.54,99,98,64,47,46.2,0.78,44.94,24.75,0.97
8374,羅昇,Industrials,Industrial Distribution,222.26,236.51,287.2,313.48,198.61,94.51,99,99,98,11,141.5,0.88,137.97,71.1,2.12
2070,精湛,Industrials,Specialty Industrial Machinery,211.04,211.28,211.66,178.43,106.93,103.42,99,97,71,61,97.0,0.78,87.02,50.19,1.07
5364,力麗店,Consumer Cyclical,Lodging,200.01,200.01,195.4,171.22,89.15,94.43,99,97,18,11,37.55,0.67,39.78,23.99,0.44
4583,台灣精銳,Industrials,Specialty Industrial Machinery,197.45,197.45,185.67,150.04,107.98,102.23,99,95,72,56,777.0,1.0,570.09,330.07,1.46
3073,天方能源,Technology,Semiconductors,196.9,209.83,223.7,217.18,129.63,105.17,99,98,90,66,71.7,0.54,81.59,49.72,0.12
1540,喬福,Industrials,Specialty Industrial Machinery,189.67,190.47,190.76,171.62,105.39,100.26,99,97,69,45,45.8,0.88,43.1,26.24,0.74
2524,京城,Real Estate,Real Estate—Development,189.26,193.8,195.29,189.12,134.76,110.06,99,98,92,76,84.9,0.52,107.8,62.62,0.44
