Ticker,Name,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
6144,得利影,Communication Services,Entertainment,311.63,325.16,335.88,332.74,189.57,108.95,99,99,98,76,114.0,0.92,103.01,45.6,2.64
3230,錦明,Technology,Electronic Components,288.36,288.36,272.35,226.04,136.13,108.1,99,99,92,74,51.6,0.79,46.19,21.52,1.68
8937,合騏,Consumer Cyclical,Recreational Vehicles,236.6,236.6,233.93,196.6,105.85,96.3,99,98,69,29,82.4,0.98,62.13,33.11,1.15
4510,高鋒,Industrials,Specialty Industrial Machinery,221.96,233.4,238.87,219.83,105.94,99.49,99,98,69,45,47.5,0.81,45.4,25.07,1.12
8374,羅昇,Industrials,Industrial Distribution,216.84,232.35,278.61,313.47,205.59,93.7,99,99,98,12,144.5,0.91,139.51,72.25,0.34
2070,精湛,Industrials,Specialty Industrial Machinery,210.98,211.37,211.67,186.46,109.11,103.57,99,98,74,63,97.8,0.79,88.55,50.85,0.27
4583,台灣精銳,Industrials,Specialty Industrial Machinery,202.53,202.53,190.56,158.75,107.9,100.69,99,96,73,52,790.0,0.95,590.15,335.99,1.33
5364,力麗店,Consumer Cyclical,Lodging,201.97,201.97,197.29,177.81,90.03,91.02,99,97,23,6,42.4,0.82,40.44,24.16,0.64
3073,天方能源,Technology,Semiconductors,188.78,206.61,223.68,221.68,135.34,106.02,99,98,92,69,69.4,0.51,81.34,50.15,0.12
1540,喬福,Industrials,Specialty Industrial Machinery,187.4,190.47,190.75,177.81,107.56,99.17,99,97,72,44,45.7,0.87,43.27,26.52,0.62
5443,均豪,Technology,Semiconductor Equipment & Materials,185.06,191.72,201.27,199.08,152.28,151.4,99,98,95,97,135.0,0.84,133.54,77.39,0.14
2524,京城,Real Estate,Real Estate—Development,184.86,193.45,195.26,193.15,134.54,110.73,98,98,92,78,83.6,0.5,107.17,63.14,0.22
6199,天品,Technology,Computer Hardware,183.21,183.21,178.97,164.2,106.51,135.41,98,97,70,95,60.8,0.96,57.13,36.01,3.58
6640,均華,Technology,Semiconductors,177.58,183.11,198.96,200.69,216.97,203.55,98,98,99,99,868.0,0.8,898.3,527.07,0.59
8080,印鉐,Technology,Electronic Components,177.14,177.14,170.42,148.98,176.02,165.51,98,95,97,98,35.65,0.89,29.3,18.75,0.89
4562,穎漢,Industrials,Specialty Industrial Machinery,173.64,186.3,225.52,267.86,234.16,96.2,98,99,99,28,72.1,0.88,69.98,39.78,0.82
5345,天揚,Technology,Electronic Components,173.3,187.54,226.06,225.38,130.62,86.14,98,99,90,2,26.0,0.56,29.81,18.27,0.36
3450,聯鈞,Technology,Semiconductor Equipment & Materials,173.16,173.16,175.18,175.47,137.03,107.01,98,97,92,71,230.0,0.91,172.14,105.41,1.2
3167,大量,Industrials,Specialty Industrial Machinery,172.96,172.96,163.35,135.75,107.94,111.71,98,92,73,79,148.5,0.84,107.58,72.13,0.76
2424,隴華,Technology,Consumer Electronics,172.96,172.96,159.02,128.05,90.87,107.41,98,90,27,72,80.6,0.94,53.97,35.83,0.33
6609,瀧澤科,Technology,Electronic Components,172.13,172.13,163.83,146.77,114.8,96.41,98,95,81,29,111.5,0.99,77.21,47.8,1.19
9906,欣巴巴,Industrials,Engineering & Construction,171.64,183.9,191.86,192.06,123.03,115.16,98,98,87,84,129.5,0.48,174.35,107.18,0.64
3663,鑫科,Industrials,Metal Fabrication,170.85,175.7,181.1,178.75,111.56,111.38,98,97,77,79,87.5,0.7,93.36,58.94,0.55
3535,晶彩科,Technology,Computer Hardware,169.8,192.28,230.49,236.39,164.34,107.69,98,99,97,73,58.3,0.64,65.2,39.81,0.58
4569,六方科-KY,Industrials,Metal Fabrication,169.66,169.66,161.02,125.74,97.52,90.41,98,89,50,5,207.0,0.68,177.3,116.18,1.01
6706,惠特,Industrials,Specialty Industrial Machinery,168.16,172.26,174.97,176.76,141.72,104.88,98,97,94,66,166.5,0.86,146.99,92.75,0.5
4304,勝昱,Consumer Cyclical,Packaging & Containers,165.53,175.43,196.61,194.8,93.59,101.88,98,98,36,57,10.1,0.62,11.99,8.57,0.4
4563,百德,Industrials,Specialty Industrial Machinery,164.82,164.82,161.45,140.83,101.49,96.33,98,94,61,29,108.0,0.74,94.49,63.16,0.21
6739,竹陞科技,Technology,Semiconductors,163.63,164.57,169.0,164.95,135.16,131.2,98,97,92,93,190.0,0.81,172.26,110.29,1.07
6442,光聖,Technology,Electronic Components,162.75,175.3,209.0,244.67,213.69,156.19,98,99,98,97,461.0,0.83,395.59,246.01,1.18
2543,皇昌,Industrials,Engineering & Construction,161.53,161.53,160.62,151.2,159.68,143.52,98,95,96,96,96.9,0.99,75.25,48.07,1.4
6231,系微,Technology,Software—Application,161.06,166.3,169.24,168.89,137.22,139.64,97,97,93,95,578.0,1.0,479.96,319.4,1.53
