Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
3230,錦明,275.64,283.65,288.72,256.93,145.16,108.47,99,99,94,75,54.9,0.85,50.3,23.54,3.16
8937,合騏,236.22,237.0,237.0,220.01,118.68,94.11,99,98,84,17,93.0,0.99,70.61,36.36,0.53
6144,得利影,228.86,276.81,330.57,335.97,221.81,117.77,99,99,99,86,50.4,0.34,102.01,48.8,0.06
4583,台灣精銳,220.47,220.47,213.72,178.65,107.74,100.1,99,97,72,51,782.0,0.91,672.37,364.97,0.67
4510,高鋒,199.55,211.36,238.9,237.79,117.1,100.12,99,99,83,51,40.1,0.62,46.04,26.42,0.12
2070,精湛,198.57,207.51,211.64,206.97,120.88,102.87,99,98,85,63,81.5,0.6,93.32,53.68,0.19
5364,力麗店,195.78,202.8,204.02,191.77,98.78,85.69,99,98,54,2,39.4,0.73,42.04,25.02,0.19
2424,隴華,195.3,195.3,185.47,144.0,89.57,88.6,99,94,22,4,78.7,0.91,63.8,38.24,0.2
4569,六方科-KY,191.79,191.79,181.1,148.58,97.72,92.88,99,95,51,12,239.0,0.72,209.43,124.52,1.56
6199,天品,189.91,191.44,190.34,174.63,104.15,134.43,99,97,67,94,67.3,0.92,58.55,37.99,1.97
6609,瀧澤科,187.02,187.02,181.23,158.82,117.57,97.42,99,96,83,38,107.5,0.87,88.73,51.71,0.25
8080,印鉐,186.87,186.87,182.92,164.54,176.64,175.58,98,97,97,98,32.5,0.79,32.91,20.04,0.1
3167,大量,185.9,185.9,181.05,152.87,104.96,108.08,98,95,68,75,150.0,0.85,121.25,77.04,1.24
8374,羅昇,185.28,199.11,257.94,313.57,236.23,94.64,98,99,99,19,125.5,0.76,138.4,77.43,0.13
3081,聯亞,175.29,175.29,162.13,128.61,116.1,116.01,98,90,82,84,355.0,0.91,263.18,166.62,0.15
3450,聯鈞,174.52,174.52,173.77,175.4,148.08,105.73,98,97,95,70,234.0,0.91,191.51,113.73,1.69
1540,喬福,171.41,179.26,190.76,189.07,116.14,99.71,98,97,82,49,40.0,0.7,43.95,27.79,0.11
2543,皇昌,168.86,168.86,164.82,158.28,157.8,148.1,98,96,96,96,93.1,0.96,67.51,41.62,1.04
5443,均豪,167.11,176.78,198.84,201.31,152.56,153.18,98,98,95,97,125.0,0.76,137.7,82.05,0.5
4563,百德,167.04,168.18,167.79,154.75,106.38,102.39,98,96,71,61,100.5,0.65,102.1,66.08,0.1
5481,新華,166.68,166.68,164.25,149.14,93.26,96.97,98,95,36,35,25.65,0.78,25.31,16.94,0.19
4903,聯光通,162.04,162.04,161.46,136.9,129.5,109.39,98,92,90,76,51.2,0.92,38.39,25.18,1.96
6187,萬潤,161.74,161.74,160.91,151.99,148.62,153.83,98,95,95,97,456.5,0.79,436.11,292.31,1.27
6706,惠特,161.32,164.89,173.88,176.77,156.16,104.68,98,97,96,68,176.5,0.93,157.26,97.86,0.79
3663,鑫科,160.34,168.01,179.92,181.07,115.4,111.02,98,97,81,79,91.0,0.74,92.61,61.75,0.32
