Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
PPCB,1.5123821552944375e+109,2.6728317841578114e+113,6.577154477138869e+128,1.7836773415905092e+164,2.850494935203007e+182,2.634319836097539e+71,99,99,99,99,3.02,0.12,5.4,4.26,0.09
LICN,388989575.09,3555034623.82,104665211167046.9,6.637339625142236e+30,3.843959615215492e+30,101.98,99,99,99,44,4.51,0.68,4.32,2.96,0.29
WBX,6899370.34,6899370.34,3201976.23,60885.09,79.36,67.7,99,99,5,2,4.04,0.61,4.31,1.41,0.71
DFSC,837180.84,3365721.21,2765966281.0,11491268620.43,3950977.35,99.44,99,99,99,37,3.56,0.06,6.31,8.67,0.28
KLTO,51535.83,51535.83,45676.28,16912.1,98.44,97.52,99,99,24,30,0.69,0.3,1.05,0.56,0.14
TRON,17144.26,17144.26,15938.35,6425.13,149.12,118.51,99,99,89,74,4.29,0.37,7.55,2.4,0.34
BMNR,16706.68,16706.68,12048.87,2265.84,105.41,96.88,99,98,44,24,43.62,0.3,44.81,38.35,0.82
SBET,10270.71,17801.93,17801.93,8246.43,125.2,115.72,99,99,79,72,17.82,0.2,19.5,11.79,0.47
RGC,7016.38,10132.34,28727.73,28569.51,8060.68,103.08,99,99,98,47,14.05,0.18,15.52,6.96,0.23
IXHL,5562.43,7950.01,16459.56,6499.57,188.51,117.98,99,99,93,74,0.66,0.2,0.49,0.99,0.57
INKT,4864.59,4864.59,3504.23,694.75,185.91,142.74,99,98,93,87,14.24,0.16,15.41,9.74,0.04
NXTT,3929.69,7567.39,32221.96,22189.41,344.24,238.09,99,99,97,95,0.44,0.06,1.93,1.55,36.21
ABVX,3475.17,3475.17,2213.13,252.44,102.93,79.09,99,96,36,4,81.03,0.99,44.01,16.29,0.33
DFDV,2474.4,4210.06,39571.53,419682.33,50626.91,137.31,99,99,99,85,16.02,0.37,19.46,9.38,1.18
PROK,2282.26,2282.26,1800.26,544.35,91.97,95.59,99,98,14,19,2.36,0.4,2.45,1.57,0.06
