Ticker,Name,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
2543,皇昌,363.39,367.75,341.47,337.34,337.51,322.93,99,99,98,98,93.5,0.97,66.11,40.96,1.37
3230,錦明,346.28,346.28,468.84,423.17,186.62,105.51,99,99,94,57,51.4,0.78,50.07,23.19,0.9
6442,光聖,330.27,340.26,353.64,439.3,537.11,228.44,99,99,99,97,491.5,0.89,412.93,263.87,1.38
8937,合騏,309.45,309.45,322.55,287.76,156.48,98.86,99,98,90,44,94.1,1.0,69.35,35.73,1.74
8374,羅昇,271.68,271.68,307.51,438.98,348.68,90.95,99,99,99,27,129.5,0.79,139.09,76.68,0.09
4583,台灣精銳,263.69,283.23,293.28,278.16,117.36,103.59,99,98,73,53,759.0,0.88,662.16,360.0,0.61
6535,順藥,259.3,299.43,299.43,270.66,236.24,309.03,99,98,97,98,361.5,0.92,290.33,206.8,1.88
3081,聯亞,255.0,255.0,253.72,216.62,113.64,131.14,99,96,70,80,343.0,0.87,257.21,164.58,1.37
3450,聯鈞,249.48,249.48,268.13,240.92,204.39,149.51,99,97,96,88,221.5,0.85,189.11,112.34,1.07
6609,瀧澤科,246.63,264.84,273.09,223.49,126.88,90.32,99,96,78,25,106.5,0.86,87.41,51.06,0.32
4562,穎漢,244.14,244.14,272.55,352.39,339.46,108.42,99,99,98,61,64.0,0.75,68.56,41.96,0.12
5314,世紀,232.98,232.98,205.53,263.84,613.63,1017.36,98,97,99,99,249.0,0.57,194.91,212.16,4.33
8080,印鉐,231.36,246.56,262.27,281.46,171.94,186.26,98,98,92,94,32.5,0.79,32.59,19.85,0.13
2424,隴華,227.96,228.9,237.06,204.57,81.12,95.85,98,96,12,39,78.7,0.91,62.6,37.81,0.53
6640,均華,226.96,242.11,360.77,465.58,436.15,344.43,98,99,99,99,673.0,0.59,898.51,552.78,0.6
8032,光菱,224.52,227.96,202.57,144.46,80.59,90.09,98,88,11,25,75.4,0.97,42.84,32.44,1.85
4909,新復興,216.24,232.55,330.33,339.57,288.79,340.16,98,99,98,99,129.0,0.62,145.4,99.47,0.23
3013,晟銘電,216.17,221.42,204.05,212.17,207.28,175.0,98,96,96,92,158.0,0.96,130.13,88.25,1.01
4569,六方科-KY,215.13,258.41,240.78,236.33,96.84,89.23,98,97,47,21,242.0,0.73,205.53,123.09,1.76
6144,得利影,213.51,319.11,542.23,578.49,460.24,144.67,98,99,99,86,55.9,0.39,103.41,48.55,0.11
5443,均豪,211.22,213.15,277.82,311.43,229.04,188.4,98,98,96,94,122.5,0.74,138.03,81.39,0.1
3167,大量,206.37,216.54,249.3,230.35,118.47,137.97,98,96,74,83,145.5,0.82,119.58,76.19,1.33
3447,展達,206.08,206.08,188.42,104.33,78.21,77.66,98,62,8,3,82.6,1.0,47.53,37.1,0.82
6199,天品,202.83,230.06,248.11,235.67,149.11,153.26,98,97,88,88,68.6,0.95,58.2,37.64,2.05
6223,旺矽,201.36,205.78,231.81,241.96,199.29,186.4,98,97,95,94,789.0,0.89,780.98,508.17,0.71
6706,惠特,200.98,200.98,220.93,210.24,169.3,82.08,98,96,92,7,175.0,0.92,156.17,96.98,1.02
3581,博磊,200.24,204.48,186.68,195.25,156.01,116.45,98,95,90,70,72.0,0.99,58.1,39.45,0.69
4903,聯光通,199.77,212.21,250.26,197.51,147.58,101.75,98,95,87,50,46.55,0.8,37.86,24.92,0.79
2467,志聖,198.94,198.94,245.31,274.47,271.2,249.3,98,98,98,97,212.0,0.82,221.43,156.97,0.5
6187,萬潤,196.78,201.93,268.68,249.98,197.22,264.15,98,97,95,98,466.0,0.82,433.19,289.9,1.34
6739,竹陞科技,196.28,196.28,213.76,284.32,180.67,173.13,98,98,93,92,180.5,0.75,179.24,115.73,0.36
2359,所羅門,192.05,192.05,203.22,276.49,387.33,250.23,97,98,99,97,144.0,0.75,150.41,116.76,0.19
4991,環宇-KY,191.27,191.27,162.85,104.84,131.14,85.64,97,63,80,12,73.7,1.0,47.53,38.3,4.81
6231,系微,191.07,196.95,215.75,244.84,251.31,200.51,97,97,97,95,521.0,0.84,505.74,333.28,0.66
5438,東友,188.84,199.66,162.25,141.73,84.41,99.46,97,88,21,45,39.3,0.9,24.26,19.6,4.04
8249,菱光,188.43,195.29,175.89,184.95,82.16,98.3,97,94,15,44,69.8,0.92,52.67,37.56,1.76
2365,昆盈,187.49,188.73,249.63,373.04,360.57,196.01,97,99,99,95,45.15,0.61,53.93,36.79,0.29
8064,東捷,187.13,199.57,215.17,244.83,234.18,162.71,97,97,97,90,63.5,0.85,61.15,41.94,0.31
3293,鈊象,186.68,190.48,200.3,189.85,173.29,163.79,97,95,92,91,1045.0,0.91,915.47,639.66,0.98
6151,晉倫,185.68,185.9,180.36,150.83,106.46,92.14,97,90,61,30,61.1,0.98,44.74,32.12,0.17
6425,易發,183.87,187.79,209.97,180.18,314.4,349.91,97,94,98,99,87.9,0.88,71.32,66.84,1.82
4510,高鋒,179.15,192.05,244.76,290.65,171.66,102.11,97,98,92,51,41.7,0.67,46.12,26.22,0.1
2070,精湛,178.75,202.15,274.61,289.79,159.94,106.56,97,98,90,58,84.0,0.63,93.57,53.28,0.17
6134,萬旭,178.57,178.57,177.67,131.32,97.93,97.71,97,84,49,43,41.95,0.92,32.08,23.92,1.63
6763,綠界科技*,177.2,178.59,185.67,98.9,86.88,88.63,97,53,27,20,84.9,0.86,54.05,45.75,0.58
3535,晶彩科,176.56,186.6,211.45,317.93,332.69,113.36,97,98,98,66,57.8,0.63,63.83,41.6,0.29
3131,弘塑,175.36,175.36,208.54,254.62,196.25,212.04,97,97,95,96,1695.0,0.75,1797.24,1250.99,0.94
4576,大銀微系統,173.1,182.24,173.81,140.94,94.99,107.6,97,88,43,60,140.0,0.88,107.16,81.83,0.18
8111,立碁,171.44,171.44,190.18,164.04,102.26,114.92,97,92,56,68,42.35,0.82,34.62,25.61,0.95
4956,光鋐,168.8,168.8,183.92,150.87,136.22,128.79,97,90,83,79,41.2,0.87,32.11,24.86,0.3
3363,上詮,166.45,196.44,220.97,176.79,220.63,251.7,97,94,96,98,207.0,0.77,196.33,142.45,0.51
8089,康全電訊,165.73,165.73,194.23,320.8,288.77,344.94,97,98,98,99,94.3,0.59,108.32,93.4,1.21
8028,昇陽半導體,165.56,165.56,185.11,211.0,186.9,87.04,96,96,94,15,130.5,0.9,128.81,84.49,0.82
3312,弘憶股,163.17,164.32,184.99,265.01,302.7,200.93,96,98,98,95,66.3,0.53,75.6,59.47,0.2
3086,華義,162.66,162.66,228.68,237.53,153.23,170.05,96,97,89,92,195.0,0.67,204.93,146.23,0.8
3663,鑫科,162.49,180.24,184.99,238.81,184.52,129.14,96,97,94,79,91.5,0.75,93.05,61.33,0.66
1540,喬福,162.41,167.68,208.47,228.21,152.43,101.72,96,96,88,50,41.0,0.73,43.96,27.61,0.12
1595,川寶,162.21,179.28,173.32,116.72,86.27,84.63,96,76,25,10,70.4,0.81,49.63,39.97,1.09
2486,一詮,161.8,161.8,162.01,162.15,230.4,155.74,96,92,96,89,130.0,0.86,105.29,88.45,0.85
5234,達興材料,161.22,164.05,179.99,173.72,130.61,147.02,96,94,80,87,226.5,0.81,210.03,158.24,0.47
5481,新華,160.55,170.64,183.28,189.76,93.66,94.54,96,95,41,36,26.0,0.8,25.18,16.84,0.2
6405,悅城,159.57,160.69,166.6,153.49,90.88,102.65,96,90,36,52,44.6,0.82,37.7,27.68,0.27
4716,大立,159.45,168.98,179.68,179.6,132.54,126.69,96,94,81,77,29.6,0.78,27.08,19.5,0.2
6854,錼創科技-KY創,159.27,161.14,169.5,105.4,72.76,85.4,96,64,3,12,151.0,0.84,102.33,86.49,0.49
8107,大億金茂,159.02,159.02,133.63,147.9,119.82,87.55,96,89,75,16,32.65,1.0,27.56,20.53,8.96
3466,德晉,158.58,183.94,193.5,213.93,308.94,141.95,96,96,98,85,69.1,0.6,68.61,56.86,1.99
1736,喬山,157.87,157.87,183.11,180.21,134.76,99.87,96,94,82,46,157.5,0.95,136.58,96.75,0.69
5386,青雲,157.05,162.26,157.7,174.18,127.62,156.03,96,94,78,89,100.0,0.84,91.98,70.24,0.83
4563,百德,157.02,169.64,208.7,207.67,111.55,105.77,96,96,67,57,103.0,0.68,101.62,65.65,0.12
1235,興泰,156.82,163.06,167.82,164.23,114.86,105.27,96,93,71,56,159.0,0.96,140.18,98.85,0.97
3047,訊舟,156.46,156.46,172.3,227.26,233.15,120.75,96,96,97,73,36.1,0.69,38.44,26.88,0.91
3498,陽程,156.37,161.14,165.9,145.77,136.87,101.4,96,89,83,50,65.8,0.82,58.38,43.01,0.52
4561,健椿,156.01,163.06,173.74,197.98,158.58,122.1,96,95,90,74,65.5,0.68,72.13,50.31,0.09
6667,信紘科,155.32,160.21,161.56,176.6,175.26,189.98,95,94,93,95,224.5,0.92,220.2,178.38,0.37
3073,天方能源,154.9,154.9,221.46,257.95,288.31,104.37,95,97,98,54,71.7,0.54,81.6,52.11,0.16
4807,日成-KY,154.31,154.31,150.73,127.22,96.18,86.39,95,82,46,14,31.45,1.0,24.32,19.29,1.33
5345,天揚,153.59,165.66,165.66,259.17,197.77,78.97,95,97,95,4,27.3,0.6,29.64,18.89,0.24
6438,迅得,152.14,156.49,161.87,127.49,97.88,108.18,95,82,49,60,199.0,0.78,155.24,126.01,0.45
5278,尚凡,151.95,158.52,154.48,139.46,108.07,116.12,95,87,63,69,294.0,0.95,252.21,198.06,0.12
6246,臺龍,151.63,170.38,174.91,169.47,93.97,119.26,95,93,42,72,25.0,0.73,21.17,16.62,0.74
3303,岱稜,149.14,149.14,156.67,189.85,130.09,106.73,95,95,80,58,60.7,0.8,60.6,43.53,0.63
4950,牧東,148.96,149.4,166.24,180.22,69.93,62.61,95,94,2,1,12.2,0.7,11.04,7.74,0.56
6807,峰源-KY,148.89,148.89,160.84,179.19,152.65,120.41,95,94,89,73,77.7,0.95,74.34,55.17,0.87
4571,鈞興-KY,147.75,148.64,176.82,176.82,151.93,124.0,95,94,88,76,163.5,0.79,158.42,120.47,0.22
5432,新門,147.75,151.43,190.92,286.26,316.24,332.39,95,98,98,99,224.0,0.67,271.48,208.18,0.22
6215,和椿,147.08,150.64,163.41,186.49,188.11,149.33,95,95,94,87,62.5,0.84,65.57,49.45,0.13
5536,聖暉*,146.94,148.7,146.17,152.29,123.0,120.27,95,90,76,72,355.0,0.96,315.53,241.77,0.73
5364,力麗店,146.84,161.4,185.84,217.21,111.02,67.41,95,96,67,1,39.1,0.72,41.98,24.87,0.31
5484,慧友,146.48,157.72,176.18,320.36,392.41,141.49,95,98,99,85,56.0,0.37,68.91,48.6,0.21
6629,泰金-KY,145.82,149.32,163.14,187.21,182.81,156.91,95,95,94,89,133.0,0.83,134.47,103.3,0.64
2524,京城,145.16,147.08,205.36,303.4,241.6,142.58,95,98,97,85,82.7,0.5,101.64,65.23,0.87
3289,宜特,144.76,144.97,146.25,140.62,126.54,133.07,95,87,78,81,193.5,0.97,170.0,138.35,0.66
4729,熒茂,143.75,159.54,168.08,155.91,109.37,124.51,95,91,65,76,30.05,0.74,28.18,20.7,0.27
6877,鏵友益,143.68,143.68,161.62,216.15,143.56,78.21,94,96,86,4,64.8,0.59,71.32,48.12,0.05
8096,擎亞,143.46,151.48,204.56,278.89,241.81,216.96,94,98,97,96,39.2,0.62,46.99,36.26,0.14
2360,致茂,143.15,143.15,136.95,130.84,106.33,110.34,94,84,61,63,425.0,0.99,368.33,291.21,1.55
4530,宏易,142.9,144.69,144.62,149.89,100.31,101.19,94,90,53,49,12.1,0.93,10.28,8.2,0.5
6757,台灣虎航-創,142.35,142.35,132.7,158.92,151.98,93.4,94,92,88,33,64.6,0.8,59.36,46.99,1.01
6788,華景電,142.31,149.09,149.54,185.82,132.53,101.53,94,95,81,50,258.5,0.77,265.7,183.96,0.3
1307,三芳,142.1,142.1,137.91,122.24,116.78,107.62,94,79,72,60,47.0,1.0,37.24,31.43,14.77
2477,美隆電,141.95,142.19,139.76,151.27,112.76,91.09,94,90,69,27,37.3,0.95,29.56,23.89,2.13
3379,彬台,141.79,150.93,172.2,264.06,262.32,109.54,94,97,98,62,33.0,0.57,37.47,25.94,0.19
6241,易通展,141.76,141.76,146.63,121.6,89.2,105.5,94,79,32,56,21.95,0.87,17.93,15.15,1.05
1528,恩德,141.52,142.89,144.79,102.09,95.96,124.08,94,58,45,76,21.3,0.95,15.32,13.73,2.42
5202,力新,141.52,145.34,145.44,126.27,117.28,150.56,94,82,73,88,30.2,0.87,24.73,22.05,1.53
4534,慶騰,141.13,142.81,165.6,233.64,223.56,127.82,94,97,96,78,21.4,0.57,24.66,17.67,0.17
6446,藥華藥,140.54,140.54,142.44,189.54,174.02,81.49,94,95,93,7,644.0,0.8,664.51,480.52,0.46
3018,隆銘綠能,140.41,140.41,155.33,183.02,142.56,89.6,94,94,86,22,29.7,0.88,29.17,20.21,0.38
6133,金橋,140.11,140.11,132.47,137.2,120.98,78.43,94,86,75,4,25.6,0.93,22.31,17.46,2.7
2615,萬海,140.11,140.11,148.32,158.39,159.36,82.29,94,92,90,7,94.2,0.79,84.27,68.33,2.47
6791,虎門科技,139.96,142.43,127.17,94.68,86.46,97.0,94,45,26,41,141.0,0.9,94.52,88.51,2.75
3665,貿聯-KY,139.92,139.92,143.7,154.61,133.28,81.44,94,91,81,7,469.0,0.9,445.99,325.41,0.51
3583,辛耘,139.5,140.17,158.84,158.6,183.17,209.94,94,92,94,96,460.0,0.86,442.88,352.1,0.66
4127,天良,139.07,147.36,145.2,180.81,250.92,219.66,94,94,97,96,35.75,0.7,36.04,31.18,0.3
3653,健策,138.9,150.38,150.89,157.68,140.73,158.46,93,91,85,90,1420.0,0.89,1374.59,1065.17,1.01
6197,佳必琪,138.59,140.37,142.92,157.46,189.17,212.22,93,91,94,96,178.5,0.86,166.23,145.06,2.0
3149,正達,138.58,146.51,156.97,124.05,112.2,131.09,93,80,68,80,39.0,0.76,34.59,28.05,0.35
3551,世禾,137.98,142.27,134.81,106.07,119.23,168.66,93,65,74,91,143.0,0.89,111.81,106.39,2.31
8467,波力-KY,137.75,144.04,160.38,187.83,187.08,245.61,93,95,94,97,259.0,0.9,250.93,201.07,0.16
8932,智通*,137.67,139.72,133.16,148.95,157.36,146.91,93,89,90,87,97.2,1.0,86.01,70.62,0.71
8043,蜜望實,137.4,150.36,150.36,164.29,88.74,90.48,93,93,31,25,42.55,0.69,42.8,30.63,0.64
6768,志強-KY,137.29,137.29,130.98,123.39,118.08,110.47,93,79,73,63,130.5,1.0,98.78,86.27,5.47
6863,永道-KY,137.11,137.11,151.2,153.26,131.64,97.94,93,90,80,43,266.5,0.78,265.84,204.29,0.28
4545,銘鈺,136.93,161.35,168.94,149.38,169.1,100.52,93,89,92,48,59.5,0.68,56.83,43.99,0.76
1799,易威,136.83,160.94,228.04,452.0,450.29,239.89,93,99,99,97,91.5,0.31,156.03,107.0,0.36
3227,原相,136.33,138.41,157.12,157.12,106.56,129.02,93,91,61,79,244.0,0.79,237.27,180.72,0.34
2033,佳大,135.71,136.39,140.74,133.31,90.17,100.32,93,85,34,47,24.85,0.85,20.6,17.32,0.18
4549,桓達,135.59,137.45,143.82,145.5,180.1,101.98,93,88,93,50,161.5,0.66,162.15,128.74,0.1
4160,訊聯基因,135.1,135.1,152.47,197.83,287.53,128.86,93,95,98,79,85.4,0.48,92.97,72.05,0.16
5508,永信建,134.98,135.35,157.97,231.72,246.28,216.86,93,97,97,96,218.0,0.61,238.12,190.32,0.86
6449,鈺邦,134.67,137.1,159.18,179.24,198.89,178.38,93,94,95,93,153.0,0.7,161.29,123.07,0.44
4303,信立,134.62,134.72,142.67,161.22,276.31,276.43,93,92,98,98,48.7,0.65,47.53,43.76,1.23
3455,由田,134.5,134.5,134.52,149.55,131.69,97.38,93,89,80,42,140.5,0.96,132.83,103.9,0.75
2495,普安,134.39,137.1,137.22,129.23,138.11,104.46,93,83,84,54,36.3,0.87,33.14,27.24,0.55
6419,京晨科,133.99,135.07,150.05,222.63,346.67,129.27,93,96,98,79,110.0,0.52,109.6,96.72,0.44
2464,盟立,133.82,134.35,146.81,171.63,172.6,121.19,92,93,92,73,78.6,0.74,81.6,61.95,0.14
3580,友威科,133.5,136.97,156.94,182.96,156.7,96.13,92,94,90,39,96.5,0.65,102.68,73.14,0.26
6515,穎崴,133.3,136.44,135.91,164.1,118.17,121.35,92,93,73,73,1300.0,0.84,1232.76,958.32,0.65
8114,振樺電,133.14,134.62,141.62,149.32,139.13,103.81,92,89,84,54,209.5,0.89,200.92,155.18,0.68
8404,百和興業-KY,132.98,140.27,150.93,111.71,86.68,85.74,92,72,26,13,30.45,0.75,23.58,20.39,0.92
2431,聯昌,132.96,132.96,119.73,106.48,93.39,119.65,92,66,40,72,18.75,0.94,13.69,12.95,8.21
3064,泰偉,132.87,133.07,140.89,189.39,235.89,89.32,92,95,97,21,76.2,0.51,78.06,65.94,0.73
4542,科嶠,132.78,139.41,142.29,140.17,167.72,179.88,92,87,91,93,98.7,0.77,92.1,73.49,0.26
6530,創威,131.54,157.11,163.2,135.89,110.16,157.95,92,86,66,90,75.3,0.79,65.29,53.08,0.7
6869,雲豹能源,131.53,132.19,155.95,193.57,241.74,144.64,92,95,97,86,209.0,0.51,225.2,174.83,0.23
2504,國產,129.93,129.93,133.83,149.1,156.93,153.36,92,89,90,89,56.8,1.0,53.12,44.32,2.48
4558,寶緯,129.86,138.33,116.02,91.75,113.3,101.04,92,37,69,48,42.8,0.9,29.87,28.86,0.98
3564,其陽,129.84,129.84,140.52,151.5,234.43,131.71,92,90,97,81,86.2,0.53,90.38,77.95,0.24
3597,映興,129.26,130.31,131.72,139.25,99.42,99.55,92,87,52,46,35.1,0.9,30.83,25.75,1.7
3085,新零售,129.25,129.25,152.57,146.42,95.09,88.63,92,89,43,20,20.45,0.82,17.97,14.15,0.4
9935,慶豐富,128.75,128.75,141.51,144.45,115.46,111.3,92,88,71,64,34.85,0.97,32.33,26.24,0.56
1569,濱川,128.72,136.3,145.67,134.17,103.54,96.49,92,85,58,40,38.3,0.82,32.98,27.09,0.78
8047,星雲,128.57,128.57,106.07,114.54,107.09,137.65,92,74,62,83,20.25,1.0,15.75,14.86,15.62
9906,欣巴巴,128.42,130.17,196.73,289.59,261.16,140.12,92,98,98,84,127.5,0.47,160.39,110.3,0.41
6207,雷科,128.4,141.67,152.24,159.51,198.7,180.99,92,92,95,93,68.7,0.7,72.17,60.12,0.19
2236,百達-KY,128.35,138.51,135.9,143.1,124.73,123.45,91,88,77,75,117.5,0.84,112.91,86.05,0.69
2317,鴻海,128.2,131.67,131.75,135.47,144.98,126.73,91,86,86,78,208.0,0.86,190.8,164.38,1.33
2399,映泰,127.86,147.24,164.0,123.91,89.65,119.3,91,80,33,72,34.0,0.62,30.94,24.62,0.35
9105,泰金寶-DR,127.11,127.11,132.13,151.58,186.99,128.79,91,90,94,79,6.05,0.74,5.53,4.72,0.59
8059,凱碩,126.81,129.87,135.12,140.47,145.0,270.71,91,87,87,98,35.0,0.81,33.0,31.29,0.55
3430,奇鈦科,126.67,131.69,161.84,161.84,110.35,94.19,91,92,66,35,77.0,0.67,72.47,57.93,0.24
4526,東台,126.52,128.8,136.0,167.08,141.06,119.09,91,93,85,72,32.2,0.65,34.23,26.07,0.14
6870,騰雲,126.41,126.41,121.62,133.46,132.74,91.41,91,85,81,28,230.0,1.0,211.05,168.03,0.51
3354,律勝,126.36,133.74,145.71,150.33,122.78,193.68,91,90,76,95,27.3,0.7,26.03,23.69,0.27
3021,鴻名,126.35,137.93,137.93,115.38,102.79,101.18,91,75,57,49,34.3,0.77,28.07,24.58,0.83
3550,聯穎,126.24,133.84,149.17,169.51,84.58,93.32,91,93,21,33,22.45,0.56,24.04,17.36,0.24
