Ticker,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
QMMM,6052.09,8447.13,14962.25,202.67,156.2,124.14,99,95,92,82,82.84,0.4,20.9,5.96,0.08
DFDV,1428.9,1499.34,1803.06,3471.82,5989.97,91.38,99,99,99,14,16.93,0.39,18.13,10.51,0.96
ABVX,999.91,1037.08,986.25,845.93,85.62,74.0,99,99,10,6,82.3,0.91,65.75,21.6,0.31
ORBS,880.95,1047.77,2884.29,144.63,86.25,88.74,99,89,11,13,12.79,0.27,5.18,2.35,0.54
DRUG,845.38,845.38,894.7,972.83,2031.44,3115.25,99,99,99,99,53.28,0.95,38.39,34.97,2.72
SUPX,755.0,871.74,1057.9,484.81,276.31,146.37,99,98,97,89,55.25,0.8,33.48,13.83,0.62
OKLO,673.43,673.43,419.27,432.71,530.81,430.16,99,98,98,98,135.23,1.0,75.28,44.97,3.49
ANTE,632.39,861.19,1172.79,551.02,202.32,325.02,99,98,95,97,3.43,0.6,2.83,1.15,5.34
LICN,599.57,599.57,2274.48,1414.46,5200.34,1042.71,99,99,99,99,4.75,0.71,4.5,3.16,1.04
FORD,579.16,740.65,695.93,246.2,181.89,136.68,99,96,94,87,30.45,0.76,15.95,8.25,2.06
TOI,570.4,570.4,782.41,584.54,859.22,320.43,99,99,99,97,3.12,0.72,3.55,2.0,1.34
AMPX,556.66,556.66,424.01,408.07,260.81,214.6,99,98,97,95,11.77,1.0,7.79,4.1,1.91
ONDS,551.17,573.08,585.73,415.06,214.08,295.5,99,98,96,97,6.72,1.0,3.98,2.01,1.14
BMNR,520.02,520.02,400.23,95.42,114.01,101.26,99,37,53,42,61.29,0.44,46.1,40.49,1.42
NEGG,485.79,485.79,1265.37,1159.22,122.27,58.03,99,99,80,3,55.0,0.41,55.97,20.23,1.42
ATGL,469.13,547.04,547.04,597.7,984.97,1018.62,99,99,99,99,29.2,0.61,25.0,23.74,0.53
