Code,Name
00917,中信特選金融
00918,大華優利高填息30
00919,群益台灣精選高息
00920,富邦ESG綠色電力
00921,兆豐龍頭等權重
00922,國泰台灣領袖50
00923,群益台ESG低碳50
00924,復華S&P500成長
00925,新光標普電動車
00926,凱基全球菁英55
00927,群益半導體收益
00929,復華台灣科技優息
00930,永豐ESG低碳高息
00932,兆豐永續高息等權
00934,中信成長高股息
00935,野村臺灣新科技50
00936,台新永續高息中小
00939,統一台灣高息動能
00940,元大台灣價值高息
00941,中信上游半導體
00943,兆豐電子高息等權
00944,野村趨勢動能高息
00945B,凱基美國非投等債
00946,群益科技高息成長
00947,台新臺灣IC設計
00949,復華日本龍頭
00951,台新日本半導體
00952,凱基台灣AI50
00953B,群益優選非投等債
00954,中信日本半導體
00956,中信日經高股息
00960,野村全球航運龍頭
01001T,土銀富邦R1
01002T,土銀國泰R1
01004T,土銀富邦R2
01007T,兆豐國泰R2
01009T,王道圓滿R1
01010T,京城樂富R1
020000,富邦特選蘋果N
020015,統一MSCI美低波N
020016,統一MSCI美科技N
020018,統一價值成長30N
02001L,富邦蘋果正二N
02001R,富邦蘋果反一N
020020,元大台股領航N
020028,元大特選電動車N
020029,元大ESG高股息N
020030,統一智慧電動車N
020031,統一IC設計臺灣N
020032,元大綠能N
020034,元大IC設計N
020037,元大金融高股息N
020038,元大ESG配息N
020039,元大加權N
030001,富邦金群益42購01
030002,大立光群益42購01
030003,奇鋐群益3A購09
030004,德律群益43購01
030005,緯創群益3A購14
030009,辛耘群益3A購05
030013,瑞儀群益3B購02
030015,臺股指群益3A購39
030018,臺股指群益3A購42
03001P,聯鈞中信43售01
030021,臺股指群益3C購04
030024,臺股指群益3C購07
030026,電子類群益3C購01
030027,電子類群益3C購02
03002P,台灣50富邦3C售10
030031,華榮元大3A購07
030032,大亞元大3A購09
03003P,台灣50富邦41售04
030040,光寶科元大3B購02
030041,聯電元大3A購07
030044,鴻海元大3A購30
030045,鴻海元大3A購31
030046,鴻海元大3B購10
030050,台積電元大3A購32
030051,台積電元大3A購33
030052,台積電元大3A購34
030054,華新科元大3A購07
030060,緯創元大3A購17
030061,緯創元大3C購06
030064,創意元大3A購07
030065,創意元大3A購08
030066,辛耘元大3A購07
030068,辛耘元大3C購02
030069,上緯控元大3A購07
03006P,台積電凱基3C售35
03006X,元展06
030075,樺漢元大3A購06
030077,樺漢元大41購02
030078,保瑞元大3A購08
03007P,台積電凱基3C售36
03007X,元展07
030080,保瑞元大3A購10
030081,華東元大3A購02
030082,臺股指元大41購12
030084,臺股指元大41購14
030085,臺股指元大41購15
030088,光寶科富邦3A購04
03008P,台積電凱基41售20
030092,正文富邦3C購01
030093,虹堡富邦41購01
030095,台積電第一3A購03
030096,國泰金第一42購01
030097,台泥國泰3C購01
030098,川湖國泰3C購02
03009P,滬深2X元大41售03
030100,全新國泰3C購01
030102,神基國泰3C購01
030103,嘉澤國泰3C購03
030104,辛耘國泰3C購01
030105,虹堡國泰3C購02
030108,晶碩國泰3C購02
030109,達發國泰3C購01
03010P,聯電元大3C售13
030114,大亞中信3C購01
030117,辛耘中信3B購01
03011P,金像電元大3C售08
030120,臺股指中信41購02
030123,香港2X永豐3A購02
030125,鴻海永豐42購04
030127,台積電永豐3C購05
03012P,聯發科元大3C售13
03012X,元展12
030130,大同永豐3B購02
030131,大同永豐41購01
030133,奇鋐永豐3A購08
030134,緯創永豐41購03
030135,辛耘永豐41購02
03013P,臺股指法興3C售05
03013X,元展13
030141,華新統一44購01
030144,長榮鋼統一47購01
030145,鴻海統一54購02
030146,廣宇統一47購01
030148,海悅統一44購03
030149,海悅統一47購01
03014P,臺股指法興3C售06
030150,大同統一4A購02
030151,聯發科統一54購01
030153,志聖統一47購02
030154,陽明統一44購02
030155,神基統一44購02
030157,創意統一44購04
030158,群創統一44購01
030159,嘉澤統一44購04
03015P,臺股指法興3C售07
030160,辛耘統一44購03
030161,辛耘統一47購02
030162,碩天統一44購02
030165,聯茂統一44購04
030167,至上統一44購03
030168,元債2X元富4A購03
03016P,臺股指法興3C售08
030172,大亞元富44購01
030173,宏泰元富3A購02
030178,台積電元富3C購09
030179,台積電元富3C購10
030180,台積電元富44購05
030182,聯發科元富44購06
030198,大亞凱基41購01
030199,大亞凱基44購02
03019P,臺股指群益3C售25
030205,光寶科凱基3A購08
03020P,臺股指群益3C售26
030212,台光電凱基3A購10
030215,慧洋凱基3B購02
030218,奇鋐凱基3B購05
03021P,臺股指群益3C售27
030220,創意凱基3A購16
030222,辛耘凱基3C購04
030226,天鈺凱基3B購03
03022P,臺股指群益3C售28
030232,世紀鋼凱基3A購07
030237,臺股指凱基3C購23
030239,臺股指凱基41購19
030240,勤美國票3B購01
030247,鴻海國票3B購03
03024P,臺股指群益3C售30
030250,台光電國票3B購01
030251,威盛國票42購01
03025P,臺股指群益3C售31
030265,大亞群益44購02
03026X,元展23
030271,鴻海群益3B購12
030272,鴻海群益3B購13
030274,台積電群益44購03
030275,台積電群益44購04
030277,海悅群益43購01
03027X,元展24
030281,南亞科群益44購01
030283,裕民群益44購01
030284,漢翔群益44購01
030285,元大金群益44購01
030286,永豐金群益44購01
030287,嘉晶群益3C購01
03028P,電子類群益3C售11
03028X,元展25
030290,上緯控群益44購01
030291,立積群益44購01
030294,矽力群益46購01
030298,力智群益44購01
030300,天虹群益42購01
030303,台灣50元大3B購03
030306,T50反1元大44購01
030307,滬深2X元大3A購09
030308,滬深2X元大3C購03
030311,東元元大41購01
030322,鴻海元大3A購32
030323,鴻海元大3A購33
030324,鴻海元大3A購34
030327,台積電元大3A購35
030328,台積電元大3A購36
030329,台積電元大3A購37
03032P,台灣50富邦43售07
030330,華邦電元大3B購02
030332,宏碁元大3B購01
030333,華碩元大3A購04
030335,華碩元大3C購01
03033P,鴻海富邦3C售10
030347,創意元大3A購11
030348,辛耘元大3A購09
030349,辛耘元大3A購10
030350,辛耘元大3A購11
030351,瑞智元大3A購02
030357,保瑞元大3A購13
030358,晶碩元大3A購02
030359,嘉基元大3B購01
03035P,台積電凱基41售25
03035X,元展32
030367,群高息富邦3C購02
03036P,台積電凱基41售26
030371,大同兆豐3A購02
030372,牧德兆豐3C購02
030373,辛耘兆豐44購02
030374,聯發科國泰3C購04
030376,大立光國泰3C購02
030378,辛耘國泰3C購02
030380,緯穎國泰3C購03
030385,華新國票3B購01
030389,正崴國票3B購01
03038P,臺股指凱基3C售44
030396,亞航國票3C購01
030397,奇鋐國票3B購04
030398,玉晶光國票3B購01
030399,新唐國票48購01
030402,上証2X中信3A購01
030403,滬深2X中信3A購01
030407,台積電中信3B購06
03040P,臺股指凱基3C售46
030413,滬深2X永豐3B購03
030416,川湖永豐3C購06
030417,鴻海永豐3C購06
030418,鴻海永豐41購04
030419,台積電永豐3A購07
030425,冠德永豐3A購01
030428,奇鋐永豐44購02
03042P,世芯群益3C售05
030430,盛群永豐3C購01
030435,中華統一44購02
030437,鴻海統一46購14
030438,鴻海統一48購03
030439,台積電統一54購01
03043P,中砂國票41售02
030441,海悅統一48購01
030443,南亞科統一45購01
030444,聯發科統一48購01
030447,一詮統一44購02
030449,一詮統一45購01
03044P,聯電國票41售02
030450,一詮統一47購01
030451,一詮統一47購02
030452,國產統一47購01
030453,冠德統一47購01
030454,華固統一47購01
030455,陽明統一44購03
030456,萬海統一44購02
030457,奇鋐統一44購05
030458,奇鋐統一47購01
030459,欣興統一44購02
03045P,臺股指國票3C售06
030460,嘉澤統一44購05
030461,碩天統一44購03
030462,日月光統一44購02
030464,達發統一43購01
03046P,臺股指國票41售02
030475,大同元富3A購07
03048P,宏碁元大3C售22
030491,大亞凱基47購01
030499,川湖凱基42購02
03049P,晶碩元大3C售01
03049X,元展46
030500,川湖凱基42購03
030504,海悅凱基43購01
030506,大同凱基4C購02
030507,大同凱基4C購03
03050X,元展47
030512,長榮凱基3C購07
030515,玉山金凱基42購01
030517,華立凱基3C購02
030518,奇鋐凱基41購04
030519,奇鋐凱基44購02
03051P,臺股指法興42售03
030520,德律凱基43購01
030524,嘉澤凱基3B購02
030526,上緯控凱基44購01
030529,樺漢凱基3B購04
03052X,元展49
030533,天虹凱基42購01
030538,上証2X元大3B購03
030539,上証2X元大41購02
03053P,臺股指法興42售05
030549,鴻海元大3B購11
03054P,臺股指法興42售06
030550,鴻海元大3B購12
030551,鴻海元大3B購13
030557,台積電元大3A購38
030558,台積電元大3B購06
030559,台積電元大41購14
03055P,臺股指法興42售07
030560,海悅元大3A購03
030561,宏碁元大3A購02
030562,宏碁元大41購01
030564,金像電元大3B購01
03056P,臺股指富邦3C售14
030572,一詮元大41購01
030574,晶豪科元大3A購05
030576,辛耘元大3B購03
030577,辛耘元大41購01
030578,辛耘元大44購01
030579,健策元大3A購03
03057P,臺股指富邦42售11
030584,樺漢元大3B購05
030585,矽力元大3B購02
030586,迅得元大3A購04
030587,保瑞元大3A購14
030589,保瑞元大3B購03
030593,勤誠元大41購01
030597,華榮群益44購01
030599,宏泰群益42購01
030600,第一銅群益3A購03
030602,三陽群益3A購02
030604,台達電群益42購03
03060P,台灣50元富3C售08
03060X,元展55
030612,一詮群益3C購03
030613,國產群益3C購01
030614,冠德群益3A購02
030619,慧洋群益43購01
03061P,台灣50元富3C售09
030628,洋華群益3B購01
030630,定穎控群益3A購03
030632,材料群益3A購12
03063P,T50正2國票41售02
030640,世紀鋼群益3C購04
030642,光寶科永豐3B購02
030643,台積電永豐42購03
030644,台積電永豐42購04
030646,一詮永豐3C購01
03064P,台積電國票3C售06
030650,日月光永豐42購01
030652,金像電兆豐44購01
030653,勤美國泰3C購01
030654,光寶科國泰3C購02
030656,台積電國泰3C購07
03065P,台積電國票41售06
030660,冠德國泰3C購02
030661,慧洋國泰3C購02
030662,奇鋐國泰3C購03
030663,緯創國泰3C購02
030664,玉晶光國泰3C購02
030665,視陽國泰3C購02
03066P,鉅祥國票3C售02
030672,楠梓電國票3B購03
030674,台積電國票3A購09
030675,台積電國票3A購10
030678,金像電國票3B購02
030679,長榮國票42購01
03067P,洋華國票41售02
030680,新興國票3B購01
030682,智原國票3B購01
030683,創意國票3B購01
030685,南電國票42購01
030689,東元富邦3B購01
03068P,臺股指國票41售03
030694,材料富邦3B購03
030695,華孚富邦3C購01
030696,華新統一46購01
030697,第一銅統一44購01
030698,海悅統一44購04
030699,台光電統一44購02
03069P,台灣50凱基43售10
030700,一詮統一48購01
030701,國產統一43購01
030702,國產統一44購01
030704,冠德統一43購01
030708,華固統一43購01
030712,奇鋐統一44購06
030714,融程電統一46購01
030716,三福化統一47購01
030717,保瑞統一4C購02
030718,天虹統一47購01
030719,元石油凱基3A購02
03071P,華固凱基3C售01
030721,FBNQ2X凱基3B購03
03072P,智原凱基3C售07
030741,技嘉凱基3A購09
030743,威盛凱基3C購03
030746,長榮航凱基3C購02
030750,智原凱基3A購08
030759,盛群凱基3B購01
03075P,德律群益3C售02
030762,愛普凱基3A購06
030764,力智凱基3A購05
030772,滬深2X群益44購01
030776,川湖群益42購05
03077P,台灣50元大42售03
030788,一詮群益3A購03
030789,華新科群益3A購01
03078P,FBNQ2X元大3C售03
030794,玉晶光群益42購02
030799,瑞儀群益3C購01
030809,聯發科元富3A購13
03080P,臺股指元大3C售44
030812,奇鋐元富3A購09
030813,奇鋐元富42購02
030815,弘憶股元富3A購03
030822,聚陽元大3A購03
030823,東元元大3B購02
030833,鴻海元大3B購14
030837,台積電元大3A購39
030839,台積電元大3C購15
030849,一詮元大3A購06
03084P,台積電永豐3C售16
030850,一詮元大3A購07
030851,一詮元大3B購01
03085P,聯發科永豐43售03
030861,群創元大3B購01
030862,辛耘元大3A購12
030863,辛耘元大3A購13
030865,上緯控元大3C購02
03086P,台積電中信3C售14
030871,臻鼎元大3A購06
030874,保瑞元大3A購16
030876,保瑞元大3A購18
030877,晶心科元大3A購02
030878,世紀鋼元大3A購09
030879,世紀鋼元大3A購10
030880,世紀鋼元大3A購11
030884,臺股指元大3B購18
030886,台積電台新3A購04
030891,神基富邦3C購02
030897,國巨台新3A購01
030899,威盛台新3A購01
030900,長榮航康和3A購01
030902,華通國票3B購02
030904,金像電國票3C購01
030907,緯穎國票3B購02
03090P,台積電國票42售04
030910,臺股指國票3A購11
030911,臺股指國票3B購04
030912,臺股指國票3B購05
030915,第一銅國泰3C購02
030916,裕隆國泰3C購01
030918,華通國泰3C購01
030919,鴻海國泰3C購04
030920,聯發科國泰3C購05
030922,牧德國泰3C購02
030924,保瑞國泰3C購03
030925,世紀鋼國泰3C購01
030928,長榮中信3A購04
03092P,臺股指國票3C售07
030930,台積電永豐42購06
030932,大立光永豐3A購02
030935,材料永豐3B購02
03093P,台積電群益3C售35
030942,川湖凱基3A購09
030947,台積電凱基42購09
030948,台光電凱基3C購03
030952,長榮凱基3A購12
030953,裕民凱基44購01
030955,慧洋凱基44購01
030956,大立光凱基3C購04
03095P,台積電元大3C售57
030960,智原凱基3B購06
03096P,台積電元大3C售58
030975,世紀鋼凱基3B購03
030977,滬深2X元富44購01
03097P,台積電元大3C售59
030986,台積電元富3C購12
030989,長榮元富3A購05
030990,長榮元富3B購02
030992,緯穎元富3A購04
030993,力積電元富3A購01
030997,川湖群益42購06
030998,台達電群益42購04
03099P,FBNQ2X凱基3C售05
031000,台積電群益3A購23
031001,台積電群益3C購05
031002,台積電群益3C購06
031005,台積電群益48購01
031009,台光電群益3A購08
03100P,鴻海凱基3C售39
031011,華新科群益44購01
031014,慧洋群益42購01
031015,大立光群益3A購06
031018,定穎控群益3A購05
03101P,鴻海凱基3C售40
031028,東元元大3B購03
03102P,台積電凱基3C售38
031036,鴻海元大3C購09
031037,鴻海元大3C購10
031039,宏碁元大3B購02
031046,一詮元大3B購02
03104P,台積電凱基3C售40
031050,華航元大3A購01
031058,智原元大3B購02
03105P,聯發科凱基42售01
031063,辛耘元大3B購04
031064,辛耘元大3C購03
031065,洋華元大3A購04
031066,洋華元大3A購05
031067,洋華元大3A購06
031068,台耀元大3A購03
03106P,聯發科凱基42售02
031074,保瑞元大3B購04
031075,保瑞元大3B購05
031076,保瑞元大3C購02
03107P,大立光凱基42售05
031080,天虹元大3A購03
031082,T50正2統一44購01
031083,勤美統一44購01
031087,中華統一48購01
031088,鴻海統一44購06
031089,台積電統一44購05
03108P,大立光凱基42售06
031098,台光電統一44購03
031099,聯發科統一44購07
03109P,訊芯凱基3C售05
031100,國產統一45購01
031101,冠德統一45購01
031103,華固統一45購01
031106,長榮統一44購03
031107,長榮統一46購02
031108,陽明統一46購01
03110P,臺股指凱基3C售47
031110,碩天統一46購01
031112,瑞智統一46購01
031118,瑞昱國泰3C購03
031122,緯穎國泰3C購04
03112P,臺股指凱基3C售49
031132,台積電中信42購03
031135,材料中信42購01
031139,美時永豐42購01
03113P,臺股指凱基42售06
031141,鴻海永豐43購05
031142,長榮永豐3C購03
031143,長榮永豐42購02
031146,華立永豐3C購01
031148,世紀鋼永豐3B購02
031149,智原第一3B購03
03114P,臺股指凱基42售07
031150,南電第一44購01
031153,台塑凱基3A購02
031156,川湖凱基42購04
03115P,聯發科中信3C售06
031166,佳能凱基42購01
031167,佳能凱基42購02
03116P,力積電中信3C售01
031173,慧洋凱基42購01
031174,臺企銀凱基3A購01
031175,大立光凱基42購01
031177,奇鋐凱基3C購05
03117P,台灣50富邦42售09
031185,迅得凱基3A購04
031188,緯穎凱基44購01
03118P,台灣50富邦43售08
031197,台耀富邦43購01
03119P,鴻海富邦3C售12
031202,楠梓電國票3B購04
031203,鴻海國票3C購05
031205,國巨國票3B購01
031206,國巨國票3C購01
031209,大同國票42購01
03120P,鴻海台新3C售01
031210,大同國票42購02
031212,佳能國票3B購03
031213,台光電國票3B購02
031218,欣興國票42購01
031220,定穎控國票3B購01
031222,臻鼎國票3B購01
031223,隆大國票3B購01
031225,晶碩國票3B購02
031226,達發國票3B購02
031229,勤美統一43購01
03122P,台積電國票42售06
031230,台積電統一47購02
031231,智邦統一4C購01
031234,技嘉統一44購01
031235,台光電統一44購04
031237,長榮航統一44購02
031239,富邦金統一44購02
031241,智原統一44購01
031242,智原統一44購02
031243,智原統一44購03
031244,創意統一44購05
031245,牧德統一47購01
031246,上緯控統一47購02
031247,保瑞統一4C購03
031249,永續息元富3A購02
03124P,建漢國票3C售01
031252,英業達元富3A購07
031258,聯發科元富3A購15
031259,聯發科元富44購08
031261,陽明元富3A購03
031262,長榮航元富3A購04
031263,長榮航元富44購01
031265,智原元富44購01
031266,上緯控元富42購01
031277,三陽群益44購01
03127P,台灣50永豐3C售05
031280,鴻海群益3C購15
031283,台積電群益3C購07
031284,台積電群益42購03
031285,台積電群益43購05
031292,裕民群益3A購02
031295,華南金群益42購02
031298,奇鋐群益3B購06
03129P,美費半凱基43售02
031301,玉晶光群益3A購06
031302,嘉澤群益3C購02
031303,材料群益3A購14
031306,嘉基群益42購01
031308,南電群益44購01
03130P,鴻海凱基3C售44
031314,台灣50元大3C購08
031315,滬深2X元大3C購04
031316,滬深2X元大3C購05
031317,聚陽元大3A購04
03131P,鴻海凱基3C售45
031323,華新元大3B購04
031326,美時元大3B購03
03132P,台積電凱基3C售42
031332,國巨元大3B購07
031333,台積電元大3A購41
031335,台積電元大3B購08
031336,華邦電元大3A購05
03133P,台積電凱基3C售43
031344,大同元大44購05
031346,佳能元大3A購05
031347,佳能元大3A購06
03134P,台積電凱基51售01
031352,長榮元大3A購13
031353,長榮元大3A購14
031354,長榮元大3C購05
031358,慧洋元大3B購03
031359,信邦元大3A購03
03135P,台積電凱基51售02
031360,辛耘元大3A購16
031362,辛耘元大3C購04
031371,保瑞元大3B購06
031372,保瑞元大3C購03
031374,台汽電元大3A購02
031377,臺股指元大42購03
031378,臺股指元大42購04
031379,臺股指元大42購05
031382,智邦統一44購02
031383,鴻準統一43購02
031384,鴻準統一47購01
031385,金像電統一43購04
031386,金像電統一44購01
031388,京元電統一46購01
03138P,德律凱基3C售05
031390,智原統一43購09
031391,辛耘統一46購05
031392,辛耘統一46購06
031395,矽力統一43購05
031396,保瑞統一4C購04
031397,力智統一46購01
031398,力積電統一46購01
031399,南電統一43購01
03139P,臺股指凱基3C售54
031401,美時永豐42購02
031403,鴻海永豐3A購07
031404,鴻海永豐3B購06
031405,台積電永豐44購02
031406,宏碁永豐42購01
031409,長榮航永豐42購01
03140P,台灣50元富3C售10
031411,創意永豐42購02
031412,碩天永豐3A購01
031416,智邦富邦42購01
031417,威盛富邦3C購01
031418,瑞軒富邦43購01
031421,致伸富邦3C購01
031425,長榮康和3A購02
031431,矽力中信3A購02
031432,T50反1元富44購03
031433,FBNQ2X元富3A購03
031435,國巨元富44購01
031438,友達元富3A購04
031439,友達元富3A購05
03143P,臺股指元富3C售23
031442,元大金元富3A購01
031446,三陽國泰3C購01
031449,京元電國泰3C購01
031452,天鈺國泰3C購02
031454,台汽電國泰3C購01
031456,國企2X國票42購01
031458,勤美國票3B購02
031459,信錦國票3B購01
031460,鴻海國票42購03
031461,宏碁國票3B購01
031462,英業達國票3B購01
031465,長榮國票3C購01
031466,華航國票3A購02
031467,華航國票3B購02
031468,華航國票42購01
03146P,T50正2群益3C售07
031470,長榮航國票3A購03
031471,長榮航國票3B購02
031472,長榮航國票3C購01
031475,智原國票3B購02
031476,材料國票3B購01
031482,美時群益3A購02
031483,川湖群益44購02
031486,鴻海群益42購08
031489,台積電群益48購02
03148P,聯發科群益3C售19
031491,台積電群益48購04
031494,華新科群益43購01
031502,信邦群益3B購01
031507,群創群益3A購03
031508,辛耘群益3C購03
03150P,聯發科群益42售24
031519,世紀鋼群益3C購05
031520,元債2X元大4A購01
031521,美債2X元大3A購03
031522,美債2X元大3A購04
031523,美債2X元大46購01
031524,八貫元大3A購02
031526,美時元大3A購21
03152P,鴻海中信42售06
031530,聯電元大3C購01
031531,鴻海元大3A購38
031532,鴻海元大3B購18
031533,鴻海元大3B購19
031534,台積電元大3A購42
031535,台積電元大3A購43
031536,台積電元大3B購09
031538,微星元大3A購03
031539,台光電元大3A購04
03153P,華固中信3C售01
031540,台光電元大3A購05
031541,台光電元大3A購06
031542,威盛元大3A購06
031543,威盛元大3B購01
031544,威盛元大3C購01
031545,凌陽元大3A購01
03154P,群創中信3C售05
031554,智原元大3A購11
031555,群創元大3B購02
031557,健策元大3B購01
031558,健策元大3C購01
03155P,群創中信3C售06
031561,材料元大3B購02
031562,材料元大3C購03
031563,迅得元大3A購05
031565,力積電元大3A購03
03156P,台灣50永豐42售02
031578,川湖凱基43購01
03157P,台灣50永豐42售03
031582,鴻海凱基3B購13
031583,鴻海凱基3C購11
031585,台積電凱基3A購35
031587,台積電凱基3B購19
031588,鴻準凱基3B購01
03158P,鴻海永豐3C售14
031594,慧洋凱基43購01
031595,華南金凱基3B購01
031596,華立凱基3B購01
03159P,鴻海永豐3C售15
031603,創意凱基44購02
03160P,華晶科永豐42售01
031610,世紀鋼凱基3B購04
031614,臺股指凱基43購14
031616,香港2X中信42購01
03161P,台積電元富3C售19
031620,上緯控中信3C購01
031623,京元電富邦3C購02
031626,慧洋富邦43購01
031628,寶成富邦3C購01
03162P,華固元富3C售02
031632,台光電國泰3C購01
031634,長榮國泰3C購03
031637,台表科國泰3C購01
031638,力智國泰3C購02
031639,高力國泰3C購01
031642,國產永豐3C購01
031647,光寶科統一44購01
031648,華航統一44購01
031649,長榮航統一43購05
03164P,台灣50國票42售02
031650,長榮航統一44購03
031652,長榮航統一44購05
031653,長榮航統一47購01
031656,創意統一47購02
031658,康舒統一46購01
031659,力智統一43購01
03165P,楠梓電國票3C售02
031662,高力統一47購01
031664,高力統一48購01
031665,高力統一54購01
031667,高力統一54購03
031668,道瓊反元富44購01
031669,台達電元富3A購04
031671,仁寶元富3A購02
031675,中砂群益3B購01
031679,川湖群益44購03
03167P,世紀鋼國票42售02
031681,鴻海群益3C購16
031684,威盛群益3A購05
031686,冠德群益3C購02
031688,雄獅群益3A購01
03168P,鴻海群益3C售28
031691,奇鋐群益43購04
031701,晶碩群益44購01
031706,辛耘台新3A購01
03170P,台灣50凱基3C售13
031710,A50正2國票43購01
031713,華通國票3B購03
031714,海悅國票3B購02
031718,彰銀國票3B購01
03171P,台灣50凱基43售12
031720,德律國票43購01
031721,創意國票45購01
031722,新唐國票3B購01
031725,同欣電國票3B購02
031728,台虹國票3B購01
031731,高力國票3A購04
031732,國企2X凱基44購01
031733,元債2X凱基4A購01
031736,SGBR2X凱基3B購05
031737,美時凱基44購01
031740,鴻海凱基3C購12
031747,長榮凱基3A購15
031748,長榮航凱基43購02
03174P,台積電凱基51售03
031752,創意凱基3B購05
031753,辛耘凱基3C購05
031759,東科凱基3A購03
03175P,台積電凱基51售04
031761,四維航凱基3B購01
031762,台表科凱基3C購01
031766,南電凱基3C購02
031772,高力凱基43購02
031778,華新元大3B購05
031779,美時元大3B購05
03177P,玉晶光凱基3C售09
031780,美時元大3C購03
031781,中鋼元大3A購02
031782,上銀元大3A購05
031785,鴻海元大3A購39
031786,鴻海元大3A購40
031787,鴻海元大3B購20
031788,國巨元大3B購08
031789,台積電元大3B購10
03178P,美費半元大43售02
031790,台積電元大3B購11
031791,台積電元大3C購16
031793,威盛元大3A購07
031794,威盛元大3A購08
031799,冠德元大3A購09
03179P,台積電元大3C售63
031804,慧洋元大3A購01
031808,德律元大3A購03
03180P,台積電元大3C售64
031810,創意元大3B購01
031811,創意元大3B購02
031813,碩天元大3A購07
031815,致伸元大3A購04
03181P,台積電元大3C售65
031820,保瑞元大3B購08
031821,保瑞元大44購03
031825,高力元大3A購08
031826,高力元大3A購09
031827,高力元大3B購01
031828,高力元大3C購02
031829,高力元大44購01
03182P,華固元大3C售01
031834,台灣50富邦3C購06
031835,香港2X富邦42購01
031839,臻鼎富邦41購01
031844,台積電元富42購07
031845,華新科元富42購01
031846,德律元富3B購01
03184P,臺股指富邦42售13
031859,上銀統一45購03
03185P,臺股指富邦42售14
031860,南亞科統一45購02
031862,奇鋐統一47購02
031863,碩天統一45購01
031868,億光中信3B購01
03186P,臺股指富邦43售15
031872,滬深2X永豐3B購04
031873,鴻海永豐45購03
031876,長榮永豐3B購03
031877,陽明永豐3B購01
03187P,台灣50元富3C售11
031880,長榮航永豐3C購01
031881,長榮航永豐42購02
031882,慧洋永豐3B購01
031885,高力永豐43購01
